user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,218.34414812170385,0.9482758620689655,4.769875112576065
1,billiards,model,adaptive,425.59991147891566,0.9347389558232931,7.0106082791164654
2,billiards,model,adaptive,371.04058888988993,0.9419419419419419,5.716697580580581
3,billiards,model,adaptive,316.3449836464647,0.8767676767676768,8.547252502020202
4,billiards,model,adaptive,513.74608478,0.982,3.572782808
5,billiards,model,adaptive,424.8579259647533,0.8831822759315207,9.099137404833836
6,billiards,model,adaptive,383.50171343943947,0.8678678678678678,9.181821162162162
7,billiards,model,adaptive,380.934833982,0.948,7.82703132
8,billiards,model,adaptive,321.29324707499995,0.923,9.287313277
9,billiards,model,adaptive,237.01521679739218,0.9719157472417251,4.679555494483451
0,billiards,static,5,827.3754655509999,1.0,2.444776675
1,billiards,static,5,828.011510392,0.998,2.9090524450000004
2,billiards,static,5,827.3754655509999,1.0,2.9793582510000003
3,billiards,static,5,827.3754655509999,1.0,2.3368949039999998
4,billiards,static,5,827.383953424,0.999,2.843215401
5,billiards,static,5,832.9493999419999,0.982,4.680962169
6,billiards,static,5,827.6720942490001,0.999,2.9191975190000004
7,billiards,static,5,827.3754655509999,1.0,2.765034546
8,billiards,static,5,828.680145168,0.995,2.957941852
9,billiards,static,5,827.3754655509999,1.0,2.639677436
0,billiards,static,10,510.42108793400007,1.0,2.519926652
1,billiards,static,10,510.888131845,0.999,3.0815524450000003
2,billiards,static,10,510.42108793400007,1.0,3.224358251
3,billiards,static,10,510.42108793400007,1.0,2.369394904
4,billiards,static,10,516.45139348,0.989,3.4592154010000002
5,billiards,static,10,512.908642258,0.995,3.033282827
6,billiards,static,10,510.42108793400007,1.0,2.9351975190000004
7,billiards,static,10,511.46548426299995,0.998,2.917034546
8,billiards,static,10,510.42108793400007,1.0,3.0149418519999998
9,billiards,static,10,510.42108793400007,1.0,2.714177436
0,billiards,static,15,364.280268911,1.0,2.5612117800000003
1,billiards,static,15,373.635593945,0.986,3.9908222569999996
2,billiards,static,15,422.666209692,0.915,6.619912234
3,billiards,static,15,364.280268911,1.0,2.584394904
4,billiards,static,15,372.335205719,0.988,3.5360037989999995
5,billiards,static,15,382.896578895,0.971,4.808546185999999
6,billiards,static,15,369.45936969900004,0.993,3.5626975190000003
7,billiards,static,15,364.280268911,1.0,3.1275345459999997
8,billiards,static,15,367.438884442,0.995,3.450441852
9,billiards,static,15,373.084924467,0.987,3.94384454
0,billiards,static,20,278.43294873499997,0.999,2.661895106
1,billiards,static,20,297.077074917,0.975,4.74411443
2,billiards,static,20,373.120014642,0.877,7.6815208219999995
3,billiards,static,20,278.465432048,0.999,2.7608949050000002
4,billiards,static,20,322.450872756,0.944,6.0836785849999995
5,billiards,static,20,333.910000018,0.928,6.701499093000001
6,billiards,static,20,285.97840636,0.989,3.5822483029999996
7,billiards,static,20,277.660480065,1.0,3.1620345459999997
8,billiards,static,20,326.979465142,0.936,7.501007774
9,billiards,static,20,277.660480065,1.0,3.070177436
0,billiards,static,25,243.93254876799998,0.97,4.630854229
1,billiards,static,25,271.849410699,0.937,7.023295786
2,billiards,static,25,359.021691676,0.83,8.585984568
3,billiards,static,25,257.316406821,0.955,4.867917321999999
4,billiards,static,25,301.213267754,0.902,7.536381341
5,billiards,static,25,393.791504971,0.791,13.997553041000002
6,billiards,static,25,276.773270024,0.931,7.084616263
7,billiards,static,25,246.08149277,0.969,5.57211514
8,billiards,static,25,291.255630501,0.914,8.844719011
9,billiards,static,25,280.584171876,0.926,7.9373203199999995
0,billiards,static,30,211.138048441,0.962,4.865322547
1,billiards,static,30,252.94373679800003,0.913,8.447300259
2,billiards,static,30,238.312481857,0.93,5.926845484
3,billiards,static,30,215.209095211,0.957,4.623712234000001
4,billiards,static,30,233.34416954700004,0.936,6.300382025
5,billiards,static,30,344.00888482700003,0.81,11.668325946000001
6,billiards,static,30,286.470718598,0.875,8.997492621
7,billiards,static,30,248.50545744200002,0.919,9.311312443999999
8,billiards,static,30,242.880376758,0.925,7.542296008
9,billiards,static,30,211.97032016,0.96,5.473059274
0,billiards,static,35,187.51638924,0.954,5.185438886
1,billiards,static,35,238.415011319,0.897,8.235538256
2,billiards,static,35,275.52975838500004,0.856,6.628982659999999
3,billiards,static,35,177.67872995800002,0.965,4.399542745
4,billiards,static,35,237.19929382,0.899,7.357736022999999
5,billiards,static,35,343.916879909,0.781,11.245430823000001
6,billiards,static,35,226.284527147,0.91,6.8313155299999995
7,billiards,static,35,213.061657348,0.926,7.425675771999999
8,billiards,static,35,277.22898424000005,0.854,8.921665959
9,billiards,static,35,194.590364281,0.946,6.170725157999999
0,billiards,static,40,145.1644586927711,0.9738955823293173,4.325280995983936
1,billiards,static,40,248.92207153621732,0.8621730382293763,8.608979272635816
2,billiards,static,40,342.83228912677487,0.7606490872210954,9.20185887423935
3,billiards,static,40,199.1650179229209,0.9158215010141988,6.3535897373225145
4,billiards,static,40,236.00706566024343,0.8762677484787018,7.302586475659228
5,billiards,static,40,300.8886198285421,0.8069815195071869,11.711625352156059
6,billiards,static,40,234.6065472822335,0.8771573604060914,7.636518684263959
7,billiards,static,40,190.59959995353535,0.9252525252525252,8.874404752525253
8,billiards,static,40,229.05953487854254,0.8836032388663968,10.030512329959514
9,billiards,static,40,171.2066602931727,0.9467871485943775,6.283963734939759
0,billiards,static,45,136.83783289959837,0.9628514056224899,5.048734619477912
1,billiards,static,45,252.3699055442656,0.8410462776659959,8.352642947686116
2,billiards,static,45,334.9240129765067,0.7548518896833504,8.323951319713995
3,billiards,static,45,168.53038912008074,0.929364278506559,5.8354839646821395
4,billiards,static,45,270.6099159817259,0.8223350253807107,8.299186960406091
5,billiards,static,45,336.9833414272542,0.7520491803278688,9.969535429303278
6,billiards,static,45,265.24877827561477,0.826844262295082,8.638556772540984
7,billiards,static,45,182.46283267439514,0.9153225806451613,7.9101755655241925
8,billiards,static,45,316.3741466850887,0.7726798748696558,10.252084807090718
9,billiards,static,45,187.53127636794355,0.9092741935483871,7.714487675403227
0,billiards,static,50,202.3611219804928,0.8788501026694046,6.226650203285422
1,billiards,static,50,392.28739017773245,0.6823289070480082,13.848786272727272
2,billiards,static,50,401.427141,0.672538860103627,12.503812930569948
3,billiards,static,50,165.4517850633803,0.9175050301810865,5.946727442655936
4,billiards,static,50,306.7686250843374,0.7710843373493976,8.90100356626506
5,billiards,static,50,398.15996699170125,0.6763485477178424,11.294723756224064
6,billiards,static,50,373.4507622272727,0.7019027484143763,11.113395649048627
7,billiards,static,50,165.92009122389558,0.9176706827309237,7.538819665662651
8,billiards,static,50,237.45998790485834,0.8431174089068826,9.615052756072874
9,billiards,static,50,159.83455686130657,0.9236180904522613,6.53767549045226
0,billiards,static,55,123.99652109118237,0.9478957915831663,4.930075857715431
1,billiards,static,55,396.78950280524725,0.669021190716448,17.37091516750757
2,billiards,static,55,636.9200275728053,0.4229122055674518,58.629931055674525
3,billiards,static,55,199.66336035542173,0.8704819277108434,6.626742622489959
4,billiards,static,55,378.4304420431728,0.6877510040160643,15.198659817269075
5,billiards,static,55,524.8367278174188,0.5372507869884575,44.75648165372508
6,billiards,static,55,265.1363630489796,0.8030612244897959,10.512156674489798
7,billiards,static,55,215.94152776464648,0.8535353535353535,8.644862777777778
8,billiards,static,55,293.95393402351743,0.7740286298568507,14.768136273006135
9,billiards,static,55,208.46119150050455,0.8617558022199798,8.382509286579213
0,billiards,static,60,208.66117260422962,0.851963746223565,7.872759820745217
1,billiards,static,60,462.32393912118135,0.594704684317719,45.91392431160896
2,billiards,static,60,943.1062777138196,0.1088139281828074,120.39877613166483
3,billiards,static,60,352.81269841733877,0.7056451612903226,14.644231281250002
4,billiards,static,60,591.1915389179488,0.4646153846153846,42.214007883076924
5,billiards,static,60,648.3937152223383,0.407098121085595,63.08687180375783
6,billiards,static,60,386.31620691683577,0.6713995943204868,15.737686806288034
7,billiards,static,60,235.61488971601216,0.824773413897281,9.856108365558912
8,billiards,static,60,324.2934656430021,0.7352941176470589,12.361719772819473
9,billiards,static,60,194.61094545180725,0.8664658634538153,7.080619305220884
0,billiards,static,65,303.6097069067883,0.7487335359675785,18.938572558257345
1,billiards,static,65,585.9792747341514,0.4652351738241309,61.19046437014315
2,billiards,static,65,1007.1317824880956,0.04329004329004329,139.37883566774892
3,billiards,static,65,474.5833128552632,0.5779352226720648,27.505941433198377
4,billiards,static,65,614.2522822288662,0.43711340206185567,46.196198365979384
5,billiards,static,65,644.2847524107145,0.40756302521008403,47.587681207983195
6,billiards,static,65,516.5935670064035,0.5346851654215582,19.746092446104587
7,billiards,static,65,310.6677716488934,0.7414486921529175,14.870510043259555
8,billiards,static,65,475.9525148060167,0.5757261410788381,38.93490002385892
9,billiards,static,65,284.28445451305225,0.7680722891566265,9.477670699799198
0,billiards,static,70,259.7861838915663,0.7871485943775101,10.64921271184739
1,billiards,static,70,553.1115537383662,0.4953464322647363,57.35148074560496
2,billiards,static,70,1007.8253334392629,0.04229934924078091,136.50964936984818
3,billiards,static,70,482.30724140885695,0.5653964984552008,30.9428647507724
4,billiards,static,70,760.2316192891443,0.28914405010438415,66.6375471993737
5,billiards,static,70,755.2263528949583,0.29411764705882354,87.54350612920167
6,billiards,static,70,603.5353642165608,0.4447983014861996,41.77662717303609
7,billiards,static,70,257.49720502020205,0.7888888888888889,11.828502462626263
8,billiards,static,70,482.12669736111116,0.565843621399177,36.46371773353909
9,billiards,static,70,253.32123675702815,0.7931726907630522,8.376769139558233
0,billiards,static,75,392.67394910976844,0.6505538771399798,19.461731427995975
1,billiards,static,75,697.9619357082454,0.3488372093023256,120.41699826427062
2,billiards,static,75,1031.1420167103222,0.018867924528301886,99.4574994128746
3,billiards,static,75,905.4310452623141,0.143184421534937,76.1066366838488
4,billiards,static,75,897.5979187837544,0.15148188803512624,142.7319887837541
5,billiards,static,75,827.5994723945655,0.22065217391304348,117.45949099130434
6,billiards,static,75,885.0489037529542,0.16326530612244897,34.49955927604726
7,billiards,static,75,427.64991748640495,0.6163141993957704,11.841439315206445
8,billiards,static,75,545.012716345287,0.5,17.57744856352459
9,billiards,static,75,435.02247434247977,0.608739837398374,17.15970648373984
0,billiards,static,80,441.2657614179568,0.5995872033023736,41.29939120433437
