user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,290.197431051,1.0,2.603910944
1,billiards,model,adaptive,356.505834675,0.951,6.708399331
2,billiards,model,adaptive,291.63478841700004,0.948,5.184559349
3,billiards,model,adaptive,241.59057997900004,0.917,7.6715205189999995
4,billiards,model,adaptive,424.81066963094037,0.839231547017189,11.26184091809909
5,billiards,model,adaptive,497.12467457699995,0.93,7.433514756
6,billiards,model,adaptive,200.2205456713427,0.9809619238476954,3.832903644288577
0,billiards,static,5,827.3754655509999,1.0,2.351422422
1,billiards,static,5,827.6630674310001,0.998,2.8450524450000003
2,billiards,static,5,827.638196618,0.999,2.9193582510000002
3,billiards,static,5,827.8265421909999,0.999,2.579894904
4,billiards,static,5,828.2857875779999,0.996,2.930215401
5,billiards,static,5,827.879281044,0.998,3.093282827
6,billiards,static,5,827.3754655509999,1.0,2.4001975190000002
0,billiards,static,10,511.00558833100007,0.999,2.342525938
1,billiards,static,10,512.0575866920001,0.997,3.064052445
2,billiards,static,10,511.437796843,0.998,3.077358251
3,billiards,static,10,510.42108793400007,1.0,2.548394904
4,billiards,static,10,511.895187194,0.997,3.210715401
5,billiards,static,10,516.2509466079999,0.991,3.579282827
6,billiards,static,10,510.42108793400007,1.0,2.419697519
0,billiards,static,15,364.280268911,1.0,2.4174385550000004
1,billiards,static,15,369.83520675299997,0.992,3.4410524450000004
2,billiards,static,15,376.53287190099996,0.982,3.757859496
3,billiards,static,15,364.280268911,1.0,2.595394904
4,billiards,static,15,409.787473837,0.935,6.080297628
5,billiards,static,15,428.552824449,0.908,8.213073273
6,billiards,static,15,364.280268911,1.0,2.5071975190000004
0,billiards,static,20,277.660480065,1.0,2.4589579360000005
1,billiards,static,20,305.575171767,0.964,5.6180895799999995
2,billiards,static,20,352.266300576,0.903,6.580201028
3,billiards,static,20,277.660480065,1.0,2.713894905
4,billiards,static,20,343.10298270000004,0.914,7.354049934
5,billiards,static,20,378.04015671300004,0.871,9.268121186
6,billiards,static,20,277.660480065,1.0,2.5531975190000002
0,billiards,static,25,253.072399029,0.96,4.905078286
1,billiards,static,25,299.34954550899994,0.905,9.624483192
2,billiards,static,25,282.27873008200004,0.925,5.901775053
3,billiards,static,25,271.384009971,0.937,5.496692041
4,billiards,static,25,364.956309918,0.824,11.983614607000002
5,billiards,static,25,396.891719415,0.788,14.018319434999999
6,billiards,static,25,235.04067225499998,0.981,3.6480241970000002
0,billiards,static,30,177.432182754,1.0,2.9040198740000003
1,billiards,static,30,303.223781263,0.857,12.151459143
2,billiards,static,30,256.696522899,0.909,6.27079579
3,billiards,static,30,216.24026163699997,0.955,4.7608237099999995
4,billiards,static,30,295.394924123,0.865,8.960107532
5,billiards,static,30,383.429124698,0.763,13.500497137
6,billiards,static,30,185.211238744,0.991,3.375526366
0,billiards,static,35,153.06025336800005,0.992,3.326676728
1,billiards,static,35,231.00808999499998,0.907,8.572673116
2,billiards,static,35,276.02563965200005,0.855,7.1270466589999995
3,billiards,static,35,171.21681189,0.972,4.057285437
4,billiards,static,35,241.17385716900003,0.894,7.504072493
5,billiards,static,35,360.985710071,0.763,11.492025061999998
6,billiards,static,35,178.26369418400003,0.964,4.707502295
0,billiards,static,40,134.06409786886888,0.985985985985986,3.7536281401401403
1,billiards,static,40,223.1808418584429,0.890798786653185,9.524331610717898
2,billiards,static,40,227.6040017687627,0.8853955375253549,6.935831422920893
3,billiards,static,40,145.34644460320644,0.9739478957915831,4.098909788577155
4,billiards,static,40,240.21266183163263,0.8714285714285714,8.33217844489796
5,billiards,static,40,361.28768355125527,0.7426778242677824,12.920798985355649
6,billiards,static,40,123.976924666,0.997,3.1541975190000002
0,billiards,static,45,102.67495886800002,0.999,3.1332278270000002
1,billiards,static,45,222.5094002613982,0.8723404255319149,9.833064687943262
2,billiards,static,45,269.1947226769866,0.8235294117647058,7.827443732714137
3,billiards,static,45,135.95376660240964,0.963855421686747,4.614598253012049
4,billiards,static,45,217.4839484651163,0.8776541961577351,7.112196546006067
5,billiards,static,45,507.779462950712,0.5728368017524644,11.68762651478642
6,billiards,static,45,129.1730280210632,0.970912738214644,4.274863776328987
0,billiards,static,50,91.80000506500001,0.994,3.2988502769999997
1,billiards,static,50,229.15093335389284,0.8513650151668352,9.646339993933266
2,billiards,static,50,292.2633493350623,0.7852697095435685,7.568001003112035
3,billiards,static,50,136.38706352060305,0.9477386934673366,5.096909739698493
4,billiards,static,50,227.06713735569107,0.8536585365853658,7.282554720528456
5,billiards,static,50,382.6999434589475,0.6926315789473684,11.921247078947369
6,billiards,static,50,102.46710724824825,0.982982982982983,4.042786302302303
0,billiards,static,55,82.84458429529529,0.98998998998999,3.8609146066066065
1,billiards,static,55,223.00563859778225,0.8467741935483871,9.353580814516128
2,billiards,static,55,271.444919144641,0.7970863683662851,8.22816728199792
3,billiards,static,55,106.55321857014027,0.9659318637274549,4.658559823647295
4,billiards,static,55,364.0737078513801,0.7016985138004246,8.512803945859872
5,billiards,static,55,407.2405329904459,0.6592356687898089,9.142577159235667
6,billiards,static,55,88.7737398988989,0.983983983983984,4.209138737737738
0,billiards,static,60,81.05644785885886,0.980980980980981,4.161672654654654
1,billiards,static,60,328.80328336307696,0.7302564102564103,12.751612516923077
2,billiards,static,60,343.41481892713836,0.7159450897571278,8.835741925026399
3,billiards,static,60,113.73625841341341,0.9479479479479479,5.149581589589589
4,billiards,static,60,214.12261047724976,0.846309403437816,7.238486119312436
5,billiards,static,60,569.1049453368547,0.4859154929577465,14.415745096244132
6,billiards,static,60,81.22720959159159,0.980980980980981,4.32809892992993
0,billiards,static,65,75.38542593172691,0.9779116465863453,4.443131503012048
1,billiards,static,65,251.51725138696537,0.8014256619144603,10.559166718940936
2,billiards,static,65,480.76824574646474,0.5707070707070707,14.283105448484848
3,billiards,static,65,105.60152685226132,0.9477386934673366,5.371082875376885
4,billiards,static,65,498.9070585784754,0.5526905829596412,14.618256290358744
5,billiards,static,65,652.7044207133408,0.39911797133406834,15.012583427783902
6,billiards,static,65,76.43588681362725,0.9769539078156313,4.424406952905811
0,billiards,static,70,62.03442390080161,0.9839679358717435,4.328878451903807
1,billiards,static,70,289.6107401995906,0.7574206755373593,12.662830555783009
2,billiards,static,70,628.2311122497287,0.4201954397394137,37.741722871878395
3,billiards,static,70,172.15716013796577,0.8741188318227593,6.5965017442094664
4,billiards,static,70,407.75596795534796,0.6396677050882659,16.55883850051921
5,billiards,static,70,810.482022816106,0.23918269230769232,27.88606274879807
6,billiards,static,70,62.05279462562562,0.983983983983984,4.248068911911911
0,billiards,static,75,58.733970320320324,0.980980980980981,4.343263038038037
1,billiards,static,75,345.90511636468136,0.696969696969697,17.515495600835948
2,billiards,static,75,724.0689531309388,0.32329084588644263,46.16144452838933
3,billiards,static,75,177.1355296824597,0.8639112903225806,6.747521919354839
4,billiards,static,75,503.9699366740978,0.5403397027600849,32.57921676539278
5,billiards,static,75,829.4410780709385,0.21853546910755148,51.49655101830664
6,billiards,static,75,101.35048145290581,0.938877755511022,5.238860468937876
0,billiards,static,80,97.53151064185111,0.937625754527163,5.477207975855131
1,billiards,static,80,397.62277127233125,0.6427015250544662,28.433275948801743
2,billiards,static,80,926.5660715511435,0.12154031287605295,52.9140808941035
3,billiards,static,80,215.66923355196772,0.8213925327951564,8.062570192734611
4,billiards,static,80,459.8038926400451,0.5804274465691789,26.61712867154106
5,billiards,static,80,794.4786156582448,0.25132978723404253,51.41711403058512
6,billiards,static,80,111.82433636619719,0.9235412474849095,5.799972001006036
