user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,103.89394850299999,1.0,2.931666415
1,billiards,model,adaptive,370.4742350280843,0.8254764292878636,20.560593898696087
2,billiards,model,adaptive,332.67297934584184,0.7900608519269777,8.972858863083164
3,billiards,model,adaptive,226.675718668,0.918,6.072581124
0,billiards,static,5,827.3754655509999,1.0,2.302501384
1,billiards,static,5,827.598037406,0.999,3.0340524450000004
2,billiards,static,5,827.3754655509999,1.0,2.921858251
3,billiards,static,5,827.3754655509999,1.0,2.348894904
0,billiards,static,10,510.42108793400007,1.0,2.30503687
1,billiards,static,10,516.302397791,0.988,3.8090820809999997
2,billiards,static,10,512.142655167,0.997,3.2973582509999995
3,billiards,static,10,510.42108793400007,1.0,2.474394904
0,billiards,static,15,364.280268911,1.0,2.34148517
1,billiards,static,15,390.43386583299997,0.962,5.8290128
2,billiards,static,15,405.95383114000003,0.94,5.6813519999999995
3,billiards,static,15,364.280268911,1.0,2.497894904
0,billiards,static,20,277.660480065,1.0,2.362956615
1,billiards,static,20,301.230682576,0.97,5.149316793
2,billiards,static,20,352.815639979,0.904,6.8477892670000005
3,billiards,static,20,277.660480065,1.0,2.686894904
0,billiards,static,25,220.34696033799997,0.999,2.821332384
1,billiards,static,25,302.39222181300005,0.901,9.275142092
2,billiards,static,25,360.524102029,0.83,9.927996334
3,billiards,static,25,285.338761693,0.921,6.2873833139999995
0,billiards,static,30,177.432182754,1.0,2.799615335
1,billiards,static,30,262.316296404,0.903,9.430040265
2,billiards,static,30,271.55028546200003,0.893,7.0238004720000005
3,billiards,static,30,258.604746929,0.907,6.399195751
0,billiards,static,35,158.442134202,0.986,3.6365998089999994
1,billiards,static,35,277.55335490100003,0.854,12.250448399000001
2,billiards,static,35,300.288969532,0.828,7.792764168
3,billiards,static,35,247.005571193,0.889,7.155154110000001
0,billiards,static,40,125.85235575275276,0.994994994994995,3.101290577577578
1,billiards,static,40,198.94440539455096,0.9162462159434914,8.173191388496468
2,billiards,static,40,292.7569914355006,0.8142414860681114,9.720211196078433
3,billiards,static,40,181.5214417979798,0.9353535353535354,5.836914692929294
0,billiards,static,45,102.701708686,0.999,2.990807371
1,billiards,static,45,242.97741801942743,0.8507157464212679,10.20510982413088
2,billiards,static,45,479.5648154481284,0.6010695187165775,8.695869685561497
3,billiards,static,45,169.81658537449394,0.9281376518218624,5.85331246659919
0,billiards,static,50,87.918329867,0.998,3.075272245
1,billiards,static,50,189.00129454070353,0.893467336683417,7.992268433165829
2,billiards,static,50,314.37591619730017,0.7622014537902388,6.703010719626168
3,billiards,static,50,155.40007556104945,0.9283551967709385,5.417954932391524
0,billiards,static,55,79.05415415315315,0.993993993993994,3.5519837297297294
1,billiards,static,55,201.77380579696973,0.8686868686868687,8.027475346464646
2,billiards,static,55,440.2411268054111,0.6253902185223725,6.185161172736733
3,billiards,static,55,163.1675472808081,0.908080808080808,5.918890293939394
0,billiards,static,60,62.411709648000006,1.0,3.4354690530000003
1,billiards,static,60,191.7141251338028,0.869215291750503,7.516108505030181
2,billiards,static,60,472.7764325702577,0.585480093676815,7.523610286885246
3,billiards,static,60,211.5544174220648,0.8491902834008097,7.417562934210526
0,billiards,static,65,63.44897025025025,0.98998998998999,3.777649967967968
1,billiards,static,65,205.0190033157895,0.8481781376518218,9.07663114777328
2,billiards,static,65,516.0408927358492,0.5365566037735849,7.823095608490567
3,billiards,static,65,170.15599570684373,0.8825331971399387,6.170031675178754
0,billiards,static,70,50.913023128999995,0.995,3.6131758790000004
1,billiards,static,70,190.1260597270876,0.8564154786150713,7.8381776313645615
2,billiards,static,70,653.345187290131,0.3947681331747919,5.432134255648037
3,billiards,static,70,156.44106477194754,0.8900100908173562,6.167729607467204
0,billiards,static,75,42.578946887887895,0.996996996996997,3.722832367367367
1,billiards,static,75,220.12244429969107,0.8218331616889805,8.260127546858909
2,billiards,static,75,445.6524405764377,0.5974754558204769,8.733438852734924
3,billiards,static,75,139.5601625470172,0.9009100101112234,6.052377446916077
0,billiards,static,80,40.163834355355355,0.993993993993994,4.1016190300300295
1,billiards,static,80,266.2297714013762,0.7717889908256881,9.476989247706424
2,billiards,static,80,601.1999647309239,0.44176706827309237,6.733629492637215
3,billiards,static,80,151.65958519486082,0.8843683083511777,6.982994472162741
