user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,124.90673307600001,1.0,3.1149360939999995
1,billiards,model,adaptive,344.723413078,0.895,10.727247905
2,billiards,model,adaptive,346.7190346936476,0.7694672131147541,8.88717568545082
3,billiards,model,adaptive,260.5882014863498,0.8766430738119313,7.416380312436805
4,billiards,model,adaptive,341.769391277,0.903,8.101206877
5,billiards,model,adaptive,452.11961188418934,0.7603222557905337,13.835505622356493
0,billiards,static,5,827.3754655509999,1.0,2.273817659
1,billiards,static,5,827.471699241,0.999,3.0350524450000003
2,billiards,static,5,827.710888832,0.999,2.9313582510000002
3,billiards,static,5,827.3754655509999,1.0,2.4298949039999997
4,billiards,static,5,827.3754655509999,1.0,2.813215401
5,billiards,static,5,827.6263475679999,0.999,2.856782827
0,billiards,static,10,510.42108793400007,1.0,2.3047466750000005
1,billiards,static,10,517.506072575,0.986,3.991029774
2,billiards,static,10,511.942049971,0.997,3.059858251
3,billiards,static,10,510.956070436,0.999,2.4843949039999997
4,billiards,static,10,513.729611848,0.993,3.400215401
5,billiards,static,10,519.207204246,0.983,3.8205763150000003
0,billiards,static,15,364.280268911,1.0,2.31731393
1,billiards,static,15,377.38400245,0.982,4.385539144
2,billiards,static,15,377.58126545199997,0.981,3.653390202
3,billiards,static,15,364.280268911,1.0,2.519394904
4,billiards,static,15,383.286658852,0.972,4.421032127
5,billiards,static,15,412.12373552700006,0.931,6.838580358
0,billiards,static,20,277.660480065,1.0,2.3320734130000003
1,billiards,static,20,334.16878896399993,0.928,8.082836161
2,billiards,static,20,355.063995499,0.9,7.064939390999999
3,billiards,static,20,283.93527694500006,0.992,2.971674142
4,billiards,static,20,408.918642953,0.829,11.603922049000001
5,billiards,static,20,389.880068506,0.854,10.004186444
0,billiards,static,25,226.157712243,0.992,3.192912974
1,billiards,static,25,329.194690391,0.868,11.626357841999999
2,billiards,static,25,399.63828708600005,0.784,11.497181834
3,billiards,static,25,275.598517553,0.931,5.762222379
4,billiards,static,25,373.572491484,0.813,13.132995337
5,billiards,static,25,459.6784876010001,0.711,15.98325005
0,billiards,static,30,183.64814699699997,0.993,3.231307794
1,billiards,static,30,284.618603164,0.877,10.701158770000001
2,billiards,static,30,326.517081824,0.83,9.196993711
3,billiards,static,30,240.28888180000004,0.927,5.6415270799999995
4,billiards,static,30,333.533190112,0.82,15.096041267
5,billiards,static,30,376.806450504,0.772,12.915941075
0,billiards,static,35,145.732969932,1.0,2.862805089
1,billiards,static,35,280.030173709,0.852,11.70006471
2,billiards,static,35,306.92834437100004,0.822,8.288191424
3,billiards,static,35,173.851638017,0.969,4.354716539999999
4,billiards,static,35,348.72813913899995,0.775,12.262545003000001
5,billiards,static,35,373.60978020400006,0.749,13.583882465999999
0,billiards,static,40,122.104667155,0.999,2.94733439
1,billiards,static,40,252.84275809716598,0.8572874493927125,11.092541614372468
2,billiards,static,40,281.978416343299,0.8278350515463917,7.989827722680412
3,billiards,static,40,141.42265725903616,0.9779116465863453,3.9397344819277107
4,billiards,static,40,334.2349034185567,0.7690721649484537,13.626798130927835
5,billiards,static,40,394.2259914459601,0.7061909758656874,14.656577564533054
0,billiards,static,45,108.356898641,0.993,3.3881938639999998
1,billiards,static,45,247.891864402229,0.8459979736575481,10.163539051671732
2,billiards,static,45,286.11003719549643,0.8055271238485159,7.617775808597748
3,billiards,static,45,178.43392892922142,0.9191102123356926,6.178102236602629
4,billiards,static,45,279.33560032484723,0.8126272912423625,11.107379874745417
5,billiards,static,45,364.1258542971846,0.7236704900938478,15.010431860271115
0,billiards,static,50,85.9845788,1.0,2.994908206
1,billiards,static,50,225.4081044170958,0.8558187435633368,9.0008186261586
2,billiards,static,50,378.98846167783796,0.6962162162162162,9.475006667027026
3,billiards,static,50,158.43239447979798,0.9252525252525252,5.618055668686869
4,billiards,static,50,345.0289350626959,0.7314524555903866,10.519264851619642
5,billiards,static,50,480.7531672120892,0.5906680805938495,11.704455811240722
0,billiards,static,55,73.09305470700001,1.0,3.4089779119999997
1,billiards,static,55,307.36882457377055,0.7612704918032787,8.50018737909836
2,billiards,static,55,363.4627254984195,0.702845100105374,8.779359463645944
3,billiards,static,55,157.11675425075526,0.9144008056394763,5.88600110775428
4,billiards,static,55,323.98377186970333,0.7436440677966102,9.604924309322035
5,billiards,static,55,416.15146069502083,0.6483402489626556,12.479153652489629
0,billiards,static,60,67.354771185,0.995,3.6835727400000002
1,billiards,static,60,229.94624184475808,0.8306451612903226,8.878434411290323
2,billiards,static,60,368.27489596666675,0.6903225806451613,8.953858370967742
3,billiards,static,60,148.07996850705644,0.9133064516129032,5.927153408266129
4,billiards,static,60,273.5634609908815,0.7862208713272543,8.612111269503547
5,billiards,static,60,430.85095356140357,0.6271929824561403,12.968540231359649
0,billiards,static,65,53.476328404,1.0,3.5750671780000003
1,billiards,static,65,327.4771509812695,0.7263267429760666,11.713348119667014
2,billiards,static,65,387.47696501513514,0.6659459459459459,12.967224969729731
3,billiards,static,65,136.71114220362904,0.9163306451612904,6.021278623991936
4,billiards,static,65,382.2971509421053,0.6705263157894736,12.512336809473684
5,billiards,static,65,545.7037588574515,0.5053995680345572,10.740877214902808
0,billiards,static,70,45.94551499899999,1.0,3.5914883019999997
1,billiards,static,70,261.16554106867846,0.785639958376691,10.07005369510926
2,billiards,static,70,373.1801894972498,0.6743674367436744,9.407579278327832
3,billiards,static,70,128.71602091675027,0.917753259779338,5.821456496489468
4,billiards,static,70,400.6716753276956,0.6469344608879493,10.504138584566595
5,billiards,static,70,489.7675680816994,0.5577342047930284,14.662510258169934
0,billiards,static,75,39.553047968,1.0,3.646188123
1,billiards,static,75,358.1488789642059,0.6845637583892618,12.205024041387025
2,billiards,static,75,478.1417367142858,0.5668202764976958,8.532342842165898
3,billiards,static,75,108.79494027665996,0.93158953722334,5.731373084507042
4,billiards,static,75,460.3675218741723,0.5838852097130243,13.475243240618099
5,billiards,static,75,521.7785784843751,0.5234375,19.67690303125
0,billiards,static,80,34.09243991699999,1.0,4.079073429999999
1,billiards,static,80,396.3900773006466,0.6433189655172413,15.98709804849138
2,billiards,static,80,459.0415658043479,0.5821256038647343,18.05499013043478
3,billiards,static,80,174.2029029387967,0.8620331950207469,7.584391505186722
4,billiards,static,80,462.1400665470654,0.5791805094130675,21.194027239202658
5,billiards,static,80,607.6578524677419,0.43548387096774194,21.772529653846153
