user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,47.10315558599999,0.999,3.369955379
1,billiards,model,adaptive,222.52028151393188,0.8214654282765738,12.077338618163054
0,billiards,static,5,827.3754655509999,1.0,2.2795010689999997
1,billiards,static,5,827.3754655509999,1.0,2.9650524450000004
0,billiards,static,10,510.42108793400007,1.0,2.283967251
1,billiards,static,10,512.973023667,0.995,3.340552445
0,billiards,static,15,364.280268911,1.0,2.293612682
1,billiards,static,15,380.465380684,0.976,4.651462878
0,billiards,static,20,277.660480065,1.0,2.305994014
1,billiards,static,20,341.945512338,0.917,8.622849550000002
0,billiards,static,25,219.49509131,1.0,2.7752908560000003
1,billiards,static,25,361.91515006400004,0.829,13.496029497
0,billiards,static,30,177.432182754,1.0,2.790802714
1,billiards,static,30,289.22271862100007,0.872,11.212071386
0,billiards,static,35,145.732969932,1.0,2.8010784249999996
1,billiards,static,35,246.01563175300004,0.889,10.28306836
0,billiards,static,40,121.19407086400001,1.0,2.8581069020000003
1,billiards,static,40,233.411271913442,0.879837067209776,9.585343087576375
0,billiards,static,45,102.670961363,0.999,2.84651638
1,billiards,static,45,249.57269292622954,0.8442622950819673,11.041454289959015
0,billiards,static,50,88.846367188,0.997,2.8925478399999998
1,billiards,static,50,227.31870134221313,0.8534836065573771,9.775087032786885
0,billiards,static,55,73.09305470700001,1.0,3.3071186470000002
1,billiards,static,55,181.38816613299494,0.8893401015228426,7.923550532994924
0,billiards,static,60,62.411709648000006,1.0,3.3256244079999995
1,billiards,static,60,233.7026295030675,0.8271983640081799,8.789232705521473
0,billiards,static,65,53.476328404,1.0,3.356305142
1,billiards,static,65,260.1969285089757,0.7930306230200633,9.09356510031679
0,billiards,static,70,49.945505502502506,0.995995995995996,3.507710870870871
1,billiards,static,70,250.89838434312702,0.7964323189926548,9.12661026547744
0,billiards,static,75,39.553047968,1.0,3.3724510019999996
1,billiards,static,75,198.36291573789472,0.8431578947368421,7.873369215789475
0,billiards,static,80,38.12650864964965,0.995995995995996,3.93347719019019
1,billiards,static,80,175.62209481014023,0.86084142394822,7.881170974110032
