frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms,cqi
1,250,3.06726,47034,0.017063448,0.020000000,2.936552,1,3.067260,5.000000,14
2,250,3.067260,47034,0.030572844,0.033500000,2.927156,1,3.067260,5.000000,14
3,250,3.880027,47034,0.046529701,0.049500000,2.970299,1,3.880027,5.000000,14
4,250,4.734260,47034,0.059474488,0.062000000,2.525512,1,4.734260,5.000000,14
5,250,4.961479,47034,0.072321769,0.075000000,2.678231,1,4.961479,5.000000,14
6,250,5.618931,47034,0.085919725,0.088500000,2.580275,1,5.618931,5.000000,14
7,250,5.749232,47034,0.100502808,0.103500000,2.997192,1,5.749232,5.000000,14
8,250,6.680570,47034,0.117784828,0.121000000,3.215172,1,6.680570,5.000000,14
9,250,6.938900,47034,0.131376255,0.134500000,3.123745,1,6.938900,5.000000,14
10,250,6.968062,47034,0.144458391,0.147000000,2.541609,1,6.968062,5.000000,14
11,250,6.953905,47034,0.159880695,0.162500000,2.619305,1,6.953905,5.000000,14
12,250,6.797330,47034,0.175118784,0.178000000,2.881216,1,6.797330,5.000000,14
13,250,6.554805,47034,0.190278715,0.193000000,2.721285,1,6.554805,5.000000,14
15,250,7.608069,47034,0.203366018,0.304500000,101.133982,0,855.168133,5.000000,14
16,250,8.604251,47034,0.218791494,0.304500000,85.708506,0,855.168133,5.000000,14
18,250,9.605943,47034,0.234519274,0.304500000,69.980726,0,855.168133,5.000000,14
19,250,10.191575,47034,0.247984209,0.304500000,56.515791,0,855.168133,5.000000,14
20,250,9.984160,47034,0.261592373,0.304500000,42.907627,0,855.168133,5.000000,14
21,250,9.798848,47034,0.276045313,0.304500000,28.454687,0,855.168133,5.000000,14
22,250,9.946429,47034,0.290280782,0.304500000,14.219218,0,855.168133,5.000000,14
23,250,10.308960,47034,0.304882204,0.310500000,5.617796,0,855.168133,5.000000,14
24,250,10.338527,47034,0.321260625,0.324000000,2.739375,1,10.338527,5.000000,14
27,250,8.370557,47034,0.335704626,0.338500000,2.795374,1,8.370557,5.000000,14
28,250,10.610713,47034,0.350919847,0.353500000,2.580153,1,10.610713,5.000000,14
29,250,14.736943,47034,0.363801778,0.366500000,2.698222,1,14.736943,5.000000,14
34,250,31.844511,47034,0.377841362,0.380500000,2.658638,1,31.844511,5.000000,14
35,250,33.094122,47034,0.393076834,0.396000000,2.923166,1,33.094122,5.000000,14
36,250,41.562338,47034,0.407746376,0.508500000,100.753624,0,855.168133,5.000000,14
37,250,49.429697,47034,0.420908669,0.508500000,87.591331,0,855.168133,5.000000,14
38,250,50.696240,47034,0.433909957,0.508500000,74.590043,0,855.168133,5.000000,14
39,250,52.630800,47034,0.450678688,0.508500000,57.821312,0,855.168133,5.000000,14
40,250,41.710032,47034,0.464911635,0.508500000,43.588365,0,855.168133,5.000000,14
41,250,26.591369,47034,0.477802253,0.508500000,30.697747,0,855.168133,5.000000,14
42,250,15.287256,47034,0.491585248,0.508500000,16.914752,0,855.168133,5.000000,14
43,250,11.893876,47034,0.504264530,0.512500000,8.235470,0,855.168133,5.000000,14
46,250,0.190332,47034,0.516940917,0.520000000,3.059083,1,0.190332,5.000000,14
