frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms,cqi
1,65,52.6315,101708,0.026462107,0.038500000,12.037893,0,1050.257266,2.500000,9
2,65,50.759381,101708,0.049147119,0.062500000,13.352881,0,1050.257266,2.500000,9
3,65,50.811947,101708,0.069908885,0.083000000,13.091115,0,1050.257266,2.500000,9
4,65,49.716602,101708,0.090138188,0.107000000,16.861812,0,1050.257266,2.500000,13
5,65,51.157057,101708,0.109785922,0.116500000,6.714078,0,1050.257266,2.500000,13
6,65,48.740853,101708,0.129176255,0.137500000,8.323745,0,1050.257266,2.500000,13
7,65,48.119612,101708,0.147495134,0.155500000,8.004866,0,1050.257266,2.500000,13
8,65,46.576474,101708,0.169552400,0.177500000,7.947600,0,1050.257266,2.500000,13
9,65,46.540560,101708,0.188287497,0.195000000,6.712503,0,1050.257266,2.500000,13
10,65,44.904385,101708,0.210192404,0.220000000,9.807596,0,1050.257266,2.500000,13
11,65,46.216890,101708,0.230728175,0.236500000,5.771825,0,1050.257266,2.500000,13
