mode,run_id,num_users,user_id,compression_level,fps,size_mean_kb,size_std_kb,total_frames,on_time_frames,avg_delay_ms,delay_reliability,user_satisfied,avg_mse,avg_cqi
random,9,4,1,30,72,80.0,42.9,1440,624,14.8176,0.433333,0,627.581,13.9045
random,9,4,2,40,72,95.0,50.9,1440,798,5.87749,0.554167,0,491.437,14.0232
random,9,4,3,40,72,120.0,64.3,1440,808,5.42899,0.561111,0,475.143,14.1162
random,5,3,0,60,90,120.0,64.3,1800,424,5.75684,0.235556,0,772.256,14.8014
random,5,3,1,15,60,95.0,50.9,1200,968,2.7967,0.806667,0,390.832,14.0053
random,5,3,2,70,120,120.0,64.3,2400,58,8.41056,0.0241667,0,976.406,13.9253
random,20,8,0,30,72,65.0,34.8,1440,919,5.55549,0.638194,0,473.441,14.3296
random,20,8,1,15,60,45.0,24.1,1200,962,2.87584,0.801667,0,613.944,13.9821
random,20,8,2,40,72,80.0,42.9,1440,765,4.73914,0.53125,0,520.498,14.0568
random,20,8,3,75,120,65.0,34.8,2400,548,5.33359,0.228333,0,780.661,14.4654
random,20,8,4,50,90,45.0,24.1,1800,835,5.7604,0.463889,0,593.444,14.0018
random,20,8,5,60,90,45.0,24.1,1800,738,7.00482,0.41,0,626.921,13.9152
random,20,8,6,30,72,95.0,50.9,1440,960,3.70448,0.666667,0,413.158,14.9611
random,20,8,7,30,72,95.0,50.9,1440,855,5.91093,0.59375,0,477.251,14.0758
random,6,3,0,55,90,120.0,64.3,1800,630,5.08235,0.35,0,663.743,14.8097
random,6,3,1,25,72,65.0,34.8,1440,843,7.72055,0.585417,0,541.248,13.9514
random,6,3,2,50,90,95.0,50.9,1800,350,7.11129,0.194444,0,817.138,13.8014
random,10,5,0,45,90,45.0,24.1,1800,830,4.24803,0.461111,0,605.36,14.6534
random,10,5,1,10,60,65.0,34.8,1200,897,3.15564,0.7475,0,629.521,13.8267
random,10,5,2,80,120,65.0,34.8,2400,143,16.7221,0.0595833,0,942.439,13.9434
random,10,5,3,60,90,95.0,50.9,1800,389,6.61839,0.216111,0,793.014,14.6167
random,10,5,4,70,120,65.0,34.8,2400,129,10.2477,0.05375,0,948.785,13.9243
ml,32,3,0,65,120,45.0,24.1,2400,1068,3.02317,0.445,0,589.169,14.9016
ml,32,3,1,55,90,65.0,34.8,1800,771,6.24756,0.428333,0,602.507,14.0052
ml,32,3,2,30,72,45.0,24.1,1440,912,3.7337,0.633333,0,527.817,13.9456
random,22,9,0,80,120,95.0,50.9,2400,0,68.0578,0.0,0,1000.0,14.9785
random,22,9,1,20,60,95.0,50.9,1200,739,6.78811,0.615833,0,498.793,14.002
random,22,9,2,65,120,65.0,34.8,2400,67,9.61719,0.0279167,0,973.548,14.0
random,22,9,3,5,60,45.0,24.1,1200,1048,2.68494,0.8733329999999999,0,1149.24,14.7002
random,22,9,4,35,72,45.0,24.1,1440,653,10.4925,0.453472,0,641.084,13.7875
random,22,9,5,45,90,95.0,50.9,1800,343,6.86857,0.19055599999999998,0,822.471,14.3828
random,22,9,6,35,72,45.0,24.1,1440,935,4.32598,0.6493059999999999,0,486.062,14.1395
random,22,9,7,25,72,45.0,24.1,1440,1020,3.01717,0.708333,0,513.104,14.9085
random,22,9,8,15,60,65.0,34.8,1200,956,3.12629,0.796667,0,488.717,13.9469
random,7,4,0,15,60,80.0,42.9,1200,1053,2.53656,0.8775,0,378.057,14.7502
random,7,4,1,60,90,120.0,64.3,1800,42,9.44682,0.0233333,0,977.416,13.9502
random,7,4,2,70,120,120.0,64.3,2400,88,11.2644,0.036666699999999997,0,964.248,13.9292
random,7,4,3,20,60,45.0,24.1,1200,1047,2.50617,0.8725,0,472.481,14.0547
random,17,7,0,40,72,120.0,64.3,1440,506,6.04824,0.351389,0,671.104,14.386
random,17,7,1,15,60,45.0,24.1,1200,949,2.96895,0.7908329999999999,0,617.356,14.2955
random,17,7,2,75,120,95.0,50.9,2400,61,22.3442,0.0254167,0,975.268,14.0084
random,17,7,3,5,60,95.0,50.9,1200,1002,2.7678,0.835,0,628.228,14.2705
random,17,7,4,25,72,95.0,50.9,1440,750,7.06206,0.520833,0,555.652,14.0022
random,17,7,5,50,90,120.0,64.3,1800,137,9.8576,0.0761111,0,927.53,13.8536
random,17,7,6,5,60,80.0,42.9,1200,1040,2.62704,0.8666670000000001,0,703.431,14.0659
random,14,6,0,5,60,80.0,42.9,1200,1008,2.83931,0.84,0,714.71,14.3772
random,14,6,1,80,120,120.0,64.3,2400,0,71.6092,0.0,0,1000.0,13.8691
random,14,6,2,50,90,45.0,24.1,1800,638,7.90996,0.35444400000000004,0,689.09,13.9943
random,14,6,3,70,120,80.0,42.9,2400,0,10.7561,0.0,0,1000.0,14.195
random,14,6,4,40,72,80.0,42.9,1440,529,5.86594,0.367361,0,667.669,14.1963
random,14,6,5,20,60,120.0,64.3,1200,728,7.28716,0.606667,0,482.781,13.9962
ml,29,2,0,20,60,95.0,50.9,1200,1031,4.02384,0.859167,0,301.602,14.6203
ml,29,2,1,80,120,120.0,64.3,2400,95,6.23133,0.0395833,0,961.139,14.1386
random,21,8,0,75,120,45.0,24.1,2400,0,136.549,0.0,0,1000.0,14.5564
random,21,8,1,75,120,65.0,34.8,2400,1,137.328,0.000416667,0,999.599,13.9422
random,21,8,2,50,90,80.0,42.9,1800,290,11.7702,0.161111,0,849.668,14.0874
random,21,8,3,45,90,45.0,24.1,1800,293,7.19542,0.16277799999999998,0,859.978,14.4969
random,21,8,4,80,120,80.0,42.9,2400,0,93.7264,0.0,0,1000.0,13.9266
random,21,8,5,15,60,120.0,64.3,1200,528,9.95476,0.44,0,642.608,13.986
random,21,8,6,65,120,45.0,24.1,2400,6,12.8733,0.0025,0,997.694,14.9229
random,21,8,7,15,60,65.0,34.8,1200,895,3.74793,0.745833,0,521.173,14.0764
ml,31,3,0,55,90,120.0,64.3,1800,626,5.13091,0.347778,0,665.892,14.7118
ml,31,3,1,5,60,45.0,24.1,1200,1017,2.48338,0.8475,0,1142.55,13.9931
ml,31,3,2,60,90,120.0,64.3,1800,348,6.50991,0.193333,0,813.043,13.8422
random,18,7,0,50,90,80.0,42.9,1800,284,7.05623,0.157778,0,852.961,14.4913
random,18,7,1,50,90,45.0,24.1,1800,587,6.80795,0.326111,0,714.264,14.1428
random,18,7,2,25,72,45.0,24.1,1440,875,3.5989,0.607639,0,582.302,13.9344
random,18,7,3,45,90,65.0,34.8,1800,531,6.16034,0.295,0,734.498,14.3804
random,18,7,4,40,72,65.0,34.8,1440,533,8.99604,0.370139,0,673.678,13.9087
random,18,7,5,80,120,95.0,50.9,2400,1,74.518,0.000416667,0,999.592,13.8471
random,18,7,6,75,120,45.0,24.1,2400,129,7.55245,0.05375,0,949.288,14.1303
random,16,7,0,35,72,80.0,42.9,1440,550,7.3531,0.381944,0,662.239,14.4024
random,16,7,1,35,72,80.0,42.9,1440,530,7.65832,0.368056,0,673.759,14.0998
random,16,7,2,35,72,80.0,42.9,1440,529,6.2826,0.367361,0,675.003,14.0
random,16,7,3,10,60,95.0,50.9,1200,951,3.2273,0.7925,0,477.8,14.2769
random,16,7,4,35,72,120.0,64.3,1440,356,7.98987,0.247222,0,771.241,13.9188
random,16,7,5,75,120,95.0,50.9,2400,0,89.2364,0.0,0,1000.0,13.8699
random,16,7,6,65,120,80.0,42.9,2400,0,35.0689,0.0,0,1000.0,14.0921
random,11,5,0,35,72,45.0,24.1,1440,934,3.81054,0.6486109999999999,0,486.481,14.5572
random,11,5,1,75,120,45.0,24.1,2400,2,13.9188,0.000833333,0,999.212,13.7943
random,11,5,2,80,120,65.0,34.8,2400,0,109.281,0.0,0,1000.0,13.8291
random,11,5,3,60,90,80.0,42.9,1800,307,7.7192,0.17055599999999999,0,837.959,14.6774
random,11,5,4,75,120,65.0,34.8,2400,0,97.0517,0.0,0,1000.0,13.9721
random,26,10,0,75,120,120.0,64.3,2400,0,130.333,0.0,0,1000.0,14.5455
random,26,10,1,20,60,45.0,24.1,1200,708,18.2727,0.59,0,641.457,13.835
random,26,10,2,40,72,45.0,24.1,1440,442,35.343,0.306944,0,744.42,14.0005
random,26,10,3,70,120,120.0,64.3,2400,0,96.7003,0.0,0,1000.0,14.5687
random,26,10,4,80,120,95.0,50.9,2400,0,139.964,0.0,0,1000.0,13.9925
random,26,10,5,45,90,45.0,24.1,1800,291,51.1637,0.16166699999999998,0,860.847,13.9747
random,26,10,6,55,90,80.0,42.9,1800,266,122.891,0.147778,0,860.667,14.9332
random,26,10,7,75,120,45.0,24.1,2400,0,171.311,0.0,0,1000.0,14.6176
random,26,10,8,60,90,45.0,24.1,1800,262,42.5343,0.145556,0,867.31,14.0383
random,26,10,9,30,72,120.0,64.3,1440,477,33.9961,0.33125,0,698.908,14.9716
random,15,6,0,10,60,80.0,42.9,1200,997,2.84408,0.8308329999999999,0,509.764,14.4329
random,15,6,1,60,90,95.0,50.9,1800,121,8.59065,0.0672222,0,935.648,13.8133
random,15,6,2,5,60,95.0,50.9,1200,965,2.9386,0.8041670000000001,0,640.555,13.9641
random,15,6,3,40,72,45.0,24.1,1440,849,5.62244,0.589583,0,512.335,14.1202
random,15,6,4,55,90,65.0,34.8,1800,439,6.12945,0.243889,0,773.676,14.0883
random,15,6,5,80,120,120.0,64.3,2400,0,53.8468,0.0,0,1000.0,13.7865
ml,35,4,0,10,60,95.0,50.9,1200,1072,2.37901,0.8933329999999999,0,413.145,14.9714
ml,35,4,1,40,72,65.0,34.8,1440,706,11.2278,0.490278,0,567.84,13.9768
ml,35,4,2,55,90,80.0,42.9,1800,747,6.70789,0.415,0,609.381,13.8968
ml,35,4,3,60,90,95.0,50.9,1800,645,6.15388,0.358333,0,656.894,14.1438
ml,34,4,0,60,90,120.0,64.3,1800,507,5.47975,0.281667,0,727.761,14.8066
ml,34,4,1,25,72,80.0,42.9,1440,693,13.0913,0.48125,0,602.646,13.9142
ml,34,4,2,10,60,45.0,24.1,1200,1002,2.5764,0.835,0,768.073,13.9772
ml,34,4,3,80,120,95.0,50.9,2400,251,6.90078,0.104583,0,897.909,14.0346
ml-dynamic,56,2,0,35,72,45.0,24.1,1440,1029,3.76447,0.714583,0,484.011,14.5882
ml-dynamic,56,2,1,15,60,65.0,34.8,1200,859,5.28012,0.7158329999999999,0,432.387,14.231
random,12,5,0,25,72,95.0,50.9,1440,439,6.43438,0.304861,0,738.874,14.4918
random,12,5,1,75,120,65.0,34.8,2400,1,120.47,0.000416667,0,999.599,13.7811
random,12,5,2,50,90,95.0,50.9,1800,197,26.193,0.109444,0,896.713,13.7648
random,12,5,3,80,120,80.0,42.9,2400,0,114.004,0.0,0,1000.0,14.7608
random,12,5,4,80,120,120.0,64.3,2400,0,60.0935,0.0,0,1000.0,13.9828
random,19,8,0,80,120,80.0,42.9,2400,0,90.955,0.0,0,1000.0,14.4938
random,19,8,1,30,72,80.0,42.9,1440,366,10.2713,0.254167,0,780.656,14.0964
random,19,8,2,35,72,45.0,24.1,1440,497,6.64165,0.345139,0,724.609,14.0599
random,19,8,3,55,90,95.0,50.9,1800,139,74.808,0.0772222,0,926.511,14.3908
random,19,8,4,50,90,95.0,50.9,1800,139,83.8517,0.0772222,0,927.191,13.8386
random,19,8,5,55,90,80.0,42.9,1800,146,86.0728,0.0811111,0,923.596,13.8506
random,19,8,6,5,60,65.0,34.8,1200,991,3.54371,0.8258329999999999,0,838.712,14.9328
random,19,8,7,80,120,80.0,42.9,2400,0,89.557,0.0,0,1000.0,14.1922
random,24,9,0,15,60,65.0,34.8,1200,805,4.39683,0.6708329999999999,0,567.521,14.9018
random,24,9,1,50,90,95.0,50.9,1800,184,90.4981,0.10222200000000001,0,903.537,13.9791
random,24,9,2,70,120,120.0,64.3,2400,0,106.211,0.0,0,1000.0,13.7371
random,24,9,3,40,72,65.0,34.8,1440,470,8.23351,0.326389,0,711.658,14.6966
random,24,9,4,75,120,45.0,24.1,2400,0,174.866,0.0,0,1000.0,13.7833
random,24,9,5,50,90,80.0,42.9,1800,248,121.653,0.13777799999999998,0,871.443,14.4454
random,24,9,6,45,90,65.0,34.8,1800,277,11.6784,0.153889,0,860.971,14.2146
random,24,9,7,20,60,95.0,50.9,1200,596,7.82476,0.49666699999999997,0,595.06,14.7796
random,24,9,8,80,120,95.0,50.9,2400,0,119.706,0.0,0,1000.0,13.9835
random,25,10,0,15,60,45.0,24.1,1200,660,40.8829,0.55,0,730.237,14.2093
random,25,10,1,20,60,65.0,34.8,1200,555,46.6363,0.4625,0,662.52,13.7749
random,25,10,2,70,120,80.0,42.9,2400,0,134.431,0.0,0,1000.0,13.9425
random,25,10,3,75,120,45.0,24.1,2400,0,193.038,0.0,0,1000.0,14.5467
random,25,10,4,70,120,65.0,34.8,2400,0,253.684,0.0,0,1000.0,13.9975
random,25,10,5,45,90,95.0,50.9,1800,176,121.745,0.0977778,0,908.695,14.0284
random,25,10,6,70,120,65.0,34.8,2400,0,180.356,0.0,0,1000.0,14.8967
random,25,10,7,80,120,45.0,24.1,2400,0,180.509,0.0,0,1000.0,14.8115
random,25,10,8,45,90,45.0,24.1,1800,256,82.2169,0.14222200000000002,0,877.495,14.0902
random,25,10,9,35,72,95.0,50.9,1440,496,48.2915,0.34444400000000003,0,688.44,14.8501
ml-dynamic,57,2,0,10,120,95.0,50.9,2400,1011,3.54432,0.42125,0,635.872,14.9198
ml-dynamic,57,2,1,70,72,80.0,42.9,1440,783,6.36766,0.54375,0,543.866,14.0312
random,27,10,0,10,60,120.0,64.3,1200,766,27.8244,0.638333,0,532.519,14.2315
random,27,10,1,20,60,80.0,42.9,1200,435,65.771,0.3625,0,718.529,13.9509
random,27,10,2,30,72,120.0,64.3,1440,361,79.1813,0.25069400000000003,0,772.377,13.9663
random,27,10,3,15,60,120.0,64.3,1200,566,36.296,0.471667,0,617.376,14.6386
random,27,10,4,60,90,95.0,50.9,1800,171,40.7333,0.095,0,908.93,14.3621
random,27,10,5,55,90,65.0,34.8,1800,188,118.255,0.104444,0,902.699,13.927
random,27,10,6,70,120,95.0,50.9,2400,0,113.982,0.0,0,1000.0,14.9105
random,27,10,7,75,120,95.0,50.9,2400,0,191.181,0.0,0,1000.0,14.8223
random,27,10,8,70,120,45.0,24.1,2400,0,177.294,0.0,0,1000.0,13.9906
random,27,10,9,75,120,95.0,50.9,2400,1,85.7654,0.000416667,0,999.594,14.9887
ml,36,4,0,20,60,80.0,42.9,1200,1057,2.64796,0.880833,0,315.177,14.6703
ml,36,4,1,25,72,45.0,24.1,1440,867,3.99099,0.602083,0,586.65,13.5779
ml,36,4,2,75,120,80.0,42.9,2400,221,6.93499,0.0920833,0,910.744,14.0022
ml,36,4,3,65,120,95.0,50.9,2400,423,6.14506,0.17625,0,830.212,14.0977
ml-dynamic,55,2,0,30,60,45.0,24.1,1200,995,4.4662,0.8291670000000001,0,415.085,14.442
ml-dynamic,55,2,1,55,120,80.0,42.9,2400,847,4.78627,0.352917,0,703.221,14.128
random,23,9,0,70,120,65.0,34.8,2400,0,214.069,0.0,0,1000.0,14.9987
random,23,9,1,50,90,45.0,24.1,1800,254,193.848,0.14111100000000001,0,875.559,13.9972
random,23,9,2,50,90,120.0,64.3,1800,50,52.9188,0.0277778,0,973.371,13.9918
random,23,9,3,40,72,95.0,50.9,1440,400,57.4851,0.27777799999999997,0,744.206,14.6266
random,23,9,4,75,120,80.0,42.9,2400,0,109.044,0.0,0,1000.0,14.0
random,23,9,5,75,120,65.0,34.8,2400,0,199.366,0.0,0,1000.0,14.2481
random,23,9,6,75,120,95.0,50.9,2400,0,87.4878,0.0,0,1000.0,14.1294
random,23,9,7,55,90,120.0,64.3,1800,117,27.3837,0.065,0,937.467,14.8921
random,23,9,8,70,120,45.0,24.1,2400,0,261.49,0.0,0,1000.0,14.0
ml,40,6,0,35,72,45.0,24.1,1440,945,5.519,0.65625,0,480.726,14.4583
ml,40,6,1,10,60,95.0,50.9,1200,894,3.00899,0.745,0,510.289,13.9241
ml,40,6,2,75,120,65.0,34.8,2400,375,8.42724,0.15625,0,849.686,13.791
ml,40,6,3,45,90,45.0,24.1,1800,920,5.30623,0.511111,0,563.39,14.1642
ml,40,6,4,45,90,65.0,34.8,1800,804,5.31896,0.446667,0,598.092,13.8878
ml,40,6,5,10,60,95.0,50.9,1200,957,2.81111,0.7975,0,476.097,14.0307
ml,43,7,0,50,90,45.0,24.1,1800,985,4.60042,0.547222,0,519.837,14.545
ml,43,7,1,20,60,45.0,24.1,1200,945,3.1602,0.7875,0,523.846,14.1695
ml,43,7,2,20,60,80.0,42.9,1200,889,5.80576,0.740833,0,423.613,14.0312
ml,43,7,3,55,90,95.0,50.9,1800,737,5.47044,0.40944400000000003,0,610.818,14.4044
ml,43,7,4,25,72,95.0,50.9,1440,771,9.57149,0.535417,0,543.886,14.0011
ml,43,7,5,15,60,95.0,50.9,1200,915,3.40278,0.7625,0,424.025,13.833
ml,43,7,6,15,60,65.0,34.8,1200,1041,2.54138,0.8675,0,444.142,14.0866
ml-dynamic,58,3,0,75,90,95.0,50.9,1800,943,3.72813,0.523889,0,546.327,14.8109
ml-dynamic,58,3,1,65,120,45.0,24.1,2400,838,5.62303,0.349167,0,751.439,13.8994
ml-dynamic,58,3,2,55,60,120.0,64.3,1200,651,7.27225,0.5425,0,525.968,13.9587
ml-dynamic,59,3,0,25,90,80.0,42.9,1800,1004,3.57204,0.557778,0,535.284,14.7816
ml-dynamic,59,3,1,80,72,120.0,64.3,1440,439,13.3016,0.304861,0,732.398,14.0002
ml-dynamic,59,3,2,40,60,65.0,34.8,1200,791,6.97315,0.6591670000000001,0,476.588,13.9914
ml,37,5,0,80,120,120.0,64.3,2400,0,69.4548,0.0,0,1000.0,14.8661
ml,37,5,1,10,60,95.0,50.9,1200,864,3.72221,0.72,0,525.624,13.632
ml,37,5,2,30,72,80.0,42.9,1440,622,7.09123,0.431944,0,629.044,13.6236
ml,37,5,3,30,72,120.0,64.3,1440,443,5.9425,0.307639,0,720.614,14.5779
ml,37,5,4,80,120,95.0,50.9,2400,0,72.8415,0.0,0,1000.0,13.9841
ml,38,5,0,80,120,65.0,34.8,2400,257,6.2571,0.107083,0,896.584,14.8253
ml,38,5,1,45,90,95.0,50.9,1800,435,9.47667,0.241667,0,774.893,13.8887
ml,38,5,2,15,60,80.0,42.9,1200,862,4.30446,0.7183329999999999,0,489.584,13.7817
ml,38,5,3,25,72,80.0,42.9,1440,932,3.67578,0.647222,0,466.478,14.6876
ml,38,5,4,65,120,80.0,42.9,2400,61,12.3406,0.0254167,0,975.703,13.8254
ml,47,8,0,55,90,45.0,24.1,1800,423,6.23071,0.235,0,789.285,14.4641
ml,47,8,1,75,120,45.0,24.1,2400,29,11.7939,0.012083299999999998,0,988.603,13.9885
ml,47,8,2,65,120,45.0,24.1,2400,124,8.37843,0.051666699999999996,0,952.344,14.0003
ml,47,8,3,75,120,45.0,24.1,2400,25,8.6975,0.010416700000000001,0,990.148,14.4721
ml,47,8,4,55,90,120.0,64.3,1800,157,52.6189,0.0872222,0,916.094,13.9364
ml,47,8,5,25,72,45.0,24.1,1440,913,3.61062,0.634028,0,563.893,14.0056
ml,47,8,6,10,60,120.0,64.3,1200,980,3.22574,0.816667,0,404.214,14.9401
ml,47,8,7,15,60,65.0,34.8,1200,902,3.40016,0.7516670000000001,0,518.608,14.0341
ml-dynamic,63,4,0,55,72,95.0,50.9,1440,902,4.18014,0.626389,0,469.829,14.7444
ml-dynamic,63,4,1,15,120,45.0,24.1,2400,720,7.3463,0.3,0,786.775,13.782
ml-dynamic,63,4,2,10,60,45.0,24.1,1200,936,4.46674,0.78,0,457.258,14.025
ml-dynamic,63,4,3,80,120,95.0,50.9,2400,716,8.89666,0.298333,0,744.641,14.0346
ml-dynamic,65,5,0,15,60,45.0,24.1,1200,1004,4.42534,0.836667,0,407.701,14.5781
ml-dynamic,65,5,1,10,72,45.0,24.1,1440,806,7.15297,0.559722,0,615.262,13.9571
ml-dynamic,65,5,2,45,90,80.0,42.9,1800,710,6.42305,0.394444,0,674.876,13.8503
ml-dynamic,65,5,3,40,120,45.0,24.1,2400,1031,2.99266,0.429583,0,688.783,14.6336
ml-dynamic,65,5,4,30,60,65.0,34.8,1200,778,7.66927,0.6483329999999999,0,494.869,13.9722
ml,39,5,0,80,120,80.0,42.9,2400,41,17.9192,0.0170833,0,983.369,14.952
ml,39,5,1,50,90,80.0,42.9,1800,354,7.46917,0.19666699999999998,0,816.639,13.9018
ml,39,5,2,15,60,65.0,34.8,1200,894,3.30033,0.745,0,522.517,13.838
ml,39,5,3,35,72,65.0,34.8,1440,776,4.91257,0.538889,0,537.966,14.6128
ml,39,5,4,80,120,80.0,42.9,2400,10,20.9512,0.00416667,0,995.954,13.9061
ml-dynamic,60,3,0,20,90,80.0,42.9,1800,952,3.56114,0.5288889999999999,0,557.023,14.8495
ml-dynamic,60,3,1,35,60,120.0,64.3,1200,710,6.17643,0.5916669999999999,0,479.905,14.013
ml-dynamic,60,3,2,70,120,120.0,64.3,2400,109,17.3701,0.0454167,0,961.441,13.9719
ml-dynamic,64,5,0,15,120,45.0,24.1,2400,1049,2.96564,0.437083,0,688.334,14.9076
ml-dynamic,64,5,1,35,72,80.0,42.9,1440,668,7.43556,0.463889,0,619.807,13.8257
ml-dynamic,64,5,2,15,90,65.0,34.8,1800,667,11.4882,0.370556,0,706.73,13.639
ml-dynamic,64,5,3,10,60,45.0,24.1,1200,1003,3.74883,0.8358329999999999,0,406.368,14.7214
ml-dynamic,64,5,4,5,72,45.0,24.1,1440,757,11.2044,0.525694,0,631.678,13.9543
ml-dynamic,61,4,0,30,60,45.0,24.1,1200,1049,2.86999,0.874167,0,384.378,14.728
ml-dynamic,61,4,1,10,90,120.0,64.3,1800,261,14.7414,0.145,0,876.166,13.6356
ml-dynamic,61,4,2,40,60,80.0,42.9,1200,833,5.60023,0.6941670000000001,0,423.432,14.09
ml-dynamic,61,4,3,55,120,95.0,50.9,2400,764,4.96735,0.31833300000000003,0,732.089,14.2356
ml,45,7,0,35,72,45.0,24.1,1440,935,6.1724,0.6493059999999999,0,486.683,14.3402
ml,45,7,1,5,60,120.0,64.3,1200,962,2.89772,0.801667,0,548.997,14.3351
ml,45,7,2,50,90,80.0,42.9,1800,537,6.09761,0.298333,0,722.145,14.0541
ml,45,7,3,65,120,65.0,34.8,2400,426,6.73351,0.1775,0,831.798,14.2287
ml,45,7,4,35,72,95.0,50.9,1440,591,7.0194,0.410417,0,629.97,13.9406
ml,45,7,5,55,90,95.0,50.9,1800,185,8.63966,0.102778,0,902.199,13.7956
ml,45,7,6,35,72,65.0,34.8,1440,887,4.53768,0.615972,0,472.704,14.0671
ml,41,6,0,35,72,65.0,34.8,1440,727,5.1581,0.504861,0,567.34,14.554
ml,41,6,1,50,90,65.0,34.8,1800,330,7.67798,0.18333300000000002,0,832.103,13.8662
ml,41,6,2,80,120,95.0,50.9,2400,0,80.645,0.0,0,1000.0,13.9161
ml,41,6,3,60,90,80.0,42.9,1800,181,8.02979,0.100556,0,904.548,14.1544
ml,41,6,4,55,90,45.0,24.1,1800,554,6.09831,0.307778,0,724.215,13.859
ml,41,6,5,35,72,120.0,64.3,1440,353,7.47894,0.245139,0,773.361,13.9682
ml,50,9,0,80,120,80.0,42.9,2400,0,111.176,0.0,0,1000.0,14.9985
ml,50,9,1,45,90,95.0,50.9,1800,238,11.648,0.132222,0,876.547,13.9588
ml,50,9,2,40,72,65.0,34.8,1440,426,8.72587,0.295833,0,738.801,13.9251
ml,50,9,3,25,72,120.0,64.3,1440,485,6.07098,0.336806,0,701.306,14.5546
ml,50,9,4,45,90,45.0,24.1,1800,321,8.37052,0.17833300000000002,0,847.061,13.9912
ml,50,9,5,50,90,45.0,24.1,1800,360,6.10273,0.2,0,824.234,14.4145
ml,50,9,6,15,60,65.0,34.8,1200,937,3.33282,0.7808329999999999,0,499.329,14.1235
ml,50,9,7,70,120,80.0,42.9,2400,0,115.655,0.0,0,1000.0,14.7791
ml,50,9,8,10,60,80.0,42.9,1200,907,3.47266,0.755833,0,551.225,14.003
ml,42,6,0,10,60,45.0,24.1,1200,982,3.18286,0.818333,0,775.28,14.383
ml,42,6,1,70,120,120.0,64.3,2400,0,87.9384,0.0,0,1000.0,13.8267
ml,42,6,2,70,120,120.0,64.3,2400,0,78.1321,0.0,0,1000.0,13.9152
ml,42,6,3,80,120,95.0,50.9,2400,0,91.4962,0.0,0,1000.0,14.2694
ml,42,6,4,40,72,80.0,42.9,1440,410,7.74268,0.28472200000000003,0,742.002,14.1275
ml,42,6,5,35,72,120.0,64.3,1440,360,8.87749,0.25,0,768.664,13.9071
ml-dynamic,66,5,0,15,90,80.0,42.9,1800,818,4.09205,0.454444,0,638.898,14.7447
ml-dynamic,66,5,1,55,72,80.0,42.9,1440,627,7.13679,0.435417,0,646.754,13.9763
ml-dynamic,66,5,2,15,90,95.0,50.9,1800,526,6.57896,0.292222,0,761.583,13.8444
ml-dynamic,66,5,3,80,72,120.0,64.3,1440,601,5.44784,0.417361,0,642.983,14.5115
