mode,run_id,num_users,user_id,compression_level,fps,size_mean_kb,size_std_kb,total_frames,on_time_frames,avg_delay_ms,delay_reliability,user_satisfied,avg_mse,avg_cqi
random,2,2,0,70,120,65.0,34.8,2400,1067,3.4065,0.444583,0,575.7066,14.9489
random,2,2,1,20,60,95.0,50.9,1200,906,4.7388,0.755,0,386.7699,14.4015
random,1,2,0,10,60,65.0,34.8,1200,1049,2.3657,0.874167,0,564.5673,14.5096
random,1,2,1,50,90,95.0,50.9,1800,746,5.2789,0.41444400000000003,0,609.8726,13.9549
ml,19,2,0,10,90,65.0,34.8,1800,1064,2.3376,0.591111,0,705.5291,14.6928
ml,19,2,1,20,90,95.0,50.9,1800,880,5.44,0.488889,0,602.3101,14.3078
ml,20,2,0,20,60,80.0,42.9,1200,990,5.4245,0.825,0,359.2577,14.4325
ml,20,2,1,15,72,120.0,64.3,1440,825,6.8825,0.572917,0,538.2315,14.2151
random,6,4,0,55,90,95.0,50.9,1800,919,4.3918,0.510556,0,514.7317,14.8102
random,6,4,1,25,72,65.0,34.8,1440,690,13.2849,0.479167,0,624.0912,13.7932
random,6,4,2,50,90,65.0,34.8,1800,800,6.2599,0.444444,0,593.6412,13.8994
random,6,4,3,35,72,45.0,24.1,1440,1020,3.9924,0.708333,0,439.1028,14.0693
random,4,3,0,15,60,120.0,64.3,1200,1011,7.7591,0.8425,0,321.6001,14.5719
random,4,3,1,65,120,120.0,64.3,2400,43,6.2196,0.017917000000000002,0,982.5775,13.8345
random,4,3,2,10,60,65.0,34.8,1200,987,2.5894,0.8225,0,589.9023,14.0066
random,5,4,0,60,90,120.0,64.3,1800,334,7.7888,0.18555599999999997,0,820.6749,14.9272
random,5,4,1,15,60,80.0,42.9,1200,877,3.7196,0.730833,0,481.7656,13.8933
random,5,4,2,70,120,80.0,42.9,2400,0,24.3724,0.0,0,1000.0,13.9328
random,5,4,3,75,120,120.0,64.3,2400,0,72.0685,0.0,0,1000.0,14.1845
random,13,8,0,15,60,80.0,42.9,1200,1037,2.6911,0.864167,0,387.5512,14.4802
random,13,8,1,35,72,95.0,50.9,1440,652,6.0648,0.452778,0,591.843,13.9155
random,13,8,2,25,72,120.0,64.3,1440,858,4.3359,0.5958330000000001,0,473.7977,14.1645
random,13,8,3,50,90,95.0,50.9,1800,577,5.4656,0.320556,0,698.2756,14.271
random,13,8,4,15,60,95.0,50.9,1200,899,3.6581,0.749167,0,433.8502,13.9266
random,13,8,5,30,72,120.0,64.3,1440,546,8.0196,0.379167,0,656.9066,13.9846
random,13,8,6,50,90,95.0,50.9,1800,665,4.9656,0.369444,0,652.3024,14.9555
random,13,8,7,15,60,80.0,42.9,1200,985,2.903,0.8208329999999999,0,418.3245,14.046
random,3,3,0,45,90,80.0,42.9,1800,901,4.2175,0.500556,0,540.4072,14.8301
random,3,3,1,70,120,45.0,24.1,2400,664,6.7178,0.276667,0,741.511,13.9541
random,3,3,2,80,120,80.0,42.9,2400,98,7.9435,0.040833,0,960.2584,13.8767
ml,23,4,0,50,60,65.0,34.8,1200,1057,3.1771,0.880833,0,194.3065,14.7831
ml,23,4,1,5,90,95.0,50.9,1800,950,2.703,0.527778,0,764.3701,13.9293
ml,23,4,2,10,72,120.0,64.3,1440,979,2.6585,0.6798609999999999,0,504.4065,13.9753
ml,23,4,3,45,60,65.0,34.8,1200,985,5.7406,0.8208329999999999,0,261.9282,14.1471
ml,27,6,0,10,90,95.0,50.9,1800,1053,2.3869,0.585,0,616.0612,14.6639
ml,27,6,1,5,72,95.0,50.9,1440,958,2.6483,0.665278,0,703.9549,13.9719
ml,27,6,2,5,120,65.0,34.8,2400,1019,2.4526,0.424583,0,919.6738,14.0137
ml,27,6,3,10,60,95.0,50.9,1200,989,2.583,0.8241670000000001,0,459.8823,14.1659
ml,27,6,4,20,60,65.0,34.8,1200,907,3.2527,0.755833,0,450.8171,13.9917
ml,27,6,5,10,72,120.0,64.3,1440,887,3.0375,0.615972,0,550.9779,13.759
ml,22,3,0,20,72,120.0,64.3,1440,1023,3.4521,0.7104170000000001,0,395.4169,14.6151
ml,22,3,1,20,60,65.0,34.8,1200,976,2.6431,0.813333,0,409.2059,14.0158
ml,22,3,2,25,90,95.0,50.9,1800,893,5.112,0.496111,0,577.5749,14.0043
ml,31,8,0,10,90,65.0,34.8,1800,1040,2.3919,0.577778,0,712.7683,14.3287
ml,31,8,1,15,60,45.0,24.1,1200,935,2.7329,0.779167,0,625.1547,13.93
ml,31,8,2,10,90,45.0,24.1,1800,1011,2.4724,0.561667,0,844.0389,14.0628
ml,31,8,3,10,60,80.0,42.9,1200,982,2.5862,0.818333,0,516.4359,14.225
ml,31,8,4,15,60,45.0,24.1,1200,969,2.6252,0.8075,0,611.0014,14.0024
ml,31,8,5,5,120,80.0,42.9,2400,941,2.7213,0.392083,0,865.7855,13.6042
ml,31,8,6,10,120,65.0,34.8,2400,1071,2.296,0.44625,0,777.463,14.9422
ml,31,8,7,15,72,65.0,34.8,1440,1009,2.5591,0.700694,0,550.1276,14.0142
ml,32,8,0,10,120,95.0,50.9,2400,1059,2.3858,0.44125,0,710.4261,14.6045
ml,32,8,1,5,90,95.0,50.9,1800,966,2.6327,0.536667,0,759.6813,13.9484
ml,32,8,2,10,72,65.0,34.8,1440,1009,2.4732,0.700694,0,649.9935,14.108
ml,32,8,3,10,60,95.0,50.9,1200,991,2.5713,0.8258329999999999,0,458.5608,14.1414
ml,32,8,4,10,72,95.0,50.9,1440,957,2.6947,0.6645829999999999,0,563.5455,14.0
ml,32,8,5,5,60,65.0,34.8,1200,982,2.5555,0.818333,0,843.5393,13.924
ml,32,8,6,5,120,95.0,50.9,2400,1069,2.2937,0.445417,0,801.4008,14.9058
ml,32,8,7,5,60,95.0,50.9,1200,1008,2.4681,0.84,0,627.3539,14.0448
ml,28,6,0,10,90,65.0,34.8,1800,1059,2.3607,0.588333,0,706.972,14.6578
ml,28,6,1,5,60,95.0,50.9,1200,969,2.6175,0.8075,0,640.3814,14.0189
ml,28,6,2,10,120,45.0,24.1,2400,985,2.6113,0.410417,0,886.7171,13.8566
ml,28,6,3,10,60,65.0,34.8,1200,1008,2.515,0.84,0,583.3558,14.2005
ml,28,6,4,15,90,120.0,64.3,1800,918,4.1743,0.51,0,588.3144,14.0155
ml,28,6,5,5,72,95.0,50.9,1440,968,2.6367,0.672222,0,699.4346,13.9926
random,14,8,0,5,60,80.0,42.9,1200,1008,3.1117,0.84,0,711.92,14.3308
random,14,8,1,80,120,80.0,42.9,2400,1,107.79,0.000417,0,999.5944,13.9778
random,14,8,2,50,90,120.0,64.3,1800,200,66.841,0.111111,0,893.8427,13.9677
random,14,8,3,70,120,65.0,34.8,2400,1,109.9859,0.000417,0,999.6013,14.446
random,14,8,4,40,72,45.0,24.1,1440,413,9.5536,0.286806,0,761.621,14.0037
random,14,8,5,20,60,120.0,64.3,1200,533,7.8924,0.444167,0,620.5217,13.8488
random,14,8,6,60,90,65.0,34.8,1800,312,7.2914,0.17333300000000001,0,837.2959,14.9595
random,14,8,7,15,60,45.0,24.1,1200,977,3.254,0.8141670000000001,0,607.5036,14.0432
random,10,6,0,45,90,65.0,34.8,1800,589,5.3725,0.327222,0,705.4757,14.7127
random,10,6,1,10,60,65.0,34.8,1200,927,3.2013,0.7725,0,612.4076,13.8937
random,10,6,2,80,120,95.0,50.9,2400,0,81.4778,0.0,0,1000.0,13.9062
random,10,6,3,60,90,65.0,34.8,1800,289,7.3954,0.16055599999999998,0,849.2507,14.1315
random,10,6,4,70,120,80.0,42.9,2400,0,45.6979,0.0,0,1000.0,14.0138
random,10,6,5,10,60,95.0,50.9,1200,892,3.3935,0.7433329999999999,0,510.4527,13.8012
random,11,7,0,35,72,65.0,34.8,1440,491,6.5164,0.340972,0,706.9679,14.36
random,11,7,1,75,120,80.0,42.9,2400,0,106.5385,0.0,0,1000.0,13.9595
random,11,7,2,80,120,65.0,34.8,2400,1,104.144,0.000417,0,999.597,13.9267
random,11,7,3,60,90,80.0,42.9,1800,227,8.9389,0.126111,0,880.1084,14.4226
random,11,7,4,75,120,45.0,24.1,2400,0,13.4531,0.0,0,1000.0,13.8946
random,11,7,5,5,60,65.0,34.8,1200,954,3.2194,0.795,0,850.6135,14.0
random,11,7,6,10,60,45.0,24.1,1200,1005,3.047,0.8375,0,767.9548,14.0359
ml,24,4,0,20,120,120.0,64.3,2400,1072,2.9246,0.446667,0,619.595,14.9416
ml,24,4,1,10,120,120.0,64.3,2400,887,3.8918,0.369583,0,731.1078,13.67
ml,24,4,2,5,120,65.0,34.8,2400,1011,2.4828,0.42125,0,920.1347,13.9683
ml,24,4,3,20,90,45.0,24.1,1800,1050,2.4008,0.583333,0,647.2565,14.0433
random,7,5,0,15,60,120.0,64.3,1200,958,4.8581,0.798333,0,357.7649,14.4768
random,7,5,1,60,90,120.0,64.3,1800,137,8.2609,0.076111,0,926.4521,13.8855
random,7,5,2,70,120,45.0,24.1,2400,514,6.3411,0.214167,0,799.6914,13.8176
random,7,5,3,20,60,45.0,24.1,1200,1000,2.7403,0.833333,0,496.842,14.6108
random,7,5,4,55,90,80.0,42.9,1800,461,7.5581,0.256111,0,759.0779,13.9722
ml,21,3,0,20,72,120.0,64.3,1440,1010,3.9638,0.701389,0,402.8645,14.6243
ml,21,3,1,20,72,120.0,64.3,1440,802,9.1111,0.556944,0,525.1075,13.9743
ml,21,3,2,10,120,120.0,64.3,2400,929,2.805,0.387083,0,717.9995,14.0
ml,29,7,0,20,60,65.0,34.8,1200,1003,2.603,0.8358329999999999,0,393.4362,14.309
ml,29,7,1,5,120,80.0,42.9,2400,1008,2.4894,0.42,0,855.7784,14.0551
ml,29,7,2,5,120,120.0,64.3,2400,1002,2.534,0.4175,0,766.1358,13.9374
ml,29,7,3,10,60,120.0,64.3,1200,979,2.6561,0.8158329999999999,0,405.7535,14.2853
ml,29,7,4,5,60,80.0,42.9,1200,969,2.654,0.8075,0,722.9939,13.9728
ml,29,7,5,10,120,80.0,42.9,2400,928,2.82,0.386667,0,770.6142,13.7894
ml,29,7,6,20,60,65.0,34.8,1200,1012,2.9271,0.8433329999999999,0,388.3001,14.1038
random,12,7,0,25,72,95.0,50.9,1440,436,7.4166,0.302778,0,740.1275,14.4996
random,12,7,1,75,120,80.0,42.9,2400,1,115.5536,0.000417,0,999.5963,14.134
random,12,7,2,50,90,120.0,64.3,1800,158,63.453,0.087778,0,916.424,14.0674
random,12,7,3,80,120,95.0,50.9,2400,0,85.8022,0.0,0,1000.0,14.3982
random,12,7,4,80,120,65.0,34.8,2400,0,108.6446,0.0,0,1000.0,13.8269
random,12,7,5,65,120,65.0,34.8,2400,1,151.9889,0.000417,0,999.6051,13.949
random,12,7,6,40,72,45.0,24.1,1440,467,7.4565,0.324306,0,730.5039,14.0607
random,18,10,0,50,90,65.0,34.8,1800,245,9.9015,0.136111,0,875.1579,14.2979
random,18,10,1,50,90,65.0,34.8,1800,205,20.1175,0.11388899999999999,0,895.7721,13.7915
random,18,10,2,25,72,95.0,50.9,1440,440,7.6114,0.305556,0,737.7331,13.924
random,18,10,3,45,90,45.0,24.1,1800,306,7.2415,0.17,0,853.6876,14.6256
random,18,10,4,40,72,65.0,34.8,1440,473,7.603,0.328472,0,709.8984,14.4157
random,18,10,5,80,120,45.0,24.1,2400,1,159.4209,0.000417,0,999.6031,13.9194
random,18,10,6,75,120,95.0,50.9,2400,0,89.238,0.0,0,1000.0,14.9125
random,18,10,7,55,90,65.0,34.8,1800,275,9.8875,0.152778,0,858.1058,14.8691
random,18,10,8,10,60,65.0,34.8,1200,833,4.3763,0.6941670000000001,0,651.8742,14.0677
random,18,10,9,15,60,80.0,42.9,1200,869,3.9058,0.724167,0,485.4463,14.8885
random,9,6,0,40,72,120.0,64.3,1440,307,7.1114,0.21319400000000002,0,800.1519,14.4863
random,9,6,1,30,72,95.0,50.9,1440,494,7.467,0.34305599999999997,0,697.0612,13.9015
random,9,6,2,40,72,120.0,64.3,1440,276,8.7858,0.19166699999999998,0,820.1469,13.9961
random,9,6,3,40,72,120.0,64.3,1440,280,10.3877,0.194444,0,817.8889,14.0785
random,9,6,4,45,90,80.0,42.9,1800,257,7.6292,0.142778,0,868.5151,14.0109
random,9,6,5,65,120,120.0,64.3,2400,0,85.0857,0.0,0,1000.0,13.9496
ml,34,9,0,10,90,45.0,24.1,1800,1072,2.305,0.595556,0,835.8648,14.9928
ml,34,9,1,10,72,80.0,42.9,1440,968,2.6418,0.672222,0,601.2101,13.9432
ml,34,9,2,5,60,80.0,42.9,1200,986,2.5606,0.821667,0,717.7871,14.0134
ml,34,9,3,10,120,80.0,42.9,2400,1059,2.3786,0.44125,0,738.6727,14.6479
ml,34,9,4,5,90,65.0,34.8,1800,987,2.5645,0.548333,0,895.6664,13.954
ml,34,9,5,25,60,45.0,24.1,1200,983,3.008,0.8191670000000001,0,436.719,14.4386
ml,34,9,6,15,120,80.0,42.9,2400,1057,2.4934,0.440417,0,687.9771,14.139
ml,34,9,7,20,72,120.0,64.3,1440,1054,2.9864,0.731944,0,376.5694,14.8733
ml,34,9,8,15,72,45.0,24.1,1440,1004,2.5003,0.697222,0,664.019,13.9892
ml,26,5,0,15,120,95.0,50.9,2400,1071,2.4416,0.44625,0,663.2732,14.9637
ml,26,5,1,15,120,120.0,64.3,2400,796,5.4433,0.331667,0,732.2824,13.8077
ml,26,5,2,15,72,45.0,24.1,1440,909,2.8177,0.63125,0,695.419,13.8059
ml,26,5,3,10,120,65.0,34.8,2400,1051,2.4042,0.437917,0,781.4995,14.6422
ml,26,5,4,5,90,80.0,42.9,1800,993,2.5538,0.551667,0,812.5231,13.9883
random,16,9,0,35,72,80.0,42.9,1440,467,7.5089,0.324306,0,712.3865,14.9609
random,16,9,1,35,72,95.0,50.9,1440,360,11.9618,0.25,0,773.7842,13.9198
random,16,9,2,35,72,120.0,64.3,1440,287,18.1247,0.19930599999999998,0,815.6404,13.9457
random,16,9,3,10,60,95.0,50.9,1200,804,4.5509,0.67,0,556.3503,14.7789
random,16,9,4,35,72,80.0,42.9,1440,365,20.9368,0.25347200000000003,0,775.1602,13.6036
random,16,9,5,75,120,120.0,64.3,2400,0,95.6249,0.0,0,1000.0,14.3235
random,16,9,6,65,120,45.0,24.1,2400,2,145.4195,0.000833,0,999.2284,14.3702
random,16,9,7,60,90,45.0,24.1,1800,282,8.7035,0.156667,0,857.0317,14.949
random,16,9,8,50,90,95.0,50.9,1800,137,94.4599,0.076111,0,928.2519,14.0108
ml,25,5,0,35,60,120.0,64.3,1200,1003,4.1425,0.8358329999999999,0,229.4337,14.4933
ml,25,5,1,10,90,80.0,42.9,1800,907,2.8585,0.503889,0,700.7024,13.4993
ml,25,5,2,5,120,95.0,50.9,2400,999,2.5429,0.41625,0,814.1361,13.8908
ml,25,5,3,15,72,95.0,50.9,1440,1035,2.4951,0.71875,0,457.5493,14.6644
ml,25,5,4,5,90,120.0,64.3,1800,924,7.4198,0.513333,0,711.526,14.0
ml,33,9,0,10,120,45.0,24.1,2400,1074,2.2923,0.4475,0,876.5684,14.9991
ml,33,9,1,10,60,95.0,50.9,1200,933,2.7888,0.7775,0,488.8591,13.922
ml,33,9,2,10,72,65.0,34.8,1440,966,2.6385,0.6708329999999999,0,665.2219,13.9677
ml,33,9,3,15,60,65.0,34.8,1200,1028,2.4764,0.8566670000000001,0,450.3046,14.6318
ml,33,9,4,5,90,95.0,50.9,1800,963,2.6506,0.535,0,759.5749,13.7237
ml,33,9,5,15,72,80.0,42.9,1440,968,2.7186,0.672222,0,522.8982,14.4526
ml,33,9,6,15,90,80.0,42.9,1800,1049,2.5026,0.582778,0,586.9092,14.2412
ml,33,9,7,10,90,65.0,34.8,1800,1064,2.3395,0.591111,0,705.0659,14.8428
ml,33,9,8,10,60,120.0,64.3,1200,950,2.779,0.791667,0,423.0573,13.9527
