user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,829.436,0.209,2.59072,1000,500,291,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,965.971,0.062,6.65668,1000,494,432,506,0.494,0.506,506,0,summary
2,billiardstest,model,adaptive,940.571,0.094,8.00025,1000,493,399,507,0.493,0.507,507,0,summary
0,billiardstest,static,5,894.479,0.488,2.26584,1000,500,12,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,914.726,0.402,2.89462,1000,500,98,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,906.847,0.432,2.66906,1000,500,68,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,762.57,0.477,2.28963,1000,500,23,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,820.868,0.368,3.17962,1000,500,132,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,799.439,0.408,2.89006,1000,500,92,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,701.715,0.474,2.28726,1000,500,26,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,807.481,0.318,3.49762,1000,500,182,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,750.304,0.398,2.91506,1000,500,102,500,0.5,0.5,500,0,summary
0,billiardstest,static,20,668.625,0.467,2.29234,1000,500,33,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,748.701,0.358,3.55474,1000,499,141,501,0.499,0.501,501,0,summary
2,billiardstest,static,20,742.69,0.368,3.02206,1000,500,132,500,0.5,0.5,500,0,summary
0,billiardstest,static,25,647.61,0.461,2.30068,1000,500,39,500,0.5,0.5,500,0,summary
1,billiardstest,static,25,740.23,0.344,3.56376,1000,499,155,501,0.499,0.501,501,0,summary
2,billiardstest,static,25,758.023,0.324,3.61313,1000,499,175,501,0.499,0.501,501,0,summary
0,billiardstest,static,30,637.721,0.451,2.31716,1000,500,49,500,0.5,0.5,500,0,summary
1,billiardstest,static,30,827.77,0.226,5.95953,1000,494,268,506,0.494,0.506,506,0,summary
2,billiardstest,static,30,820.341,0.236,4.91454,1000,497,261,503,0.497,0.503,503,0,summary
0,billiardstest,static,35,635.629,0.437,2.3393,1000,500,63,500,0.5,0.5,500,0,summary
1,billiardstest,static,35,807.812,0.238,5.44523,1000,495,257,505,0.495,0.505,505,0,summary
2,billiardstest,static,35,801.739,0.248,4.83648,1000,496,248,504,0.496,0.504,504,0,summary
0,billiardstest,static,40,643.147,0.417,2.3736,1000,500,83,500,0.5,0.5,500,0,summary
1,billiardstest,static,40,925.499,0.102,6.36197,1000,492,390,508,0.492,0.508,508,0,summary
2,billiardstest,static,40,975.249,0.047,6.67795,1000,484,437,516,0.484,0.516,516,0,summary
0,billiardstest,static,45,616.872,0.437,2.34631,1000,500,63,500,0.5,0.5,500,0,summary
1,billiardstest,static,45,1016.68,0.0,7.48814,1000,489,489,511,0.489,0.511,511,0,summary
2,billiardstest,static,45,934.887,0.09,5.80388,1000,495,405,505,0.495,0.505,505,0,summary
0,billiardstest,static,50,675.394,0.367,2.44351,1000,500,133,500,0.5,0.5,500,0,summary
1,billiardstest,static,50,1016.68,0.0,8.91673,1000,479,479,521,0.479,0.521,521,0,summary
2,billiardstest,static,50,1016.68,0.0,8.32569,1000,479,479,521,0.479,0.521,521,0,summary
0,billiardstest,static,55,1016.68,0.0,2.77958,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,55,1016.68,0.0,7.30445,1000,492,492,508,0.492,0.508,508,0,summary
2,billiardstest,static,55,1016.68,0.0,8.57023,1000,465,465,535,0.465,0.535,535,0,summary
0,billiardstest,static,60,1016.68,0.0,2.81175,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,60,1016.68,0.0,7.61086,1000,489,489,511,0.489,0.511,511,0,summary
2,billiardstest,static,60,1016.68,0.0,7.78773,1000,489,489,511,0.489,0.511,511,0,summary
0,billiardstest,static,65,1016.68,0.0,2.87185,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,65,1016.68,0.0,7.60187,1000,476,476,524,0.476,0.524,524,0,summary
2,billiardstest,static,65,1016.68,0.0,8.31714,1000,475,475,525,0.475,0.525,525,0,summary
0,billiardstest,static,70,1016.68,0.0,3.80064,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,70,1016.68,0.0,9.06883,1000,453,453,547,0.453,0.547,547,0,summary
2,billiardstest,static,70,1016.68,0.0,8.25106,1000,464,464,536,0.464,0.536,536,0,summary
0,billiardstest,static,75,1016.68,0.0,2.8639,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,75,1016.68,0.0,7.02373,1000,485,485,515,0.485,0.515,515,0,summary
2,billiardstest,static,75,1016.68,0.0,8.45791,1000,407,407,593,0.407,0.593,593,0,summary
0,billiardstest,static,80,1016.68,0.0,2.97877,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,80,1016.68,0.0,7.68236,1000,445,445,555,0.445,0.555,535,20,summary
2,billiardstest,static,80,1016.68,0.0,9.18418,1000,396,396,604,0.396,0.604,589,15,summary
