user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,667.047,0.414,2.34571,1000,500,86,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,844.136,0.204,4.72263,1000,497,293,503,0.497,0.503,503,0,summary
2,billiardstest,model,adaptive,884.09,0.158,4.82713,1000,497,339,503,0.497,0.503,503,0,summary
3,billiardstest,model,adaptive,753.863,0.311,2.67597,1000,500,189,500,0.5,0.5,500,0,summary
4,billiardstest,model,adaptive,843.926,0.203,3.77941,1000,499,296,501,0.499,0.501,501,0,summary
5,billiardstest,model,adaptive,886.172,0.154,4.35699,1000,492,338,508,0.492,0.508,508,0,summary
6,billiardstest,model,adaptive,782.009,0.277,2.92013,1000,500,223,500,0.5,0.5,500,0,summary
7,billiardstest,model,adaptive,756.533,0.306,2.87817,1000,500,194,500,0.5,0.5,500,0,summary
8,billiardstest,model,adaptive,769.008,0.291,2.93602,1000,500,209,500,0.5,0.5,500,0,summary
9,billiardstest,model,adaptive,765.836,0.292,2.89476,1000,500,208,500,0.5,0.5,500,0,summary
0,billiardstest,static,5,893.437,0.488,2.26145,1000,500,12,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,904.804,0.446,2.59462,1000,500,54,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,917.877,0.395,2.95806,1000,500,105,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,896.594,0.479,2.29697,1000,500,21,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,908.804,0.432,2.67365,1000,500,68,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,916.359,0.41,2.81749,1000,500,90,500,0.5,0.5,500,0,summary
6,billiardstest,static,5,903.035,0.457,2.48413,1000,500,43,500,0.5,0.5,500,0,summary
7,billiardstest,static,5,901.669,0.465,2.44517,1000,500,35,500,0.5,0.5,500,0,summary
8,billiardstest,static,5,902.286,0.455,2.45402,1000,500,45,500,0.5,0.5,500,0,summary
9,billiardstest,static,5,899.075,0.469,2.38976,1000,500,31,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,759.551,0.483,2.28178,1000,500,17,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,799.222,0.409,2.83462,1000,500,91,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,831.321,0.345,3.22806,1000,500,155,500,0.5,0.5,500,0,summary
3,billiardstest,static,10,761.639,0.479,2.28197,1000,500,21,500,0.5,0.5,500,0,summary
4,billiardstest,static,10,808.972,0.391,4.03965,1000,495,104,505,0.495,0.505,505,0,summary
5,billiardstest,static,10,830.63,0.352,6.44187,1000,478,126,522,0.478,0.522,522,0,summary
6,billiardstest,static,10,769.939,0.463,2.41013,1000,500,37,500,0.5,0.5,500,0,summary
7,billiardstest,static,10,785.784,0.434,2.64517,1000,500,66,500,0.5,0.5,500,0,summary
8,billiardstest,static,10,786.896,0.431,2.63202,1000,500,69,500,0.5,0.5,500,0,summary
9,billiardstest,static,10,767.184,0.468,2.37476,1000,500,32,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,696.294,0.482,2.2713,1000,500,18,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,782.001,0.354,3.09262,1000,500,146,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,792.295,0.338,3.20606,1000,500,162,500,0.5,0.5,500,0,summary
3,billiardstest,static,15,716.862,0.452,2.45097,1000,500,48,500,0.5,0.5,500,0,summary
4,billiardstest,static,15,774.659,0.363,3.03965,1000,500,137,500,0.5,0.5,500,0,summary
5,billiardstest,static,15,783.177,0.35,3.04549,1000,500,150,500,0.5,0.5,500,0,summary
6,billiardstest,static,15,731.997,0.428,2.58013,1000,500,72,500,0.5,0.5,500,0,summary
7,billiardstest,static,15,718.652,0.449,2.49917,1000,500,51,500,0.5,0.5,500,0,summary
8,billiardstest,static,15,729.651,0.431,2.55002,1000,500,69,500,0.5,0.5,500,0,summary
9,billiardstest,static,15,712.05,0.458,2.39576,1000,500,42,500,0.5,0.5,500,0,summary
0,billiardstest,static,20,668.498,0.467,2.28883,1000,500,33,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,780.35,0.317,3.17162,1000,500,183,500,0.5,0.5,500,0,summary
2,billiardstest,static,20,778.07,0.323,3.05706,1000,500,177,500,0.5,0.5,500,0,summary
3,billiardstest,static,20,709.08,0.413,2.53797,1000,500,87,500,0.5,0.5,500,0,summary
