user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,644.226,0.42,2.34069,1000,500,80,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,928.438,0.108,6.03119,1000,495,387,505,0.495,0.505,505,0,summary
2,billiardstest,model,adaptive,953.561,0.076,9.92908,1000,492,416,508,0.492,0.508,508,0,summary
3,billiardstest,model,adaptive,739.919,0.326,2.56497,1000,500,174,500,0.5,0.5,500,0,summary
0,billiardstest,static,5,893.997,0.487,2.26171,1000,500,13,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,910.724,0.422,2.79262,1000,500,78,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,917.033,0.403,2.90906,1000,500,97,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,899.184,0.468,2.36297,1000,500,32,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,758.95,0.484,2.26446,1000,500,16,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,795.742,0.415,2.79562,1000,500,85,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,807.336,0.392,2.99706,1000,500,108,500,0.5,0.5,500,0,summary
3,billiardstest,static,10,774.054,0.457,2.45597,1000,500,43,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,702.707,0.472,2.27212,1000,500,28,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,746.33,0.406,2.85062,1000,500,94,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,797.857,0.329,3.39806,1000,500,171,500,0.5,0.5,500,0,summary
3,billiardstest,static,15,709.733,0.462,2.39297,1000,500,38,500,0.5,0.5,500,0,summary
0,billiardstest,static,20,663.584,0.474,2.28147,1000,500,26,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,753.101,0.353,3.88597,1000,498,145,502,0.498,0.502,502,0,summary
2,billiardstest,static,20,796.23,0.296,3.41006,1000,500,204,500,0.5,0.5,500,0,summary
3,billiardstest,static,20,694.927,0.432,2.55497,1000,500,68,500,0.5,0.5,500,0,summary
0,billiardstest,static,25,665.569,0.439,2.30909,1000,500,61,500,0.5,0.5,500,0,summary
1,billiardstest,static,25,809.865,0.259,3.73726,1000,499,240,501,0.499,0.501,501,0,summary
2,billiardstest,static,25,892.752,0.154,5.45063,1000,497,343,503,0.497,0.503,503,0,summary
3,billiardstest,static,25,697.644,0.399,2.45697,1000,500,101,500,0.5,0.5,500,0,summary
0,billiardstest,static,30,637.28,0.451,2.29502,1000,500,49,500,0.5,0.5,500,0,summary
1,billiardstest,static,30,788.1,0.272,4.05517,1000,498,226,502,0.498,0.502,502,0,summary
2,billiardstest,static,30,847.301,0.2,13.4174,1000,496,296,504,0.496,0.504,504,0,summary
3,billiardstest,static,30,705.765,0.37,2.58397,1000,500,130,500,0.5,0.5,500,0,summary
0,billiardstest,static,35,643.917,0.428,2.32476,1000,500,72,500,0.5,0.5,500,0,summary
1,billiardstest,static,35,816.581,0.231,4.28849,1000,498,267,502,0.498,0.502,502,0,summary
2,billiardstest,static,35,910.272,0.123,10.0413,1000,489,366,511,0.489,0.511,511,0,summary
3,billiardstest,static,35,690.246,0.375,2.67197,1000,500,125,500,0.5,0.5,500,0,summary
0,billiardstest,static,40,644.07,0.416,2.33963,1000,500,84,500,0.5,0.5,500,0,summary
1,billiardstest,static,40,940.683,0.086,6.24606,1000,494,408,506,0.494,0.506,506,0,summary
2,billiardstest,static,40,996.899,0.022,7.54576,1000,490,468,510,0.49,0.51,510,0,summary
3,billiardstest,static,40,691.186,0.364,2.58597,1000,500,136,500,0.5,0.5,500,0,summary
0,billiardstest,static,45,640.724,0.411,2.34967,1000,500,89,500,0.5,0.5,500,0,summary
1,billiardstest,static,45,984.176,0.036,7.39626,1000,490,454,510,0.49,0.51,510,0,summary
2,billiardstest,static,45,1016.68,0.0,7.7902,1000,491,491,509,0.491,0.509,509,0,summary
3,billiardstest,static,45,783.524,0.255,4.84932,1000,496,241,504,0.496,0.504,504,0,summary
0,billiardstest,static,50,626.961,0.419,2.34521,1000,500,81,500,0.5,0.5,500,0,summary
1,billiardstest,static,50,1016.68,0.0,7.11286,1000,493,493,507,0.493,0.507,507,0,summary
2,billiardstest,static,50,1016.68,0.0,7.87604,1000,492,492,508,0.492,0.508,508,0,summary
3,billiardstest,static,50,1016.68,0.0,8.70019,1000,488,488,512,0.488,0.512,512,0,summary
0,billiardstest,static,55,1016.68,0.0,2.77938,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,55,1016.68,0.0,6.09749,1000,494,494,506,0.494,0.506,506,0,summary
2,billiardstest,static,55,1016.68,0.0,6.44359,1000,492,492,508,0.492,0.508,508,0,summary
3,billiardstest,static,55,1016.68,0.0,8.68621,1000,488,488,512,0.488,0.512,512,0,summary
0,billiardstest,static,60,1016.68,0.0,2.81139,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,60,1016.68,0.0,7.28315,1000,482,482,518,0.482,0.518,518,0,summary
2,billiardstest,static,60,1016.68,0.0,7.27366,1000,491,491,509,0.491,0.509,509,0,summary
3,billiardstest,static,60,1016.68,0.0,6.48562,1000,492,492,508,0.492,0.508,508,0,summary
0,billiardstest,static,65,1016.68,0.0,2.83105,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,65,1016.68,0.0,8.85139,1000,459,459,541,0.459,0.541,541,0,summary
2,billiardstest,static,65,1016.68,0.0,7.43884,1000,438,438,562,0.438,0.562,562,0,summary
3,billiardstest,static,65,1016.68,0.0,5.09106,1000,494,494,506,0.494,0.506,506,0,summary
0,billiardstest,static,70,1016.68,0.0,2.86073,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,70,1016.68,0.0,7.84061,1000,485,485,515,0.485,0.515,515,0,summary
2,billiardstest,static,70,1016.68,0.0,6.82717,1000,490,490,510,0.49,0.51,510,0,summary
3,billiardstest,static,70,1016.68,0.0,4.62975,1000,496,496,504,0.496,0.504,504,0,summary
0,billiardstest,static,75,1016.68,0.0,2.88985,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,75,1016.68,0.0,7.77762,1000,460,460,540,0.46,0.54,540,0,summary
2,billiardstest,static,75,1016.68,0.0,7.68338,1000,374,374,626,0.374,0.626,626,0,summary
3,billiardstest,static,75,1016.68,0.0,4.94988,1000,495,495,505,0.495,0.505,505,0,summary
0,billiardstest,static,80,1016.68,0.0,2.9144,1000,500,500,500,0.5,0.5,500,0,summary
1,billiardstest,static,80,1016.68,0.0,6.58547,1000,488,488,512,0.488,0.512,506,6,summary
2,billiardstest,static,80,1016.68,0.0,16.2497,1000,442,442,558,0.442,0.558,539,19,summary
3,billiardstest,static,80,1016.68,0.0,6.57167,1000,490,490,510,0.49,0.51,502,8,summary
