frame,latent_dim,mse,ae_size_bytes,encoded_size_bytes,raw_size_bytes,pict_type
3,100,807.6092007569969,20831,122,150528,P
3,116,826.9325069384649,23755,122,150528,P
3,132,761.8850893573835,26680,122,150528,P
3,148,473.1841542175971,29605,122,150528,P
3,164,511.6139341844246,32530,122,150528,P
3,180,754.0334614226595,35455,122,150528,P
3,196,744.352156855166,38380,122,150528,P
3,212,550.7178294472396,41304,122,150528,P
3,228,395.74101506732404,44229,122,150528,P
3,244,479.0143446531147,47154,122,150528,P
3,260,420.48649373464286,50079,122,150528,P
3,276,254.56044576130807,53004,122,150528,P
3,292,325.66945067374036,55929,122,150528,P
3,308,376.2356677791104,58853,122,150528,P
3,324,208.66725293453783,61778,122,150528,P
3,340,293.8446259126067,64703,122,150528,P
3,356,208.47464423859492,67628,122,150528,P
3,372,272.4238198134117,70553,122,150528,P
4,0,0.0,150528,5,150528,P
4,4,1059.7121521364897,3281,5,150528,P
4,20,1008.6031121900305,6206,5,150528,P
4,36,1125.7322723977268,9131,5,150528,P
4,52,1145.0239060912281,12056,5,150528,P
4,68,1031.2778884079307,14981,5,150528,P
4,84,881.711134663783,17906,5,150528,P
4,100,807.6099274680018,20831,5,150528,P
4,116,826.9327491754666,23755,5,150528,P
4,132,761.8799418210983,26680,5,150528,P
4,148,473.18615267286077,29605,5,150528,P
4,164,511.61260188091546,32530,5,150528,P
4,180,754.0384272811934,35455,5,150528,P
4,196,744.364147586748,38380,5,150528,P
4,212,550.7299412973225,41304,5,150528,P
4,228,395.7438613520935,44229,5,150528,P
4,244,479.03451088350266,47154,5,150528,P
4,260,420.48900694353506,50079,5,150528,P
4,276,254.56253505544737,53004,5,150528,P
4,292,325.6725089158863,55929,5,150528,P
4,308,376.2479310273193,58853,5,150528,P
4,324,208.67232477176003,61778,5,150528,P
4,340,293.8459279364906,64703,5,150528,P
4,356,208.47574944491498,67628,5,150528,P
4,372,272.42699917405844,70553,5,150528,P
5,0,0.0,150528,238,150528,P
5,4,1059.7154223360121,3281,238,150528,P
5,20,1008.6060795933008,6206,238,150528,P
5,36,1125.736996019259,9131,238,150528,P
5,52,1145.0304464902729,12056,238,150528,P
5,68,1031.281279725954,14981,238,150528,P
5,84,881.7110135452822,17906,238,150528,P
5,100,807.6059305574745,20831,238,150528,P
5,116,826.9343842752278,23755,238,150528,P
5,132,761.879457347095,26680,238,150528,P
5,148,473.1804298236966,29605,238,150528,P
5,164,511.59740150906146,32530,238,150528,P
5,180,754.0330375079066,35455,238,150528,P
5,196,744.3646320607513,38380,238,150528,P
5,212,550.7336959708482,41304,238,150528,P
5,228,395.75279384152964,44229,238,150528,P
5,244,479.04086960479617,47154,238,150528,P
5,260,420.49070260254666,50079,238,150528,P
5,276,254.55750863766298,53004,238,150528,P
5,292,325.67453765077516,55929,238,150528,P
5,308,376.2670071911998,58853,238,150528,P
5,324,208.67336941882968,61778,238,150528,P
5,340,293.84265773696825,64703,238,150528,P
5,356,208.47938299993984,67628,238,150528,P
5,372,272.4353866302408,70553,238,150528,P
6,0,0.0,150528,5,150528,P
6,4,1059.7236583940685,3281,5,150528,P
6,20,1008.6134678218514,6206,5,150528,P
6,36,1125.7446264848113,9131,5,150528,P
6,52,1145.038076955825,12056,5,150528,P
6,68,1031.2884257175028,14981,5,150528,P
6,84,881.7182200960815,17906,5,150528,P
6,100,807.6144088525325,20831,5,150528,P
6,116,826.9398951670155,23755,5,150528,P
6,132,761.8868455756456,26680,5,150528,P
6,148,473.1882722466253,29605,5,150528,P
6,164,511.60539533011615,32530,5,150528,P
6,180,754.0387906366959,35455,5,150528,P
6,196,744.3754721665755,38380,5,150528,P
6,212,550.7349677151069,41304,5,150528,P
6,228,395.7576083019376,44229,5,150528,P
6,244,479.0356009500101,47154,5,150528,P
6,260,420.4920954653062,50079,5,150528,P
6,276,254.5584473060444,53004,5,150528,P
6,292,325.6637278245762,55929,5,150528,P
6,308,376.2736384291202,58853,5,150528,P
6,324,208.67945562349632,61778,5,150528,P
6,340,293.8441717182286,64703,5,150528,P
6,356,208.4805033460725,67628,5,150528,P
6,372,272.43257062509656,70553,5,150528,P
7,0,0.0,150528,106,150528,P
7,4,1059.7280186600983,3281,106,150528,P
7,20,1008.6177675286308,6206,106,150528,P
7,36,1125.7492289878428,9131,106,150528,P
7,52,1145.0428005773574,12056,106,150528,P
7,68,1031.2931493390352,14981,106,150528,P
7,84,881.7222170066088,17906,106,150528,P
7,100,807.6192535925657,20831,106,150528,P
7,116,826.9438315182924,23755,106,150528,P
7,132,761.8886017939076,26680,106,150528,P
7,148,473.199778504204,29605,106,150528,P
7,164,511.6043658228591,32530,106,150528,P
7,180,754.0386695181951,35455,106,150528,P
7,196,744.3778945365921,38380,106,150528,P
7,212,550.7396307773888,41304,106,150528,P
7,228,395.75703298905864,44229,106,150528,P
7,244,479.0313315228559,47154,106,150528,P
7,260,420.4884013510309,50079,106,150528,P
7,276,254.56498770508915,53004,106,150528,P
7,292,325.661214615684,55929,106,150528,P
7,308,376.27309339586645,58853,106,150528,P
7,324,208.6827258230187,61778,106,150528,P
7,340,293.84819890838116,64703,106,150528,P
7,356,208.4825169411488,67628,106,150528,P
7,372,272.4184300401248,70553,106,150528,P
8,0,0.0,150528,5,150528,P
8,4,1059.7287453711033,3281,5,150528,P
8,20,1008.6178886471316,6206,5,150528,P
8,36,1125.749107869342,9131,5,150528,P
8,52,1145.0425583403558,12056,5,150528,P
8,68,1031.2936338130385,14981,5,150528,P
8,84,881.7226409213617,17906,5,150528,P
8,100,807.6217365218326,20831,5,150528,P
8,116,826.946253888309,23755,5,150528,P
8,132,761.8948393967003,26680,5,150528,P
8,148,473.20419932948425,29605,5,150528,P
8,164,511.6089077666402,32530,5,150528,P
8,180,754.0426664287224,35455,5,150528,P
8,196,744.375835522078,38380,5,150528,P
8,212,550.7389646256343,41304,5,150528,P
8,228,395.7568210316822,44229,5,150528,P
8,244,479.0308470488526,47154,5,150528,P
8,260,420.4831932554953,50079,5,150528,P
8,276,254.56292869057506,53004,5,150528,P
8,292,325.6590647622943,55929,5,150528,P
8,308,376.2758185621351,58853,5,150528,P
8,324,208.68452746071853,61778,5,150528,P
8,340,293.84807778988034,64703,5,150528,P
8,356,208.48755849874578,67628,5,150528,P
8,372,272.4213671637699,70553,5,150528,P
9,0,0.0,150528,352,150528,P
9,4,1059.7274130675942,3281,352,150528,P
9,20,1008.6167380213737,6206,352,150528,P
9,36,1125.7503190543503,9131,352,150528,P
9,52,1145.0448595918715,12056,352,150528,P
9,68,1031.2959350645542,14981,352,150528,P
9,84,881.7233070731163,17906,352,150528,P
9,100,807.6161045115441,20831,352,150528,P
9,116,826.9415302667767,23755,352,150528,P
9,132,761.8781856028363,26680,352,150528,P
9,148,473.2022008742206,29605,352,150528,P
9,164,511.5964325610548,32530,352,150528,P
9,180,754.0584118338302,35455,352,150528,P
9,196,744.4038744550198,38380,352,150528,P
9,212,550.7283667568117,41304,352,150528,P
9,228,395.7669041468762,44229,352,150528,P
9,244,479.0904070716351,47154,352,150528,P
9,260,420.5220117350109,50079,352,150528,P
9,276,254.57761430880055,53004,352,150528,P
9,292,325.69421940715984,55929,352,150528,P
9,308,376.29831632366404,58853,352,150528,P
9,324,208.69465599535033,61778,352,150528,P
9,340,293.8602501992136,64703,352,150528,P
9,356,208.50939010852017,67628,352,150528,P
9,372,272.4436529679224,70553,352,150528,P
10,0,0.0,150528,5,150528,P
10,4,1059.7486088052392,3281,5,150528,P
10,20,1008.6392660625279,6206,5,150528,P
10,36,1125.7707880809903,9131,5,150528,P
10,52,1145.068598818034,12056,5,150528,P
10,68,1031.3168885651976,14981,5,150528,P
10,84,881.7458351142704,17906,5,150528,P
10,100,807.6500782510266,20831,5,150528,P
10,116,826.962907682173,23755,5,150528,P
10,132,761.9264513254166,26680,5,150528,P
10,148,473.2149485964328,29605,5,150528,P
10,164,511.63240475580096,32530,5,150528,P
10,180,754.0558077860624,35455,5,150528,P
10,196,744.3894007941708,38380,5,150528,P
10,212,550.7356944261119,41304,5,150528,P
10,228,395.7712946925312,44229,5,150528,P
10,244,479.01546499924734,47154,5,150528,P
10,260,420.4533072654158,50079,5,150528,P
10,276,254.57716011442244,53004,5,150528,P
10,292,325.66472705220804,55929,5,150528,P
10,308,376.2931385077536,58853,5,150528,P
10,324,208.696578751551,61778,5,150528,P
10,340,293.87051499215886,64703,5,150528,P
10,356,208.48018541000783,67628,5,150528,P
10,372,272.4192173103802,70553,5,150528,P
11,0,0.0,150528,84,150528,P
11,4,1059.7581771668047,3281,84,150528,P
11,20,1008.6468965280801,6206,84,150528,P
11,36,1125.7805986795574,9131,84,150528,P
11,52,1145.0790150091052,12056,84,150528,P
11,68,1031.3275469932705,14981,84,150528,P
11,84,881.7540711723268,17906,84,150528,P
11,100,807.6581326313317,20831,84,150528,P
11,116,826.9779263762757,23755,84,150528,P
11,132,761.9313566247001,26680,84,150528,P
11,148,473.23066372191533,29605,84,150528,P
11,164,511.65178371593356,32530,84,150528,P
11,180,754.0710081579164,35455,84,150528,P
11,196,744.412958342582,38380,84,150528,P
11,212,550.7508342387155,41304,84,150528,P
11,228,395.7885237992741,44229,84,150528,P
11,244,479.0280007640831,47154,84,150528,P
11,260,420.4781668377109,50079,84,150528,P
11,276,254.59190629189834,53004,84,150528,P
11,292,325.6741742952727,55929,84,150528,P
11,308,376.3044328079559,58853,84,150528,P
11,324,208.7046179920435,61778,84,150528,P
11,340,293.8811734202318,64703,84,150528,P
11,356,208.48951153457165,67628,84,150528,P
11,372,272.42869483307004,70553,84,150528,P
12,0,0.0,150528,5,150528,P
12,4,1059.7563603892922,3281,5,150528,P
12,20,1008.64834995009,6206,5,150528,P
12,36,1125.7801142055541,9131,5,150528,P
12,52,1145.0790150091052,12056,5,150528,P
12,68,1031.3280314672738,14981,5,150528,P
12,84,881.7558273905888,17906,5,150528,P
12,100,807.6678826706484,20831,5,150528,P
12,116,826.9881003303453,23755,5,150528,P
12,132,761.9491004850715,26680,5,150528,P
12,148,473.2506482745521,29605,5,150528,P
12,164,511.66892198380083,32530,5,150528,P
12,180,754.0803948417306,35455,5,150528,P
12,196,744.4119893945754,38380,5,150528,P
12,212,550.7425376214087,41304,5,150528,P
12,228,395.7790765562095,44229,5,150528,P
12,244,479.0081978891976,47154,5,150528,P
12,260,420.4652374377474,50079,5,150528,P
12,276,254.58569896873087,53004,5,150528,P
12,292,325.6751432432793,55929,5,150528,P
12,308,376.2959847925231,58853,5,150528,P
12,324,208.70499648735859,61778,5,150528,P
12,340,293.87590476544574,64703,5,150528,P
12,356,208.4800037322566,67628,5,150528,P
12,372,272.4313594400883,70553,5,150528,P
14,0,0.0,150528,5,150528,P
14,4,1059.3400761019439,3281,5,150528,P
14,20,1007.9728720709682,6206,5,150528,P
14,36,1125.6136973854154,9131,5,150528,P
14,52,1145.0117942411453,12056,5,150528,P
14,68,1031.1825681477785,14981,5,150528,P
14,84,881.0851942515001,17906,5,150528,P
14,100,807.0564159192145,20831,5,150528,P
14,116,826.2725322274491,23755,5,150528,P
14,132,761.8718268815428,26680,5,150528,P
14,148,472.55318738752976,29605,5,150528,P
14,164,511.3505620043725,32530,5,150528,P
14,180,754.2733971728012,35455,5,150528,P
14,196,743.6887302668765,38380,5,150528,P
14,212,549.6479897294194,41304,5,150528,P
14,228,395.32521525397897,44229,5,150528,P
14,244,478.13235973007977,47154,5,150528,P
14,260,419.7710467502475,50079,5,150528,P
14,276,253.9441039902158,53004,5,150528,P
14,292,324.9649951932952,55929,5,150528,P
14,308,375.66877263598144,58853,5,150528,P
14,324,208.1104560464155,61778,5,150528,P
14,340,293.341923574917,64703,5,150528,P
14,356,207.83851473242976,67628,5,150528,P
14,372,271.4366737520322,70553,5,150528,P
15,0,0.0,150528,892,150528,P
15,4,1059.1156435199082,3281,892,150528,P
15,20,1007.561735319905,6206,892,150528,P
15,36,1125.534849241376,9131,892,150528,P
15,52,1144.9885394889861,12056,892,150528,P
15,68,1031.064840964973,14981,892,150528,P
15,84,880.4247350664809,17906,892,150528,P
15,100,806.4242379041389,20831,892,150528,P
15,116,825.5030663916841,23755,892,150528,P
15,132,761.1706718802452,26680,892,150528,P
15,148,471.6591511736624,29605,892,150528,P
15,164,510.7274073176086,32530,892,150528,P
15,180,753.7691202946007,35455,892,150528,P
15,196,742.7836117101833,38380,892,150528,P
15,212,548.8602955592796,41304,892,150528,P
15,228,394.7829677257687,44229,892,150528,P
15,244,477.450765366666,47154,892,150528,P
15,260,419.158035737928,50079,892,150528,P
15,276,253.46182525972836,53004,892,150528,P
15,292,324.51152752619237,55929,892,150528,P
15,308,375.3184676519595,58853,892,150528,P
15,324,207.77432192699052,61778,892,150528,P
15,340,292.8807648830116,64703,892,150528,P
15,356,207.43956553051248,67628,892,150528,P
15,372,270.70908463792875,70553,892,150528,P
16,0,0.0,150528,285,150528,P
16,4,1058.9258508291095,3281,285,150528,P
16,20,1007.0136741036549,6206,285,150528,P
16,36,1125.576514005661,9131,285,150528,P
16,52,1145.1876583043486,12056,285,150528,P
16,68,1031.078285118565,14981,285,150528,P
16,84,879.455060348846,17906,285,150528,P
16,100,805.5690201697871,20831,285,150528,P
16,116,824.6027925750241,23755,285,150528,P
16,132,760.4733321117237,26680,285,150528,P
16,148,470.51957747898996,29605,285,150528,P
16,164,509.68385031446815,32530,285,150528,P
16,180,753.0395024456084,35455,285,150528,P
16,196,741.1108440952376,38380,285,150528,P
16,212,547.5146690150723,41304,285,150528,P
16,228,394.0304584801197,44229,285,150528,P
16,244,476.60136132035404,47154,285,150528,P
16,260,418.5170160722919,50079,285,150528,P
16,276,252.7793073677458,53004,285,150528,P
16,292,324.08670438453555,55929,285,150528,P
16,308,374.7183860396035,58853,285,150528,P
16,324,207.47434168006293,61778,285,150528,P
16,340,292.3751254216768,64703,285,150528,P
16,356,207.02312984503806,67628,285,150528,P
16,372,269.77995433844626,70553,285,150528,P
17,0,0.0,150528,89556,150528,P
17,4,1066.6425527539104,3281,89556,150528,P
17,20,1012.9339464241639,6206,89556,150528,P
17,36,1134.8613371606916,9131,89556,150528,P
17,52,1157.7734450809658,12056,89556,150528,P
17,68,1042.0840810518712,14981,89556,150528,P
17,84,886.6321187932044,17906,89556,150528,P
17,100,812.2703857021406,20831,89556,150528,P
17,116,831.7743401275948,23755,89556,150528,P
17,132,765.8096315804869,26680,89556,150528,P
17,148,476.4076625579037,29605,89556,150528,P
17,164,516.9766980456188,32530,89556,150528,P
17,180,759.464233322069,35455,89556,150528,P
17,196,741.4064337965101,38380,89556,150528,P
17,212,549.2049988126382,41304,89556,150528,P
17,228,393.62737610936165,44229,89556,150528,P
17,244,480.4534141207114,47154,89556,150528,P
17,260,423.3917632140219,50079,89556,150528,P
17,276,255.09261017432436,53004,89556,150528,P
17,292,322.56421454949304,55929,89556,150528,P
17,308,381.03974227560684,58853,89556,150528,P
17,324,212.78161812806502,61778,89556,150528,P
17,340,294.6472479379736,64703,89556,150528,P
17,356,208.2895146100782,67628,89556,150528,P
17,372,271.1230979533866,70553,89556,150528,P
19,0,0.0,150528,204,150528,P
19,4,1071.4977089781314,3281,204,150528,P
19,20,1016.9859053101391,6206,204,150528,P
19,36,1140.6124069355428,9131,204,150528,P
19,52,1163.5197912342846,12056,204,150528,P
19,68,1047.2249558195472,14981,204,150528,P
19,84,889.967722306028,17906,204,150528,P
19,100,815.4656128725037,20831,204,150528,P
19,116,835.1263551972806,23755,204,150528,P
19,132,769.7006239788607,26680,204,150528,P
19,148,478.4796064719558,29605,204,150528,P
19,164,519.2138173151761,32530,204,150528,P
19,180,762.7314048819244,35455,204,150528,P
19,196,743.0472261272371,38380,204,150528,P
19,212,550.9104684228078,41304,204,150528,P
19,228,396.55217594699934,44229,204,150528,P
19,244,483.4368353127502,47154,204,150528,P
19,260,426.3055715477094,50079,204,150528,P
19,276,257.59643238270655,53004,204,150528,P
19,292,325.46327670570463,55929,204,150528,P
19,308,383.6472116410732,58853,204,150528,P
19,324,216.06676064548083,61778,204,150528,P
19,340,296.3218323304318,64703,204,150528,P
19,356,210.65321785281412,67628,204,150528,P
19,372,273.1481992872432,70553,204,150528,P
20,0,0.0,150528,5,150528,P
20,4,1070.8523896057159,3281,5,150528,P
20,20,1015.5126804253086,6206,5,150528,P
20,36,1140.623549837619,9131,5,150528,P
20,52,1164.553537638858,12056,5,150528,P
20,68,1047.3019871860743,14981,5,150528,P
20,84,887.4633550643921,17906,5,150528,P
20,100,813.7857598252594,20831,5,150528,P
20,116,833.4087131777778,23755,5,150528,P
20,132,768.4612183598801,26680,5,150528,P
20,148,477.07451074384153,29605,5,150528,P
20,164,518.7493278644979,32530,5,150528,P
20,180,760.3211467154324,35455,5,150528,P
20,196,740.3493115212768,38380,5,150528,P
20,212,548.05800660979,41304,5,150528,P
20,228,396.2417795090005,44229,5,150528,P
20,244,482.19488620525226,47154,5,150528,P
20,260,425.33777416683733,50079,5,150528,P
20,276,256.77131259581074,53004,5,150528,P
20,292,323.71411359636113,55929,5,150528,P
20,308,382.8747178427875,58853,5,150528,P
20,324,216.33859598077834,61778,5,150528,P
20,340,295.3564270399511,64703,5,150528,P
20,356,210.23610087577254,67628,5,150528,P
20,372,272.173225635197,70553,5,150528,P
21,0,0.0,150528,4351,150528,P
21,4,1082.8683138359338,3281,4351,150528,P
21,20,1022.3491536453366,6206,4351,150528,P
21,36,1153.8334602490067,9131,4351,150528,P
21,52,1180.808488279581,12056,4351,150528,P
21,68,1060.54375176318,14981,4351,150528,P
21,84,893.529332941398,17906,4351,150528,P
21,100,822.6363125955686,20831,4351,150528,P
21,116,840.6001241644844,23755,4351,150528,P
21,132,776.6407746355981,26680,4351,150528,P
21,148,483.75607340130955,29605,4351,150528,P
21,164,527.0181484753266,32530,4351,150528,P
21,180,767.7747186971828,35455,4351,150528,P
21,196,746.1422277381644,38380,4351,150528,P
21,212,549.4735185289755,41304,4351,150528,P
21,228,406.32462218636647,44229,4351,150528,P
21,244,489.1429398441687,47154,4351,150528,P
21,260,431.26722121378407,50079,4351,150528,P
21,276,262.1458855108358,53004,4351,150528,P
21,292,326.7708114814013,55929,4351,150528,P
21,308,391.97380577679724,58853,4351,150528,P
21,324,225.10180717217736,61778,4351,150528,P
21,340,300.7658215239644,64703,4351,150528,P
21,356,215.77397180953994,67628,4351,150528,P
21,372,276.2775682727806,70553,4351,150528,P
22,0,0.0,150528,5,150528,P
22,4,1081.6654860042036,3281,5,150528,P
22,20,1019.6364625822753,6206,5,150528,P
22,36,1155.2019781898707,9131,5,150528,P
22,52,1182.4025288689882,12056,5,150528,P
22,68,1059.927743067965,14981,5,150528,P
22,84,887.544019985944,17906,5,150528,P
22,100,819.0066333627328,20831,5,150528,P
22,116,837.2957692248747,23755,5,150528,P
22,132,773.9744719583541,26680,5,150528,P
22,148,480.03476802259684,29605,5,150528,P
22,164,524.2321807192639,32530,5,150528,P
22,180,763.6623216792941,35455,5,150528,P
22,196,740.2287380537018,38380,5,150528,P
22,212,543.4006974566728,41304,5,150528,P
22,228,407.36445479560643,44229,5,150528,P
22,244,487.20165251288563,47154,5,150528,P
22,260,430.0794423557818,50079,5,150528,P
22,276,262.02388890087605,53004,5,150528,P
22,292,327.1271118312143,55929,5,150528,P
22,308,390.75989560224116,58853,5,150528,P
22,324,228.06365413125604,61778,5,150528,P
22,340,302.1185335004702,64703,5,150528,P
22,356,217.36053333152086,67628,5,150528,P
22,372,276.2820193776861,70553,5,150528,P
24,0,0.0,150528,5,150528,P
24,4,1094.453298440203,3281,5,150528,P
24,20,1019.3518341053277,6206,5,150528,P
24,36,1178.2117076218128,9131,5,150528,P
24,52,1204.0084948763251,12056,5,150528,P
24,68,1074.847483355552,14981,5,150528,P
24,84,880.220287037082,17906,5,150528,P
24,100,815.6164659652859,20831,5,150528,P
24,116,831.4363589510322,23755,5,150528,P
24,132,764.3442188389599,26680,5,150528,P
24,148,472.94585356721655,29605,5,150528,P
24,164,526.2160412035882,32530,5,150528,P
24,180,762.3449157457799,35455,5,150528,P
24,196,725.9738172171637,38380,5,150528,P
24,212,529.6570178121328,41304,5,150528,P
24,228,414.76736896438524,44229,5,150528,P
24,244,483.99155804654583,47154,5,150528,P
24,260,429.60944201331586,50079,5,150528,P
24,276,264.5435170736164,53004,5,150528,P
24,292,325.1298980321735,55929,5,150528,P
24,308,386.94127150811255,58853,5,150528,P
24,324,240.22776684723794,61778,5,150528,P
24,340,307.23127849632874,64703,5,150528,P
24,356,223.33867001580074,67628,5,150528,P
24,372,274.51847344636917,70553,5,150528,P
26,0,0.0,150528,5,150528,P
26,4,1104.5645131263882,3281,5,150528,P
26,20,1022.6481952238828,6206,5,150528,P
26,36,1194.2468281835318,9131,5,150528,P
26,52,1216.030111676082,12056,5,150528,P
26,68,1085.1853107567877,14981,5,150528,P
26,84,878.0796386534348,17906,5,150528,P
26,100,814.2227553762496,20831,5,150528,P
26,116,829.4113787356764,23755,5,150528,P
26,132,759.5167381921783,26680,5,150528,P
26,148,471.2178861955181,29605,5,150528,P
26,164,530.5309483548626,32530,5,150528,P
26,180,760.9565949300304,35455,5,150528,P
26,196,718.0279590887949,38380,5,150528,P
26,212,526.1008575093001,41304,5,150528,P
26,228,419.05326823471114,44229,5,150528,P
26,244,484.7056121681817,47154,5,150528,P
26,260,430.12471039546654,50079,5,150528,P
26,276,268.90208744443953,53004,5,150528,P
26,292,324.7433483367786,55929,5,150528,P
26,308,390.1630539097823,58853,5,150528,P
26,324,249.88757288083434,61778,5,150528,P
26,340,313.01438411464915,64703,5,150528,P
26,356,228.74429468647577,67628,5,150528,P
26,372,275.13993247412145,70553,5,150528,P
27,0,0.0,150528,2130,150528,P
27,4,1120.5945467110723,3281,2130,150528,P
27,20,1030.0270976498723,6206,2130,150528,P
27,36,1215.588150266558,9131,2130,150528,P
27,52,1236.0937546938658,12056,2130,150528,P
27,68,1103.3393994905055,14981,2130,150528,P
27,84,881.7476518917829,17906,2130,150528,P
27,100,820.3164693899453,20831,2130,150528,P
27,116,834.2240829253569,23755,2130,150528,P
27,132,763.4709544479847,26680,2130,150528,P
27,148,476.29844394978136,29605,2130,150528,P
27,164,544.8529688408598,32530,2130,150528,P
27,180,763.1975294323638,35455,2130,150528,P
27,196,716.0361047834158,38380,2130,150528,P
27,212,526.0488976724446,41304,2130,150528,P
27,228,423.5905186738819,44229,2130,150528,P
27,244,487.8879099385813,47154,2130,150528,P
27,260,430.4237519740127,50079,2130,150528,P
27,276,273.62380136037245,53004,2130,150528,P
27,292,326.58347144024447,55929,2130,150528,P
27,308,395.5735687399283,58853,2130,150528,P
27,324,261.65974612813443,61778,2130,150528,P
27,340,322.6567490841262,64703,2130,150528,P
27,356,235.88465422508307,67628,2130,150528,P
27,372,280.08102227468044,70553,2130,150528,P
28,0,0.0,150528,5,150528,P
28,4,1138.0431201774627,3281,5,150528,P
28,20,1032.765708072111,6206,5,150528,P
28,36,1242.5180010963231,9131,5,150528,P
28,52,1246.9450034201145,12056,5,150528,P
28,68,1122.9721028823406,14981,5,150528,P
28,84,881.4521227497607,17906,5,150528,P
28,100,824.6889078291133,20831,5,150528,P
28,116,831.1308980919421,23755,5,150528,P
28,132,762.024133396335,26680,5,150528,P
28,148,481.9005682482384,29605,5,150528,P
28,164,558.1428174627945,32530,5,150528,P
28,180,761.2704735249281,35455,5,150528,P
28,196,711.7106603225693,38380,5,150528,P
28,212,527.9815250309184,41304,5,150528,P
28,228,438.44718650216237,44229,5,150528,P
28,244,495.5963152460754,47154,5,150528,P
28,260,438.8910555280745,50079,5,150528,P
28,276,284.29527995176613,53004,5,150528,P
28,292,334.0134253143333,55929,5,150528,P
28,308,407.95321182813495,58853,5,150528,P
28,324,281.2658337294124,61778,5,150528,P
28,340,336.94609785452485,64703,5,150528,P
28,356,250.12814450310543,67628,5,150528,P
28,372,290.67601453280076,70553,5,150528,P
30,0,0.0,150528,5,150528,P
30,4,1176.293553924188,3281,5,150528,P
30,20,1044.636532338336,6206,5,150528,P
