frame,latent_dim,mse,ae_size_bytes,encoded_size_bytes,raw_size_bytes,pict_type
5,276,205.0222067919094,68845,68,150528,B
5,292,217.7315344393719,72644,68,150528,B
5,308,203.03768015583046,76442,68,150528,B
5,324,174.145618773764,80240,68,150528,B
5,340,210.57820008136332,84038,68,150528,B
5,356,179.4761651137378,87836,68,150528,B
5,372,166.2476630124729,91634,68,150528,B
6,0,0.0,150528,78,150528,P
6,4,524.6344758197665,4278,78,150528,P
6,20,515.0570303667337,8076,78,150528,P
6,36,499.3023596936837,11874,78,150528,P
6,52,460.49556811340153,15673,78,150528,P
6,68,423.47282177070156,19471,78,150528,P
6,84,415.15052734175697,23269,78,150528,P
6,100,367.73078721016645,27067,78,150528,P
6,116,371.9852562295273,30865,78,150528,P
6,132,345.4225761350244,34663,78,150528,P
6,148,316.46629166789353,38461,78,150528,P
6,164,282.6063430169597,42259,78,150528,P
6,180,251.58548772451468,46057,78,150528,P
6,196,252.35110804787837,49855,78,150528,P
6,212,251.9395322422497,53653,78,150528,P
6,228,222.56170997279696,57451,78,150528,P
6,244,206.96444793138653,61249,78,150528,P
6,260,242.81755291158333,65047,78,150528,P
6,276,205.0222067919094,68845,78,150528,P
6,292,217.7315344393719,72644,78,150528,P
6,308,203.03768015583046,76442,78,150528,P
6,324,174.145618773764,80240,78,150528,P
6,340,210.57820008136332,84038,78,150528,P
6,356,179.4761651137378,87836,78,150528,P
6,372,166.2476630124729,91634,78,150528,P
7,0,0.0,150528,68,150528,B
7,4,524.6344758197665,4278,68,150528,B
7,20,515.0570303667337,8076,68,150528,B
7,36,499.3023596936837,11874,68,150528,B
7,52,460.49556811340153,15673,68,150528,B
7,68,423.47282177070156,19471,68,150528,B
7,84,415.15046678250656,23269,68,150528,B
7,100,367.73078721016645,27067,68,150528,B
7,116,371.9852562295273,30865,68,150528,B
7,132,345.4225761350244,34663,68,150528,B
7,148,316.46629166789353,38461,68,150528,B
7,164,282.6063430169597,42259,68,150528,B
7,180,251.58548772451468,46057,68,150528,B
7,196,252.35110804787837,49855,68,150528,B
7,212,251.9395322422497,53653,68,150528,B
7,228,222.56170997279696,57451,68,150528,B
7,244,206.96444793138653,61249,68,150528,B
7,260,242.81755291158333,65047,68,150528,B
7,276,205.0222067919094,68845,68,150528,B
7,292,217.7315344393719,72644,68,150528,B
7,308,203.03768015583046,76442,68,150528,B
7,324,174.145618773764,80240,68,150528,B
7,340,210.57820008136332,84038,68,150528,B
7,356,179.4761651137378,87836,68,150528,B
7,372,166.2476630124729,91634,68,150528,B
8,0,0.0,150528,68,150528,B
8,4,524.6344758197665,4278,68,150528,B
8,20,515.0570303667337,8076,68,150528,B
8,36,499.3023596936837,11874,68,150528,B
8,52,460.49556811340153,15673,68,150528,B
8,68,423.47282177070156,19471,68,150528,B
8,84,415.15046678250656,23269,68,150528,B
8,100,367.73078721016645,27067,68,150528,B
8,116,371.9852562295273,30865,68,150528,B
8,132,345.4225761350244,34663,68,150528,B
8,148,316.46629166789353,38461,68,150528,B
8,164,282.6063430169597,42259,68,150528,B
8,180,251.58548772451468,46057,68,150528,B
8,196,252.35110804787837,49855,68,150528,B
8,212,251.9395322422497,53653,68,150528,B
8,228,222.56170997279696,57451,68,150528,B
8,244,206.96444793138653,61249,68,150528,B
8,260,242.81755291158333,65047,68,150528,B
8,276,205.0222067919094,68845,68,150528,B
8,292,217.7315344393719,72644,68,150528,B
8,308,203.03768015583046,76442,68,150528,B
8,324,174.145618773764,80240,68,150528,B
8,340,210.57820008136332,84038,68,150528,B
8,356,179.4761651137378,87836,68,150528,B
8,372,166.2476630124729,91634,68,150528,B
9,0,0.0,150528,76,150528,P
9,4,524.6344758197665,4278,76,150528,P
9,20,515.0570303667337,8076,76,150528,P
9,36,499.3023596936837,11874,76,150528,P
9,52,460.49556811340153,15673,76,150528,P
9,68,423.47282177070156,19471,76,150528,P
9,84,415.15046678250656,23269,76,150528,P
9,100,367.73078721016645,27067,76,150528,P
9,116,371.9852562295273,30865,76,150528,P
9,132,345.4225761350244,34663,76,150528,P
9,148,316.46629166789353,38461,76,150528,P
9,164,282.6063430169597,42259,76,150528,P
9,180,251.58548772451468,46057,76,150528,P
9,196,252.35110804787837,49855,76,150528,P
9,212,251.9395322422497,53653,76,150528,P
9,228,222.56170997279696,57451,76,150528,P
9,244,206.96444793138653,61249,76,150528,P
9,260,242.81755291158333,65047,76,150528,P
9,276,205.0222067919094,68845,76,150528,P
9,292,217.7315344393719,72644,76,150528,P
9,308,203.03768015583046,76442,76,150528,P
9,324,174.145618773764,80240,76,150528,P
9,340,210.57820008136332,84038,76,150528,P
9,356,179.4761651137378,87836,76,150528,P
9,372,166.2476630124729,91634,76,150528,P
10,0,0.0,150528,100,150528,B
10,4,520.4596422147006,4278,100,150528,B
10,20,510.8917045639828,8076,100,150528,B
10,36,495.261876785662,11874,100,150528,B
10,52,456.6460285219364,15673,100,150528,B
10,68,419.84544378938153,19471,100,150528,B
10,84,411.36890494963154,23269,100,150528,B
10,100,364.1996681573801,27067,100,150528,B
10,116,368.3760460233316,30865,100,150528,B
10,132,341.79795359959826,34663,100,150528,B
10,148,313.20690197171643,38461,100,150528,B
10,164,279.5532786869444,42259,100,150528,B
10,180,248.77051208750345,46057,100,150528,B
10,196,249.5232787099667,49855,100,150528,B
10,212,249.005451699486,53653,100,150528,B
10,228,220.16383617301472,57451,100,150528,B
10,244,204.8287048470229,61249,100,150528,B
10,260,239.3536243471317,65047,100,150528,B
10,276,202.79486784129404,68845,100,150528,B
10,292,215.2281512855552,72644,100,150528,B
10,308,200.6515094311908,76442,100,150528,B
10,324,171.8832160171587,80240,100,150528,B
10,340,208.0771484586876,84038,100,150528,B
10,356,177.08617915632203,87836,100,150528,B
10,372,164.44841740303673,91634,100,150528,B
11,0,0.0,150528,110,150528,B
11,4,523.6131440615281,4278,110,150528,B
11,20,514.0348507789895,8076,110,150528,B
11,36,498.29934710869566,11874,110,150528,B
11,52,459.52186620561406,15673,110,150528,B
11,68,422.5572264636867,19471,110,150528,B
11,84,414.19808173086494,23269,110,150528,B
11,100,366.84211048996076,27067,110,150528,B
11,116,371.068873652257,30865,110,150528,B
11,132,344.5332635426894,34663,110,150528,B
11,148,315.6818979769014,38461,110,150528,B
11,164,281.8659153417684,42259,110,150528,B
11,180,250.90617947280407,46057,110,150528,B
11,196,251.67349545517936,49855,110,150528,B
11,212,251.20500909397379,53653,110,150528,B
11,228,221.99740373762324,57451,110,150528,B
11,244,206.43023964366876,61249,110,150528,B
11,260,242.04616431961767,65047,110,150528,B
11,276,204.47746119461954,68845,110,150528,B
11,292,217.15460160048679,72644,110,150528,B
11,308,202.48386581079103,76442,110,150528,B
11,324,173.53013997199014,80240,110,150528,B
11,340,210.0281555496622,84038,110,150528,B
11,356,178.9152350567747,87836,110,150528,B
11,372,165.8274423738476,91634,110,150528,B
12,0,0.0,150528,82,150528,P
12,4,488.8604006613605,4278,82,150528,P
12,20,479.6903675654903,8076,82,150528,P
12,36,465.93823990551755,11874,82,150528,P
12,52,429.79263374581933,15673,82,150528,P
12,68,394.6329019032419,19471,82,150528,P
12,84,382.8301159548573,23269,82,150528,P
12,100,341.2844111560844,27067,82,150528,P
12,116,343.44047186896205,30865,82,150528,P
12,132,311.92680053645745,34663,82,150528,P
12,148,289.0984763391316,38461,82,150528,P
12,164,254.02419359888881,42259,82,150528,P
12,180,225.69966323208064,46057,82,150528,P
12,196,224.40171195776202,49855,82,150528,P
12,212,221.65282160276547,53653,82,150528,P
12,228,200.45004394487478,57451,82,150528,P
12,244,187.21707559889182,61249,82,150528,P
12,260,212.47957886662334,65047,82,150528,P
12,276,184.84778576530516,68845,82,150528,P
12,292,195.70271346601658,72644,82,150528,P
12,308,181.14109030575491,76442,82,150528,P
12,324,155.52540548960678,80240,82,150528,P
12,340,188.29602948389947,84038,82,150528,P
12,356,158.62714431714267,87836,82,150528,P
12,372,149.05489181983285,91634,82,150528,P
13,0,0.0,150528,68,150528,B
13,4,450.0787411700003,4278,68,150528,B
13,20,441.2403305293992,8076,68,150528,B
13,36,429.18343796627596,11874,68,150528,B
13,52,396.2544363923371,15673,68,150528,B
13,68,363.77227124758065,19471,68,150528,B
13,84,349.4529456482269,23269,68,150528,B
13,100,313.1885525188409,27067,68,150528,B
13,116,313.61694865627214,30865,68,150528,B
13,132,279.6489925822243,34663,68,150528,B
13,148,261.9680229923688,38461,68,150528,B
13,164,225.97354244207963,42259,68,150528,B
13,180,200.2309859963134,46057,68,150528,B
13,196,197.79851772473194,49855,68,150528,B
13,212,193.3476550562773,53653,68,150528,B
13,228,178.54804918169975,57451,68,150528,B
13,244,167.93074083980173,61249,68,150528,B
13,260,184.5129385299515,65047,68,150528,B
13,276,165.23409797810018,68845,68,150528,B
13,292,174.83831061981618,72644,68,150528,B
13,308,159.79484778363258,76442,68,150528,B
13,324,137.52792297746055,80240,68,150528,B
13,340,166.38510223128833,84038,68,150528,B
13,356,139.1091704252176,87836,68,150528,B
13,372,132.4778265261557,91634,68,150528,B
14,0,0.0,150528,68,150528,B
14,4,414.7216770099476,4278,68,150528,B
14,20,406.11545053543523,8076,68,150528,B
14,36,395.22056886926293,11874,68,150528,B
14,52,365.3711565770209,15673,68,150528,B
14,68,336.08430944150314,19471,68,150528,B
14,84,320.53190666483715,23269,68,150528,B
14,100,288.3661333238706,27067,68,150528,B
14,116,287.51055223401636,30865,68,150528,B
14,132,253.50018954486586,34663,68,150528,B
14,148,239.21947046765126,38461,68,150528,B
14,164,202.93565295869485,42259,68,150528,B
14,180,179.38066317583434,46057,68,150528,B
14,196,176.39990659081377,49855,68,150528,B
14,212,170.76626120251603,53653,68,150528,B
14,228,160.7375736348331,57451,68,150528,B
14,244,152.20482067088597,61249,68,150528,B
14,260,162.54557005595416,65047,68,150528,B
14,276,149.0070651518181,68845,68,150528,B
14,292,158.40178820653819,72644,68,150528,B
14,308,142.4769309000112,76442,68,150528,B
14,324,123.00489119952545,80240,68,150528,B
14,340,148.5006232804153,84038,68,150528,B
14,356,123.71505438932218,87836,68,150528,B
14,372,119.28466831741389,91634,68,150528,B
16,0,0.0,150528,68,150528,B
16,4,343.85166917927563,4278,68,150528,B
16,20,335.61252260115,8076,68,150528,B
16,36,326.3426878605969,11874,68,150528,B
16,52,303.2098414725624,15673,68,150528,B
16,68,281.53986433753744,19471,68,150528,B
16,84,265.9792255028151,23269,68,150528,B
16,100,240.46879266388714,27067,68,150528,B
16,116,237.51500008511357,30865,68,150528,B
16,132,207.87392675410956,34663,68,150528,B
16,148,197.3605078062974,38461,68,150528,B
16,164,162.14189723250456,42259,68,150528,B
16,180,143.52599879493937,46057,68,150528,B
16,196,140.28235450387,49855,68,150528,B
16,212,132.6990343281068,53653,68,150528,B
16,228,129.11843836773187,57451,68,150528,B
16,244,124.94241628737655,61249,68,150528,B
16,260,125.82152464601677,65047,68,150528,B
16,276,120.11342922924086,68845,68,150528,B
16,292,131.17640823475085,72644,68,150528,B
16,308,111.90567505254876,76442,68,150528,B
16,324,97.38513377378695,80240,68,150528,B
16,340,117.25584258965682,84038,68,150528,B
16,356,97.29185738833621,87836,68,150528,B
16,372,96.36636064387858,91634,68,150528,B
17,0,0.0,150528,68,150528,B
17,4,313.6867129127495,4278,68,150528,B
17,20,305.5576933315024,8076,68,150528,B
17,36,296.78514087572694,11874,68,150528,B
17,52,276.42012474825606,15673,68,150528,B
17,68,258.21668022545055,19471,68,150528,B
17,84,243.7575535965152,23269,68,150528,B
17,100,220.45461141387932,27067,68,150528,B
17,116,216.8997682747431,30865,68,150528,B
17,132,190.23970890557393,34663,68,150528,B
17,148,180.8413825754542,38461,68,150528,B
17,164,146.75949941156432,42259,68,150528,B
17,180,130.69947385811247,46057,68,150528,B
17,196,127.37934323376976,49855,68,150528,B
17,212,119.48692107398529,53653,68,150528,B
17,228,117.47602088435087,57451,68,150528,B
17,244,115.07388522732072,61249,68,150528,B
17,260,112.67804016242735,65047,68,150528,B
17,276,109.30481421528384,68845,68,150528,B
17,292,121.18814396671951,72644,68,150528,B
17,308,100.51188357174397,76442,68,150528,B
17,324,87.73304904461838,80240,68,150528,B
17,340,105.81944010627922,84038,68,150528,B
17,356,87.64171812508721,87836,68,150528,B
17,372,87.83194987045135,91634,68,150528,B
18,0,0.0,150528,84,150528,P
18,4,282.4544604169205,4278,84,150528,P
18,20,274.4213061290793,8076,84,150528,P
18,36,266.02449354249984,11874,84,150528,P
18,52,248.2920485897921,15673,84,150528,P
18,68,233.7172386527527,19471,84,150528,P
18,84,220.78894389560446,23269,84,150528,P
18,100,199.35967464116402,27067,84,150528,P
18,116,195.4752377816476,30865,84,150528,P
18,132,172.09535507136025,34663,84,150528,P
18,148,163.9591137995012,38461,84,150528,P
18,164,131.6460755013395,42259,84,150528,P
18,180,118.47593737766147,46057,84,150528,P
18,196,114.73432951024733,49855,84,150528,P
18,212,106.82956840319093,53653,84,150528,P
18,228,106.14576362713706,57451,84,150528,P
18,244,105.41290585824754,61249,84,150528,P
18,260,99.79407477658242,65047,84,150528,P
18,276,98.53022593015339,68845,84,150528,P
18,292,111.02695275912993,72644,84,150528,P
18,308,89.25553887966089,76442,84,150528,P
18,324,78.05237277934793,80240,84,150528,P
18,340,94.49766114412341,84038,84,150528,P
18,356,78.16408945654985,87836,84,150528,P
18,372,79.18397536268458,91634,84,150528,P
19,0,0.0,150528,68,150528,B
19,4,252.53843294922262,4278,68,150528,B
19,20,244.59245370235294,8076,68,150528,B
19,36,236.4654779958073,11874,68,150528,B
19,52,221.11069519305602,15673,68,150528,B
19,68,209.69047716935165,19471,68,150528,B
19,84,199.03156462241895,23269,68,150528,B
19,100,178.67982611060143,27067,68,150528,B
19,116,175.02400042139925,30865,68,150528,B
19,132,154.7096875263378,34663,68,150528,B
19,148,148.00259914482012,38461,68,150528,B
19,164,117.80350260087289,42259,68,150528,B
19,180,107.76287729095202,46057,68,150528,B
19,196,103.31839605350979,49855,68,150528,B
19,212,95.81459017354064,53653,68,150528,B
19,228,95.85409751452971,57451,68,150528,B
19,244,96.76504489907529,61249,68,150528,B
19,260,88.3639401756227,65047,68,150528,B
19,276,88.5661929321941,68845,68,150528,B
19,292,101.47562348283827,72644,68,150528,B
19,308,79.07479460409377,76442,68,150528,B
19,324,69.24667927378323,80240,68,150528,B
19,340,84.19152894057333,84038,68,150528,B
19,356,69.55140585196204,87836,68,150528,B
19,372,71.09247980697546,91634,68,150528,B
20,0,0.0,150528,68,150528,B
20,4,225.49286853172816,4278,68,150528,B
20,20,217.60230099898763,8076,68,150528,B
20,36,209.6750951197464,11874,68,150528,B
20,52,196.22679321910255,15673,68,150528,B
20,68,187.30826269020326,19471,68,150528,B
20,84,179.4150305504445,23269,68,150528,B
20,100,159.60712924716063,27067,68,150528,B
20,116,156.38072920264676,30865,68,150528,B
20,132,138.82373953820206,34663,68,150528,B
20,148,133.35198416607454,38461,68,150528,B
20,164,105.62876930634957,42259,68,150528,B
20,180,98.47215717891231,46057,68,150528,B
20,196,93.25379685033113,49855,68,150528,B
20,212,86.32986850279849,53653,68,150528,B
20,228,86.6522783820983,57451,68,150528,B
20,244,88.77938420337159,61249,68,150528,B
20,260,78.6573369812686,65047,68,150528,B
20,276,79.59899547568057,68845,68,150528,B
20,292,92.48360430356115,72644,68,150528,B
20,308,70.26692096551415,76442,68,150528,B
20,324,61.52640435320791,80240,68,150528,B
20,340,75.11303115170449,84038,68,150528,B
20,356,61.903828526556026,87836,68,150528,B
20,372,63.77507529978175,91634,68,150528,B
21,0,0.0,150528,81,150528,P
21,4,198.56374441296794,4278,81,150528,P
21,20,190.7183086615987,8076,81,150528,P
21,36,182.94104748638347,11874,81,150528,P
21,52,171.31491287145764,15673,81,150528,P
21,68,164.59289663471282,19471,81,150528,P
21,84,160.08465407649055,23269,81,150528,P
21,100,140.72243857663125,27067,81,150528,P
21,116,137.84735788358375,30865,81,150528,P
21,132,123.05685860628728,34663,81,150528,P
21,148,118.45320494903717,38461,81,150528,P
21,164,93.65425246360246,42259,81,150528,P
21,180,89.38726281921845,46057,81,150528,P
21,196,83.29390459111892,49855,81,150528,P
21,212,77.04150263161864,53653,81,150528,P
21,228,77.46509187854826,57451,81,150528,P
21,244,80.39326789439656,61249,81,150528,P
21,260,69.46883331402205,65047,81,150528,P
21,276,70.6472330581164,68845,81,150528,P
21,292,83.09247695433442,72644,81,150528,P
21,308,61.86874579580035,76442,81,150528,P
21,324,54.13249458797509,80240,81,150528,P
21,340,66.36161387432367,84038,81,150528,P
21,356,54.43024171254365,87836,81,150528,P
21,372,56.53960745839868,91634,81,150528,P
22,0,0.0,150528,122,150528,B
22,4,175.4084911022801,4278,122,150528,B
22,20,167.64393222983927,8076,122,150528,B
22,36,159.97593508218415,11874,122,150528,B
22,52,149.83095861389302,15673,122,150528,B
22,68,144.79342820704915,19471,122,150528,B
22,84,143.1472612428479,23269,122,150528,B
22,100,124.54517788428348,27067,122,150528,B
22,116,121.52879732020665,30865,122,150528,B
22,132,109.09301580686588,34663,122,150528,B
22,148,105.0022838608129,38461,122,150528,B
22,164,83.08492218784522,42259,122,150528,B
22,180,80.88026267651003,46057,122,150528,B
22,196,74.17847322940361,49855,122,150528,B
22,212,68.71284191147424,53653,122,150528,B
22,228,69.08023217401933,57451,122,150528,B
22,244,72.63942800927907,61249,122,150528,B
22,260,61.58337546803523,65047,122,150528,B
22,276,62.481756808119826,68845,122,150528,B
22,292,74.06659001426306,72644,122,150528,B
22,308,54.65536315605277,76442,122,150528,B
22,324,47.73487911588745,80240,122,150528,B
22,340,58.49037988227792,84038,122,150528,B
22,356,47.860467646387406,87836,122,150528,B
22,372,49.93791109736776,91634,122,150528,B
24,0,0.0,150528,2872,150528,P
24,4,136.92275438806973,4278,2872,150528,P
24,20,129.32275013881736,8076,2872,150528,P
24,36,121.83859573560767,11874,2872,150528,P
24,52,112.26205110142473,15673,2872,150528,P
24,68,110.3669477684889,19471,2872,150528,P
24,84,110.45885400089901,23269,2872,150528,P
24,100,95.73748310795054,27067,2872,150528,P
24,116,91.364204409183,30865,2872,150528,P
24,132,84.5015468832571,34663,2872,150528,P
24,148,82.85492572467774,38461,2872,150528,P
24,164,66.67481117765419,42259,2872,150528,P
24,180,68.2600782456575,46057,2872,150528,P
24,196,61.35746675427072,49855,2872,150528,P
24,212,56.80093197879614,53653,2872,150528,P
24,228,57.61062429664889,57451,2872,150528,P
24,244,62.54351210372988,61249,2872,150528,P
24,260,50.314097591035534,65047,2872,150528,P
24,276,50.57162580342265,68845,2872,150528,P
24,292,61.06852343073115,72644,2872,150528,P
24,308,44.81148728082189,76442,2872,150528,P
24,324,38.760285860917065,80240,2872,150528,P
24,340,47.75828526617261,84038,2872,150528,P
24,356,38.883417956822086,87836,2872,150528,P
24,372,41.680180399271194,91634,2872,150528,P
25,0,0.0,150528,2115,150528,P
25,4,121.73786299244966,4278,2115,150528,P
25,20,114.29278444556985,8076,2115,150528,P
25,36,106.91012734605465,11874,2115,150528,P
25,52,97.8910457517486,15673,2115,150528,P
25,68,97.1110501763178,19471,2115,150528,P
25,84,98.57481267827097,23269,2115,150528,P
25,100,84.67609378276393,27067,2115,150528,P
25,116,80.25594979408197,30865,2115,150528,P
25,132,75.10560507362243,34663,2115,150528,P
25,148,75.14464308042079,38461,2115,150528,P
25,164,61.02141968876822,42259,2115,150528,P
25,180,63.48007983615389,46057,2115,150528,P
25,196,57.560863517574035,49855,2115,150528,P
25,212,53.13536382018356,53653,2115,150528,P
25,228,54.31146231276216,57451,2115,150528,P
25,244,59.18006269057514,61249,2115,150528,P
25,260,47.33122900215676,65047,2115,150528,P
25,276,46.86748518724926,68845,2115,150528,P
25,292,56.93831820826745,72644,2115,150528,P
25,308,42.318838254141156,76442,2115,150528,P
25,324,36.20739551988663,80240,2115,150528,P
25,340,44.99557226226898,84038,2115,150528,P
25,356,36.485233790881466,87836,2115,150528,P
25,372,39.72796969319461,91634,2115,150528,P
26,0,0.0,150528,74,150528,B
26,4,109.66261340654455,4278,74,150528,B
26,20,102.36327826569322,8076,74,150528,B
26,36,95.08173997455742,11874,74,150528,B
26,52,86.67253545136191,15673,74,150528,B
26,68,86.69416267366614,19471,74,150528,B
26,84,89.59295231325086,23269,74,150528,B
26,100,75.81353514106013,27067,74,150528,B
26,116,71.84999276068993,30865,74,150528,B
26,132,67.5824883626774,34663,74,150528,B
26,148,69.152161423699,38461,74,150528,B
26,164,56.62574920715997,42259,74,150528,B
26,180,59.366324020083994,46057,74,150528,B
26,196,54.521546137402765,49855,74,150528,B
26,212,50.44166565203341,53653,74,150528,B
26,228,52.03119079233147,57451,74,150528,B
26,244,56.0536308286828,61249,74,150528,B
26,260,45.35563864046708,65047,74,150528,B
26,276,44.080135923286434,68845,74,150528,B
26,292,53.88271417468786,72644,74,150528,B
26,308,40.70011220028391,76442,74,150528,B
26,324,34.32536163018085,80240,74,150528,B
26,340,43.2243693707278,84038,74,150528,B
26,356,34.846375571214594,87836,74,150528,B
26,372,38.351961330045015,91634,74,150528,B
27,0,0.0,150528,2841,150528,P
27,4,97.85819992830511,4278,2841,150528,P
27,20,90.72472143452615,8076,2841,150528,P
27,36,83.55026703793555,11874,2841,150528,P
27,52,75.83009809604846,15673,2841,150528,P
27,68,76.5639021032257,19471,2841,150528,P
27,84,81.10361276194453,23269,2841,150528,P
