user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,48.168409608000005,0.992,3.437408214
1,billiards,model,adaptive,656.2968883673059,0.40060544904137235,28.52072907971746
2,billiards,model,adaptive,670.2792706329999,0.699,3.982887178
3,billiards,model,adaptive,371.75266473700003,0.912,2.8591726669999997
4,billiards,model,adaptive,562.5804557800001,0.636,6.107825332
5,billiards,model,adaptive,742.4353114623432,0.36506276150627615,14.72056691631799
0,billiards,static,5,827.3754655509999,1.0,2.2621268659999996
1,billiards,static,5,877.6927239760001,0.771,3.0590524450000003
2,billiards,static,5,862.926350726,0.837,2.86941381
3,billiards,static,5,835.183056757,0.959,2.389172667
4,billiards,static,5,866.363374423,0.82,2.9444931729999997
5,billiards,static,5,863.273103267,0.84,2.855838372
0,billiards,static,10,511.080610388,0.999,2.2844333100000003
1,billiards,static,10,635.5344722800002,0.765,3.1430524450000004
2,billiards,static,10,616.3927239860001,0.8,3.174915478
3,billiards,static,10,546.5647399510001,0.932,2.5161726669999998
4,billiards,static,10,635.8360912680001,0.762,3.47254689
5,billiards,static,10,625.5992498200001,0.784,5.289351445
0,billiards,static,15,365.78527489100003,0.998,2.313711645
1,billiards,static,15,548.405917505,0.731,3.353052445
2,billiards,static,15,570.591002095,0.7,4.057290277
3,billiards,static,15,419.789890545,0.92,2.6236726669999997
4,billiards,static,15,553.2918809180002,0.724,5.138348878
5,billiards,static,15,534.705113688,0.75,5.201161285
0,billiards,static,20,279.96826055900004,0.997,2.340269238
1,billiards,static,20,533.7204611,0.667,5.436433639
2,billiards,static,20,563.267607009,0.629,5.596525928999999
3,billiards,static,20,322.552519734,0.941,2.580172667
4,billiards,static,20,545.072598448,0.653,7.6990734320000005
5,billiards,static,20,578.3638943489999,0.61,7.640906011999999
0,billiards,static,25,219.49509131,1.0,2.785080143
1,billiards,static,25,560.7129012330001,0.589,11.900360727999999
2,billiards,static,25,606.2372104310001,0.534,6.505241461
3,billiards,static,25,317.885421962,0.882,5.0965110860000005
4,billiards,static,25,599.3154013700001,0.543,11.783153931000001
5,billiards,static,25,648.4147493740002,0.482,10.497536473
0,billiards,static,30,180.909375052,0.996,2.82149129
1,billiards,static,30,538.166563297,0.587,8.751854142000001
2,billiards,static,30,534.314112306,0.59,6.571839774
3,billiards,static,30,293.2472889250001,0.867,4.449060684
4,billiards,static,30,599.2184485710001,0.518,10.009761982
5,billiards,static,30,631.0600849020002,0.48,10.063985874
0,billiards,static,35,148.44286488,0.997,2.8859498450000003
1,billiards,static,35,507.0528049570001,0.601,11.838826915000002
2,billiards,static,35,620.7703220240002,0.476,6.833801747000001
3,billiards,static,35,331.455894704,0.794,5.5360147159999995
4,billiards,static,35,616.4930820990003,0.479,8.847212231999999
5,billiards,static,35,611.656887544,0.485,7.994817858
0,billiards,static,40,125.860826098,0.995,2.922698279
1,billiards,static,40,547.5071102553409,0.5412004069175992,14.495667288911497
2,billiards,static,40,651.2380058391169,0.43007360672975814,7.1778391230283916
3,billiards,static,40,294.88785292237907,0.813508064516129,4.794874908266129
4,billiards,static,40,593.6335694467214,0.49077868852459017,8.685395298155738
5,billiards,static,40,656.9599858176035,0.42311770943796395,8.653030589607635
0,billiards,static,45,107.380313798,0.994,2.9676797030000004
1,billiards,static,45,590.9086474412956,0.4848178137651822,10.904807078947368
2,billiards,static,45,741.084448712185,0.32563025210084034,8.708121396008403
3,billiards,static,45,264.26049054435487,0.8286290322580645,4.986419960685484
4,billiards,static,45,620.7071501129366,0.4527720739219713,9.729147175564682
5,billiards,static,45,691.8849786030369,0.3774403470715835,8.617423003253796
0,billiards,static,50,108.08248635235236,0.9769769769769769,3.17045406006006
1,billiards,static,50,555.0321711268882,0.513595166163142,12.212934551863041
2,billiards,static,50,803.544561283257,0.25688073394495414,7.364385589449541
3,billiards,static,50,354.34606951405624,0.7218875502008032,5.29959253313253
4,billiards,static,50,688.6748279759416,0.37447698744769875,12.513664005230124
5,billiards,static,50,701.6895631718752,0.3614583333333333,12.833441933333335
0,billiards,static,55,85.792736168,0.987,3.405559663
1,billiards,static,55,638.218217881994,0.422177009155646,19.63754048118006
2,billiards,static,55,785.892196591837,0.2706766917293233,20.754379426423203
3,billiards,static,55,378.14522422489966,0.6877510040160643,5.3970525391566255
4,billiards,static,55,734.7996107468086,0.3223404255319149,18.946557770212767
5,billiards,static,55,783.9211229658121,0.2724358974358974,11.819563627136752
0,billiards,static,60,80.19851054099999,0.982,3.506162314
1,billiards,static,60,701.0329357006304,0.3539915966386555,22.160843876050418
2,billiards,static,60,945.0726795353985,0.10619469026548672,46.84495184955752
3,billiards,static,60,461.7376275583502,0.5955734406438632,5.8318976297786715
4,billiards,static,60,808.6246411294502,0.24487594390507011,32.07948323193096
5,billiards,static,60,864.8668943160858,0.18785151856017998,44.20191464791901
0,billiards,static,65,92.42573767167167,0.960960960960961,3.6944966096096095
1,billiards,static,65,654.4777221232181,0.3971486761710794,38.82691529735234
2,billiards,static,65,1001.2884406098135,0.04906542056074766,25.36452490771028
3,billiards,static,65,521.0780070223351,0.5309644670050762,6.455936943147209
4,billiards,static,65,809.9697692408762,0.24087591240875914,44.319298932221066
5,billiards,static,65,824.5596866611114,0.22666666666666666,30.29420387
0,billiards,static,70,75.020380236,0.971,3.5803499119999995
1,billiards,static,70,705.1518962550266,0.3439153439153439,20.08104801058201
2,billiards,static,70,1015.6404824507202,0.03433001107419712,39.6243808261351
3,billiards,static,70,572.9977865518631,0.47532729103726085,8.848288558912385
4,billiards,static,70,839.6259705594332,0.2093784078516903,43.51487123009815
5,billiards,static,70,948.0351669294407,0.10218978102189781,22.544188899026757
0,billiards,static,75,77.975211717,0.962,3.6066801350000004
1,billiards,static,75,706.7276289209982,0.3399168399168399,37.6930468004158
2,billiards,static,75,1020.3468323291432,0.029714285714285714,42.198312695999995
3,billiards,static,75,672.7764519252632,0.3736842105263158,6.964635509473684
4,billiards,static,75,862.1535937231951,0.18599562363238512,42.13994782713349
5,billiards,static,75,974.5868707258069,0.0748847926267281,43.99437328801843
0,billiards,static,80,73.713946818,0.961,3.97378814
1,billiards,static,80,744.0714792864866,0.3016216216216216,49.95558912756758
2,billiards,static,80,1027.635725792593,0.022222222222222223,25.028079430864192
3,billiards,static,80,730.9417193917998,0.3143507972665148,11.168317760820047
4,billiards,static,80,853.9667408421719,0.19318181818181818,42.06304160479798
5,billiards,static,80,1013.689584886584,0.035961272475795295,42.676533141078835
