user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,233.76921474600002,0.812,10.530102436999998
1,billiards,model,adaptive,758.2174446734282,0.31135902636916835,46.84147922109534
2,billiards,model,adaptive,632.8840407800001,0.767,3.27441381
0,billiards,static,5,842.7036411500001,0.95,2.444260318
1,billiards,static,5,883.080199721,0.747,3.1965524450000005
2,billiards,static,5,862.863919814,0.831,2.87141381
0,billiards,static,10,538.320511225,0.951,2.43359471
1,billiards,static,10,665.2468128460001,0.714,3.6350524450000004
2,billiards,static,10,615.6809250590001,0.801,3.01141381
0,billiards,static,15,398.849307057,0.951,2.447709628
1,billiards,static,15,587.556344721,0.671,5.2332697900000005
2,billiards,static,15,531.915362613,0.756,3.433609832
0,billiards,static,20,326.491180447,0.937,2.517204411
1,billiards,static,20,642.3172146980002,0.531,11.377648643999999
2,billiards,static,20,497.3019292110001,0.715,4.141324137000001
0,billiards,static,25,287.570927444,0.918,4.560707579999999
1,billiards,static,25,596.4799434470001,0.544,14.745507491
2,billiards,static,25,659.9781286440002,0.466,7.210751484
0,billiards,static,30,315.80889203900006,0.843,7.100531645000001
1,billiards,static,30,600.2431533440001,0.516,11.131929924999998
2,billiards,static,30,535.919721158,0.589,6.120373476
0,billiards,static,35,258.43606311400004,0.876,4.8287449350000005
1,billiards,static,35,634.7680573880001,0.46,13.543240225000002
2,billiards,static,35,517.896591241,0.588,11.142590869
0,billiards,static,40,227.32797790624997,0.8860887096774194,5.466137866935484
1,billiards,static,40,665.606782568948,0.41470888661899896,11.69789819918284
2,billiards,static,40,537.5661262833677,0.5513347022587269,6.306098966119096
0,billiards,static,45,200.01656751654963,0.8966900702106319,4.455751611835506
1,billiards,static,45,565.7528582707694,0.5107692307692308,9.94628601948718
2,billiards,static,45,649.3318132384106,0.4227373068432671,7.09463328807947
0,billiards,static,50,223.3112803316327,0.8571428571428571,4.559978288775509
1,billiards,static,50,649.5187103242149,0.4154002026342452,9.5779509331307
2,billiards,static,50,729.0481633498921,0.3326133909287257,5.203727762419006
0,billiards,static,55,175.3315003869347,0.8954773869346734,4.473912455276381
1,billiards,static,55,693.017507214903,0.3650107991360691,11.569127093952483
2,billiards,static,55,739.1143018701976,0.31879543094496365,3.916101764278297
0,billiards,static,60,171.2937957432297,0.8896690070210632,4.496356437311935
1,billiards,static,60,637.6831023350678,0.4172736732570239,8.535257840790843
2,billiards,static,60,674.6940803907429,0.379978471474704,9.321335224973089
0,billiards,static,65,179.03907500905436,0.8742454728370221,4.789388126760564
1,billiards,static,65,857.2571719630181,0.1937869822485207,14.10925350295858
2,billiards,static,65,824.4876318096259,0.2267379679144385,2.369500871657754
0,billiards,static,70,190.01340213955825,0.856425702811245,4.551890057228915
1,billiards,static,70,793.2179005529559,0.2561576354679803,8.939765562807883
2,billiards,static,70,805.0910937960832,0.24423963133640553,3.2566602857142857
0,billiards,static,75,206.0658448930818,0.8354297693920335,4.601312447589098
1,billiards,static,75,663.117305180239,0.38327904451682954,9.344668232356133
2,billiards,static,75,964.2655298203038,0.08518086347724621,1.12105595915986
0,billiards,static,80,174.96449521739132,0.8612836438923396,5.134114929606626
1,billiards,static,80,810.6757790550124,0.23594132029339854,7.205463123471882
2,billiards,static,80,878.2373748232261,0.16903225806451613,2.592116712258065
