frameNumber,repetition,user0_components,user0_effectiveError,user0_delay_ms,user0_cqi,user0_frame_rate,user1_components,user1_effectiveError,user1_delay_ms,user1_cqi,user1_frame_rate,user2_components,user2_effectiveError,user2_delay_ms,user2_cqi,user2_frame_rate,user3_components,user3_effectiveError,user3_delay_ms,user3_cqi,user3_frame_rate,user4_components,user4_effectiveError,user4_delay_ms,user4_cqi,user4_frame_rate,user5_components,user5_effectiveError,user5_delay_ms,user5_cqi,user5_frame_rate,user6_components,user6_effectiveError,user6_delay_ms,user6_cqi,user6_frame_rate,user7_components,user7_effectiveError,user7_delay_ms,user7_cqi,user7_frame_rate,user8_components,user8_effectiveError,user8_delay_ms,user8_cqi,user8_frame_rate,user9_components,user9_effectiveError,user9_delay_ms,user9_cqi,user9_frame_rate,num_users,error_at_80,error_ratio
497,0,80,361.035009,2.645923,14,60,75,369.111782,2.701172,14,60,50.0,40582.367921,13.056065,11.0,120.0,55.0,420.517287,2.982159,14.0,60.0,35.0,670.088123,2.578097,12.0,90.0,80.0,361.035009,5.357142,11.0,90.0,10.0,1717.6837,2.139979,15.0,45.0,30.0,763.186778,2.183382,14.0,72.0,,,,,,,,,,,8,361.0350092673398,5.280079959739052
498,0,50,440.051993,3.012051,14,60,75,387.45552,2.672719,14,60,40.0,564.823361,6.723778,11.0,120.0,45.0,469.499199,2.460637,14.0,60.0,10.0,1702.697425,8.270402,12.0,90.0,40.0,564.823361,9.711767,11.0,90.0,5.0,1907.476038,2.205392,15.0,45.0,55.0,424.514985,2.848522,14.0,72.0,,,,,,,,,,,8,380.0394785505814,5.019152340710517
499,0,60,443.456782,2.95945,14,60,65,431.381579,5.617915,14,60,10.0,1725.192017,2.361033,11.0,120.0,40.0,578.588596,2.178166,14.0,60.0,60.0,443.456782,8.969164,12.0,90.0,55.0,452.267896,7.046637,11.0,90.0,80.0,414.533075,2.921504,15.0,45.0,60.0,443.456782,3.018165,14.0,72.0,,,,,,,,,,,8,414.53307508784246,4.673397883986032
500,0,45,485.706969,2.206123,14,60,65,441.758056,3.221208,14,60,65.0,441.758056,5.621106,11.0,120.0,35.0,615.378542,2.138142,14.0,60.0,60.0,452.29616,9.354165,12.0,90.0,60.0,452.29616,6.96231,13.0,90.0,20.0,1049.70847,2.138687,15.0,45.0,10.0,1706.598037,2.444428,14.0,72.0,,,,,,,,,,,8,424.8767261055157,4.534840697939215
502,0,65,552.218384,2.612377,14,60,45,578.180543,3.441804,14,60,45.0,578.180543,8.30696,11.0,120.0,60.0,561.255782,2.626326,14.0,60.0,5.0,1941.5225,3.369179,12.0,90.0,5.0,1941.5225,2.129314,13.0,90.0,25.0,809.635442,2.272675,15.0,45.0,10.0,1710.055292,2.757665,14.0,72.0,,,,,,,,,,,8,535.078125166518,3.628484157657083
503,0,45,669.610495,2.065072,14,60,65,644.724899,3.227848,14,60,65.0,644.724899,6.928723,11.0,120.0,75.0,40582.367921,94.608027,14.0,60.0,10.0,1747.369945,5.645329,11.0,90.0,40.0,698.018182,2.925034,13.0,90.0,60.0,654.310025,2.695577,15.0,45.0,75.0,630.759692,3.809572,14.0,72.0,,,,,,,,,,,8,627.6743500481437,3.1537923918039663
504,0,1,2306.168877,2.411138,14,60,35,753.868623,2.397655,14,60,75.0,684.739271,4.199874,11.0,120.0,65.0,40582.367921,81.595751,14.0,60.0,55.0,714.189153,9.401573,12.0,90.0,50.0,717.506406,9.09478,13.0,90.0,35.0,753.868623,2.140236,15.0,45.0,70.0,694.198544,2.84067,14.0,72.0,,,,,,,,,,,8,683.1847426905805,2.921172648782532
505,0,60,730.045639,2.889078,14,60,15,1337.748054,2.271824,14,60,25.0,884.877531,2.608384,11.0,120.0,35.0,40582.367921,66.456559,14.0,60.0,80.0,704.044539,4.941344,12.0,90.0,70.0,714.34992,5.6626,13.0,90.0,75.0,705.374977,2.742485,15.0,45.0,50.0,741.637215,3.148771,14.0,72.0,,,,,,,,,,,8,704.044539145612,2.858858216229618
506,0,1,2322.044197,2.182212,14,60,25,885.051184,2.354593,14,60,35.0,767.488836,8.020788,11.0,120.0,15.0,40582.367921,49.809067,14.0,60.0,40.0,758.815378,6.107699,12.0,90.0,25.0,885.051184,5.371491,13.0,90.0,1.0,2322.044197,2.245375,15.0,45.0,80.0,709.961341,4.486552,14.0,72.0,,,,,,,,,,,8,709.9613406144216,2.850935745351671
507,0,35,779.309993,8.48842,14,60,30,800.249522,2.349913,14,60,80.0,721.231567,5.444319,11.0,120.0,25.0,40582.367921,34.824915,14.0,60.0,1.0,2335.731944,2.247555,12.0,90.0,75.0,723.272667,4.373934,13.0,90.0,20.0,1112.037863,2.21939,15.0,45.0,25.0,892.950864,2.368852,14.0,72.0,,,,,,,,,,,8,721.2315665886396,2.8314236746544355
508,0,40,771.001279,2.038106,14,60,55,752.385144,5.304606,14,60,60.0,743.766565,9.19511,11.0,120.0,5.0,40582.367921,19.711695,14.0,60.0,25.0,892.253202,2.772492,12.0,90.0,40.0,771.001279,2.85194,13.0,90.0,20.0,1119.647458,2.042228,15.0,45.0,80.0,713.938849,2.915528,14.0,72.0,,,,,,,,,,,8,713.9388486155234,2.8781343829693022
509,0,65,708.756589,2.604081,14,60,25,876.439811,2.152755,14,60,75.0,692.799396,6.821118,11.0,120.0,5.0,2061.040573,6.327565,14.0,60.0,60.0,721.810603,5.945875,12.0,90.0,5.0,2061.040573,2.13859,13.0,90.0,80.0,689.078632,2.828688,15.0,45.0,35.0,763.097053,2.412007,14.0,72.0,,,,,,,,,,,8,689.0786321673384,2.991009265256821
510,0,50,699.522188,2.645138,14,60,10,1800.208718,2.494005,14,60,75.0,40582.367921,12.5712,11.0,120.0,70.0,655.081685,5.159666,14.0,60.0,60.0,676.396715,9.523693,12.0,90.0,40.0,715.84189,2.679357,13.0,90.0,40.0,715.84189,2.040729,15.0,45.0,70.0,40582.367921,10.647642,14.0,72.0,,,,,,,,,,,8,641.2936189266583,3.21703496851135
512,0,60,640.62802,2.741934,14,60,15,1344.688321,2.135487,14,60,30.0,713.188245,5.900968,11.0,120.0,20.0,1073.374013,3.016415,14.0,60.0,5.0,2068.600035,2.457737,12.0,90.0,65.0,623.415746,5.086432,13.0,90.0,10.0,1795.058853,2.04901,15.0,45.0,35.0,693.331454,8.389482,14.0,72.0,,,,,,,,,,,8,600.5929317121601,3.4442630370710727
513,0,60,654.462158,5.822447,14,60,20,1071.739605,2.469103,14,60,20.0,1071.739605,2.090239,11.0,120.0,30.0,725.737048,2.165476,14.0,60.0,30.0,725.737048,5.164,12.0,90.0,75.0,40582.367921,14.38203,13.0,90.0,60.0,654.462158,2.784514,15.0,45.0,5.0,2063.333191,2.195621,14.0,72.0,,,,,,,,,,,8,615.3025059098916,3.3533638671424035
514,0,30,763.103386,2.594024,14,60,65,675.308948,2.536578,14,60,70.0,668.02368,5.79894,11.0,120.0,35.0,748.039226,2.314294,14.0,60.0,10.0,1790.356176,3.385729,12.0,90.0,40.0,746.567138,6.716779,13.0,90.0,40.0,746.567138,2.129008,15.0,45.0,50.0,731.126478,2.996201,14.0,72.0,,,,,,,,,,,8,658.1148859747303,3.13262756579535
515,0,45,802.36302,2.264223,14,60,65,733.497234,5.84507,14,60,35.0,808.45523,7.769877,12.0,120.0,80.0,718.610714,3.012912,14.0,60.0,15.0,1329.821446,2.496879,12.0,90.0,15.0,1329.821446,3.293311,13.0,90.0,10.0,1790.684029,2.481743,15.0,45.0,40.0,807.765148,2.100252,14.0,72.0,,,,,,,,,,,8,718.6107140807665,2.862847472289705
516,0,10,1789.946375,2.515673,14,60,10,1789.946375,2.411674,14,60,70.0,756.855851,8.235048,12.0,120.0,45.0,847.318966,2.296763,14.0,60.0,15.0,1320.182713,7.300051,12.0,90.0,35.0,856.23306,3.072234,13.0,90.0,55.0,815.471272,2.967813,15.0,45.0,80.0,750.136695,2.614649,14.0,72.0,,,,,,,,,,,8,750.1366947569384,2.731089100611755
517,0,55,836.42315,2.56991,14,60,25,948.792014,2.220663,14,60,5.0,2045.647667,3.973154,12.0,120.0,50.0,865.310804,2.841118,14.0,60.0,40.0,889.762513,5.484332,12.0,90.0,40.0,889.762513,5.028029,13.0,90.0,35.0,893.458113,2.131966,15.0,45.0,30.0,899.232159,2.168133,14.0,72.0,,,,,,,,,,,8,764.0918838641863,2.6772273204242585
518,0,20,1131.328122,2.256994,14,60,25,954.325304,2.066199,14,60,40.0,901.033708,2.544245,12.0,120.0,30.0,912.909025,2.455686,14.0,60.0,75.0,756.833695,7.697818,12.0,90.0,80.0,751.417353,4.373742,13.0,90.0,75.0,756.833695,2.642124,15.0,45.0,75.0,756.833695,2.748952,14.0,72.0,,,,,,,,,,,8,751.417353050336,2.716955989452912
519,0,15,1288.73146,2.823405,14,60,25,946.536075,2.308399,14,60,80.0,715.528715,9.396594,12.0,120.0,45.0,872.638955,3.533848,14.0,60.0,70.0,727.557062,5.508902,12.0,90.0,55.0,805.34247,3.252967,13.0,90.0,1.0,2368.398136,2.34147,15.0,45.0,40.0,896.37052,2.79074,14.0,72.0,,,,,,,,,,,8,715.5287147540754,2.8449215755089154
520,0,10,1784.207684,2.450482,14,60,35,914.702596,2.501058,14,60,80.0,701.877889,9.179546,12.0,120.0,45.0,871.977076,2.343099,14.0,60.0,60.0,778.131494,9.619533,12.0,90.0,70.0,718.189443,3.166499,13.0,90.0,75.0,711.224266,2.958357,15.0,45.0,20.0,1124.856333,2.202844,14.0,72.0,,,,,,,,,,,8,701.8778892190602,2.906341445119408
521,0,65,710.533953,3.02758,14,60,15,1280.638532,2.543275,14,60,60.0,760.107137,5.377217,12.0,120.0,5.0,2035.588212,2.396588,14.0,60.0,20.0,1115.233775,3.313713,12.0,90.0,1.0,2378.275817,2.13043,13.0,90.0,1.0,2378.275817,2.274685,15.0,45.0,40.0,895.78146,6.151693,14.0,72.0,,,,,,,,,,,8,664.007043616998,3.065612378674533
523,0,80,588.153823,2.566741,14,60,75,40582.367921,128.836613,14,60,60.0,731.858317,3.447573,12.0,120.0,30.0,907.740708,2.485585,14.0,60.0,35.0,901.11157,5.692985,12.0,90.0,30.0,907.740708,2.147144,13.0,90.0,5.0,2028.92055,2.356708,15.0,45.0,60.0,731.858317,2.85646,14.0,72.0,,,,,,,,,,,8,588.153822976771,3.449642714143586
524,0,20,1093.718361,2.203048,14,60,30,40582.367921,115.836199,14,60,45.0,853.389883,2.583882,12.0,120.0,50.0,831.279473,2.713255,14.0,60.0,35.0,40582.367921,11.487189,12.0,90.0,1.0,2383.956856,2.479468,13.0,90.0,65.0,645.409483,2.699397,15.0,45.0,20.0,1093.718361,2.753089,14.0,72.0,,,,,,,,,,,8,560.0010405005391,3.6285709366446857
525,0,50,835.780669,2.698958,14,60,25,40582.367921,102.759599,14,60,70.0,590.507405,3.513774,12.0,120.0,55.0,762.213265,3.007575,14.0,60.0,35.0,904.483636,5.634387,12.0,90.0,70.0,590.507405,5.0833,14.0,90.0,30.0,912.294792,2.379018,15.0,45.0,40.0,888.165081,3.188504,14.0,72.0,,,,,,,,,,,8,546.5046310129151,3.72572566394876
526,0,60,718.870896,2.965769,14,60,60,40582.367921,87.22716,14,60,65.0,621.537794,6.926201,12.0,120.0,10.0,1732.273079,2.503548,14.0,60.0,40.0,881.100574,2.85612,12.0,90.0,55.0,752.361965,3.023756,14.0,90.0,40.0,881.100574,2.117824,15.0,45.0,80.0,521.440102,2.834063,14.0,72.0,,,,,,,,,,,8,521.4401024273694,3.900618184155786
528,0,10,1712.520901,2.439777,14,60,20,40582.367921,72.854173,14,60,10.0,1712.520901,2.488721,12.0,120.0,5.0,2021.443236,2.23305,14.0,60.0,15.0,1256.090198,5.921692,12.0,90.0,60.0,695.519264,2.741636,14.0,90.0,40.0,863.071575,2.369658,15.0,45.0,1.0,2374.575426,2.133321,14.0,72.0,,,,,,,,,,,8,489.089738648042,4.133072269177183
529,0,60,693.069824,2.796738,14,60,60,40582.367921,58.746836,14,60,20.0,1058.420419,2.491022,12.0,120.0,65.0,586.31525,2.703657,14.0,60.0,10.0,1698.963353,8.489569,10.0,90.0,40.0,854.554671,3.02617,14.0,90.0,55.0,725.660343,2.732425,15.0,45.0,55.0,725.660343,2.985704,14.0,72.0,,,,,,,,,,,8,490.7183579219974,4.088394659658271
530,0,45,838.840468,2.267851,14,60,60,40582.367921,43.9794,14,60,20.0,1057.009874,3.107607,12.0,120.0,55.0,727.196658,2.634712,14.0,60.0,5.0,2003.188865,3.482511,10.0,90.0,55.0,727.196658,2.874428,14.0,90.0,50.0,800.032198,2.516711,15.0,45.0,80.0,496.692174,8.782193,14.0,72.0,,,,,,,,,,,8,496.69217449041,4.033059040828232
531,0,45,834.575763,2.116657,14,60,35,40582.367921,30.146937,14,60,40.0,846.180432,2.617868,12.0,120.0,40.0,846.180432,2.051021,14.0,60.0,10.0,1699.548605,2.042642,10.0,90.0,40.0,846.180432,5.132869,14.0,90.0,10.0,1699.548605,2.314684,15.0,45.0,30.0,873.888524,2.225965,14.0,72.0,,,,,,,,,,,8,493.51887335944247,4.064959801814803
532,0,20,1042.704396,2.520205,14,60,45,40582.367921,15.249664,14,60,15.0,1236.037278,2.062857,12.0,120.0,60.0,667.029373,5.479155,14.0,60.0,40.0,825.359287,6.797746,10.0,90.0,60.0,667.029373,2.912869,14.0,90.0,70.0,492.830706,2.630349,15.0,45.0,70.0,492.830706,2.878317,14.0,72.0,,,,,,,,,,,8,465.8090129738397,4.289632902648512
533,0,20,1022.977469,2.125159,14,60,40,793.410499,2.329811,14,60,50.0,732.712283,9.071046,12.0,120.0,5.0,1991.59884,2.254799,15.0,60.0,45.0,783.768291,8.586821,10.0,90.0,10.0,1687.440521,2.453436,14.0,90.0,1.0,2333.102521,2.059808,15.0,45.0,70.0,437.599178,2.535866,14.0,72.0,,,,,,,,,,,8,409.60513323149206,4.862240920790688
535,0,20,1008.567588,2.166049,14,60,15,1229.029588,2.075813,14,60,25.0,841.567603,2.744678,12.0,120.0,25.0,841.567603,2.234201,15.0,60.0,10.0,1699.618544,2.988063,10.0,90.0,70.0,421.037318,9.820806,14.0,90.0,20.0,1008.567588,2.08503,15.0,45.0,75.0,406.177153,2.653759,14.0,72.0,,,,,,,,,,,8,396.6763787506424,5.021141914372675
536,0,20,1007.899282,2.427796,14,60,35,774.655229,2.501897,14,60,30.0,796.120663,2.706715,12.0,120.0,25.0,841.066992,2.38708,15.0,60.0,70.0,40582.367921,13.206971,10.0,90.0,45.0,742.770346,2.650402,14.0,90.0,75.0,429.832299,2.950575,15.0,45.0,50.0,698.593518,3.180032,14.0,72.0,,,,,,,,,,,8,421.0561994323473,4.742604487864453
537,0,45,729.394412,5.206446,14,60,20,1002.436393,2.993884,14,60,5.0,1999.260549,2.282575,12.0,120.0,1.0,2328.932442,2.023383,15.0,60.0,80.0,416.982501,6.876205,10.0,90.0,55.0,639.869637,3.343957,14.0,90.0,40.0,745.232026,2.155008,15.0,45.0,55.0,639.869637,2.989732,14.0,72.0,,,,,,,,,,,8,416.9825013155139,4.794591003027048
539,0,65,569.273162,2.887108,14,60,5,1994.951208,2.219536,14,60,15.0,1254.539912,2.162258,12.0,120.0,60.0,647.263791,3.006975,15.0,60.0,55.0,667.23255,9.416282,10.0,90.0,10.0,1703.756735,8.26544,14.0,90.0,40.0,762.680263,2.235585,15.0,45.0,45.0,741.249326,4.989362,14.0,72.0,,,,,,,,,,,8,474.9898626723011,4.199986915567803
540,0,65,627.374644,5.95534,14,60,15,1275.946637,8.414575,14,60,20.0,1025.859696,2.1979,12.0,120.0,10.0,1700.201302,2.340237,15.0,60.0,70.0,40582.367921,10.11786,10.0,90.0,15.0,1275.946637,3.29105,14.0,90.0,50.0,739.036037,2.464153,15.0,45.0,75.0,556.555849,6.157927,14.0,72.0,,,,,,,,,,,8,544.0581793279857,3.67907181164013
541,0,25,879.813832,2.391174,14,60,30,838.918077,2.178284,14,60,30.0,838.918077,2.821339,12.0,120.0,70.0,586.538577,3.087126,15.0,60.0,70.0,586.538577,4.361161,10.0,90.0,65.0,638.709302,3.368961,14.0,90.0,65.0,638.709302,2.960285,15.0,45.0,35.0,823.660544,2.429269,14.0,72.0,,,,,,,,,,,8,563.0965645261036,3.553401141592296
542,0,65,636.122365,2.788176,14,60,30,837.119369,2.311708,14,60,35.0,825.624123,2.649738,12.0,120.0,45.0,776.495175,2.208916,15.0,60.0,55.0,714.14721,4.411401,11.0,90.0,70.0,588.161975,3.859863,14.0,90.0,30.0,837.119369,2.269801,15.0,45.0,5.0,2018.016634,2.352246,14.0,72.0,,,,,,,,,,,8,563.4449560928945,3.5815683711834185
543,0,40,808.850698,2.424487,14,60,20,970.684232,2.042686,14,60,5.0,2027.256322,2.233402,12.0,120.0,75.0,565.453934,2.636362,15.0,60.0,40.0,808.850698,6.401087,11.0,90.0,45.0,770.584175,3.548935,14.0,90.0,55.0,703.309337,2.961697,15.0,45.0,30.0,830.216406,3.469334,14.0,72.0,,,,,,,,,,,8,544.9718197313639,3.719928716574775
545,0,80,612.893044,2.980628,14,60,40,931.774601,2.336451,14,60,60.0,716.916117,3.436215,12.0,120.0,30.0,939.009581,2.241176,15.0,60.0,65.0,658.999358,7.935491,11.0,90.0,60.0,716.916117,2.54181,14.0,90.0,30.0,939.009581,2.031665,15.0,45.0,70.0,636.715999,2.87025,14.0,72.0,,,,,,,,,,,8,612.8930444512574,3.328059766347354
546,0,45,960.765165,2.371892,14,60,20,1194.192405,2.170351,14,60,15.0,1335.191574,2.917292,12.0,120.0,15.0,1335.191574,2.339432,15.0,60.0,5.0,2096.983458,8.122824,11.0,90.0,65.0,743.576732,2.585793,14.0,90.0,80.0,703.995154,2.610401,15.0,45.0,75.0,719.575486,3.191501,14.0,72.0,,,,,,,,,,,8,703.9951538271085,2.9786901887587227
547,0,40,1248.063401,5.829139,14,60,5,2192.934771,5.277728,14,60,75.0,795.665702,4.875965,12.0,120.0,70.0,812.186588,2.947084,15.0,60.0,75.0,795.665702,3.74332,11.0,90.0,50.0,980.234782,5.930471,14.0,90.0,75.0,795.665702,2.932119,15.0,45.0,60.0,855.652772,2.740923,14.0,72.0,,,,,,,,,,,8,780.1355423168558,2.810966366418866
548,0,80,815.320081,2.689086,14,60,70,853.548553,5.705232,14,60,55.0,975.88665,2.80764,12.0,120.0,80.0,815.320081,2.576807,15.0,60.0,15.0,1707.505049,5.212442,11.0,90.0,20.0,1641.156692,2.983779,14.0,90.0,10.0,1922.769681,2.328245,15.0,45.0,15.0,1707.505049,2.514515,14.0,72.0,,,,,,,,,,,8,815.3200808718905,2.836709515734329
549,0,5,2449.035527,2.223224,14,60,35,1325.488214,2.13425,14,60,50.0,962.86331,4.30906,12.0,120.0,75.0,816.594638,3.371846,15.0,60.0,50.0,962.86331,3.067163,11.0,90.0,50.0,962.86331,2.636286,14.0,90.0,30.0,1426.19254,2.31753,15.0,45.0,80.0,785.028948,2.881308,14.0,72.0,,,,,,,,,,,8,785.0289484154782,3.119675436207467
550,0,55,860.428415,3.264454,14,60,15,1968.269508,2.292993,14,60,75.0,735.918057,3.278141,12.0,120.0,70.0,748.256938,3.497241,14.0,60.0,20.0,1905.722778,2.657874,11.0,90.0,40.0,1221.97846,2.23992,14.0,90.0,30.0,1397.532997,2.463825,15.0,45.0,70.0,748.256938,5.036999,14.0,72.0,,,,,,,,,,,8,695.4663135969147,3.7051570749477
552,0,1,2855.245286,2.509748,14,60,15,2009.782195,2.076033,14,60,10.0,2132.482446,2.063923,12.0,120.0,65.0,883.083396,3.194236,14.0,60.0,70.0,823.590651,6.13303,11.0,90.0,10.0,2132.482446,5.112579,14.0,90.0,55.0,970.213566,2.717975,15.0,45.0,1.0,2855.245286,2.343511,14.0,72.0,,,,,,,,,,,8,758.8750891511418,3.581681818347686
553,0,30,1558.42092,2.044622,14,60,10,2110.792755,2.04952,14,60,35.0,1382.064788,5.941733,13.0,120.0,10.0,2110.792755,2.295784,14.0,60.0,80.0,965.174051,6.055096,11.0,90.0,70.0,1024.387359,3.082862,14.0,90.0,45.0,1277.60034,2.153827,15.0,45.0,25.0,1779.063161,2.427155,14.0,72.0,,,,,,,,,,,8,965.1740505600776,2.8528802626792262
555,0,80,1203.223513,2.599749,14,60,70,1242.909768,8.202116,14,60,1.0,40582.367921,40.858345,14.0,120.0,65.0,1294.668554,2.55143,14.0,60.0,70.0,1242.909768,6.471782,11.0,90.0,80.0,1203.223513,3.183988,14.0,90.0,20.0,1889.239319,2.2595,15.0,45.0,20.0,1889.239319,2.446028,14.0,72.0,,,,,,,,,,,8,1203.2235133464308,2.332006681625126
556,0,10,2076.417223,2.255383,14,60,1,2940.529742,2.242569,14,60,45.0,40582.367921,35.912502,14.0,120.0,50.0,1416.050309,2.74652,14.0,60.0,15.0,1919.497478,5.342904,11.0,90.0,35.0,1570.349403,5.489537,14.0,90.0,10.0,2076.417223,2.212822,15.0,45.0,70.0,1269.032782,2.865307,14.0,72.0,,,,,,,,,,,8,1236.9054340685486,2.282919974961026
557,0,45,1489.09762,2.490299,14,60,50,1407.506339,2.721623,14,60,65.0,40582.367921,31.371103,14.0,120.0,70.0,1255.482823,2.555645,14.0,60.0,80.0,1229.046902,5.082791,11.0,90.0,75.0,1240.21462,2.990299,14.0,90.0,65.0,1309.461144,2.961672,15.0,45.0,5.0,2831.427475,2.276719,14.0,72.0,,,,,,,,,,,8,1229.0469020240891,2.303758684805877
558,0,35,1572.897413,2.2164,14,60,70,1228.273674,2.702437,14,60,75.0,40582.367921,22.425269,14.0,120.0,1.0,2955.757385,2.652026,14.0,60.0,50.0,1388.327808,6.381515,11.0,90.0,5.0,2837.567196,2.845477,14.0,90.0,10.0,2067.289509,2.074113,15.0,45.0,55.0,1384.780522,2.537718,14.0,72.0,,,,,,,,,,,8,1202.3222001337128,2.3600721968244227
559,0,20,1801.829424,2.506633,14,60,1,2955.266089,2.431281,14,60,25.0,40582.367921,17.692166,14.0,120.0,1.0,2955.266089,2.868209,14.0,60.0,15.0,1875.205645,2.207533,11.0,90.0,1.0,2955.266089,2.145428,14.0,90.0,75.0,1157.924871,2.92953,15.0,45.0,35.0,1560.368458,2.496584,14.0,72.0,,,,,,,,,,,8,1145.730400358486,2.473050358778279
560,0,55,1291.949915,2.718627,14,60,25,1735.210788,2.381337,14,60,55.0,1291.949915,9.321405,14.0,120.0,45.0,1394.834398,2.242227,14.0,60.0,65.0,1170.514118,5.935888,11.0,90.0,35.0,1534.134058,3.393434,14.0,90.0,10.0,2050.503978,2.407861,15.0,45.0,50.0,1295.601439,5.137661,14.0,72.0,,,,,,,,,,,8,1052.6098956685423,2.676055487277798
561,0,80,955.591581,5.661246,14,60,45,1343.534347,2.921411,14,60,65.0,1101.532751,4.224809,14.0,120.0,20.0,1763.579035,2.854372,14.0,60.0,55.0,1233.033142,4.714049,11.0,90.0,50.0,1236.870871,2.637062,14.0,90.0,40.0,1465.415442,2.105776,15.0,45.0,20.0,1763.579035,5.275565,14.0,72.0,,,,,,,,,,,8,955.5915811125416,2.93966919900706
562,0,75,861.462962,2.88843,14,60,80,847.286784,8.974408,14,60,30.0,1566.922176,2.790795,14.0,120.0,55.0,1173.438618,2.752156,14.0,60.0,75.0,861.462962,5.48248,11.0,90.0,25.0,1699.514597,2.252434,14.0,90.0,75.0,861.462962,2.994629,15.0,45.0,1.0,2931.009557,2.239456,14.0,72.0,,,,,,,,,,,8,847.2867835035494,3.2994378483202187
563,0,70,810.777611,3.504743,14,60,75,774.438336,2.821394,14,60,1.0,2911.989394,2.147217,14.0,120.0,50.0,1131.341948,2.588453,14.0,60.0,75.0,774.438336,8.875646,11.0,90.0,40.0,1410.128444,5.622493,14.0,90.0,10.0,1974.358768,2.19244,15.0,45.0,30.0,1547.056227,2.293385,14.0,72.0,,,,,,,,,,,8,759.637522967295,3.649141676305052
564,0,45,1227.6814,2.095836,14,60,5,2755.038549,2.314515,14,60,5.0,2755.038549,2.447081,14.0,120.0,35.0,1455.984923,2.203458,14.0,60.0,50.0,1093.400356,5.407647,11.0,90.0,25.0,1674.358931,2.578043,14.0,90.0,35.0,1455.984923,2.359782,15.0,45.0,65.0,920.558409,3.329922,14.0,72.0,,,,,,,,,,,8,692.2505605467102,3.979828555805232
565,0,40,1369.002115,2.357992,14,60,1,2887.053333,2.45015,14,60,15.0,1795.504293,2.365374,14.0,120.0,60.0,983.658839,3.225874,14.0,60.0,10.0,1927.694929,2.261759,11.0,90.0,25.0,1663.942464,2.05967,14.0,90.0,15.0,1795.504293,2.057398,15.0,45.0,70.0,693.332191,3.227426,14.0,72.0,,,,,,,,,,,8,626.8044384643896,4.375440383299307
566,0,60,922.898171,2.574915,14,60,65,807.580942,2.96443,14,60,50.0,989.41678,3.203807,14.0,120.0,1.0,2878.351387,2.3695,14.0,60.0,25.0,1649.418325,9.872837,11.0,90.0,10.0,1905.684735,2.082165,14.0,90.0,25.0,1649.418325,2.4623,15.0,45.0,5.0,2729.514035,2.084869,14.0,72.0,,,,,,,,,,,8,533.8218819332735,5.113155018424843
568,0,1,2832.809356,2.184993,14,60,15,1742.660935,2.417476,14,60,60.0,829.162886,6.353648,14.0,120.0,15.0,1742.660935,2.256144,14.0,60.0,60.0,829.162886,7.436985,11.0,90.0,20.0,1660.977622,2.379475,14.0,90.0,5.0,2672.665307,2.06648,15.0,45.0,45.0,1091.676302,2.345539,14.0,72.0,,,,,,,,,,,8,459.7644499920643,5.813118667083974
569,0,5,2644.863885,2.048732,14,60,30,1437.015507,2.087894,14,60,55.0,880.247048,3.15945,14.0,120.0,50.0,887.837662,2.844443,14.0,60.0,45.0,1093.043259,2.661027,11.0,90.0,25.0,1578.266976,2.510028,14.0,90.0,20.0,1646.277178,2.39873,15.0,45.0,75.0,521.228845,2.933411,14.0,72.0,,,,,,,,,,,8,512.1286555590636,5.164452049156367
570,0,20,1613.985278,2.194547,14,60,45,1089.752922,5.81963,14,60,50.0,871.700044,5.497392,14.0,120.0,60.0,802.184027,2.999433,14.0,60.0,50.0,871.700044,5.680468,11.0,90.0,25.0,1540.210881,2.446335,14.0,90.0,75.0,546.736733,2.5843,15.0,45.0,45.0,1089.752922,2.186245,14.0,72.0,,,,,,,,,,,8,539.6627075312313,4.832984224830183
571,0,1,2748.399327,2.161848,14,60,75,562.46437,2.982776,14,60,15.0,1630.251129,6.01146,14.0,120.0,15.0,1630.251129,2.179313,14.0,60.0,60.0,777.947478,5.69754,11.0,90.0,30.0,1360.139452,2.497271,14.0,90.0,70.0,591.054644,2.868019,15.0,45.0,1.0,2748.399327,2.030784,14.0,72.0,,,,,,,,,,,8,555.9224661128757,4.600359340207901
572,0,5,2510.126414,2.030157,14,60,60,736.97709,2.692646,14,60,30.0,1306.05132,5.080377,13.0,120.0,55.0,797.473293,2.742725,14.0,60.0,30.0,1306.05132,2.878741,11.0,90.0,5.0,2510.126414,2.235117,14.0,90.0,5.0,2510.126414,2.139924,15.0,45.0,15.0,1565.005413,2.067766,14.0,72.0,,,,,,,,,,,8,531.5038167176533,4.722687466604975
574,0,20,1400.338256,2.11483,14,60,20,1400.338256,2.231324,14,60,80.0,591.77469,4.728226,14.0,120.0,60.0,746.462001,3.119581,14.0,60.0,80.0,591.77469,3.724277,11.0,90.0,55.0,796.564931,2.777875,14.0,90.0,65.0,715.404528,2.920304,15.0,45.0,45.0,1041.324764,2.385503,14.0,72.0,,,,,,,,,,,8,591.7746896836579,4.114813503586414
