frameNumber,repetition,user0_components,user0_effectiveError,user0_delay_ms,user0_cqi,user0_frame_rate,user1_components,user1_effectiveError,user1_delay_ms,user1_cqi,user1_frame_rate,user2_components,user2_effectiveError,user2_delay_ms,user2_cqi,user2_frame_rate,user3_components,user3_effectiveError,user3_delay_ms,user3_cqi,user3_frame_rate,user4_components,user4_effectiveError,user4_delay_ms,user4_cqi,user4_frame_rate,user5_components,user5_effectiveError,user5_delay_ms,user5_cqi,user5_frame_rate,user6_components,user6_effectiveError,user6_delay_ms,user6_cqi,user6_frame_rate,user7_components,user7_effectiveError,user7_delay_ms,user7_cqi,user7_frame_rate,user8_components,user8_effectiveError,user8_delay_ms,user8_cqi,user8_frame_rate,user9_components,user9_effectiveError,user9_delay_ms,user9_cqi,user9_frame_rate,num_users,error_at_80,error_ratio
808,1,15,1027.779426,2.336164,14,120,50,348.331474,8.541413,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,309.3516739553911,5.629238394209796
809,1,60,381.006562,5.748851,14,120,60,381.006562,5.280986,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,353.3019265061924,4.953737982256139
810,1,5,1766.715726,2.185777,14,120,40,446.978807,2.637292,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,375.6418702054819,4.70319170099994
811,1,80,378.505949,2.959955,14,120,50,430.085871,2.641439,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,378.5059486451979,4.727089665293574
812,1,50,411.468845,2.56082,14,120,60,396.537396,3.366361,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,354.4901485269009,5.061363811672767
813,1,25,451.986891,2.171207,14,120,5,1802.830621,8.230701,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,315.46929314647025,5.714757853773448
814,1,55,355.198744,3.003098,14,120,75,303.139893,5.982371,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,299.329581103372,6.036761480025094
815,1,10,1423.756916,2.362762,14,120,75,40582.367921,12.446232,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,304.5994578975421,5.961232549353619
817,1,10,1457.875586,2.428061,14,120,80,333.39565,5.888017,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,333.395649980507,5.465626997159076
819,1,30,641.099475,2.220825,14,120,60,556.963151,5.787759,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,473.2628191622487,3.880816464238816
820,1,30,743.021021,2.353261,14,120,55,676.289825,2.929827,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,582.7133031726006,3.148465568198876
821,1,45,794.78191,2.165659,14,120,5,1849.805428,2.09296,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,684.924553896506,2.7007433407294954
822,1,1,2194.330514,2.466954,14,120,5,1853.767801,2.117935,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,750.4291447457375,2.470276926050333
823,1,30,948.628126,2.521936,14,120,5,1854.944325,2.493021,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,782.0821739063359,2.3718023333470604
824,1,5,1872.605778,2.224069,14,120,75,842.140081,2.762085,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,810.5036411956258,2.310422412306787
825,1,15,1498.834905,2.466238,14,120,10,1670.742431,2.491621,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,816.5634880807861,2.311845838007468
826,1,30,1007.117852,2.510426,14,120,55,930.053143,2.530521,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,827.3766572847571,2.3119224894424515
827,1,25,1081.691989,2.461267,14,120,35,964.553556,5.278642,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,834.165374908379,2.311058475239294
828,1,1,2242.968455,2.17026,15,120,5,1944.363706,2.180674,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,837.8044090560031,2.320784762102264
829,1,50,934.396569,2.908022,14,120,5,1958.756719,2.461241,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,828.9789833528579,2.362854497127336
830,1,1,2260.518834,2.43341,14,120,25,1087.027719,2.468781,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,819.7474340798169,2.411124395782583
831,1,1,2270.456528,2.120079,14,120,40,951.61783,2.294085,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,805.5330798904191,2.474691872201596
832,1,75,835.068444,2.918082,14,120,10,1805.075765,2.062222,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,798.2074499439143,2.523762363711114
833,1,5,2036.582524,2.070797,14,120,50,945.17729,2.659513,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,803.7512483947987,2.5338467940951874
834,1,80,815.443271,2.811663,14,120,60,949.258082,2.980791,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,815.4432714254085,2.5178564657102407
835,1,80,773.164533,2.761666,14,120,35,1005.244649,2.29808,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,773.1645331197386,2.638348301551363
836,1,15,1464.72103,2.112639,14,120,50,919.411866,5.753673,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,751.3293656049831,2.731482294295528
837,1,75,753.535204,2.591451,14,120,70,762.056281,2.664099,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,722.4889664147537,2.843465864388587
838,1,30,990.380869,2.109273,14,120,60,836.362282,2.620353,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,705.8672357603973,2.922957046689936
839,1,60,805.908533,2.562927,14,120,40,929.636807,2.259297,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,673.2527444549208,3.0587009157568503
840,1,60,750.369648,2.913772,14,120,20,1010.272106,2.042339,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,613.9752356002193,3.342299031683733
841,1,75,612.237049,2.867805,14,120,65,699.253803,2.637153,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,576.0213714538654,3.547445516315897
843,1,25,862.727595,2.391585,14,120,35,830.209792,2.215128,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,519.2646413057436,3.947606973164448
844,1,70,555.333075,2.966491,14,120,25,879.408433,2.234022,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,519.2631914947085,3.998823593547316
845,1,50,726.532862,2.789582,14,120,65,604.048121,2.958712,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,512.2908299830538,4.103345219212415
846,1,75,531.119968,2.80314,14,120,40,866.998119,2.431574,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,514.0231379075071,4.135916459070654
847,1,10,1889.311616,2.287539,14,120,30,924.967344,5.125469,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,534.0022076538852,4.05868562417946
848,1,5,2201.913848,2.319421,14,120,1,2450.884699,2.229499,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,549.426880710678,4.00765584148424
849,1,50,778.839506,2.998092,14,120,60,651.701681,2.788165,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,559.8223135517629,3.997209323907978
850,1,55,761.989114,2.620359,14,120,35,1017.719656,2.058091,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,578.4566523616006,3.938063431518076
851,1,35,1069.976033,2.067945,14,120,70,635.447821,2.986799,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,599.6275398494937,3.8982211631242127
852,1,55,809.866484,2.568879,14,120,55,809.866484,2.930767,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,629.4343695626433,3.8064624160009233
853,1,25,1249.540621,2.225249,14,120,65,728.415263,2.659523,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,645.7985724940883,3.796537932163332
854,1,50,880.303028,2.852293,14,120,60,754.462621,2.608104,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,650.565138703012,3.869087146866049
855,1,45,1143.081867,2.505603,14,120,55,831.547282,5.950318,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,643.4714025913787,3.9952249638516295
856,1,50,874.899493,2.615231,14,120,25,1331.281055,2.094109,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,625.5065285022014,4.173752447443445
858,1,25,1334.935765,2.102881,14,120,35,1223.897823,2.425343,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,623.4832529226283,4.275726448712817
859,1,45,1124.088224,2.51118,14,120,80,639.179593,2.795217,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,639.1795926117687,4.17272968125734
860,1,10,2290.018491,2.251576,14,120,80,642.487058,2.665686,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,642.4870578392462,4.1295003997019
861,1,80,638.665547,5.629324,15,120,50,855.167212,2.901605,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,638.6655472140998,4.124246003117936
862,1,70,684.413455,2.771241,14,120,15,1585.709702,2.412999,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,659.4056170211298,3.9245136539431615
863,1,5,2550.82752,2.121505,14,120,50,862.66052,5.385816,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,682.3350348937422,3.7383798122690974
864,1,25,1198.854448,2.525191,14,120,20,1264.469019,5.317796,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,680.2335032939421,3.68269456335684
865,1,70,674.26139,2.644836,14,120,45,1006.613345,2.929743,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,663.1848965314052,3.65848856775061
866,1,10,1978.868791,2.159179,14,120,75,678.204414,2.66339,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,670.099561072451,3.53566697240687
867,1,60,755.419318,2.767293,14,120,80,698.893267,2.780655,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,698.8932667357918,3.3374815379310405
868,1,10,1867.157365,2.02631,14,120,75,758.934147,2.702816,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,742.537734299291,3.115039075639987
869,1,70,834.58256,2.650548,14,120,25,1042.650399,2.050935,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,799.8289773713609,2.892896654422937
870,1,80,824.600186,2.934869,14,120,5,2328.539468,2.125657,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,824.6001857917735,2.823840581507328
871,1,45,975.025192,2.359637,14,120,5,2331.53066,2.14838,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,819.4026490893664,2.845402882593674
872,1,25,1021.519954,2.219833,14,120,45,962.820897,5.127191,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,818.0218343349129,2.8740535885502863
873,1,70,865.073685,2.849612,14,120,65,878.327418,2.718697,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,813.2787288200211,2.9026569287009614
874,1,65,884.798805,2.984851,14,120,45,955.651216,5.094491,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,818.6579989942594,2.889966559266313
875,1,65,880.58283,2.981552,14,120,20,1149.725939,2.32624,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,817.2658169235555,2.898062851491972
876,1,50,929.157279,2.777182,14,120,65,878.869164,5.239869,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,818.74263676025,2.9051804418159493
877,1,60,881.858134,2.729209,14,120,10,1850.12389,2.068262,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,810.4349023683185,2.939247838998498
878,1,80,806.865206,2.994062,14,120,65,863.464284,2.754145,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,806.8652061416884,2.95180058225748
879,1,80,804.586081,3.960675,14,120,15,1395.849842,2.296565,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,804.5860807009597,2.9601476760671
880,1,5,2390.290529,2.349981,14,120,70,845.249746,2.856384,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,806.4185514703837,2.9640817715366574
881,1,75,814.098823,3.151029,14,120,20,1102.365086,2.157657,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,800.4724073157442,2.986621082341084
882,1,60,859.088389,2.637045,14,120,50,912.37138,2.896365,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,792.708048595645,3.0158390570168963
883,1,40,940.398767,2.370084,14,120,55,894.721452,5.981731,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,788.3526891709788,3.026718129639824
884,1,70,819.623988,2.710356,14,120,80,782.95045,5.51313,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,782.9504500480716,3.03589351109497
885,1,80,773.37853,2.772603,14,120,25,969.595833,2.41865,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,773.3785302761777,3.069004812558609
886,1,45,914.347233,2.228343,14,120,70,801.096336,2.781556,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,768.3373075787816,3.088357688046586
887,1,40,915.058352,3.04201,14,120,70,783.718688,5.492722,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,754.8280288830082,3.14013781020247
888,1,20,1047.396766,2.522462,14,120,50,866.667932,2.969878,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,737.971365932046,3.216801520317296
889,1,1,2673.0179,2.404852,14,120,55,829.077437,5.069121,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,711.8117054241093,3.349634898450629
890,1,45,904.029403,2.405523,14,120,50,832.38858,2.660887,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,661.9511854341768,3.6004403208927824
891,1,35,916.049859,2.224406,14,120,60,670.112597,5.793792,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,596.2840442165985,4.026376546615553
892,1,65,590.549123,2.729814,14,120,40,863.455369,2.668722,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,521.6680435331036,4.631291917783641
894,1,65,580.161641,2.647633,14,120,80,507.275949,5.376641,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,507.2759487408516,4.85556635113811
895,1,20,1137.47763,2.153797,14,120,1,2754.87897,2.124531,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,544.7455284330879,4.562585007906307
896,1,25,954.798558,2.22827,14,120,10,2210.245404,2.212283,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,535.0913127337868,4.695324900476698
898,1,1,2831.112986,2.447098,14,120,10,2218.504479,2.494302,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,589.6560955974317,4.342304293967719
899,1,1,2849.179962,2.333166,14,120,50,886.565303,5.513861,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,651.3411457855718,3.9517848591670495
900,1,25,1086.547569,2.083641,14,120,20,1256.552083,2.453983,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,674.7365758660225,3.80403478268452
901,1,5,2558.557735,2.066427,14,120,80,704.206251,3.372709,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,704.2062514091408,3.633250528381526
902,1,30,1054.813703,2.237874,14,120,5,2544.227676,5.366917,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,713.6872313723752,3.564905696274236
903,1,40,1033.789024,2.274048,14,120,10,2163.5348,2.233309,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,708.5773677766106,3.56230920921296
904,1,70,768.778158,2.67168,14,120,35,1038.825249,2.399916,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,698.2085488595718,3.5861609578043985
905,1,40,1035.02545,2.144547,14,120,70,772.239652,5.133135,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,699.4457742493674,3.583433126819356
906,1,5,2493.613101,2.160376,14,120,10,2125.136224,2.17684,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,658.9245149170251,3.784368383159957
908,1,15,1318.402982,2.190487,14,120,25,1069.393465,2.45428,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,628.3212761405575,3.929260994315757
909,1,10,2078.908674,2.183471,14,120,80,650.465791,5.588712,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,650.4657913388138,3.772000285274065
910,1,30,1014.238226,2.251848,14,120,70,721.77522,5.893774,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,655.4425398411505,3.729251098718939
911,1,5,2427.603444,2.075489,14,120,35,993.549151,2.175376,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,661.2903717788905,3.671009812204404
912,1,55,801.938463,2.624453,14,120,70,731.924611,8.743655,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,668.2532892180897,3.613789774137103
913,1,50,812.215285,2.86413,14,120,20,1264.282754,2.33605,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,670.0493346607943,3.5932094499799976
914,1,20,1260.952212,2.29015,14,120,55,718.254739,5.625821,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,607.4087907755817,3.9349036518459775
916,1,15,1382.648314,2.179171,14,120,60,753.461755,2.90998,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,692.8008309725845,3.4074340971509094
917,1,15,1420.002454,2.385637,14,120,70,771.737975,5.513987,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,739.7412549737286,3.1861394254835336
918,1,65,791.559151,2.592711,14,120,75,780.745382,3.382569,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,761.8671656466616,3.099950153911079
919,1,15,1489.151907,2.191194,14,120,25,944.618458,2.164754,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,755.7927218975072,3.112573166254496
920,1,65,778.761147,2.886466,14,120,70,774.720478,2.724501,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,753.5418569655237,3.1489539024676603
921,1,1,2577.619866,2.484815,14,120,15,1479.479466,2.102682,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,772.3005166043898,3.1107258242143825
922,1,80,799.356161,2.967078,14,120,80,799.356161,5.67597,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,799.3561607425536,3.072522421091927
923,1,65,794.0162,2.546424,14,120,65,794.0162,2.619139,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,766.0872060083833,3.2359682021449925
924,1,1,2664.469122,2.43778,14,120,1,2664.469122,2.278575,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,710.8858148345505,3.518041997522121
925,1,60,705.798514,2.842599,14,120,70,688.03669,5.185465,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,665.4032252037258,3.7817369834047856
926,1,65,639.869278,2.931013,14,120,60,645.810725,2.876403,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,600.1049848942127,4.165397951139648
927,1,15,1295.752614,2.24112,14,120,15,1295.752614,2.049132,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,519.9794881741607,4.7197495724215495
928,1,75,542.181376,2.88392,14,120,20,1175.109085,2.085244,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,490.2658459619625,5.000008466130677
929,1,75,570.354643,2.950205,14,120,35,697.155568,2.151676,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,513.1935084905299,4.783838708283197
930,1,65,582.539776,2.689413,14,120,65,582.539776,8.178135,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,499.9503483073857,4.830255349061279
931,1,10,2109.984234,2.119718,14,120,50,610.046294,2.87732,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,493.9206442049133,4.926871035352466
933,1,10,2112.120327,2.251471,14,120,65,583.336079,2.945871,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,508.21334237808486,4.760615746433028
934,1,70,610.416842,2.927961,14,120,60,624.551597,2.795827,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,556.1487634105372,4.324253320594572
935,1,50,678.979428,2.60945,14,120,30,757.730048,2.390864,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,602.0509826637893,3.990250201596534
936,1,1,2594.443242,2.445479,14,120,60,694.994442,5.98789,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,644.3602211481325,3.7390268929502906
937,1,70,718.970271,2.627531,14,120,1,2612.180327,2.078848,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,688.0934627844408,3.5356773315232823
938,1,60,753.928544,2.975591,14,120,55,766.376478,2.928678,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,713.3287959333326,3.446515644211664
939,1,80,712.730267,2.623173,14,120,70,739.755561,2.946635,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,712.7302666723994,3.511359860408667
940,1,65,745.525715,2.623477,14,120,45,794.480305,8.128623,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,711.8822063060481,3.586510775642321
941,1,1,2740.724601,2.149524,14,120,50,750.595895,2.622098,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,686.7691076944812,3.762746520432091
942,1,55,699.805586,2.902473,14,120,75,677.308118,5.863388,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,644.1445091998204,4.025300668471011
943,1,60,672.812818,2.715795,14,120,75,643.654166,3.437169,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,598.0093284841279,4.338931528902729
944,1,65,672.492131,2.741037,14,120,5,2603.168378,2.456076,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,572.4601071245321,4.547335867257321
945,1,40,716.230897,2.232908,14,120,1,2769.4508,2.12844,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,541.6874704173646,4.850688159542606
946,1,25,822.175657,2.460031,14,120,25,822.175657,2.238736,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,476.3537677988482,5.487851417200918
947,1,35,636.106822,2.303148,14,120,30,648.596581,2.145772,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,398.30528553169023,6.489885320960966
950,1,45,457.17743,2.141434,14,120,15,1027.844232,2.214718,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,317.7068249917921,7.827663081324091
951,1,25,600.728723,2.470916,14,120,70,392.443668,8.069294,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,377.2934952733722,6.5443344037651885
953,1,40,624.013753,2.052622,14,120,55,540.456457,2.769056,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,514.7656519683783,4.784102304066181
954,1,65,611.106789,2.611137,14,120,20,1111.884676,2.423017,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,592.9668420838709,4.092654595800193
956,1,20,40582.367921,80.52684,14,120,50,761.25268,2.942152,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,713.3284337980606,3.391382058912773
957,1,40,40582.367921,74.888573,14,120,65,758.276508,2.668204,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,746.1371302839528,3.2711669407072668
958,1,10,40582.367921,68.742132,14,120,55,813.043932,2.905399,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,723.338139180654,3.352655267657094
959,1,25,40582.367921,63.286934,14,120,10,2190.820041,2.325964,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,692.3619268409309,3.4879961614185624
960,1,5,40582.367921,56.49377,14,120,30,1132.114824,2.409659,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,677.5838685563751,3.5702638424286834
961,1,35,40582.367921,49.032306,14,120,80,625.592928,5.818355,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,625.5929283132663,3.819195389726748
962,1,25,40582.367921,42.085375,14,120,60,712.11781,5.022968,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,581.397541864641,4.071389041305629
963,1,5,40582.367921,36.701627,14,120,40,1045.021406,2.215884,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,520.7440935751544,4.506270864529345
