frame,keep_ratio,mse,size_bytes
11,0.30000000000000004,20.0074459258758,7524
11,0.25,20.007444033399224,6272
11,0.2,20.007444033399224,5016
11,0.15000000000000002,20.003668542631203,3760
11,0.1,20.923209663305897,2508
11,0.05,53.38661279529333,1252
12,0.8,3.769505101172399,20068
12,0.75,3.769505101172399,18816
12,0.7000000000000001,3.769505101172399,17560
12,0.65,3.769505101172399,16304
12,0.6000000000000001,3.769505101172399,15052
12,0.55,3.769505101172399,13796
12,0.5,3.769505101172399,12544
12,0.45,3.769505101172399,11288
12,0.4,3.769505101172399,10032
12,0.35000000000000003,3.769505101172399,8780
12,0.30000000000000004,3.769505101172399,7524
12,0.25,3.769505101172399,6272
12,0.2,3.769505101172399,5016
12,0.15000000000000002,3.769505101172399,3760
12,0.1,3.4515210149038467,2508
12,0.05,1.70475484542294,1252
13,0.8,457.67244725720957,20068
13,0.75,457.67244725720957,18816
13,0.7000000000000001,457.67244725720957,17560
13,0.65,457.67244725720957,16304
13,0.6000000000000001,457.67244725720957,15052
13,0.55,457.67244725720957,13796
13,0.5,457.67244725720957,12544
13,0.45,457.67244725720957,11288
13,0.4,457.67244725720957,10032
13,0.35000000000000003,457.67244725720957,8780
13,0.30000000000000004,457.67244725720957,7524
13,0.25,457.67244725720957,6272
13,0.2,457.67244725720957,5016
13,0.15000000000000002,457.67244725720957,3760
13,0.1,457.86402644589543,2508
13,0.05,457.3750407784246,1252
14,0.8,607.5023612240329,20068
14,0.75,607.5023612240329,18816
14,0.7000000000000001,607.5023612240329,17560
14,0.65,607.5023612240329,16304
14,0.6000000000000001,607.5023612240329,15052
14,0.55,607.9513475066051,13796
14,0.5,611.4702033111826,12544
14,0.45,620.0211694696918,11288
14,0.4,634.7352505428717,10032
14,0.35000000000000003,662.6663274597377,8780
14,0.30000000000000004,708.1556506454945,7524
14,0.25,806.7186164204031,6272
14,0.2,966.5832890197635,5016
14,0.15000000000000002,1244.331387290731,3760
14,0.1,1614.0143624972552,2508
14,0.05,2078.302635345608,1252
15,0.8,737.4393184203655,20068
15,0.75,737.4393184203655,18816
15,0.7000000000000001,737.4393184203655,17560
15,0.65,737.4393184203655,16304
15,0.6000000000000001,737.0926167117432,15052
15,0.55,738.7454603333026,13796
15,0.5,756.7880594870076,12544
15,0.45,817.0213800156489,11288
15,0.4,911.9051896501333,10032
15,0.35000000000000003,1121.3158073835075,8780
15,0.30000000000000004,1505.944442236796,7524
15,0.25,2070.6811325624585,6272
15,0.2,2907.9883474856615,5016
15,0.15000000000000002,3954.610375408083,3760
15,0.1,5431.0184966772795,2508
15,0.05,8005.686307512224,1252
16,0.8,27.060180014086654,20068
16,0.75,27.060180014086654,18816
16,0.7000000000000001,27.060180014086654,17560
16,0.65,27.060180014086654,16304
16,0.6000000000000001,27.060180014086654,15052
16,0.55,27.060180014086654,13796
16,0.5,27.060180014086654,12544
16,0.45,27.060180014086654,11288
16,0.4,27.060180014086654,10032
16,0.35000000000000003,27.060180014086654,8780
16,0.30000000000000004,27.060180014086654,7524
16,0.25,27.060180014086654,6272
16,0.2,27.060180014086654,5016
16,0.15000000000000002,27.060180014086654,3760
16,0.1,27.745746685832273,2508
16,0.05,43.706076573289465,1252
17,0.8,83.06854848051444,20068
17,0.75,83.06854848051444,18816
17,0.7000000000000001,83.06855605042074,17560
17,0.65,83.06854848051444,16304
17,0.6000000000000001,83.06855605042074,15052
17,0.55,83.06854848051444,13796
17,0.5,83.06854848051444,12544
17,0.45,83.06854848051444,11288
17,0.4,83.06855605042074,10032
17,0.35000000000000003,83.06854848051444,8780
17,0.30000000000000004,83.06854848051444,7524
17,0.25,83.06854848051444,6272
17,0.2,83.06854848051444,5016
17,0.15000000000000002,83.06854848051444,3760
17,0.1,83.01599819096737,2508
17,0.05,83.78915814100765,1252
18,0.8,102.76201551023405,20068
18,0.75,102.76201551023405,18816
18,0.7000000000000001,102.76201551023405,17560
18,0.65,102.76201551023405,16304
18,0.6000000000000001,102.76201551023405,15052
18,0.55,102.76201551023405,13796
18,0.5,102.76201551023405,12544
18,0.45,102.76201551023405,11288
18,0.4,102.76201551023405,10032
18,0.35000000000000003,102.76201551023405,8780
18,0.30000000000000004,102.76201551023405,7524
18,0.25,102.76201551023405,6272
18,0.2,102.76201551023405,5016
18,0.15000000000000002,102.85748716851231,3760
18,0.1,105.65442371880636,2508
18,0.05,128.71918636956252,1252
19,0.8,193.16079948912375,20068
19,0.75,193.16081462893635,18816
19,0.7000000000000001,193.16079948912375,17560
19,0.65,193.16079948912375,16304
19,0.6000000000000001,193.16079948912375,15052
19,0.55,193.16079948912375,13796
19,0.5,193.16079948912375,12544
19,0.45,193.16079948912375,11288
19,0.4,193.16079948912375,10032
19,0.35000000000000003,193.16079948912375,8780
19,0.30000000000000004,193.16079948912375,7524
19,0.25,193.16079948912375,6272
19,0.2,193.50136957364157,5016
19,0.15000000000000002,199.5778242009692,3760
19,0.1,215.12544279685244,2508
19,0.05,269.0877318265848,1252
20,0.8,4.595954116302892,20068
20,0.75,4.595954116302892,18816
20,0.7000000000000001,4.595954116302892,17560
20,0.65,4.595954116302892,16304
20,0.6000000000000001,4.595954116302892,15052
20,0.55,4.595954116302892,13796
20,0.5,4.595954116302892,12544
20,0.45,4.595954116302892,11288
20,0.4,4.595954116302892,10032
20,0.35000000000000003,4.595954116302892,8780
20,0.30000000000000004,4.595954116302892,7524
20,0.25,4.5959545894220355,6272
20,0.2,4.5959545894220355,5016
20,0.15000000000000002,4.5959545894220355,3760
20,0.1,4.396794612694066,2508
20,0.05,4.538861409855599,1252
21,0.8,21.590557463059667,20068
21,0.75,21.590557463059667,18816
21,0.7000000000000001,21.590557463059667,17560
21,0.65,21.590557463059667,16304
21,0.6000000000000001,21.590557463059667,15052
21,0.55,21.590557463059667,13796
21,0.5,21.590557463059667,12544
21,0.45,21.590557463059667,11288
21,0.4,21.590557463059667,10032
21,0.35000000000000003,21.590557463059667,8780
21,0.30000000000000004,21.590557463059667,7524
21,0.25,21.590559355536243,6272
21,0.2,21.590557463059667,5016
21,0.15000000000000002,21.590557463059667,3760
21,0.1,22.23217515129363,2508
21,0.05,30.155635819392046,1252
22,0.8,43.07242621143814,20068
22,0.75,43.07242621143814,18816
22,0.7000000000000001,43.07242621143814,17560
22,0.65,43.07242621143814,16304
22,0.6000000000000001,43.07242621143814,15052
22,0.55,43.07242621143814,13796
22,0.5,43.07242621143814,12544
22,0.45,43.07242621143814,11288
22,0.4,43.07242621143814,10032
22,0.35000000000000003,43.07242621143814,8780
22,0.30000000000000004,43.07242621143814,7524
22,0.25,43.07242621143814,6272
22,0.2,43.07242621143814,5016
22,0.15000000000000002,43.857645022217184,3760
22,0.1,43.2340512808878,2508
22,0.05,69.27910118247382,1252
23,0.8,141.2928310164716,20068
23,0.75,141.2928461562842,18816
23,0.7000000000000001,141.2928461562842,17560
23,0.65,142.22903160843998,16304
23,0.6000000000000001,151.3466506730765,15052
23,0.55,182.90602909983136,13796
23,0.5,246.2605733948294,12544
23,0.45,352.21405383199453,11288
23,0.4,506.9034237298183,10032
23,0.35000000000000003,717.4654847709462,8780
23,0.30000000000000004,980.8939849259332,7524
23,0.25,1324.8742213938385,6272
23,0.2,1656.3921513967216,5016
23,0.15000000000000002,2015.1738559361547,3760
23,0.1,2472.8282262571156,2508
23,0.05,3195.0554243288934,1252
24,0.8,835.4099541669711,20068
24,0.75,835.4099541669711,18816
24,0.7000000000000001,835.4099541669711,17560
24,0.65,834.6054850844666,16304
24,0.6000000000000001,846.728599187918,15052
24,0.55,937.8118313848972,13796
24,0.5,1144.2202848382294,12544
24,0.45,1492.9641725029796,11288
24,0.4,1981.878622295335,10032
24,0.35000000000000003,2550.6761737167835,8780
24,0.30000000000000004,3423.2516426593065,7524
24,0.25,4464.926464296877,6272
24,0.2,5772.734967805445,5016
24,0.15000000000000002,7353.658908046782,3760
24,0.1,9521.649551019073,2508
24,0.05,12668.223904073238,1252
25,0.8,712.9269323078915,20068
25,0.75,712.9269323078915,18816
25,0.7000000000000001,712.9269323078915,17560
25,0.65,712.048217584379,16304
25,0.6000000000000001,735.0347528234124,15052
25,0.55,837.9183788783848,13796
25,0.5,1086.9197276886553,12544
25,0.45,1481.4135855529457,11288
25,0.4,1915.8698871731758,10032
25,0.35000000000000003,2602.034293860197,8780
25,0.30000000000000004,3492.1000010333955,7524
25,0.25,4764.9350529536605,6272
25,0.2,6582.420866377652,5016
25,0.15000000000000002,8653.863592073321,3760
25,0.1,10991.888622567058,2508
25,0.05,14368.924352154136,1252
26,0.8,1231.4454688690603,20068
26,0.75,1231.4454688690603,18816
26,0.7000000000000001,1231.4454688690603,17560
26,0.65,1230.140053667128,16304
26,0.6000000000000001,1242.8082010243088,15052
26,0.55,1328.9542192127556,13796
26,0.5,1549.5515839196742,12544
26,0.45,1977.1933953277767,11288
26,0.4,2535.7039891183376,10032
26,0.35000000000000003,3400.5877065472305,8780
26,0.30000000000000004,4597.845782898366,7524
26,0.25,5791.014171950519,6272
26,0.2,7390.5428828671575,5016
26,0.15000000000000002,9259.00359749794,3760
26,0.1,11974.008508399129,2508
26,0.05,15377.133163064718,1252
27,0.8,94.35254604031797,20068
27,0.75,94.35254604031797,18816
27,0.7000000000000001,94.35254604031797,17560
27,0.65,94.35254604031797,16304
27,0.6000000000000001,94.35254604031797,15052
27,0.55,94.35254604031797,13796
27,0.5,94.35254604031797,12544
27,0.45,94.35254604031797,11288
27,0.4,94.35254604031797,10032
27,0.35000000000000003,94.35254604031797,8780
27,0.30000000000000004,94.35254604031797,7524
27,0.25,94.35254604031797,6272
27,0.2,94.35254604031797,5016
27,0.15000000000000002,94.35254604031797,3760
27,0.1,94.03060549520887,2508
27,0.05,95.6530180934351,1252
28,0.8,516.1887616384774,20068
28,0.75,516.1887616384774,18816
28,0.7000000000000001,516.1887616384774,17560
28,0.65,516.1887616384774,16304
28,0.6000000000000001,516.1337132798508,15052
28,0.55,524.7333085164428,13796
28,0.5,560.1750647882,12544
28,0.45,633.8263167534024,11288
28,0.4,766.6295432718471,10032
28,0.35000000000000003,966.8294018134475,8780
28,0.30000000000000004,1228.0329551082104,7524
28,0.25,1509.425509069115,6272
28,0.2,1901.0184577200562,5016
28,0.15000000000000002,2561.1764210276306,3760
28,0.1,3617.5501839257777,2508
28,0.05,5265.431580506265,1252
29,0.8,101.27343128551729,20068
29,0.75,101.27343128551729,18816
29,0.7000000000000001,101.27343128551729,17560
29,0.65,101.27343128551729,16304
29,0.6000000000000001,101.27343128551729,15052
29,0.55,101.27343128551729,13796
29,0.5,101.27343128551729,12544
29,0.45,101.27343128551729,11288
29,0.4,101.27343128551729,10032
29,0.35000000000000003,101.27343128551729,8780
29,0.30000000000000004,101.27343128551729,7524
29,0.25,101.27343128551729,6272
29,0.2,101.27343128551729,5016
29,0.15000000000000002,101.81017549184617,3760
29,0.1,108.90735628490802,2508
29,0.05,125.63319294713438,1252
30,0.8,314.80351632926613,20068
30,0.75,314.8034860496409,18816
30,0.7000000000000001,314.80351632926613,17560
30,0.65,314.8034860496409,16304
30,0.6000000000000001,314.82086655450985,15052
30,0.55,318.3753917575814,13796
30,0.5,329.8287811107002,12544
30,0.45,349.5305826072581,11288
30,0.4,385.4628082481213,10032
30,0.35000000000000003,440.5070488457568,8780
30,0.30000000000000004,552.4111266480759,7524
30,0.25,707.8107051551342,6272
30,0.2,913.5800768388435,5016
30,0.15000000000000002,1244.9902719352394,3760
30,0.1,1686.7330625653267,2508
30,0.05,2265.5271294526756,1252
31,0.8,89.60438287176657,20068
31,0.75,89.60438287176657,18816
31,0.7000000000000001,89.60438287176657,17560
31,0.65,89.60438287176657,16304
31,0.6000000000000001,89.60438287176657,15052
31,0.55,89.60438287176657,13796
31,0.5,89.60438287176657,12544
31,0.45,89.60438287176657,11288
31,0.4,89.60438287176657,10032
31,0.35000000000000003,89.60438287176657,8780
31,0.30000000000000004,89.60438287176657,7524
31,0.25,89.60438287176657,6272
31,0.2,89.60438287176657,5016
31,0.15000000000000002,89.60438287176657,3760
31,0.1,89.27534932445269,2508
31,0.05,89.72757552692201,1252
32,0.8,1445.2970175538212,20068
32,0.75,1445.297138672322,18816
32,0.7000000000000001,1445.297138672322,17560
32,0.65,1445.2970175538212,16304
32,0.6000000000000001,1445.297138672322,15052
32,0.55,1445.297138672322,13796
32,0.5,1445.2970175538212,12544
32,0.45,1445.2970175538212,11288
32,0.4,1445.2970175538212,10032
32,0.35000000000000003,1445.297138672322,8780
32,0.30000000000000004,1445.2970175538212,7524
32,0.25,1445.2970175538212,6272
32,0.2,1445.2970175538212,5016
32,0.15000000000000002,1445.4818443860859,3760
32,0.1,1446.328947180882,2508
32,0.05,1463.9295243658125,1252
33,0.8,734.3841647962108,20068
33,0.75,734.3841647962108,18816
33,0.7000000000000001,734.3841647962108,17560
33,0.65,733.8901224313304,16304
33,0.6000000000000001,737.4066769843921,15052
33,0.55,790.1272591436282,13796
33,0.5,943.1148838251829,12544
33,0.45,1214.2780114430934,11288
33,0.4,1598.49423780106,10032
33,0.35000000000000003,2141.974631231278,8780
33,0.30000000000000004,2863.0083275958896,7524
33,0.25,3766.9120657257736,6272
33,0.2,4855.070956796408,5016
33,0.15000000000000002,6372.08550889045,3760
33,0.1,8197.575317323208,2508
33,0.05,10457.816108688712,1252
34,0.8,725.6530954269692,20068
34,0.75,725.6531559862196,18816
34,0.7000000000000001,725.6531559862196,17560
34,0.65,724.5341421570629,16304
34,0.6000000000000001,748.8815043121576,15052
34,0.55,836.8774259230122,13796
34,0.5,1081.1808908823878,12544
34,0.45,1465.515450015664,11288
34,0.4,1934.5277077518404,10032
34,0.35000000000000003,2563.7196673080325,8780
34,0.30000000000000004,3364.446430373937,7524
34,0.25,4490.210193581879,6272
34,0.2,6139.19982444495,5016
34,0.15000000000000002,8078.209158964455,3760
34,0.1,10352.100005373359,2508
34,0.05,13122.197362035513,1252
35,0.8,726.9199949456379,20068
35,0.75,726.9199949456379,18816
35,0.7000000000000001,726.9199949456379,17560
35,0.65,725.6372894626111,16304
35,0.6000000000000001,721.5534764109179,15052
35,0.55,753.6471539642662,13796
35,0.5,931.8718773080036,12544
35,0.45,1318.7438084743917,11288
35,0.4,1809.6613160334527,10032
35,0.35000000000000003,2550.955957453698,8780
35,0.30000000000000004,3525.5069059319794,7524
35,0.25,4520.9626654163,6272
35,0.2,5742.2862611711025,5016
35,0.15000000000000002,7668.615942075849,3760
35,0.1,10367.12257526815,2508
35,0.05,14736.425014212728,1252
36,0.8,377.4759817868471,20068
36,0.75,377.4759817868471,18816
36,0.7000000000000001,377.4759817868471,17560
36,0.65,376.8675127183087,16304
36,0.6000000000000001,393.3609759667888,15052
36,0.55,519.2962990142405,13796
36,0.5,753.9989426499233,12544
36,0.45,1066.3806945551187,11288
36,0.4,1594.7780799586326,10032
36,0.35000000000000003,2416.426731739193,8780
36,0.30000000000000004,3481.9258047267795,7524
36,0.25,5030.591527931392,6272
36,0.2,6366.73061773181,5016
36,0.15000000000000002,7678.515199385583,3760
36,0.1,9598.231325671077,2508
36,0.05,11575.432714819908,1252
37,0.8,144.31994570768438,20068
37,0.75,144.31994570768438,18816
37,0.7000000000000001,144.31994570768438,17560
37,0.65,144.31994570768438,16304
37,0.6000000000000001,144.31994570768438,15052
37,0.55,144.31994570768438,13796
37,0.5,144.31994570768438,12544
37,0.45,144.31994570768438,11288
37,0.4,144.31994570768438,10032
37,0.35000000000000003,144.31994570768438,8780
37,0.30000000000000004,144.31994570768438,7524
37,0.25,144.31994570768438,6272
37,0.2,144.95777087286115,5016
37,0.15000000000000002,152.02064485056326,3760
37,0.1,175.0777770357672,2508
37,0.05,238.38123960304074,1252
38,0.8,308.3322759484872,20068
38,0.75,308.3322759484872,18816
38,0.7000000000000001,308.3322759484872,17560
38,0.65,307.90842175483704,16304
38,0.6000000000000001,322.25027539534494,15052
38,0.55,416.1715563037433,13796
38,0.5,624.1828617174178,12544
38,0.45,923.8606757484376,11288
38,0.4,1327.383191138506,10032
38,0.35000000000000003,1868.9391327090561,8780
38,0.30000000000000004,2741.823211591691,7524
38,0.25,3836.381035298109,6272
38,0.2,5150.851056352258,5016
38,0.15000000000000002,6350.221681594849,3760
38,0.1,7612.854437716305,2508
38,0.05,9968.486706912518,1252
39,0.8,476.86173581751063,20068
39,0.75,476.86173581751063,18816
39,0.7000000000000001,476.86173581751063,17560
39,0.65,476.86173581751063,16304
39,0.6000000000000001,476.86173581751063,15052
39,0.55,476.86173581751063,13796
39,0.5,476.86173581751063,12544
39,0.45,476.86173581751063,11288
39,0.4,476.86173581751063,10032
39,0.35000000000000003,476.86173581751063,8780
39,0.30000000000000004,476.86173581751063,7524
39,0.25,476.86173581751063,6272
39,0.2,476.86173581751063,5016
39,0.15000000000000002,476.86173581751063,3760
39,0.1,476.9243843620643,2508
39,0.05,478.79351534647867,1252
40,0.8,3.653203426347318,20068
40,0.75,3.653203426347318,18816
40,0.7000000000000001,3.653203426347318,17560
40,0.65,3.653203426347318,16304
40,0.6000000000000001,3.653203426347318,15052
40,0.55,3.653203426347318,13796
40,0.5,3.653203426347318,12544
40,0.45,3.653203426347318,11288
40,0.4,3.653203426347318,10032
40,0.35000000000000003,3.653203426347318,8780
40,0.30000000000000004,3.653203426347318,7524
40,0.25,3.653203426347318,6272
40,0.2,3.653203426347318,5016
40,0.15000000000000002,3.653203426347318,3760
40,0.1,3.345956305929576,2508
40,0.05,1.5145743152061186,1252
41,0.8,206.18131084484048,20068
41,0.75,206.18131084484048,18816
41,0.7000000000000001,206.18132598465309,17560
41,0.65,206.18132598465309,16304
41,0.6000000000000001,206.18131084484048,15052
41,0.55,206.18131084484048,13796
41,0.5,206.18132598465309,12544
41,0.45,206.18132598465309,11288
41,0.4,206.18132598465309,10032
41,0.35000000000000003,206.18132598465309,8780
41,0.30000000000000004,206.18131084484048,7524
41,0.25,206.18653408018872,6272
41,0.2,207.9056598013267,5016
41,0.15000000000000002,215.68093766109087,3760
41,0.1,237.02858818578534,2508
41,0.05,300.78577579697594,1252
42,0.8,128.72221433208324,20068
42,0.75,128.72219919227064,18816
42,0.7000000000000001,128.72219919227064,17560
42,0.65,128.72219919227064,16304
42,0.6000000000000001,128.73582502361387,15052
42,0.55,130.74396976735443,13796
42,0.5,136.9078719522804,12544
42,0.45,149.6538530860562,11288
42,0.4,172.43960413034074,10032
42,0.35000000000000003,217.5983646477107,8780
42,0.30000000000000004,300.10914729209617,7524
42,0.25,423.4956526081078,6272
42,0.2,572.7125252829865,5016
42,0.15000000000000002,807.3171234922484,3760
42,0.1,1125.6879430264235,2508
42,0.05,1640.7859114464372,1252
43,0.8,40.42080536746653,20068
43,0.75,40.42080536746653,18816
43,0.7000000000000001,40.42080536746653,17560
43,0.65,40.42080536746653,16304
43,0.6000000000000001,40.42080536746653,15052
43,0.55,40.42080536746653,13796
43,0.5,40.42080536746653,12544
43,0.45,40.42080536746653,11288
43,0.4,40.42080536746653,10032
43,0.35000000000000003,40.42080536746653,8780
43,0.30000000000000004,40.42080536746653,7524
43,0.25,40.42080536746653,6272
43,0.2,40.42080536746653,5016
43,0.15000000000000002,40.42080536746653,3760
43,0.1,43.17978640756337,2508
43,0.05,65.82325727795251,1252
44,0.8,942.7629134617746,20068
44,0.75,942.7629134617746,18816
44,0.7000000000000001,942.7629134617746,17560
44,0.65,942.7629134617746,16304
44,0.6000000000000001,941.5559070417657,15052
44,0.55,941.1372003844008,13796
44,0.5,959.3617800856009,12544
44,0.45,1024.3916960433125,11288
44,0.4,1143.7731153331697,10032
44,0.35000000000000003,1397.4966322537512,8780
44,0.30000000000000004,1906.7267726641148,7524
44,0.25,2647.189693339169,6272
44,0.2,3693.3895021677017,5016
44,0.15000000000000002,4957.1438156068325,3760
44,0.1,6882.493890076876,2508
44,0.05,10205.09218275547,1252
45,0.8,103.21629315731116,20068
45,0.75,103.21629315731116,18816
45,0.7000000000000001,103.21629315731116,17560
45,0.65,103.21629315731116,16304
45,0.6000000000000001,103.21629315731116,15052
45,0.55,103.21629315731116,13796
45,0.5,103.21629315731116,12544
45,0.45,103.21629315731116,11288
45,0.4,103.21629315731116,10032
45,0.35000000000000003,103.21629315731116,8780
45,0.30000000000000004,103.21629315731116,7524
45,0.25,103.21629315731116,6272
45,0.2,103.21629315731116,5016
45,0.15000000000000002,103.21629315731116,3760
45,0.1,102.78492204670329,2508
45,0.05,104.26121274358593,1252
46,0.8,3.653203426347318,20068
46,0.75,3.653203426347318,18816
46,0.7000000000000001,3.653203426347318,17560
46,0.65,3.653203426347318,16304
46,0.6000000000000001,3.653203426347318,15052
46,0.55,3.653203426347318,13796
46,0.5,3.653203426347318,12544
46,0.45,3.653203426347318,11288
46,0.4,3.653203426347318,10032
46,0.35000000000000003,3.653203426347318,8780
46,0.30000000000000004,3.653203426347318,7524
46,0.25,3.653203426347318,6272
46,0.2,3.653203426347318,5016
46,0.15000000000000002,3.653203426347318,3760
46,0.1,3.345956542489148,2508
46,0.05,1.5145743152061186,1252
47,0.8,85.93823940027505,20068
47,0.75,85.93823940027505,18816
47,0.7000000000000001,85.93823940027505,17560
47,0.65,85.93823940027505,16304
47,0.6000000000000001,85.93823940027505,15052
47,0.55,85.93823940027505,13796
47,0.5,85.93823940027505,12544
47,0.45,85.93823940027505,11288
47,0.4,85.93823940027505,10032
47,0.35000000000000003,85.93823940027505,8780
