user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,102.91,1.0,2.52141,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,model,adaptive,481.522,0.592,6.19653,500,495,199,5,0.99,0.01,5,0,summary
2,billiardstest,model,adaptive,502.011,0.582,5.08793,500,495,204,5,0.99,0.01,5,0,summary
3,billiardstest,model,adaptive,286.248,0.818,5.56682,500,493,84,7,0.986,0.014,7,0,summary
0,billiardstest,static,5,765.696,1.0,2.24332,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,5,792.326,0.892,2.63062,500,500,54,0,1.0,0.0,0,0,summary
2,billiardstest,static,5,817.069,0.8,3.08339,500,500,100,0,1.0,0.0,0,0,summary
3,billiardstest,static,5,769.809,0.986,2.30031,500,500,7,0,1.0,0.0,0,0,summary
0,billiardstest,static,10,483.965,1.0,2.26928,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,10,557.998,0.862,2.77162,500,500,69,0,1.0,0.0,0,0,summary
2,billiardstest,static,10,601.65,0.78,3.05239,500,500,110,0,1.0,0.0,0,0,summary
3,billiardstest,static,10,514.137,0.942,2.46131,500,500,29,0,1.0,0.0,0,0,summary
0,billiardstest,static,15,351.625,1.0,2.27689,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,15,495.582,0.784,3.04662,500,500,108,0,1.0,0.0,0,0,summary
2,billiardstest,static,15,539.267,0.716,3.33139,500,500,142,0,1.0,0.0,0,0,summary
3,billiardstest,static,15,366.52,0.978,2.33731,500,500,11,0,1.0,0.0,0,0,summary
0,billiardstest,static,20,271.479,1.0,2.2748,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,20,481.054,0.718,3.74868,500,499,140,1,0.998,0.002,1,0,summary
2,billiardstest,static,20,507.064,0.682,3.83811,500,499,158,1,0.998,0.002,1,0,summary
3,billiardstest,static,20,333.235,0.918,2.58531,500,500,41,0,1.0,0.0,0,0,summary
0,billiardstest,static,25,216.212,1.0,2.27968,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,25,404.766,0.764,3.23962,500,500,118,0,1.0,0.0,0,0,summary
2,billiardstest,static,25,491.979,0.656,4.16426,500,498,170,2,0.996,0.004,2,0,summary
3,billiardstest,static,25,278.868,0.922,2.56831,500,500,39,0,1.0,0.0,0,0,summary
0,billiardstest,static,30,175.679,1.0,2.28892,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,30,435.503,0.692,4.49193,500,498,152,2,0.996,0.004,2,0,summary
2,billiardstest,static,30,496.659,0.618,4.28787,500,497,188,3,0.994,0.006,3,0,summary
3,billiardstest,static,30,236.326,0.928,2.58631,500,500,36,0,1.0,0.0,0,0,summary
0,billiardstest,static,35,144.915,1.0,2.30588,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,35,399.723,0.708,4.44549,500,497,143,3,0.994,0.006,3,0,summary
2,billiardstest,static,35,464.01,0.634,5.07828,500,494,177,6,0.988,0.012,6,0,summary
3,billiardstest,static,35,186.896,0.952,2.49331,500,500,24,0,1.0,0.0,0,0,summary
0,billiardstest,static,40,120.935,1.0,2.32402,500,500,0,0,1.0,0.0,0,0,summary
1,billiardstest,static,40,448.388,0.634,5.68156,500,495,178,5,0.99,0.01,5,0,summary
2,billiardstest,static,40,596.932,0.468,7.57209,500,487,253,13,0.974,0.026,13,0,summary
3,billiardstest,static,40,189.221,0.924,2.67131,500,500,38,0,1.0,0.0,0,0,summary
0,billiardstest,static,45,103.622,0.998,2.33363,500,500,1,0,1.0,0.0,0,0,summary
