frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms,cqi
1,30,179.827,47360,0.025801051,0.028500000,2.698949,1,179.826587,5.000000,15
2,30,176.784243,47360,0.035960186,0.038500000,2.539814,1,176.784243,5.000000,15
3,30,176.494628,47360,0.046784941,0.049500000,2.715059,1,176.494628,5.000000,15
4,30,176.759719,47360,0.056696007,0.059500000,2.803993,1,176.759719,5.000000,15
5,30,181.591348,47360,0.069720430,0.072500000,2.779570,1,181.591348,5.000000,15
6,30,171.376907,47360,0.080727395,0.084000000,3.272605,1,171.376907,5.000000,15
7,30,169.740947,47360,0.090913855,0.093500000,2.586145,1,169.740947,5.000000,15
8,30,166.034906,47360,0.101836213,0.104500000,2.663787,1,166.034906,5.000000,15
9,30,166.680931,47360,0.113556987,0.116500000,2.943013,1,166.680931,5.000000,15
10,30,162.091511,47360,0.124729094,0.127500000,2.770906,1,162.091511,5.000000,15
11,30,163.811002,47360,0.135714035,0.138500000,2.785965,1,163.811002,5.000000,15
12,30,164.706900,47360,0.146669571,0.149500000,2.830429,1,164.706900,5.000000,15
13,30,168.210847,47360,0.157513447,0.160500000,2.986553,1,168.210847,5.000000,15
14,30,161.211378,47360,0.169835034,0.172500000,2.664966,1,161.211378,5.000000,15
15,30,167.949810,47360,0.180869282,0.183500000,2.630718,1,167.949810,5.000000,15
16,30,167.446532,47360,0.192809061,0.195500000,2.690939,1,167.446532,5.000000,15
17,30,174.236937,47360,0.207990682,0.211000000,3.009318,1,174.236937,5.000000,15
18,30,173.019758,47360,0.219946373,0.222500000,2.553627,1,173.019758,5.000000,15
19,30,180.912982,47360,0.231431839,0.234000000,2.568161,1,180.912982,5.000000,15
20,30,180.155890,47360,0.243550448,0.246500000,2.949552,1,180.155890,5.000000,15
21,30,185.621606,47360,0.253766206,0.257000000,3.233794,1,185.621606,5.000000,15
22,30,180.756168,47360,0.264302008,0.267000000,2.697992,1,180.756168,5.000000,15
23,30,183.994057,47360,0.276233301,0.279000000,2.766699,1,183.994057,5.000000,15
24,30,184.833846,47360,0.288620413,0.291500000,2.879587,1,184.833846,5.000000,15
25,30,187.691495,47360,0.302027831,0.305500000,3.472169,1,187.691495,5.000000,15
26,30,181.551259,47360,0.312245857,0.315500000,3.254143,1,181.551259,5.000000,15
27,30,184.485443,47360,0.325676999,0.329000000,3.323001,1,184.485443,5.000000,15
28,30,183.865241,47360,0.337846402,0.340500000,2.653598,1,183.865241,5.000000,15
29,30,193.357485,47360,0.349353567,0.352000000,2.646433,1,193.357485,5.000000,15
30,30,190.954856,47360,0.360925829,0.363500000,2.574171,1,190.954856,5.000000,15
31,30,193.203811,47360,0.373975280,0.376500000,2.524720,1,193.203811,5.000000,15
32,30,190.165394,47360,0.384935729,0.387500000,2.564271,1,190.165394,5.000000,15
33,30,191.884792,47360,0.395120632,0.398000000,2.879368,1,191.884792,5.000000,15
34,30,183.526838,47360,0.406057003,0.409000000,2.942997,1,183.526838,5.000000,15
35,30,192.468543,47360,0.416758980,0.419500000,2.741020,1,192.468543,5.000000,15
36,30,187.326521,47360,0.427921184,0.431500000,3.578816,1,187.326521,5.000000,15
37,30,195.808775,47360,0.441983388,0.445000000,3.016612,1,195.808775,5.000000,15
38,30,189.464151,47360,0.452341728,0.455000000,2.658272,1,189.464151,5.000000,15
39,30,190.895063,47360,0.463514440,0.467000000,3.485560,1,190.895063,5.000000,15
40,30,184.601393,47360,0.474236730,0.477000000,2.763270,1,184.601393,5.000000,15
