frame,components,mse,size_bytes,error_at_k80,error_ratio
0,80,0.0112616655265823,125000,0.0112616655265823,17853.869838674396
0,75,0.0132719702073728,117271,0.0112616655265823,17853.869838674396
0,70,0.0163059289390528,109554,0.0112616655265823,17853.869838674396
0,65,0.0203545976489499,101838,0.0112616655265823,17853.869838674396
0,60,0.0252485157425538,94122,0.0112616655265823,17853.869838674396
0,55,0.0306504731446107,86405,0.0112616655265823,17853.869838674396
0,50,0.0402771268804268,78677,0.0112616655265823,17853.869838674396
0,45,0.0425523181372986,70960,0.0112616655265823,17853.869838674396
0,40,0.1310122587660456,63244,0.0112616655265823,17853.869838674396
0,35,0.4154546316272167,55527,0.0112616655265823,17853.869838674396
0,30,0.6296355809528494,47799,0.0112616655265823,17853.869838674396
0,25,0.7771726193675996,40082,0.0112616655265823,17853.869838674396
0,20,2.150377473388523,32366,0.0112616655265823,17853.869838674396
0,15,3.3560938989519435,24650,0.0112616655265823,17853.869838674396
0,10,22.317320448266145,16921,0.0112616655265823,17853.869838674396
0,5,201.06431047828752,9205,0.0112616655265823,17853.869838674396
1,80,0.0109413460401277,125000,0.0109413460401277,18376.26559539529
1,75,0.0129522110995371,117271,0.0109413460401277,18376.26559539529
1,70,0.0159864481868421,109554,0.0109413460401277,18376.26559539529
1,65,0.0200382472771856,101838,0.0109413460401277,18376.26559539529
1,60,0.0249700649651487,94122,0.0109413460401277,18376.26559539529
1,55,0.0303855670328854,86405,0.0109413460401277,18376.26559539529
1,50,0.0400159179592,78677,0.0109413460401277,18376.26559539529
1,45,0.0422858101839572,70960,0.0109413460401277,18376.26559539529
1,40,0.1307296964351214,63244,0.0109413460401277,18376.26559539529
1,35,0.4148167576551357,55527,0.0109413460401277,18376.26559539529
1,30,0.628932521414868,47799,0.0109413460401277,18376.26559539529
1,25,0.7765449373629845,40082,0.0109413460401277,18376.26559539529
1,20,2.149578944031622,32366,0.0109413460401277,18376.26559539529
1,15,3.3554178252439506,24650,0.0109413460401277,18376.26559539529
1,10,22.3163561966282,16921,0.0109413460401277,18376.26559539529
1,5,201.0610808045143,9205,0.0109413460401277,18376.26559539529
2,80,0.0109033384786359,125000,0.0109033384786359,18440.357995187103
2,75,0.0129146614515197,117271,0.0109033384786359,18440.357995187103
2,70,0.0159535972044108,109554,0.0109033384786359,18440.357995187103
2,65,0.0199994469230549,101838,0.0109033384786359,18440.357995187103
2,60,0.0249186977707205,94122,0.0109033384786359,18440.357995187103
2,55,0.0303266859774415,86405,0.0109033384786359,18440.357995187103
2,50,0.0399582911172632,78677,0.0109033384786359,18440.357995187103
2,45,0.0422310676988723,70960,0.0109033384786359,18440.357995187103
2,40,0.1307028818072722,63244,0.0109033384786359,18440.357995187103
2,35,0.4148569529393742,55527,0.0109033384786359,18440.357995187103
2,30,0.6289829863454214,47799,0.0109033384786359,18440.357995187103
2,25,0.7765917092748386,40082,0.0109033384786359,18440.357995187103
2,20,2.149629889121337,32366,0.0109033384786359,18440.357995187103
2,15,3.355451345580302,24650,0.0109033384786359,18440.357995187103
2,10,22.316328790263515,16921,0.0109033384786359,18440.357995187103
