user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiards,model,adaptive,254.87,0.856,7.15669,1000,995,139,5,0.995,0.005,1,4,summary
1,billiards,model,adaptive,657.977,0.431,13.8506,1000,973,542,27,0.973,0.027,12,15,summary
2,billiards,model,adaptive,736.178,0.369,7.93501,1000,668,299,332,0.668,0.332,318,14,summary
0,billiards,static,5,842.704,0.95,2.44426,1000,1000,50,0,1.0,0.0,0,0,summary
1,billiards,static,5,883.08,0.747,3.19655,1000,1000,253,0,1.0,0.0,0,0,summary
2,billiards,static,5,862.864,0.831,2.87141,1000,1000,169,0,1.0,0.0,0,0,summary
0,billiards,static,10,538.321,0.951,2.43359,1000,1000,49,0,1.0,0.0,0,0,summary
1,billiards,static,10,665.247,0.714,3.63505,1000,1000,286,0,1.0,0.0,0,0,summary
2,billiards,static,10,615.681,0.801,3.01141,1000,1000,199,0,1.0,0.0,0,0,summary
0,billiards,static,15,398.849,0.951,2.44771,1000,1000,49,0,1.0,0.0,0,0,summary
1,billiards,static,15,587.556,0.671,5.24576,1000,998,327,2,0.998,0.002,2,0,summary
2,billiards,static,15,531.915,0.756,3.43805,1000,999,243,1,0.999,0.001,1,0,summary
0,billiards,static,20,326.491,0.937,2.5172,1000,1000,63,0,1.0,0.0,0,0,summary
1,billiards,static,20,642.317,0.531,11.528,1000,988,457,12,0.988,0.012,12,0,summary
2,billiards,static,20,497.302,0.715,4.44632,1000,944,229,56,0.944,0.056,56,0,summary
0,billiards,static,25,287.571,0.918,4.58304,1000,996,78,4,0.996,0.004,4,0,summary
1,billiards,static,25,596.48,0.544,15.0341,1000,982,438,18,0.982,0.018,18,0,summary
2,billiards,static,25,659.978,0.466,8.2987,1000,883,417,117,0.883,0.117,117,0,summary
0,billiards,static,30,315.809,0.843,7.19892,1000,988,145,12,0.988,0.012,12,0,summary
1,billiards,static,30,600.243,0.516,11.3167,1000,985,469,15,0.985,0.015,15,0,summary
2,billiards,static,30,535.92,0.589,6.25828,1000,981,392,19,0.981,0.019,19,0,summary
0,billiards,static,35,258.436,0.876,4.87575,1000,992,116,8,0.992,0.008,8,0,summary
1,billiards,static,35,634.768,0.46,14.0863,1000,964,504,36,0.964,0.036,36,0,summary
2,billiards,static,35,517.897,0.588,11.4412,1000,976,388,24,0.976,0.024,24,0,summary
0,billiards,static,40,233.911,0.879,5.46614,1000,992,113,8,0.992,0.008,0,8,summary
1,billiards,static,40,673.684,0.406,11.9089,1000,963,557,37,0.963,0.037,16,21,summary
2,billiards,static,40,550.896,0.537,6.69312,1000,925,388,75,0.925,0.075,49,26,summary
0,billiards,static,45,202.567,0.894,4.46672,1000,995,101,5,0.995,0.005,2,3,summary
1,billiards,static,45,577.865,0.498,10.3177,1000,943,445,57,0.943,0.057,32,25,summary
2,billiards,static,45,687.019,0.383,8.29498,1000,789,406,211,0.789,0.211,117,94,summary
0,billiards,static,50,239.85,0.84,4.66401,1000,962,122,38,0.962,0.038,18,20,summary
1,billiards,static,50,654.728,0.41,9.94385,1000,954,544,46,0.954,0.046,33,13,summary
2,billiards,static,50,752.818,0.308,8.22095,1000,623,315,377,0.623,0.377,303,74,summary
0,billiards,static,55,179.706,0.891,4.49601,1000,991,100,9,0.991,0.009,4,5,summary
1,billiards,static,55,719.453,0.338,13.125,1000,824,486,176,0.824,0.176,102,74,summary
2,billiards,static,55,750.627,0.307,7.26214,1000,573,266,427,0.573,0.427,390,37,summary
0,billiards,static,60,173.931,0.887,4.53522,1000,990,103,10,0.99,0.01,7,3,summary
1,billiards,static,60,653.773,0.401,8.92783,1000,923,522,77,0.923,0.077,38,39,summary
2,billiards,static,60,701.359,0.353,11.7,1000,755,402,245,0.755,0.245,174,71,summary
0,billiards,static,65,184.266,0.869,4.82455,1000,988,119,12,0.988,0.012,6,6,summary
1,billiards,static,65,919.789,0.131,30.0452,1000,329,198,671,0.329,0.671,347,324,summary
2,billiards,static,65,839.163,0.212,6.77897,1000,405,193,595,0.405,0.595,530,65,summary
0,billiards,static,70,193.454,0.853,4.5799,1000,991,138,9,0.991,0.009,5,4,summary
1,billiards,static,70,841.541,0.208,10.9927,1000,673,465,327,0.673,0.327,139,188,summary
2,billiards,static,70,837.453,0.212,7.83919,1000,418,206,582,0.418,0.582,450,132,summary
0,billiards,static,75,244.899,0.797,4.68474,1000,940,143,60,0.94,0.06,14,46,summary
1,billiards,static,75,693.701,0.353,9.74119,1000,887,534,113,0.887,0.113,34,79,summary
2,billiards,static,75,976.562,0.073,7.53401,1000,213,140,787,0.213,0.787,644,143,summary
0,billiards,static,80,204.724,0.832,5.14047,1000,965,133,35,0.965,0.035,1,34,summary
1,billiards,static,80,854.28,0.193,10.9008,1000,564,371,436,0.564,0.436,254,182,summary
2,billiards,static,80,916.942,0.131,8.12751,1000,305,174,695,0.305,0.695,470,225,summary
