user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiards,model,adaptive,322.946,0.939,2.54849,1000,1000,61,0,1.0,0.0,0,0,summary
1,billiards,model,adaptive,591.957,0.605,8.53568,1000,995,390,5,0.995,0.005,5,0,summary
2,billiards,model,adaptive,542.492,0.666,6.03297,1000,983,317,17,0.983,0.017,17,0,summary
3,billiards,model,adaptive,340.238,0.936,2.57867,1000,1000,64,0,1.0,0.0,0,0,summary
4,billiards,model,adaptive,483.316,0.754,5.53085,1000,994,240,6,0.994,0.006,6,0,summary
0,billiards,static,5,832.72,0.979,2.3299,1000,1000,21,0,1.0,0.0,0,0,summary
1,billiards,static,5,894.898,0.695,7.17768,1000,994,299,6,0.994,0.006,6,0,summary
2,billiards,static,5,874.621,0.802,2.98241,1000,1000,198,0,1.0,0.0,0,0,summary
3,billiards,static,5,840.862,0.937,2.47017,1000,1000,63,0,1.0,0.0,0,0,summary
4,billiards,static,5,857.286,0.855,2.78599,1000,1000,145,0,1.0,0.0,0,0,summary
0,billiards,static,10,529.966,0.965,2.39492,1000,1000,35,0,1.0,0.0,0,0,summary
1,billiards,static,10,680.042,0.682,3.46605,1000,1000,318,0,1.0,0.0,0,0,summary
2,billiards,static,10,655.206,0.73,3.45803,1000,999,269,1,0.999,0.001,1,0,summary
3,billiards,static,10,562.592,0.905,2.60117,1000,1000,95,0,1.0,0.0,0,0,summary
4,billiards,static,10,631.253,0.774,3.15549,1000,1000,226,0,1.0,0.0,0,0,summary
0,billiards,static,15,394.444,0.956,2.45441,1000,1000,44,0,1.0,0.0,0,0,summary
1,billiards,static,15,610.136,0.644,5.04786,1000,998,354,2,0.998,0.002,2,0,summary
2,billiards,static,15,638.665,0.598,5.72037,1000,953,355,47,0.953,0.047,47,0,summary
3,billiards,static,15,393.506,0.957,2.47067,1000,1000,43,0,1.0,0.0,0,0,summary
4,billiards,static,15,547.027,0.733,3.36149,1000,1000,267,0,1.0,0.0,0,0,summary
0,billiards,static,20,313.546,0.953,2.8132,1000,999,46,1,0.999,0.001,1,0,summary
1,billiards,static,20,648.087,0.524,11.8273,1000,951,427,49,0.951,0.049,49,0,summary
2,billiards,static,20,528.156,0.675,4.7847,1000,992,317,8,0.992,0.008,8,0,summary
3,billiards,static,20,340.866,0.918,2.65117,1000,1000,82,0,1.0,0.0,0,0,summary
4,billiards,static,20,552.544,0.643,7.03201,1000,988,345,12,0.988,0.012,12,0,summary
0,billiards,static,25,263.556,0.947,4.17189,1000,996,49,4,0.996,0.004,4,0,summary
1,billiards,static,25,607.4,0.534,14.273,1000,974,440,26,0.974,0.026,26,0,summary
2,billiards,static,25,676.805,0.45,10.0161,1000,917,467,83,0.917,0.083,83,0,summary
3,billiards,static,25,303.289,0.9,4.00714,1000,996,96,4,0.996,0.004,4,0,summary
4,billiards,static,25,569.765,0.578,8.91485,1000,982,404,18,0.982,0.018,18,0,summary
0,billiards,static,30,267.488,0.897,5.12989,1000,993,96,7,0.993,0.007,7,0,summary
1,billiards,static,30,596.213,0.521,11.0854,1000,988,467,12,0.988,0.012,12,0,summary
2,billiards,static,30,648.833,0.458,6.84968,1000,888,430,112,0.888,0.112,112,0,summary
3,billiards,static,30,315.4,0.841,6.45797,1000,992,151,8,0.992,0.008,8,0,summary
4,billiards,static,30,549.738,0.574,8.41197,1000,981,407,19,0.981,0.019,19,0,summary
0,billiards,static,35,252.488,0.883,5.4928,1000,991,108,9,0.991,0.009,9,0,summary
1,billiards,static,35,580.203,0.519,9.74676,1000,988,469,12,0.988,0.012,12,0,summary
2,billiards,static,35,708.162,0.378,8.19461,1000,875,497,125,0.875,0.125,125,0,summary
3,billiards,static,35,294.747,0.835,4.86104,1000,990,155,10,0.99,0.01,10,0,summary
4,billiards,static,35,498.736,0.609,8.40716,1000,979,370,21,0.979,0.021,21,0,summary
0,billiards,static,40,226.653,0.887,5.00503,1000,992,105,8,0.992,0.008,0,8,summary
1,billiards,static,40,617.522,0.466,11.0975,1000,898,432,102,0.898,0.102,77,25,summary
2,billiards,static,40,685.954,0.392,7.67041,1000,864,472,136,0.864,0.136,71,65,summary
3,billiards,static,40,218.766,0.895,3.71664,1000,997,102,3,0.997,0.003,0,3,summary
4,billiards,static,40,561.072,0.527,7.21834,1000,980,453,20,0.98,0.02,1,19,summary
0,billiards,static,45,184.456,0.913,4.04117,1000,996,83,4,0.996,0.004,0,4,summary
1,billiards,static,45,610.182,0.464,9.57031,1000,965,501,35,0.965,0.035,18,17,summary
2,billiards,static,45,685.687,0.384,7.38535,1000,905,521,95,0.905,0.095,48,47,summary
3,billiards,static,45,231.753,0.863,4.21437,1000,993,130,7,0.993,0.007,1,6,summary
4,billiards,static,45,745.63,0.321,8.04263,1000,894,573,106,0.894,0.106,67,39,summary
0,billiards,static,50,248.199,0.832,5.60795,1000,979,147,21,0.979,0.021,12,9,summary
1,billiards,static,50,756.343,0.305,11.3626,1000,850,545,150,0.85,0.15,115,35,summary
2,billiards,static,50,762.19,0.298,8.12,1000,705,407,295,0.705,0.295,191,104,summary
3,billiards,static,50,190.301,0.892,4.04361,1000,997,105,3,0.997,0.003,1,2,summary
4,billiards,static,50,672.028,0.393,7.93108,1000,939,546,61,0.939,0.061,26,35,summary
0,billiards,static,55,231.92,0.838,4.80981,1000,990,152,10,0.99,0.01,7,3,summary
1,billiards,static,55,687.63,0.371,12.5911,1000,923,552,77,0.923,0.077,36,41,summary
2,billiards,static,55,753.281,0.304,12.9378,1000,885,581,115,0.885,0.115,52,63,summary
3,billiards,static,55,365.542,0.701,5.27815,1000,985,284,15,0.985,0.015,8,7,summary
4,billiards,static,55,837.304,0.217,11.1362,1000,758,541,242,0.758,0.242,131,111,summary
0,billiards,static,60,274.085,0.785,5.6171,1000,981,196,19,0.981,0.019,14,5,summary
1,billiards,static,60,766.59,0.287,10.9077,1000,922,635,78,0.922,0.078,32,46,summary
2,billiards,static,60,928.267,0.124,16.6328,1000,365,241,635,0.365,0.635,559,76,summary
3,billiards,static,60,261.185,0.799,4.46581,1000,995,196,5,0.995,0.005,4,1,summary
4,billiards,static,60,757.891,0.296,9.59707,1000,877,581,123,0.877,0.123,81,42,summary
0,billiards,static,65,214.669,0.838,4.71115,1000,992,154,8,0.992,0.008,4,4,summary
1,billiards,static,65,879.943,0.171,27.9083,1000,622,451,378,0.622,0.378,193,185,summary
2,billiards,static,65,994.763,0.056,49.2228,1000,353,297,647,0.353,0.647,526,121,summary
3,billiards,static,65,421.568,0.631,5.99902,1000,965,334,35,0.965,0.035,12,23,summary
4,billiards,static,65,884.909,0.166,23.6757,1000,671,505,329,0.671,0.329,200,129,summary
0,billiards,static,70,303.806,0.743,5.5188,1000,983,240,17,0.983,0.017,10,7,summary
1,billiards,static,70,831.965,0.217,13.028,1000,712,495,288,0.712,0.288,200,88,summary
2,billiards,static,70,997.695,0.052,38.7546,1000,596,544,404,0.596,0.404,226,178,summary
3,billiards,static,70,379.182,0.668,5.38379,1000,987,319,13,0.987,0.013,9,4,summary
4,billiards,static,70,988.84,0.061,63.527,1000,409,348,591,0.409,0.591,465,126,summary
0,billiards,static,75,338.844,0.704,5.05837,1000,984,280,16,0.984,0.016,4,12,summary
1,billiards,static,75,840.955,0.207,46.2338,1000,728,521,272,0.728,0.272,83,189,summary
2,billiards,static,75,1001.79,0.048,39.1186,1000,427,379,573,0.427,0.573,469,104,summary
3,billiards,static,75,582.65,0.463,6.34554,1000,884,421,116,0.884,0.116,35,81,summary
4,billiards,static,75,867.233,0.181,28.5248,1000,695,514,305,0.695,0.305,171,134,summary
0,billiards,static,80,379.408,0.66,5.7527,1000,980,320,20,0.98,0.02,0,20,summary
1,billiards,static,80,991.406,0.058,127.238,1000,291,233,709,0.291,0.709,493,216,summary
2,billiards,static,80,1017.73,0.032,56.5187,1000,395,363,605,0.395,0.605,358,247,summary
3,billiards,static,80,638.559,0.405,6.7524,1000,808,403,192,0.808,0.192,68,124,summary
4,billiards,static,80,911.071,0.137,44.9975,1000,532,395,468,0.532,0.468,241,227,summary
