user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiards,model,adaptive,129.28,0.996,2.80753,1000,1000,4,0,1.0,0.0,0,0,summary
1,billiards,model,adaptive,498.295,0.598,11.4434,1000,989,391,11,0.989,0.011,4,7,summary
0,billiards,static,5,827.775,0.999,2.27268,1000,1000,1,0,1.0,0.0,0,0,summary
1,billiards,static,5,863.22,0.81,2.93255,1000,1000,190,0,1.0,0.0,0,0,summary
0,billiards,static,10,512.107,0.997,2.2811,1000,1000,3,0,1.0,0.0,0,0,summary
1,billiards,static,10,629.86,0.774,3.66155,1000,1000,226,0,1.0,0.0,0,0,summary
0,billiards,static,15,367.088,0.996,2.29974,1000,1000,4,0,1.0,0.0,0,0,summary
1,billiards,static,15,566.13,0.703,6.45245,1000,995,292,5,0.995,0.005,5,0,summary
0,billiards,static,20,282.335,0.994,2.30639,1000,1000,6,0,1.0,0.0,0,0,summary
1,billiards,static,20,508.804,0.7,7.21476,1000,994,294,6,0.994,0.006,6,0,summary
0,billiards,static,25,220.352,0.999,2.77051,1000,1000,1,0,1.0,0.0,0,0,summary
1,billiards,static,25,518.044,0.639,13.6011,1000,986,347,14,0.986,0.014,14,0,summary
0,billiards,static,30,177.432,1.0,2.77556,1000,1000,0,0,1.0,0.0,0,0,summary
1,billiards,static,30,498.307,0.632,12.2741,1000,987,355,13,0.987,0.013,13,0,summary
0,billiards,static,35,147.51,0.998,2.80275,1000,1000,2,0,1.0,0.0,0,0,summary
1,billiards,static,35,512.944,0.594,11.6356,1000,985,391,15,0.985,0.015,15,0,summary
0,billiards,static,40,123.958,0.997,2.81614,1000,1000,3,0,1.0,0.0,0,0,summary
1,billiards,static,40,434.164,0.663,7.74056,1000,981,318,19,0.981,0.019,4,15,summary
0,billiards,static,45,103.584,0.998,2.82048,1000,1000,2,0,1.0,0.0,0,0,summary
1,billiards,static,45,487.701,0.593,8.99974,1000,948,355,52,0.948,0.052,27,25,summary
0,billiards,static,50,86.9454,0.999,2.84243,1000,1000,1,0,1.0,0.0,0,0,summary
1,billiards,static,50,490.817,0.58,10.9045,1000,965,385,35,0.965,0.035,23,12,summary
0,billiards,static,55,76.0333,0.997,3.29619,1000,1000,3,0,1.0,0.0,0,0,summary
1,billiards,static,55,507.974,0.555,9.94382,1000,918,363,82,0.918,0.082,36,46,summary
0,billiards,static,60,70.2708,0.992,3.32847,1000,1000,8,0,1.0,0.0,0,0,summary
1,billiards,static,60,489.386,0.568,9.58007,1000,939,371,61,0.939,0.061,25,36,summary
0,billiards,static,65,60.4279,0.993,3.34759,1000,1000,7,0,1.0,0.0,0,0,summary
1,billiards,static,65,529.206,0.523,8.32332,1000,928,405,72,0.928,0.072,37,35,summary
0,billiards,static,70,55.0002,0.991,3.36483,1000,1000,9,0,1.0,0.0,0,0,summary
1,billiards,static,70,531.248,0.517,9.46184,1000,909,392,91,0.909,0.091,41,50,summary
0,billiards,static,75,48.6983,0.991,3.38207,1000,1000,9,0,1.0,0.0,0,0,summary
1,billiards,static,75,591.51,0.454,8.16571,1000,895,441,105,0.895,0.105,44,61,summary
0,billiards,static,80,40.1919,0.994,3.80304,1000,1000,6,0,1.0,0.0,0,0,summary
1,billiards,static,80,566.694,0.476,8.1817,1000,889,413,111,0.889,0.111,39,72,summary
