train_loss,val_loss
0.3037766684335261,0.29040232366535984
0.2958535044102945,0.2882344008807618
0.29400089427928144,0.28951484278628703
0.2931585260376924,0.2888525320131629
0.292469669245366,0.2877328190414934
0.29185193266121134,0.2873708424624846
0.29166493399587534,0.2882386161131446
0.2913436754022333,0.28748753186195125
0.2909816394448312,0.28813975209493586
0.2907817029251549,0.2877833337755478
0.2905920195165445,0.28669173395694414
0.29040343912487643,0.28731012096429315
0.2902477253743329,0.28803916394406953
0.2901214480803838,0.287017686004752
0.29009369902341875,0.28712250077258955
0.28996609151337016,0.2872580209895589
0.28981983086119595,0.2868622812127824
0.28988343121461885,0.2866881441685461
0.2894966296548689,0.28678615631595733
0.2895700629957434,0.28687457429128105
0.2895111642539806,0.2870318721126012
0.2895947935612158,0.28706144649023113
0.2893676888336352,0.2862778520543628
0.28944947636778323,0.2869047410722904
0.2893861436090763,0.2866984050727255
0.28928771778110723,0.2867523467702655
0.2892035550001254,0.28659883333790687
0.2893276259428805,0.28682894481058235
0.2891990306569652,0.2867308813566263
0.28911473000341176,0.2866692530886224
0.2890792877128752,0.2864148372401608
0.28921639013051315,0.28705795734159406
0.2889722343742762,0.28670934465016495
0.2888910364339127,0.28662304926809107
0.2889679982665005,0.2866908403426561
0.2892009060870003,0.28641535830012
0.28892820939703384,0.2864522950657357
0.28903035601340654,0.2864563057803136
0.28886644174860315,0.2867076250207444
0.2888264913224657,0.28627386228742746
0.28833234771777533,0.2859863356034096
0.28800465927294633,0.2859763911907863
0.2879757815462503,0.2861575581424305
0.28797735605616254,0.28612169031376344
0.2880412227319007,0.2863047661319856
0.2881699082897414,0.28632070293653195
0.28789477667292235,0.286303294079413
0.2880411832131599,0.2861708361143167
0.287856078709136,0.2861835672211768
0.28801954464087537,0.2861431589150874
0.287832095594195,0.2865137209410578
0.2880073129283203,0.28614262844386856
0.28785611885827905,0.2858771498620207
0.2879430984792301,0.2861811840473492
0.28784596115196287,0.2858348456424849
0.2879198287588636,0.2860389169185392
0.2878714429972918,0.28622930569033467
0.28789525697465784,0.28605487674525315
0.2876726324156909,0.28627282674527127
0.2879873790118745,0.28603820196639096
0.28788907388064927,0.2860219568165939
0.2877820831600814,0.2858950688498939
0.2878176220439608,0.28616309752893365
0.28773983961177096,0.28598114504069344
0.2877072250851903,0.2861746266256569
0.2876961342210961,0.2860459992456517
0.28786455505287384,0.2859123681619738
0.2877464064884923,0.2859768627151366
0.2877579472890651,0.28608678602605603
0.28773596775187893,0.285928475026971
0.28775896566922504,0.2862750429957346
0.28774163448260925,0.28592531851070646
0.2873115807972505,0.285997379362482
0.28725331870833104,0.2858505715032587
0.28736810310727623,0.28576113832624334
0.2874788245803995,0.2856611300304102
0.2873859847763781,0.28578408565909835
0.28754126131761226,0.28584431326854814
0.28739968592933224,0.28593818334853105
0.2874263184987222,0.2860295370803017
0.28732439978016744,0.28591307511961117
0.28727106323672885,0.285868684939901
0.28721100936520455,0.2859496617458875
0.28740253252945647,0.28594529537676955
0.28724610239677956,0.28578760354749616
0.2874307985434692,0.2858493433844659
0.2873324326606465,0.2859857918248719
0.2872011628623172,0.28593282591304875
0.2872191107331504,0.2859525410853744
0.2873394915384427,0.2860153925135504
0.28720476348475893,0.28586878932392656
0.28733338756783167,0.28571965916047476
0.28711777068702893,0.28600158968684225
0.2872075995577969,0.28571979719228374
0.2870074923045103,0.28587190698079623
0.2870293064522744,0.285719250732043
0.2870679890771495,0.2858771647884809
0.2870132345649233,0.28594274143411674
0.2869614781333332,0.28583557471152277
0.28699388117943797,0.28584741114153317
0.2870590867422065,0.2857879647172368
0.28689041810328264,0.2857306204951275
0.2870785659493535,0.28574371231634466
0.28708649732504427,0.285694941954216
0.2870594383132582,0.28594603223792564
0.2870249624094487,0.2857725690095251
0.28701695230620666,0.2856533952398899
0.28706132805279344,0.28580740913875236
0.2869041608533022,0.2857961309077582
0.2870296750136175,0.2857745923291645
0.2869501472804521,0.2858507613981924
0.2868908992009274,0.28576948034540706
0.2868618151144566,0.2856721780903271
0.2869423119293716,0.2857095165548179
0.2868607782765806,0.28557871471843815
0.2869775891599188,0.28566374489326024
0.2867416431742085,0.28566087921527933
0.28689358882797494,0.2859849250782123
0.28690774175247935,0.28577992299821464
0.2867951071213762,0.285704130430173
0.2868674622468432,0.2857567119982935
0.28692824044035486,0.285745767664626
0.2868873509124202,0.28577541890087677
0.286920733645634,0.28573296324101694
0.2868465064197736,0.2856690762706847
0.2868128675716493,0.2856653300833419
0.2867990074882614,0.28580989826514885
0.28692547681719954,0.28599852369070455
0.28692796968150425,0.2857196144316921
0.28684560537192777,0.28561538968912004
0.28681817146525834,0.28580100892557553
0.28689924969796665,0.2857989729057953
0.28671286374599864,0.2856942113166349
0.2867622057182548,0.28576131860752463
0.28689939080187726,0.2855895437388752
0.2867262030021641,0.2856807052987945
0.28679326809074995,0.28577517329735747
0.286869554470444,0.2856013789039314
0.28693257005455763,0.28574072115490107
0.28684715295586,0.28565792473750934
0.28691123710511285,0.28571424829332454
0.2869037052020896,0.28569404570882306
0.2866792812392911,0.2857164216365393
0.28674672636902543,0.2857598200415108
0.2869147222116003,0.28567513054417026
0.2867861345221384,0.28568221646375286
0.28686216937578707,0.2858705340500396
0.2868243281155763,0.2856191888021492
0.2868404243398304,0.2857749076569627
0.2868930952635445,0.2856875057940977
0.2868440811213149,0.28565189490294013
0.2868385819263262,0.28574307751169836
0.28672269627066327,0.28572181059468177
0.2867575160673718,0.28566715996617575
0.2867617466051003,0.2856047172700205
0.28676154741746956,0.2857046429896395
0.2867325286835844,0.28569828907378864
0.2868320865370172,0.2856407980157888
0.2866648388473241,0.28576784389937876
0.28689136558953615,0.2857504761279743
0.2868225123260283,0.2857110143618592
0.2866635191240498,0.28564547323613904
0.2868486403627253,0.2856908272603979
0.2867474983061539,0.2857279336310809
0.2867626862334626,0.2857358485004898
