user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,invincible,model,adaptive,1050.52,0.882,2.74712,1000,890,8,110,0.89,0.11,110,0,summary
1,invincible,model,adaptive,2638.38,0.581,7.99221,1000,885,304,115,0.885,0.115,111,4,summary
0,invincible,static,5,1966.24,0.889,2.2743,1000,890,1,110,0.89,0.11,110,0,summary
1,invincible,static,5,2741.05,0.706,4.98859,1000,886,180,114,0.886,0.114,114,0,summary
0,invincible,static,10,1374.84,0.886,2.28871,1000,890,4,110,0.89,0.11,110,0,summary
1,invincible,static,10,2408.98,0.678,3.40063,1000,890,212,110,0.89,0.11,110,0,summary
0,invincible,static,15,1170.55,0.888,2.29703,1000,890,2,110,0.89,0.11,110,0,summary
1,invincible,static,15,2530.09,0.626,5.44763,1000,888,262,112,0.888,0.112,112,0,summary
0,invincible,static,20,1103.37,0.887,2.29334,1000,890,3,110,0.89,0.11,110,0,summary
1,invincible,static,20,2715.12,0.577,7.16808,1000,886,309,114,0.886,0.114,114,0,summary
0,invincible,static,25,1079.69,0.885,2.78202,1000,890,5,110,0.89,0.11,110,0,summary
1,invincible,static,25,3028.08,0.515,14.7746,1000,869,354,131,0.869,0.131,131,0,summary
0,invincible,static,30,1030.22,0.889,2.77675,1000,890,1,110,0.89,0.11,110,0,summary
1,invincible,static,30,2794.07,0.557,10.358,1000,883,326,117,0.883,0.117,117,0,summary
0,invincible,static,35,1078.56,0.878,2.84171,1000,890,12,110,0.89,0.11,110,0,summary
1,invincible,static,35,2877.13,0.541,13.2173,1000,870,329,130,0.87,0.13,130,0,summary
0,invincible,static,40,1022.19,0.886,2.80564,1000,890,4,110,0.89,0.11,110,0,summary
1,invincible,static,40,3128.03,0.492,13.5143,1000,855,363,145,0.855,0.145,122,23,summary
0,invincible,static,45,985.401,0.89,2.80498,1000,890,0,110,0.89,0.11,110,0,summary
1,invincible,static,45,3017.1,0.512,10.1695,1000,855,343,145,0.855,0.145,130,15,summary
0,invincible,static,50,988.281,0.888,2.83088,1000,890,2,110,0.89,0.11,110,0,summary
1,invincible,static,50,3218.29,0.472,10.9663,1000,837,365,163,0.837,0.163,140,23,summary
0,invincible,static,55,1000.04,0.884,3.30044,1000,890,6,110,0.89,0.11,110,0,summary
1,invincible,static,55,3379.64,0.445,12.5155,1000,829,384,171,0.829,0.171,147,24,summary
0,invincible,static,60,1039.55,0.876,3.34729,1000,890,14,110,0.89,0.11,110,0,summary
1,invincible,static,60,3294.43,0.456,9.51632,1000,841,385,159,0.841,0.159,126,33,summary
0,invincible,static,65,987.847,0.884,3.35312,1000,890,6,110,0.89,0.11,110,0,summary
1,invincible,static,65,3417.66,0.434,9.7611,1000,793,359,207,0.793,0.207,149,58,summary
0,invincible,static,70,1063.08,0.869,3.52952,1000,889,20,111,0.889,0.111,110,1,summary
1,invincible,static,70,3337.59,0.447,10.7821,1000,777,330,223,0.777,0.223,176,47,summary
0,invincible,static,75,993.003,0.881,3.36281,1000,890,9,110,0.89,0.11,110,0,summary
1,invincible,static,75,3496.5,0.42,9.97717,1000,807,387,193,0.807,0.193,141,52,summary
0,invincible,static,80,1003.95,0.878,3.8247,1000,890,12,110,0.89,0.11,110,0,summary
1,invincible,static,80,3612.22,0.397,8.61232,1000,800,403,200,0.8,0.2,127,73,summary
