user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,invincible,model,adaptive,1889.07,0.733,10.1024,1000,884,151,116,0.884,0.116,116,0,summary
1,invincible,model,adaptive,3105.35,0.504,9.09927,1000,880,376,120,0.88,0.12,119,1,summary
2,invincible,model,adaptive,3061.03,0.514,9.28959,1000,879,365,121,0.879,0.121,121,0,summary
0,invincible,static,5,2127.95,0.853,2.39666,1000,890,37,110,0.89,0.11,110,0,summary
1,invincible,static,5,2965.92,0.657,3.22816,1000,890,233,110,0.89,0.11,110,0,summary
2,invincible,static,5,2794.64,0.693,3.10491,1000,890,197,110,0.89,0.11,110,0,summary
0,invincible,static,10,1682.19,0.824,2.51843,1000,890,66,110,0.89,0.11,110,0,summary
1,invincible,static,10,2798.11,0.602,4.13771,1000,890,288,110,0.89,0.11,110,0,summary
2,invincible,static,10,2446.37,0.67,3.2021,1000,890,220,110,0.89,0.11,110,0,summary
0,invincible,static,15,1495.98,0.825,2.52697,1000,890,65,110,0.89,0.11,110,0,summary
1,invincible,static,15,2787.02,0.575,5.95138,1000,887,312,113,0.887,0.113,113,0,summary
2,invincible,static,15,2367.01,0.654,4.9071,1000,887,233,113,0.887,0.113,113,0,summary
0,invincible,static,20,1513.98,0.809,3.02141,1000,889,80,111,0.889,0.111,111,0,summary
1,invincible,static,20,3289.38,0.473,9.72058,1000,881,408,119,0.881,0.119,119,0,summary
2,invincible,static,20,2692.55,0.584,10.0436,1000,876,292,124,0.876,0.124,124,0,summary
0,invincible,static,25,1586.33,0.79,5.26981,1000,886,96,114,0.886,0.114,114,0,summary
1,invincible,static,25,3409.84,0.451,13.1592,1000,874,423,126,0.874,0.126,126,0,summary
2,invincible,static,25,2711.22,0.576,8.66402,1000,879,303,121,0.879,0.121,121,0,summary
0,invincible,static,30,1623.07,0.778,5.90659,1000,886,108,114,0.886,0.114,114,0,summary
1,invincible,static,30,3553.01,0.417,10.1854,1000,875,458,125,0.875,0.125,125,0,summary
2,invincible,static,30,3162.57,0.487,11.3446,1000,874,387,126,0.874,0.126,126,0,summary
0,invincible,static,35,1638.73,0.775,5.19086,1000,886,111,114,0.886,0.114,114,0,summary
1,invincible,static,35,3549.39,0.414,12.5648,1000,873,459,127,0.873,0.127,127,0,summary
2,invincible,static,35,3218.37,0.476,9.48062,1000,844,368,156,0.844,0.156,156,0,summary
0,invincible,static,40,1714.86,0.758,6.63913,1000,882,124,118,0.882,0.118,111,7,summary
1,invincible,static,40,3610.58,0.405,13.4933,1000,846,441,154,0.846,0.154,127,27,summary
2,invincible,static,40,3674.53,0.389,10.2305,1000,820,431,180,0.82,0.18,154,26,summary
0,invincible,static,45,1823.35,0.737,5.90016,1000,879,142,121,0.879,0.121,114,7,summary
1,invincible,static,45,4002.37,0.33,12.2201,1000,821,491,179,0.821,0.179,138,41,summary
2,invincible,static,45,3424.16,0.433,11.4994,1000,802,369,198,0.802,0.198,140,58,summary
0,invincible,static,50,1794.57,0.738,5.24462,1000,878,140,122,0.878,0.122,112,10,summary
1,invincible,static,50,3807.48,0.367,12.2221,1000,803,436,197,0.803,0.197,155,42,summary
2,invincible,static,50,4059.77,0.318,12.5015,1000,724,406,276,0.724,0.276,186,90,summary
0,invincible,static,55,1635.38,0.768,4.81692,1000,882,114,118,0.882,0.118,114,4,summary
1,invincible,static,55,4157.36,0.301,10.919,1000,807,506,193,0.807,0.193,159,34,summary
2,invincible,static,55,3624.53,0.394,9.32653,1000,752,358,248,0.752,0.248,172,76,summary
0,invincible,static,60,1732.67,0.747,4.83836,1000,882,135,118,0.882,0.118,117,1,summary
1,invincible,static,60,4525.95,0.23,14.0937,1000,592,362,408,0.592,0.408,331,77,summary
2,invincible,static,60,4231.93,0.278,11.0781,1000,603,325,397,0.603,0.397,308,89,summary
0,invincible,static,65,1554.76,0.78,4.22825,1000,886,106,114,0.886,0.114,114,0,summary
1,invincible,static,65,4263.83,0.277,9.96478,1000,740,463,260,0.74,0.26,188,72,summary
2,invincible,static,65,3902.44,0.347,8.65667,1000,759,412,241,0.759,0.241,161,80,summary
0,invincible,static,70,1817.07,0.729,5.21908,1000,872,143,128,0.872,0.128,117,11,summary
1,invincible,static,70,4100.91,0.306,9.26213,1000,739,433,261,0.739,0.261,162,99,summary
2,invincible,static,70,4305.8,0.268,8.93064,1000,635,367,365,0.635,0.365,189,176,summary
0,invincible,static,75,1971.33,0.702,5.2133,1000,858,156,142,0.858,0.142,117,25,summary
1,invincible,static,75,4686.92,0.197,11.3505,1000,544,347,456,0.544,0.456,272,184,summary
2,invincible,static,75,4991.29,0.144,11.4388,1000,361,217,639,0.361,0.639,422,217,summary
0,invincible,static,80,1990.07,0.698,4.94703,1000,845,147,155,0.845,0.155,120,35,summary
1,invincible,static,80,4979.22,0.143,11.2034,1000,574,431,426,0.574,0.426,241,185,summary
2,invincible,static,80,4629.72,0.207,11.25,1000,587,380,413,0.587,0.413,182,231,summary
