frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms
1,45,54.7696,130024,0.027368596,0.033500000,6.131404,0,564.513281,5.000000
2,45,53.220770,130024,0.041210656,0.047500000,6.289344,0,564.513281,5.000000
3,45,53.411180,130024,0.057183181,0.061000000,3.816819,1,53.411180,5.000000
4,45,52.801720,130024,0.070729503,0.077500000,6.770497,0,564.513281,5.000000
5,45,54.208447,130024,0.084268761,0.093000000,8.731239,0,564.513281,5.000000
6,45,51.350068,130024,0.098188905,0.111000000,12.811095,0,564.513281,5.000000
7,45,50.932657,130024,0.114330901,0.122000000,7.669099,0,564.513281,5.000000
8,45,49.525146,130024,0.128021250,0.134500000,6.478750,0,564.513281,5.000000
9,45,49.231192,130024,0.142563565,0.149500000,6.936435,0,564.513281,5.000000
10,45,47.543959,130024,0.157355910,0.166000000,8.644090,0,564.513281,5.000000
11,45,48.979216,130024,0.174749888,0.181500000,6.750112,0,564.513281,5.000000
12,45,48.925263,130024,0.190722501,0.197500000,6.777499,0,564.513281,5.000000
13,45,50.482372,130024,0.204112294,0.219000000,14.887706,0,564.513281,5.000000
14,45,47.952079,130024,0.217996281,0.226500000,8.503719,0,564.513281,5.000000
15,45,49.817329,130024,0.231470084,0.240500000,9.029916,0,564.513281,5.000000
16,45,48.702008,130024,0.245939689,0.255500000,9.560311,0,564.513281,5.000000
17,45,51.500796,130024,0.260433268,0.268500000,8.066732,0,564.513281,5.000000
18,45,50.999783,130024,0.274780814,0.284500000,9.719186,0,564.513281,5.000000
19,45,53.065415,130024,0.289851915,0.299000000,9.148085,0,564.513281,5.000000
21,45,55.171933,130024,0.316274469,0.348000000,31.725531,0,564.513281,5.000000
23,45,54.529655,130024,0.343242308,0.363500000,20.257692,0,564.513281,5.000000
28,45,54.120993,130024,0.413362620,0.441000000,27.637380,0,564.513281,5.000000
29,45,57.860479,130024,0.429868680,0.441000000,11.131320,0,564.513281,5.000000
30,45,56.997583,130024,0.442700493,0.454000000,11.299507,0,564.513281,5.000000
32,45,55.839044,130024,0.470012911,0.496500000,26.487089,0,564.513281,5.000000
33,45,57.322436,130024,0.484766314,0.496500000,11.733686,0,564.513281,5.000000
39,45,57.564734,130024,0.574181930,0.604500000,30.318070,0,564.513281,5.000000
40,45,55.628309,130024,0.588089024,0.604500000,16.410976,0,564.513281,5.000000
42,45,55.235769,130024,0.615570240,0.650000000,34.429760,0,564.513281,5.000000
43,45,56.210479,130024,0.630179282,0.650000000,19.820718,0,564.513281,5.000000
44,45,56.764564,130024,0.645347889,0.654500000,9.152111,0,564.513281,5.000000
45,45,56.854927,130024,0.658703184,0.667000000,8.296816,0,564.513281,5.000000
46,45,53.822102,130024,0.672667313,0.679500000,6.832687,0,564.513281,5.000000
47,45,55.842250,130024,0.687962413,0.696500000,8.537587,0,564.513281,5.000000
48,45,54.549652,130024,0.704015172,0.719000000,14.984828,0,564.513281,5.000000
49,45,56.511486,130024,0.718196736,0.731500000,13.303264,0,564.513281,5.000000
50,45,57.094805,130024,0.733035266,0.742000000,8.964734,0,564.513281,5.000000
51,45,58.347862,130024,0.747497355,0.757000000,9.502645,0,564.513281,5.000000
52,45,60.262847,130024,0.762044422,0.773000000,10.955578,0,564.513281,5.000000
53,45,59.153521,130024,0.775240556,0.784000000,8.759444,0,564.513281,5.000000
54,45,59.102980,130024,0.792129372,0.799500000,7.370628,0,564.513281,5.000000
55,45,58.281867,130024,0.805053760,0.819000000,13.946240,0,564.513281,5.000000
56,45,60.239288,130024,0.819430308,0.829500000,10.069692,0,564.513281,5.000000
57,45,60.356740,130024,0.833862433,0.842500000,8.637567,0,564.513281,5.000000
58,45,60.886508,130024,0.847592040,0.857000000,9.407960,0,564.513281,5.000000
59,45,62.483550,130024,0.861526765,0.872500000,10.973235,0,564.513281,5.000000
60,45,59.451854,130024,0.875698550,0.882500000,6.801450,0,564.513281,5.000000
61,45,60.524541,130024,0.889379533,0.899500000,10.120467,0,564.513281,5.000000
62,45,60.176023,130024,0.903614588,0.914000000,10.385412,0,564.513281,5.000000
63,45,60.742092,130024,0.918154303,0.924500000,6.345697,0,564.513281,5.000000
64,45,57.667614,130024,0.932327356,0.942000000,9.672644,0,564.513281,5.000000
65,45,55.157946,130024,0.950573773,0.957000000,6.426227,0,564.513281,5.000000
66,45,53.285975,130024,0.965239469,0.972500000,7.260531,0,564.513281,5.000000
67,45,53.613336,130024,0.978675492,0.985000000,6.324508,0,564.513281,5.000000
68,45,51.027814,130024,0.993189558,1.000500000,7.310442,0,564.513281,5.000000
69,45,51.236530,130024,1.007536269,1.017000000,9.463731,0,564.513281,5.000000
70,45,51.747189,130024,1.020271077,1.027000000,6.728923,0,564.513281,5.000000
71,45,53.406780,130024,1.033057515,1.041500000,8.442485,0,564.513281,5.000000
72,45,50.719367,130024,1.047504944,1.054500000,6.995056,0,564.513281,5.000000
73,45,51.406306,130024,1.064535311,1.071500000,6.964689,0,564.513281,5.000000
74,45,51.622960,130024,1.078244791,1.086000000,7.755209,0,564.513281,5.000000
75,45,52.862793,130024,1.092522410,1.099000000,6.477590,0,564.513281,5.000000
77,45,52.627274,130024,1.121663425,1.163000000,41.336575,0,564.513281,5.000000
78,45,51.615644,130024,1.139818271,1.163000000,23.181729,0,564.513281,5.000000
79,45,53.391714,130024,1.157129027,1.164500000,7.370973,0,564.513281,5.000000
80,45,52.235427,130024,1.170228825,1.177000000,6.771175,0,564.513281,5.000000
81,45,52.916275,130024,1.185807069,1.194500000,8.692931,0,564.513281,5.000000
82,45,52.782316,130024,1.200445133,1.209500000,9.054867,0,564.513281,5.000000
83,45,53.473313,130024,1.214168668,1.220500000,6.331332,0,564.513281,5.000000
84,45,52.809870,130024,1.227666524,1.234000000,6.333476,0,564.513281,5.000000
85,45,54.597866,130024,1.242933746,1.249500000,6.566254,0,564.513281,5.000000
86,45,52.814804,130024,1.256901618,1.263500000,6.598382,0,564.513281,5.000000
87,45,52.713716,130024,1.271759923,1.279000000,7.240077,0,564.513281,5.000000
88,45,52.944928,130024,1.286458828,1.293000000,6.541172,0,564.513281,5.000000
89,45,53.018247,130024,1.299936025,1.312000000,12.063975,0,564.513281,5.000000
90,45,54.365956,130024,1.317345593,1.326500000,9.154407,0,564.513281,5.000000
91,45,54.793082,130024,1.330038325,1.337500000,7.461675,0,564.513281,5.000000
92,45,54.933828,130024,1.345473855,1.353500000,8.026145,0,564.513281,5.000000
93,45,55.676144,130024,1.358264816,1.366000000,7.735184,0,564.513281,5.000000
94,45,54.379287,130024,1.371495881,1.379500000,8.004119,0,564.513281,5.000000
95,45,54.074755,130024,1.384986730,1.392000000,7.013270,0,564.513281,5.000000
96,45,52.200278,130024,1.399821904,1.415000000,15.178096,0,564.513281,5.000000
97,45,53.074960,130024,1.415840785,1.424000000,8.159215,0,564.513281,5.000000
98,45,52.163710,130024,1.431225471,1.436500000,5.274529,0,564.513281,5.000000
99,45,53.445704,130024,1.448860676,1.455000000,6.139324,0,564.513281,5.000000
100,45,53.773639,130024,1.462940213,1.468500000,5.559787,0,564.513281,5.000000
101,45,55.254020,130024,1.476948581,1.483500000,6.551419,0,564.513281,5.000000
102,45,53.265079,130024,1.491144067,1.497500000,6.355933,0,564.513281,5.000000
104,45,51.192753,130024,1.518693061,1.562000000,43.306939,0,564.513281,5.000000
105,45,48.892075,130024,1.531526451,1.562000000,30.473549,0,564.513281,5.000000
106,45,49.605293,130024,1.545378085,1.562000000,16.621915,0,564.513281,5.000000
107,45,50.397739,130024,1.559891245,1.566000000,6.108755,0,564.513281,5.000000
108,45,53.255347,130024,1.576284528,1.582500000,6.215472,0,564.513281,5.000000
109,45,51.271779,130024,1.592722417,1.600500000,7.777583,0,564.513281,5.000000
110,45,52.404310,130024,1.606079974,1.616000000,9.920026,0,564.513281,5.000000
111,45,49.756652,130024,1.620450729,1.628000000,7.549271,0,564.513281,5.000000
112,45,51.295492,130024,1.633499887,1.641500000,8.000113,0,564.513281,5.000000
113,45,49.842678,130024,1.647349162,1.655000000,7.650838,0,564.513281,5.000000
114,45,49.619504,130024,1.661409691,1.668500000,7.090309,0,564.513281,5.000000
115,45,48.808624,130024,1.674132712,1.681000000,6.867288,0,564.513281,5.000000
116,45,50.165853,130024,1.688243608,1.693500000,5.256392,0,564.513281,5.000000
117,45,49.193557,130024,1.702239583,1.713500000,11.260417,0,564.513281,5.000000
118,45,48.367047,130024,1.716473842,1.724500000,8.026158,0,564.513281,5.000000
119,45,47.466426,130024,1.731128559,1.741000000,9.871441,0,564.513281,5.000000
120,45,47.588924,130024,1.744329650,1.751000000,6.670350,0,564.513281,5.000000
121,45,47.428478,130024,1.759121730,1.767000000,7.878270,0,564.513281,5.000000
122,45,49.685842,130024,1.773235190,1.780000000,6.764810,0,564.513281,5.000000
123,45,49.937536,130024,1.788034409,1.794500000,6.465591,0,564.513281,5.000000
125,45,47.415428,130024,1.817432182,1.861500000,44.067818,0,564.513281,5.000000
126,45,47.121304,130024,1.831179628,1.861500000,30.320372,0,564.513281,5.000000
127,45,45.783674,130024,1.844807174,1.861500000,16.692826,0,564.513281,5.000000
128,45,47.691048,130024,1.858520045,1.865500000,6.979955,0,564.513281,5.000000
129,45,48.102506,130024,1.873810905,1.881000000,7.189095,0,564.513281,5.000000
130,45,48.466141,130024,1.887309481,1.894000000,6.690519,0,564.513281,5.000000
131,45,47.568437,130024,1.900930839,1.915000000,14.069161,0,564.513281,5.000000
132,45,47.483414,130024,1.914083062,1.923000000,8.916938,0,564.513281,5.000000
133,45,47.291134,130024,1.928299583,1.933500000,5.200417,0,564.513281,5.000000
134,45,44.611348,130024,1.942353331,1.947500000,5.146669,0,564.513281,5.000000
