frame,components,mse,size_bytes
1,45,54.76964030537938,130024
2,45,53.22076968277683,130024
3,45,53.411179988827,130024
4,45,52.801720300168334,130024
5,45,54.20844737270644,130024
6,45,51.35006807192807,130024
7,45,50.932657261983664,130024
8,45,49.525145726565434,130024
9,45,49.231192280570845,130024
10,45,47.54395918762989,130024
11,45,48.97921620333082,130024
12,45,48.92526313489972,130024
13,45,50.48237229437999,130024
14,45,47.9520787208289,130024
15,45,49.8173293131199,130024
16,45,48.702008149157585,130024
17,45,51.500796347838474,130024
18,45,50.999783402011616,130024
19,45,53.065415283744954,130024
20,45,52.58013788312908,130024
21,45,55.17193313535645,130024
22,45,53.130761161237956,130024
23,45,54.52965536518496,130024
24,45,55.60414485898371,130024
25,45,56.60605096113835,130024
26,45,53.840146862182046,130024
27,45,54.4767781629086,130024
28,45,54.1209933475441,130024
29,45,57.860478870945215,130024
30,45,56.99758330456517,130024
31,45,57.17701398112805,130024
32,45,55.83904430913444,130024
33,45,57.32243552874591,130024
34,45,54.17626556817996,130024
35,45,56.797990338724226,130024
36,45,55.86196447742916,130024
37,45,58.350117556069684,130024
38,45,57.050257376039774,130024
39,45,57.56473402879211,130024
40,45,55.62830931408289,130024
41,45,57.50999836945757,130024
42,45,55.23576913529462,130024
43,45,56.210478798914814,130024
44,45,56.76456358877585,130024
45,45,56.85492670700478,130024
46,45,53.82210232472299,130024
47,45,55.84224976052381,130024
48,45,54.54965194861984,130024
49,45,56.511486174540366,130024
50,45,57.09480499015632,130024
51,45,58.34786186632007,130024
52,45,60.262847080211664,130024
53,45,59.15352119298755,130024
54,45,59.102979742543106,130024
55,45,58.281867315910375,130024
56,45,60.239288342342384,130024
57,45,60.35673994903376,130024
58,45,60.88650799417874,130024
59,45,62.48355012770665,130024
60,45,59.45185389556336,130024
61,45,60.52454124766628,130024
62,45,60.1760232498336,130024
63,45,60.74209198662038,130024
64,45,57.66761385525908,130024
65,45,55.15794616432309,130024
66,45,53.285974628285224,130024
67,45,53.61333578574362,130024
68,45,51.02781399376219,130024
69,45,51.23653022122208,130024
70,45,51.74718938770264,130024
71,45,53.406780279839495,130024
72,45,50.7193668137548,130024
73,45,51.40630594886382,130024
74,45,51.622960107968396,130024
75,45,52.862793250196106,130024
76,45,50.99928606061034,130024
77,45,52.62727433440894,130024
78,45,51.6156435510623,130024
79,45,53.39171439273328,130024
80,45,52.23542726999,130024
81,45,52.916274934104415,130024
82,45,52.78231560942259,130024
83,45,53.473313427926165,130024
84,45,52.8098697226576,130024
85,45,54.59786572186327,130024
86,45,52.814803854574436,130024
87,45,52.71371609656412,130024
