frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms
52,60,68.179114,93648,0.337295069,0.343500000,6.204931,0,1042.178364,5.000000
53,60,65.842567,93648,0.343373279,0.349500000,6.126721,0,1042.178364,5.000000
54,60,67.178361,93648,0.348310599,0.355000000,6.689401,0,1042.178364,5.000000
55,60,66.287827,93648,0.352909080,0.358500000,5.590920,0,1042.178364,5.000000
56,60,68.947355,93648,0.358574183,0.366000000,7.425817,0,1042.178364,5.000000
57,60,68.794571,93648,0.365931814,0.373000000,7.068186,0,1042.178364,5.000000
58,60,69.377060,93648,0.372635272,0.380500000,7.864728,0,1042.178364,5.000000
59,60,71.075920,93648,0.379478268,0.384000000,4.521732,1,71.075920,5.000000
60,60,67.175286,93648,0.384504626,0.393000000,8.495374,0,1042.178364,5.000000
61,60,68.039814,93648,0.389790869,0.396000000,6.209131,0,1042.178364,5.000000
62,60,67.399764,93648,0.396562649,0.402500000,5.937351,0,1042.178364,5.000000
63,60,68.199674,93648,0.404058229,0.412500000,8.441771,0,1042.178364,5.000000
64,60,64.824526,93648,0.409772337,0.420000000,10.227663,0,1042.178364,5.000000
65,60,62.352075,93648,0.414785038,0.424000000,9.214962,0,1042.178364,5.000000
66,60,60.577671,93648,0.419169574,0.427000000,7.830426,0,1042.178364,5.000000
67,60,60.881768,93648,0.427277374,0.435500000,8.222626,0,1042.178364,5.000000
68,60,57.121455,93648,0.434479534,0.441000000,6.520466,0,1042.178364,5.000000
69,60,58.418355,93648,0.440549975,0.447000000,6.450025,0,1042.178364,5.000000
70,60,58.449197,93648,0.446354815,0.453000000,6.645185,0,1042.178364,5.000000
71,60,60.919445,93648,0.450957636,0.456000000,5.042364,0,1042.178364,5.000000
72,60,56.955611,93648,0.455986033,0.463000000,7.013967,0,1042.178364,5.000000
73,60,58.005332,93648,0.464254898,0.472500000,8.245102,0,1042.178364,5.000000
74,60,58.273107,93648,0.470362807,0.476500000,6.137193,0,1042.178364,5.000000
75,60,59.105684,93648,0.476679222,0.483000000,6.320778,0,1042.178364,5.000000
76,60,56.921808,93648,0.481267112,0.489000000,7.732888,0,1042.178364,5.000000
77,60,58.972451,93648,0.487365569,0.495000000,7.634431,0,1042.178364,5.000000
78,60,58.228050,93648,0.493827139,0.498000000,4.172861,1,58.228050,5.000000
79,60,59.318207,93648,0.499731765,0.507500000,7.768235,0,1042.178364,5.000000
80,60,58.879381,93648,0.506086378,0.512000000,5.913622,0,1042.178364,5.000000
81,60,59.813938,93648,0.513298367,0.521500000,8.201633,0,1042.178364,5.000000
82,60,58.772474,93648,0.517656946,0.527000000,9.343054,0,1042.178364,5.000000
83,60,59.443513,93648,0.523235717,0.532000000,8.764283,0,1042.178364,5.000000
84,60,58.385525,93648,0.530139589,0.535500000,5.360411,0,1042.178364,5.000000
85,60,61.339561,93648,0.536038772,0.543000000,6.961228,0,1042.178364,5.000000
86,60,59.666638,93648,0.542003457,0.546500000,4.496543,1,59.666638,5.000000
87,60,59.041078,93648,0.548744317,0.556500000,7.755683,0,1042.178364,5.000000
88,60,58.912794,93648,0.555166005,0.561000000,5.833995,0,1042.178364,5.000000
89,60,58.818293,93648,0.560466543,0.566500000,6.033457,0,1042.178364,5.000000
90,60,59.477748,93648,0.565444531,0.571500000,6.055469,0,1042.178364,5.000000
91,60,61.049841,93648,0.570969656,0.575000000,4.030344,1,61.049841,5.000000
92,60,61.545458,93648,0.575317804,0.581500000,6.182196,0,1042.178364,5.000000
93,60,63.506342,93648,0.581171012,0.586000000,4.828988,1,63.506342,5.000000
94,60,60.942744,93648,0.587769273,0.593500000,5.730727,0,1042.178364,5.000000
95,60,60.940403,93648,0.593045335,0.599000000,5.954665,0,1042.178364,5.000000
96,60,59.175032,93648,0.602669059,0.613000000,10.330941,0,1042.178364,5.000000
97,60,60.513279,93648,0.607228716,0.617500000,10.271284,0,1042.178364,5.000000
98,60,58.859583,93648,0.612951010,0.621500000,8.548990,0,1042.178364,5.000000
99,60,59.495693,93648,0.621283248,0.627000000,5.716752,0,1042.178364,5.000000
100,60,59.949993,93648,0.626632705,0.631000000,4.367295,1,59.949993,5.000000
101,60,62.488770,93648,0.630988241,0.638000000,7.011759,0,1042.178364,5.000000
102,60,59.321472,93648,0.635586321,0.640500000,4.913679,1,59.321472,5.000000
103,60,57.313872,93648,0.640254247,0.645000000,4.745753,1,57.313872,5.000000
104,60,56.464047,93648,0.646323380,0.651500000,5.176620,0,1042.178364,5.000000
105,60,54.577666,93648,0.651184264,0.657000000,5.815736,0,1042.178364,5.000000
106,60,55.556549,93648,0.656090326,0.660500000,4.409674,1,55.556549,5.000000
107,60,56.222158,93648,0.661923820,0.669000000,7.076180,0,1042.178364,5.000000
108,60,58.720131,93648,0.667564405,0.672000000,4.435595,1,58.720131,5.000000
109,60,56.993646,93648,0.673732160,0.681000000,7.267840,0,1042.178364,5.000000
110,60,58.107881,93648,0.683028049,0.687500000,4.471951,1,58.107881,5.000000
111,60,55.464334,93648,0.688928532,0.697500000,8.571468,0,1042.178364,5.000000
112,60,56.313457,93648,0.695428264,0.700500000,5.071736,0,1042.178364,5.000000
113,60,54.601120,93648,0.700309217,0.706000000,5.690783,0,1042.178364,5.000000
114,60,55.189283,93648,0.705241833,0.717500000,12.258167,0,1042.178364,5.000000
115,60,54.488342,93648,0.711565818,0.724000000,12.434182,0,1042.178364,5.000000
116,60,56.283863,93648,0.717974329,0.729500000,11.525671,0,1042.178364,5.000000
117,60,54.949834,93648,0.724228462,0.733000000,8.771538,0,1042.178364,5.000000
118,60,54.758893,93648,0.730034747,0.736000000,5.965253,0,1042.178364,5.000000
119,60,53.228222,93648,0.735525368,0.742000000,6.474632,0,1042.178364,5.000000
120,60,53.854146,93648,0.740167659,0.745000000,4.832341,1,53.854146,5.000000
121,60,53.028670,93648,0.747297351,0.754000000,6.702649,0,1042.178364,5.000000
122,60,54.688776,93648,0.752451124,0.757500000,5.048876,0,1042.178364,5.000000
123,60,55.452333,93648,0.759201431,0.764000000,4.798569,1,55.452333,5.000000
124,60,55.119446,93648,0.764659264,0.771000000,6.340736,0,1042.178364,5.000000
125,60,52.903434,93648,0.769928951,0.774500000,4.571049,1,52.903434,5.000000
126,60,52.522541,93648,0.775123842,0.783000000,7.876158,0,1042.178364,5.000000
127,60,51.967382,93648,0.782260494,0.786500000,4.239506,1,51.967382,5.000000
128,60,53.544529,93648,0.786871017,0.791000000,4.128983,1,53.544529,5.000000
129,60,53.409335,93648,0.792520983,0.799000000,6.479017,0,1042.178364,5.000000
130,60,53.917571,93648,0.799817810,0.804000000,4.182190,1,53.917571,5.000000
131,60,53.098265,93648,0.806361126,0.816500000,10.138874,0,1042.178364,5.000000
132,60,52.426187,93648,0.810917588,0.820000000,9.082412,0,1042.178364,5.000000
133,60,51.984981,93648,0.816740726,0.824000000,7.259274,0,1042.178364,5.000000
134,60,49.027013,93648,0.821097229,0.829000000,7.902771,0,1042.178364,5.000000
135,60,51.841416,93648,0.826025440,0.832000000,5.974560,0,1042.178364,5.000000
136,60,51.341620,93648,0.831222895,0.835500000,4.277105,1,51.341620,5.000000
137,60,52.049913,93648,0.838069788,0.844500000,6.430212,0,1042.178364,5.000000
138,60,51.797734,93648,0.844225066,0.848500000,4.274934,1,51.797734,5.000000
139,60,51.527472,93648,0.849935976,0.856500000,6.564024,0,1042.178364,5.000000
140,60,51.329195,93648,0.854318431,0.858500000,4.181569,1,51.329195,5.000000
141,60,49.143726,93648,0.860875192,0.869500000,8.624808,0,1042.178364,5.000000
142,60,50.822242,93648,0.866405179,0.872500000,6.094821,0,1042.178364,5.000000
143,60,48.338594,93648,0.872694053,0.878000000,5.305947,0,1042.178364,5.000000
144,60,49.174832,93648,0.880313329,0.885000000,4.686671,1,49.174832,5.000000
145,60,48.821022,93648,0.885276849,0.891000000,5.723151,0,1042.178364,5.000000
146,60,47.336661,93648,0.891601417,0.900000000,8.398583,0,1042.178364,5.000000
147,60,44.920074,93648,0.896189410,0.902000000,5.810590,0,1042.178364,5.000000
148,60,47.439082,93648,0.902919756,0.910000000,7.080244,0,1042.178364,5.000000
149,60,49.815921,93648,0.910397988,0.916000000,5.602012,0,1042.178364,5.000000
150,60,47.287534,93648,0.915008137,0.919500000,4.491863,1,47.287534,5.000000
151,60,49.537985,93648,0.920681541,0.926500000,5.818459,0,1042.178364,5.000000
152,60,48.141603,93648,0.925139077,0.929500000,4.360923,1,48.141603,5.000000
153,60,48.266480,93648,0.931709664,0.937500000,5.790336,0,1042.178364,5.000000
154,60,47.500358,93648,0.936869016,0.942500000,5.630984,0,1042.178364,5.000000
155,60,48.629817,93648,0.942559090,0.947500000,4.940910,1,48.629817,5.000000
156,60,49.830770,93648,0.947010286,0.952500000,5.489714,0,1042.178364,5.000000
157,60,51.850012,93648,0.952061706,0.957500000,5.438294,0,1042.178364,5.000000
158,60,52.643297,93648,0.957648200,0.962500000,4.851800,1,52.643297,5.000000
159,60,55.484945,93648,0.962115350,0.967500000,5.384650,0,1042.178364,5.000000
160,60,54.276620,93648,0.966891201,0.972500000,5.608799,0,1042.178364,5.000000
161,60,52.716166,93648,0.972699108,0.978000000,5.300892,0,1042.178364,5.000000
162,60,51.281110,93648,0.978666744,0.984500000,5.833256,0,1042.178364,5.000000
163,60,51.367806,93648,0.984905814,0.990000000,5.094186,0,1042.178364,5.000000
164,60,51.167573,93648,0.989403990,0.994000000,4.596010,1,51.167573,5.000000
165,60,52.591033,93648,0.994009918,1.000000000,5.990082,0,1042.178364,5.000000
166,60,50.388473,93648,1.000274391,1.005500000,5.225609,0,1042.178364,5.000000
167,60,51.716669,93648,1.006646978,1.015000000,8.353022,0,1042.178364,5.000000
168,60,52.046880,93648,1.014496352,1.020500000,6.003648,0,1042.178364,5.000000
169,60,52.983737,93648,1.020025086,1.025500000,5.474914,0,1042.178364,5.000000
170,60,52.975082,93648,1.025080389,1.030000000,4.919611,1,52.975082,5.000000
171,60,53.161865,93648,1.031574148,1.037500000,5.925852,0,1042.178364,5.000000
172,60,51.429877,93648,1.036038066,1.041500000,5.461934,0,1042.178364,5.000000
173,60,53.441814,93648,1.040715626,1.045000000,4.284374,1,53.441814,5.000000
174,60,51.450245,93648,1.045782342,1.051500000,5.717658,0,1042.178364,5.000000
175,60,50.246255,93648,1.051075438,1.056000000,4.924562,1,50.246255,5.000000
176,60,51.770647,93648,1.059416547,1.065000000,5.583453,0,1042.178364,5.000000
177,60,50.832328,93648,1.066214482,1.071500000,5.285518,0,1042.178364,5.000000
178,60,50.154599,93648,1.072492976,1.077500000,5.007024,0,1042.178364,5.000000
179,60,49.933896,93648,1.077559050,1.083500000,5.940950,0,1042.178364,5.000000
180,60,51.916658,93648,1.082507498,1.087500000,4.992502,1,51.916658,5.000000
181,60,53.322777,93648,1.088672354,1.093500000,4.827646,1,53.322777,5.000000
182,60,53.668824,93648,1.093302363,1.099000000,5.697637,0,1042.178364,5.000000
183,60,54.740970,93648,1.101001035,1.109000000,7.998965,0,1042.178364,5.000000
184,60,53.930927,93648,1.105879586,1.112000000,6.120414,0,1042.178364,5.000000
185,60,53.607638,93648,1.110543248,1.119500000,8.956752,0,1042.178364,5.000000
186,60,53.851207,93648,1.115525833,1.121500000,5.974167,0,1042.178364,5.000000
187,60,55.281355,93648,1.120501847,1.126500000,5.998153,0,1042.178364,5.000000
188,60,53.009406,93648,1.125585210,1.132000000,6.414790,0,1042.178364,5.000000
189,60,51.931195,93648,1.131812314,1.138000000,6.187686,0,1042.178364,5.000000
190,60,53.427341,93648,1.137994104,1.143500000,5.505896,0,1042.178364,5.000000
191,60,51.002125,93648,1.145247115,1.151000000,5.752885,0,1042.178364,5.000000
192,60,51.426568,93648,1.150046353,1.154500000,4.453647,1,51.426568,5.000000
193,60,51.523531,93648,1.155369688,1.161000000,5.630312,0,1042.178364,5.000000
194,60,50.036660,93648,1.159892273,1.165500000,5.607727,0,1042.178364,5.000000
195,60,52.546770,93648,1.167082336,1.171500000,4.417664,1,52.546770,5.000000
196,60,51.552356,93648,1.172474198,1.177500000,5.025802,0,1042.178364,5.000000
197,60,52.944299,93648,1.179177899,1.184500000,5.322101,0,1042.178364,5.000000
198,60,53.892820,93648,1.183595883,1.191500000,7.904117,0,1042.178364,5.000000
199,60,54.605183,93648,1.190036952,1.195500000,5.463048,0,1042.178364,5.000000
200,60,57.493764,93648,1.194555107,1.201000000,6.444893,0,1042.178364,5.000000
201,60,56.738546,93648,1.202854161,1.211000000,8.145839,0,1042.178364,5.000000
202,60,57.484121,93648,1.207320246,1.214000000,6.679754,0,1042.178364,5.000000
203,60,56.528907,93648,1.214112709,1.220500000,6.387291,0,1042.178364,5.000000
204,60,57.687035,93648,1.219842168,1.225000000,5.157832,0,1042.178364,5.000000
205,60,59.160345,93648,1.225358557,1.230000000,4.641443,1,59.160345,5.000000
206,60,58.704116,93648,1.233682472,1.238500000,4.817528,1,58.704116,5.000000
207,60,59.452184,93648,1.239045345,1.244000000,4.954655,1,59.452184,5.000000
208,60,57.344920,93648,1.243822261,1.250000000,6.177739,0,1042.178364,5.000000
209,60,57.811874,93648,1.248539597,1.253500000,4.960403,1,57.811874,5.000000
210,60,58.274440,93648,1.254511481,1.260000000,5.488519,0,1042.178364,5.000000
211,60,57.874805,93648,1.262064173,1.266500000,4.435827,1,57.874805,5.000000
212,60,57.710089,93648,1.268121524,1.272500000,4.378476,1,57.710089,5.000000
213,60,60.755972,93648,1.275102177,1.281000000,5.897823,0,1042.178364,5.000000
214,60,59.697884,93648,1.279479544,1.284000000,4.520456,1,59.697884,5.000000
215,60,61.893938,93648,1.288211068,1.295000000,6.788932,0,1042.178364,5.000000
216,60,63.520472,93648,1.294372752,1.298500000,4.127248,1,63.520472,5.000000
217,60,67.525689,93648,1.300154243,1.312500000,12.345757,0,1042.178364,5.000000
218,60,66.823498,93648,1.304594518,1.316500000,11.905482,0,1042.178364,5.000000
219,60,66.307988,93648,1.311301767,1.321500000,10.198233,0,1042.178364,5.000000
220,60,67.135003,93648,1.316374564,1.327500000,11.125436,0,1042.178364,5.000000
221,60,68.216365,93648,1.323983656,1.329500000,5.516344,0,1042.178364,5.000000
222,60,68.743828,93648,1.332231257,1.338000000,5.768743,0,1042.178364,5.000000
223,60,68.101199,93648,1.337042527,1.341000000,3.957473,1,68.101199,5.000000
224,60,69.599392,93648,1.343165608,1.349500000,6.334392,0,1042.178364,5.000000
225,60,72.358465,93648,1.348392978,1.353500000,5.107022,0,1042.178364,5.000000
226,60,73.526662,93648,1.355035791,1.361000000,5.964209,0,1042.178364,5.000000
227,60,75.252645,93648,1.360787713,1.366500000,5.712287,0,1042.178364,5.000000
228,60,75.102860,93648,1.368513810,1.377500000,8.986190,0,1042.178364,5.000000
229,60,73.730564,93648,1.374787406,1.380000000,5.212594,0,1042.178364,5.000000
230,60,73.449503,93648,1.379795198,1.384000000,4.204802,1,73.449503,5.000000
231,60,74.128226,93648,1.386806097,1.392000000,5.193903,0,1042.178364,5.000000
232,60,70.874861,93648,1.391983162,1.396500000,4.516838,1,70.874861,5.000000
233,60,71.391817,93648,1.397027868,1.403500000,6.472132,0,1042.178364,5.000000
234,60,74.434492,93648,1.403474717,1.410000000,6.525283,0,1042.178364,5.000000
235,60,72.535942,93648,1.407899099,1.419000000,11.100901,0,1042.178364,5.000000
236,60,73.052982,93648,1.414046570,1.423500000,9.453430,0,1042.178364,5.000000
237,60,71.898320,93648,1.418466807,1.425500000,7.033193,0,1042.178364,5.000000
238,60,75.556286,93648,1.424748979,1.429500000,4.751021,1,75.556286,5.000000
239,60,75.056713,93648,1.434692256,1.439500000,4.807744,1,75.056713,5.000000
240,60,79.084561,93648,1.443487539,1.448000000,4.512461,1,79.084561,5.000000
241,60,78.679102,93648,1.450259366,1.455500000,5.240634,0,1042.178364,5.000000
242,60,78.572064,93648,1.459323502,1.463500000,4.176498,1,78.572064,5.000000
243,60,75.996868,93648,1.465164984,1.471000000,5.835016,0,1042.178364,5.000000
244,60,75.980817,93648,1.470149386,1.474500000,4.350614,1,75.980817,5.000000
245,60,73.112557,93648,1.476143963,1.481500000,5.356037,0,1042.178364,5.000000
246,60,71.867442,93648,1.481019490,1.487500000,6.480510,0,1042.178364,5.000000
247,60,72.205953,93648,1.485523162,1.490500000,4.976838,1,72.205953,5.000000
248,60,72.350083,93648,1.490250125,1.495000000,4.749875,1,72.350083,5.000000
249,60,71.500518,93648,1.497097010,1.502000000,4.902990,1,71.500518,5.000000
250,60,75.476960,93648,1.502589082,1.509000000,6.410918,0,1042.178364,5.000000
251,60,76.637178,93648,1.508117347,1.516500000,8.382653,0,1042.178364,5.000000
252,60,75.761002,93648,1.513432188,1.518500000,5.067812,0,1042.178364,5.000000
253,60,75.822387,93648,1.520973898,1.527500000,6.526102,0,1042.178364,5.000000
254,60,74.009514,93648,1.527407824,1.531500000,4.092176,1,74.009514,5.000000
255,60,74.241604,93648,1.532121684,1.538000000,5.878316,0,1042.178364,5.000000
256,60,71.747014,93648,1.536498581,1.542500000,6.001419,0,1042.178364,5.000000
257,60,71.119764,93648,1.544335634,1.549000000,4.664366,1,71.119764,5.000000
258,60,70.077723,93648,1.550101871,1.556000000,5.898129,0,1042.178364,5.000000
259,60,70.784254,93648,1.555423326,1.559500000,4.076674,1,70.784254,5.000000
260,60,66.322736,93648,1.560340264,1.566000000,5.659736,0,1042.178364,5.000000
261,60,63.217091,93648,1.568362289,1.573500000,5.137711,0,1042.178364,5.000000
262,60,60.453999,93648,1.573589783,1.578000000,4.410217,1,60.453999,5.000000
263,60,62.148199,93648,1.578358627,1.585500000,7.141373,0,1042.178364,5.000000
264,60,59.809100,93648,1.582951491,1.587500000,4.548509,1,59.809100,5.000000
265,60,58.265299,93648,1.588620570,1.594000000,5.379430,0,1042.178364,5.000000
266,60,61.536809,93648,1.595635269,1.601000000,5.364731,0,1042.178364,5.000000
267,60,59.185599,93648,1.600709700,1.605000000,4.290300,1,59.185599,5.000000
268,60,59.732535,93648,1.608971721,1.616000000,7.028279,0,1042.178364,5.000000
269,60,59.080262,93648,1.614814167,1.619000000,4.185833,1,59.080262,5.000000
270,60,60.355594,93648,1.621306606,1.627000000,5.693394,0,1042.178364,5.000000
271,60,61.745133,93648,1.626490685,1.631000000,4.509315,1,61.745133,5.000000
272,60,59.287588,93648,1.631737044,1.636500000,4.762956,1,59.287588,5.000000
273,60,60.187317,93648,1.641693843,1.646000000,4.306157,1,60.187317,5.000000
274,60,60.905667,93648,1.648419766,1.656000000,7.580234,0,1042.178364,5.000000
275,60,63.117291,93648,1.653812917,1.658000000,4.187083,1,63.117291,5.000000
276,60,62.187149,93648,1.658151167,1.662500000,4.348833,1,62.187149,5.000000
277,60,65.532918,93648,1.664631901,1.670000000,5.368099,0,1042.178364,5.000000
278,60,68.332915,93648,1.669841971,1.674000000,4.158029,1,68.332915,5.000000
279,60,68.614164,93648,1.675364945,1.681500000,6.135055,0,1042.178364,5.000000
280,60,66.950620,93648,1.680171508,1.685000000,4.828492,1,66.950620,5.000000
281,60,68.101037,93648,1.685775617,1.690000000,4.224383,1,68.101037,5.000000
282,60,71.443996,93648,1.691283593,1.696000000,4.716407,1,71.443996,5.000000
283,60,73.627598,93648,1.696947831,1.701500000,4.552169,1,73.627598,5.000000
284,60,70.522381,93648,1.702143662,1.708000000,5.856338,0,1042.178364,5.000000
285,60,71.474030,93648,1.708626729,1.714000000,5.373271,0,1042.178364,5.000000
286,60,71.733343,93648,1.713500419,1.718500000,4.999581,1,71.733343,5.000000
287,60,73.884524,93648,1.718251059,1.724500000,6.248941,0,1042.178364,5.000000
288,60,72.815954,93648,1.724460530,1.729000000,4.539470,1,72.815954,5.000000
289,60,69.970002,93648,1.731223712,1.738500000,7.276288,0,1042.178364,5.000000
290,60,70.387809,93648,1.735890563,1.742500000,6.609437,0,1042.178364,5.000000
291,60,66.470828,93648,1.741297745,1.746000000,4.702255,1,66.470828,5.000000
292,60,66.187533,93648,1.747646062,1.752500000,4.853938,1,66.187533,5.000000
293,60,66.356543,93648,1.753425964,1.759000000,5.574036,0,1042.178364,5.000000
294,60,67.411546,93648,1.761377799,1.767500000,6.122201,0,1042.178364,5.000000
295,60,65.605500,93648,1.766727999,1.771000000,4.272001,1,65.605500,5.000000
296,60,66.535288,93648,1.773829287,1.780000000,6.170713,0,1042.178364,5.000000
297,60,68.470703,93648,1.778792184,1.784000000,5.207816,0,1042.178364,5.000000
298,60,66.611014,93648,1.785984267,1.790500000,4.515733,1,66.611014,5.000000
299,60,68.470492,93648,1.795279304,1.800000000,4.720696,1,68.470492,5.000000
300,60,69.013467,93648,1.802562350,1.814500000,11.937650,0,1042.178364,5.000000
301,60,71.053821,93648,1.811078656,1.818000000,6.921344,0,1042.178364,5.000000
302,60,69.885195,93648,1.816917885,1.823000000,6.082115,0,1042.178364,5.000000
303,60,71.801020,93648,1.821703631,1.826500000,4.796369,1,71.801020,5.000000
304,60,71.926655,93648,1.826250840,1.831000000,4.749160,1,71.926655,5.000000
305,60,71.343824,93648,1.834173404,1.839500000,5.326596,0,1042.178364,5.000000
306,60,68.582300,93648,1.840866222,1.846000000,5.133778,0,1042.178364,5.000000
307,60,68.396140,93648,1.850560549,1.855500000,4.939451,1,68.396140,5.000000
308,60,67.105886,93648,1.857857236,1.862500000,4.642764,1,67.105886,5.000000
309,60,67.736827,93648,1.863110035,1.868000000,4.889965,1,67.736827,5.000000
310,60,64.656529,93648,1.868399251,1.872500000,4.100749,1,64.656529,5.000000
311,60,65.172132,93648,1.874122995,1.880500000,6.377005,0,1042.178364,5.000000
312,60,65.954984,93648,1.880474472,1.884500000,4.025528,1,65.954984,5.000000
313,60,66.446726,93648,1.887389968,1.893500000,6.110032,0,1042.178364,5.000000
314,60,64.776732,93648,1.892171378,1.898000000,5.828622,0,1042.178364,5.000000
315,60,63.188704,93648,1.898577709,1.903000000,4.422291,1,63.188704,5.000000
316,60,62.368867,93648,1.903757812,1.913000000,9.242188,0,1042.178364,5.000000
317,60,64.254696,93648,1.910223003,1.917000000,6.776997,0,1042.178364,5.000000
318,60,62.054066,93648,1.916668391,1.923000000,6.331609,0,1042.178364,5.000000
319,60,63.892195,93648,1.921616417,1.927500000,5.883583,0,1042.178364,5.000000
320,60,61.814521,93648,1.926756940,1.931500000,4.743060,1,61.814521,5.000000
321,60,60.254590,93648,1.934749455,1.939500000,4.750545,1,60.254590,5.000000
322,60,59.312935,93648,1.940028810,1.944500000,4.471190,1,59.312935,5.000000
323,60,62.988509,93648,1.945002260,1.950500000,5.497740,0,1042.178364,5.000000
324,60,61.568702,93648,1.954275481,1.959000000,4.724519,1,61.568702,5.000000
325,60,63.481126,93648,1.960019732,1.965000000,4.980268,1,63.481126,5.000000
326,60,61.258200,93648,1.965864024,1.971500000,5.635976,0,1042.178364,5.000000
327,60,60.694269,93648,1.971559200,1.977000000,5.440800,0,1042.178364,5.000000
328,60,62.103519,93648,1.980204930,1.985000000,4.795070,1,62.103519,5.000000
329,60,65.250981,93648,1.985447891,1.990000000,4.552109,1,65.250981,5.000000
330,60,62.402971,93648,1.992006820,1.998000000,5.993180,0,1042.178364,5.000000
331,60,64.038035,93648,1.997613743,2.002000000,4.386257,1,64.038035,5.000000
332,60,64.410071,93648,2.002981478,2.009000000,6.018522,0,1042.178364,5.000000
333,60,65.219800,93648,2.007954905,2.018000000,10.045095,0,1042.178364,5.000000
