frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms
1,45,146.052,48759,0.023037409,0.033500000,10.462591,0,1505.368748,5.000000
2,45,141.922052,48759,0.036120734,0.043000000,6.879266,0,1505.368748,5.000000
3,45,142.429813,48759,0.051178655,0.054500000,3.321345,1,142.429813,5.000000
4,45,140.804587,48759,0.064857365,0.073000000,8.142635,0,1505.368748,5.000000
5,45,144.555860,48759,0.079550754,0.086500000,6.949246,0,1505.368748,5.000000
6,45,136.933515,48759,0.093375689,0.107000000,13.624311,0,1505.368748,5.000000
7,45,135.820419,48759,0.107757237,0.118500000,10.742763,0,1505.368748,5.000000
8,45,132.067055,48759,0.121223960,0.128000000,6.776040,0,1505.368748,5.000000
9,45,131.283179,48759,0.135466125,0.140000000,4.533875,1,131.283179,5.000000
10,45,126.783891,48759,0.148507621,0.153000000,4.492379,1,126.783891,5.000000
11,45,130.611243,48759,0.161426317,0.166500000,5.073683,0,1505.368748,5.000000
12,45,130.467368,48759,0.174197315,0.179000000,4.802685,1,130.467368,5.000000
13,45,134.619659,48759,0.187780195,0.197000000,9.219805,0,1505.368748,5.000000
14,45,127.872210,48759,0.201061333,0.214500000,13.438667,0,1505.368748,5.000000
15,45,132.846212,48759,0.217275295,0.223000000,5.724705,0,1505.368748,5.000000
16,45,129.872022,48759,0.231868187,0.239500000,7.631813,0,1505.368748,5.000000
17,45,137.335457,48759,0.245243133,0.253500000,8.256867,0,1505.368748,5.000000
18,45,135.999422,48759,0.259771733,0.265500000,5.728267,0,1505.368748,5.000000
19,45,141.507774,48759,0.272919266,0.276500000,3.580734,1,141.507774,5.000000
20,45,140.213701,48759,0.289780196,0.299500000,9.719804,0,1505.368748,5.000000
22,45,141.682030,48759,0.317359883,0.376500000,59.140117,0,1505.368748,5.000000
23,45,145.412414,48759,0.331009785,0.376500000,45.490215,0,1505.368748,5.000000
24,45,148.277720,48759,0.344460632,0.376500000,32.039368,0,1505.368748,5.000000
25,45,150.949469,48759,0.357971942,0.376500000,18.528058,0,1505.368748,5.000000
26,45,143.573725,48759,0.371008696,0.379000000,7.991304,0,1505.368748,5.000000
27,45,145.271408,48759,0.384244820,0.391500000,7.255180,0,1505.368748,5.000000
28,45,144.322649,48759,0.402862996,0.412500000,9.637004,0,1505.368748,5.000000
