user,packet_id,size_bytes,delay_ms,success,mse,mse_contrib
7,200,72462,141.960217,0,0.0051551370,0.0051551370
8,234,53444,79.914222,0,0.0131054180,0.0131054180
0,277,60821,12.996551,0,0.0006481960,0.0006481960
3,276,59985,14.522338,0,0.0079766910,0.0079766910
2,278,62505,14.181290,0,0.0022661230,0.0022661230
4,275,60553,16.653969,0,0.0037813820,0.0037813820
6,267,56234,34.448658,0,0.0031407120,0.0031407120
9,210,63015,135.770101,0,0.0023449460,0.0023449460
5,237,74614,91.952014,0,0.0032067270,0.0032067270
0,283,61119,13.170020,0,0.0006671270,0.0006671270
1,282,56790,13.458134,0,0.0046961280,0.0046961280
2,281,63039,18.546410,0,0.0025984610,0.0025984610
3,287,60290,16.259898,0,0.0079474140,0.0079474140
8,247,53298,84.890623,0,0.0068902530,0.0068902530
4,288,60413,17.342549,0,0.0037491860,0.0037491860
6,280,49600,32.436296,0,0.0030451710,0.0030451710
7,201,72269,154.916176,0,0.0050437010,0.0050437010
0,293,61791,11.019217,0,0.0007486340,0.0007486340
1,292,58405,12.103346,0,0.0048294650,0.0048294650
5,244,75013,98.888439,0,0.0017668240,0.0017668240
3,299,60371,12.504986,0,0.0079341780,0.0079341780
4,297,60506,15.946176,0,0.0038862990,0.0038862990
2,300,62987,13.310309,0,0.0022872630,0.0022872630
9,219,63831,148.186092,0,0.0028002810,0.0028002810
8,260,53355,85.552944,0,0.0043776790,0.0043776790
6,285,55807,41.230971,0,0.0030174830,0.0030174830
1,303,54127,12.561904,0,0.0049664370,0.0049664370
0,307,61652,12.375218,0,0.0006610860,0.0006610860
2,302,62939,15.410012,0,0.0022862950,0.0022862950
7,213,72776,165.226980,0,0.0057792970,0.0057792970
4,304,60533,16.809699,0,0.0038323590,0.0038323590
3,310,59569,13.613352,0,0.0079197710,0.0079197710
6,296,54962,42.645687,0,0.0033102650,0.0033102650
5,256,75050,108.747495,0,0.0018404920,0.0018404920
8,264,53255,92.596082,0,0.0043970180,0.0043970180
0,311,61798,12.541768,0,0.0006591230,0.0006591230
9,224,63924,162.313301,0,0.0030454990,0.0030454990
1,319,57449,12.495873,0,0.0049274010,0.0049274010
3,316,59622,14.742000,0,0.0079692240,0.0079692240
2,317,62621,16.158735,0,0.0023098520,0.0023098520
4,313,60885,19.101476,0,0.0039870080,0.0039870080
7,221,69348,173.820089,0,0.0086895910,0.0086895910
1,325,57980,11.844409,0,0.0050978590,0.0050978590
8,279,53315,93.146726,0,0.0066991710,0.0066991710
6,309,57969,44.585439,0,0.0029755990,0.0029755990
2,323,62456,16.458053,0,0.0023273600,0.0023273600
3,326,59659,15.792716,0,0.0079294110,0.0079294110
0,329,61699,14.598061,0,0.0006659530,0.0006659530
5,261,75104,119.224831,0,0.0019952680,0.0019952680
4,322,60751,19.299829,0,0.0040168200,0.0040168200
9,238,64144,169.049838,0,0.0024405680,0.0024405680
1,332,54030,11.940853,0,0.0050289870,0.0050289870
7,239,67993,176.454545,0,0.0050689410,0.0050689410
6,320,49625,42.952444,0,0.0029602930,0.0029602930
2,337,62805,12.245120,0,0.0023756740,0.0023756740
8,289,53307,95.726566,0,0.0137330100,0.0137330100
4,334,60765,16.660278,0,0.0041824100,0.0041824100
0,340,62277,12.675695,0,0.0006516910,0.0006516910
3,339,59578,14.645835,0,0.0079945220,0.0079945220
5,274,75256,119.799692,0,0.0020318940,0.0020318940
0,341,62716,14.064909,0,0.0006463450,0.0006463450
6,321,56711,50.926126,0,0.0047006270,0.0047006270
1,346,57525,13.276036,0,0.0050775620,0.0050775620
2,344,62885,15.461362,0,0.0027226970,0.0027226970
3,350,59938,12.441681,0,0.0079757810,0.0079757810
9,246,63944,184.433077,0,0.0024149240,0.0024149240
7,243,67677,185.413453,0,0.0040903610,0.0040903610
4,343,60694,19.647836,0,0.0043633730,0.0043633730
8,291,53222,105.312217,0,0.0072223900,0.0072223900
0,351,63378,10.057739,0,0.0006284250,0.0006284250
5,286,75298,127.851165,0,0.0023616200,0.0023616200
6,331,54090,49.453584,0,0.0036893240,0.0036893240
1,360,58133,11.926823,0,0.0051290840,0.0051290840
3,355,59980,16.505754,0,0.0079876310,0.0079876310
2,359,62979,16.594849,0,0.0023392410,0.0023392410
4,353,60062,19.129852,0,0.0045908140,0.0045908140
8,308,53369,107.182522,0,0.0044149050,0.0044149050
0,364,63603,12.010717,0,0.0006687250,0.0006687250
7,259,69344,193.372962,0,0.0038227710,0.0038227710
1,363,54365,13.638583,0,0.0050306130,0.0050306130
9,257,64292,196.203913,0,0.0023549310,0.0023549310
2,361,62908,16.458584,0,0.0022967530,0.0022967530
3,367,60109,14.742996,0,0.0080146200,0.0080146200
6,348,56767,45.798701,0,0.0028540380,0.0028540380
5,295,74993,135.550963,0,0.0017815540,0.0017815540
4,362,60113,20.374297,0,0.0048203630,0.0048203630
0,372,63815,11.738475,0,0.0007915320,0.0007915320
8,318,53173,112.353175,0,0.0043547210,0.0043547210
1,373,58271,14.073365,0,0.0049599540,0.0049599540
2,374,63169,14.592561,0,0.0022851150,0.0022851150
6,356,50362,48.346639,0,0.0028610430,0.0028610430
4,377,60396,16.421125,0,0.0051381980,0.0051381980
3,378,60373,15.989125,0,0.0079974970,0.0079974970
7,263,70619,207.772991,0,0.0034614090,0.0034614090
5,306,74697,141.126106,0,0.0017442840,0.0017442840
9,269,64391,206.326206,0,0.0026401870,0.0026401870
0,382,63758,12.882981,0,0.0007131590,0.0007131590
1,385,56980,13.184584,0,0.0049175950,0.0049175950
2,390,63074,13.737348,0,0.0022484560,0.0022484560
8,328,53275,116.657990,0,0.0067977140,0.0067977140
3,388,60961,15.358062,0,0.0080459550,0.0080459550
4,389,59995,15.349965,0,0.0054571020,0.0054571020
6,370,56190,47.095961,0,0.0028936180,0.0028936180
0,394,64333,12.366460,0,0.0006677350,0.0006677350
1,393,59132,13.424868,0,0.0047885950,0.0047885950
5,315,74511,146.791575,0,0.0017699810,0.0017699810
2,396,63258,16.063840,0,0.0023569250,0.0023569250
6,371,54794,53.016574,0,0.0029118410,0.0029118410
7,273,70986,218.351482,0,0.0051482780,0.0051482780
4,391,60229,21.337468,0,0.0058743270,0.0058743270
9,272,64945,222.104720,0,0.0029547470,0.0029547470
8,338,53301,120.773808,0,0.0139124540,0.0139124540
3,400,61073,21.579114,0,0.0080748350,0.0080748350
0,401,65118,12.418845,0,0.0007375260,0.0007375260
1,406,54981,13.566913,0,0.0048026190,0.0048026190
2,402,63467,15.290621,0,0.0025042340,0.0025042340
6,381,58824,52.204398,0,0.0029493360,0.0029493360
4,405,60412,17.315524,0,0.0064089370,0.0064089370
5,324,75052,152.225732,0,0.0019297440,0.0019297440
3,404,60906,24.881953,0,0.0080425430,0.0080425430
8,347,53106,121.860297,0,0.0073003650,0.0073003650
7,284,71956,229.277137,0,0.0066194710,0.0066194710
1,417,59538,12.363169,0,0.0048374850,0.0048374850
9,290,65725,229.051229,0,0.0033096980,0.0033096980
0,415,65625,13.772570,0,0.0010250380,0.0010250380
6,397,50591,48.416604,0,0.0032105020,0.0032105020
2,416,63558,16.747729,0,0.0022364150,0.0022364150
4,414,60457,18.626618,0,0.0065129970,0.0065129970
5,335,74758,156.404060,0,0.0024026630,0.0024026630
3,419,61272,22.696064,0,0.0080925040,0.0080925040
8,354,52934,127.408819,0,0.0043457740,0.0043457740
1,425,58302,12.074271,0,0.0047990300,0.0047990300
6,403,56058,50.046606,0,0.0051362230,0.0051362230
0,430,65515,15.915028,0,0.0008817370,0.0008817370
2,423,63841,19.405089,0,0.0022120230,0.0022120230
4,428,60818,18.367723,0,0.0071610650,0.0071610650
7,294,72599,240.238732,0,0.0037666810,0.0037666810
3,424,61269,24.105335,0,0.0081038820,0.0081038820
9,298,65712,244.681759,0,0.0025459080,0.0025459080
5,345,73817,162.936225,0,0.0018582960,0.0018582960
1,435,60620,13.212165,0,0.0048737130,0.0048737130
2,438,63504,13.424037,0,0.0022716640,0.0022716640
8,368,52821,131.071992,0,0.0079615660,0.0079615660
6,412,54026,51.149634,0,0.0037411950,0.0037411950
0,440,65403,15.407430,0,0.0008943120,0.0008943120
4,436,61657,17.151644,0,0.0076400220,0.0076400220
3,432,61314,25.286466,0,0.0081420400,0.0081420400
0,442,64838,15.452522,0,0.0008261110,0.0008261110
7,305,72896,249.576712,0,0.0036959090,0.0036959090
2,446,63446,14.660669,0,0.0022518270,0.0022518270
1,449,56185,13.764990,0,0.0047949990,0.0047949990
6,429,53309,50.957033,0,0.0034654830,0.0034654830
5,357,73023,168.994454,0,0.0020227100,0.0020227100
3,450,61546,19.208995,0,0.0080358510,0.0080358510
4,441,62184,25.973198,0,0.0083182090,0.0083182090
9,301,66200,260.432581,0,0.0024898580,0.0024898580
8,376,53080,141.492618,0,0.0117412130,0.0117412130
0,457,65206,11.598499,0,0.0006514500,0.0006514500
2,453,63853,15.043275,0,0.0024109070,0.0024109070
1,451,61067,16.728950,0,0.0048526150,0.0048526150
6,434,47442,54.041981,0,0.0032056730,0.0032056730
3,458,61487,21.380305,0,0.0081136240,0.0081136240
4,455,62839,24.765905,0,0.0089940900,0.0089940900
5,365,72429,174.864483,0,0.0022542660,0.0022542660
7,314,72991,261.053835,0,0.0038018550,0.0038018550
1,462,59637,13.222118,0,0.0047699100,0.0047699100
2,470,63855,11.673166,0,0.0026602140,0.0026602140
0,466,65565,14.144592,0,0.0006594680,0.0006594680
8,386,52821,149.022389,0,0.0071563550,0.0071563550
3,467,61500,20.105981,0,0.0080659780,0.0080659780
9,312,66181,273.130120,0,0.0023993050,0.0023993050
6,443,55022,57.303454,0,0.0033169320,0.0033169320
4,468,62971,22.812951,0,0.0089073590,0.0089073590
1,471,61396,12.598827,0,0.0048378980,0.0048378980
0,477,65090,11.933894,0,0.0006657200,0.0006657200
5,380,72837,179.244873,0,0.0024901310,0.0024901310
8,395,52852,151.556808,0,0.0043929910,0.0043929910
2,476,64394,19.411267,0,0.0022403080,0.0022403080
7,327,72981,272.700895,0,0.0037810720,0.0037810720
3,475,61642,23.582619,0,0.0081736760,0.0081736760
6,459,52618,55.488011,0,0.0030854260,0.0030854260
4,473,62836,28.953361,0,0.0085552930,0.0085552930
0,481,64497,13.523186,0,0.0006438630,0.0006438630
1,484,56688,14.162488,0,0.0049205370,0.0049205370
9,330,67023,279.778112,0,0.0024401930,0.0024401930
2,486,64407,17.515641,0,0.0022224210,0.0022224210
8,409,52649,151.237255,0,0.0043218430,0.0043218430
5,383,72795,187.727021,0,0.0035915530,0.0035915530
3,489,61550,22.731529,0,0.0080771760,0.0080771760
1,491,61093,12.748647,0,0.0050683030,0.0050683030
6,465,57220,60.233720,0,0.0030737500,0.0030737500
4,482,62333,32.856771,0,0.0080210910,0.0080210910
0,497,64309,12.309080,0,0.0006417650,0.0006417650
7,336,73480,283.477927,0,0.0054145930,0.0054145930
2,499,64502,15.135151,0,0.0022533380,0.0022533380
6,474,49100,57.706142,0,0.0037314640,0.0037314640
9,333,67792,291.249819,0,0.0031079270,0.0031079270
3,492,61498,25.803855,0,0.0081694850,0.0081694850
5,392,72122,193.594424,0,0.0020447920,0.0020447920
8,418,52568,157.220619,0,0.0075396750,0.0075396750
4,495,61638,29.749414,0,0.0075888220,0.0075888220
1,503,59499,15.208713,0,0.0052077810,0.0052077810
0,510,64090,13.181417,0,0.0006271770,0.0006271770
2,501,64222,18.419383,0,0.0021975840,0.0021975840
6,483,56583,57.851627,0,0.0065543530,0.0065543530
3,506,61743,24.369235,0,0.0081392750,0.0081392750
4,502,60614,31.108747,0,0.0063748830,0.0063748830
0,516,64867,13.443976,0,0.0006199940,0.0006199940
7,342,75477,298.521558,0,0.0074040060,0.0074040060
5,410,71875,194.634157,0,0.0020692190,0.0020692190
8,426,52773,166.233535,0,0.0102695730,0.0102695730
2,517,64454,17.444091,0,0.0023469740,0.0023469740
1,520,61265,14.393667,0,0.0052479330,0.0052479330
9,349,67965,298.974991,0,0.0038401580,0.0038401580
6,500,53474,54.952375,0,0.0042567420,0.0042567420
3,512,61921,26.595527,0,0.0082616080,0.0082616080
0,522,64889,13.459073,0,0.0006229370,0.0006229370
1,525,57104,14.098697,0,0.0051279630,0.0051279630
4,518,60368,31.773762,0,0.0053835370,0.0053835370
2,527,64877,16.165640,0,0.0024411500,0.0024411500
5,411,71085,207.133513,0,0.0020668660,0.0020668660
7,358,75003,304.367266,0,0.0037268130,0.0037268130
8,437,52672,171.647343,0,0.0065929640,0.0065929640
3,530,61816,21.726276,0,0.0080593650,0.0080593650
1,531,60811,13.885354,0,0.0053169570,0.0053169570
6,505,57197,63.443289,0,0.0033987550,0.0033987550
2,538,64548,12.207484,0,0.0021882130,0.0021882130
9,352,67970,316.855746,0,0.0024069640,0.0024069640
4,523,59305,33.306078,0,0.0050088650,0.0050088650
0,540,64901,14.450872,0,0.0007138150,0.0007138150
3,535,61655,24.637492,0,0.0081220100,0.0081220100
5,427,71872,207.986718,0,0.0028330430,0.0028330430
6,519,50509,60.298723,0,0.0054657170,0.0054657170
0,542,64790,14.416528,0,0.0006306930,0.0006306930
8,447,52520,178.600964,0,0.0042879890,0.0042879890
7,369,74525,313.451335,0,0.0039044790,0.0039044790
1,549,58927,12.686671,0,0.0053599930,0.0053599930
4,539,58364,30.529409,0,0.0046698510,0.0046698510
2,546,64683,17.360661,0,0.0022190880,0.0022190880
3,541,61960,27.177874,0,0.0081390430,0.0081390430
0,555,64880,13.133668,0,0.0007501110,0.0007501110
9,366,67974,330.470885,0,0.0023136600,0.0023136600
6,521,57842,65.685519,0,0.0062653290,0.0062653290
5,431,71011,216.701148,0,0.0041815640,0.0041815640
2,552,64457,15.571884,0,0.0022182210,0.0022182210
1,554,60888,15.397412,0,0.0053434150,0.0053434150
4,547,58562,32.855635,0,0.0037881030,0.0037881030
8,452,52824,187.148638,0,0.0043025650,0.0043025650
3,559,61911,19.921908,0,0.0080503460,0.0080503460
7,379,74779,325.957163,0,0.0036677170,0.0036677170
1,565,56702,14.760470,0,0.0054319100,0.0054319100
4,556,59138,31.575407,0,0.0036463540,0.0036463540
0,569,64462,12.872995,0,0.0006701820,0.0006701820
5,448,70770,214.817302,0,0.0020222730,0.0020222730
2,570,64288,14.375651,0,0.0021756990,0.0021756990
6,533,53607,69.485679,0,0.0055512450,0.0055512450
3,568,61899,24.614424,0,0.0081174480,0.0081174480
9,375,68303,341.040746,0,0.0022753280,0.0022753280
