user,packet_id,size_bytes,delay_ms,success,mse,mse_contrib
0,1179,69957,12.802402,0,0.0009005330,0.0009005330
9,716,61280,782.445692,0,0.0032110190,0.0032110190
2,1176,63809,15.059077,0,0.0032741510,0.0032741510
7,748,70110,731.838843,0,0.0048836540,0.0048836540
1,1180,68307,15.261696,0,0.0055446690,0.0055446690
4,1108,63209,135.365786,0,0.0083241450,0.0083241450
3,1171,64950,25.689126,0,0.0086421180,0.0086421180
8,927,54395,440.319518,0,0.0041047290,0.0041047290
6,1048,57331,240.943956,0,0.0028661580,0.0028661580
5,909,70911,478.380421,0,0.0028934630,0.0028934630
2,1188,63930,14.780552,0,0.0037483340,0.0037483340
1,1186,65143,16.833971,0,0.0056385460,0.0056385460
0,1189,70890,16.302098,0,0.0009750810,0.0009750810
4,1116,63780,139.077050,0,0.0086008370,0.0086008370
9,724,60910,791.678991,0,0.0030385040,0.0030385040
3,1185,64918,26.573793,0,0.0085571150,0.0085571150
6,1052,48909,244.186731,0,0.0052930970,0.0052930970
7,759,70302,742.077881,0,0.0071385590,0.0071385590
2,1193,64051,15.039260,0,0.0025245080,0.0025245080
8,939,54577,447.959733,0,0.0055331200,0.0055331200
1,1194,69079,17.560983,0,0.0057815080,0.0057815080
0,1197,71024,16.476152,0,0.0011896770,0.0011896770
5,912,71336,489.775982,0,0.0028331710,0.0028331710
3,1200,66409,21.310995,0,0.0086460780,0.0086460780
4,1121,64259,147.800818,0,0.0091484520,0.0091484520
6,1066,57491,246.158961,0,0.0040337220,0.0040337220
2,1204,63807,15.059589,0,0.0024155460,0.0024155460
1,1202,70147,15.783764,0,0.0058944390,0.0058944390
9,737,60681,799.737567,0,0.0030090320,0.0030090320
0,1210,70800,17.893364,0,0.0009439590,0.0009439590
8,948,54440,452.958782,0,0.0045833790,0.0045833790
7,767,70962,754.215238,0,0.0092615090,0.0092615090
5,926,72216,492.299520,0,0.0036211590,0.0036211590
3,1203,63564,28.566008,0,0.0085657740,0.0085657740
6,1072,55099,245.918215,0,0.0028179610,0.0028179610
2,1212,63178,16.131859,0,0.0024516570,0.0024516570
4,1140,64686,145.915081,0,0.0096804220,0.0096804220
0,1218,70353,17.273709,0,0.0013980760,0.0013980760
1,1219,67527,17.182266,0,0.0059717860,0.0059717860
8,958,54516,454.626777,0,0.0046144980,0.0046144980
9,746,60366,809.520359,0,0.0031348540,0.0031348540
3,1216,63410,27.724220,0,0.0086501760,0.0086501760
2,1225,63325,14.875119,0,0.0024418780,0.0024418780
7,775,71906,766.130257,0,0.0047324750,0.0047324750
0,1221,70179,20.668016,0,0.0010705500,0.0010705500
5,938,72531,498.998019,0,0.0049620500,0.0049620500
4,1142,64203,153.732233,0,0.0099969870,0.0099969870
1,1228,69145,17.235137,0,0.0060209330,0.0060209330
6,1084,59928,255.727248,0,0.0026457070,0.0026457070
8,966,54410,462.536928,0,0.0046413400,0.0046413400
3,1223,63313,31.321132,0,0.0084031190,0.0084031190
1,1240,63820,12.443229,0,0.0061354020,0.0061354020
0,1237,70707,15.914697,0,0.0008035340,0.0008035340
2,1236,63475,16.491070,0,0.0034670530,0.0034670530
9,753,60672,818.123722,0,0.0025298210,0.0025298210
4,1152,63829,156.097085,0,0.0101523910,0.0101523910
5,946,73599,503.975615,0,0.0027675080,0.0027675080
6,1095,51449,257.143532,0,0.0026804560,0.0026804560
7,786,72819,778.944546,0,0.0043909840,0.0043909840
0,1246,70433,13.575072,0,0.0008849020,0.0008849020
3,1233,63343,30.621674,0,0.0084757830,0.0084757830
8,971,54461,467.197912,0,0.0045249010,0.0045249010
2,1242,64118,18.418494,0,0.0041250580,0.0041250580
1,1250,67868,16.353561,0,0.0061968120,0.0061968120
4,1162,62695,156.277114,0,0.0100894030,0.0100894030
3,1243,63331,31.331084,0,0.0085597680,0.0085597680
6,1106,60910,262.857004,0,0.0026667270,0.0026667270
5,952,73819,515.066569,0,0.0028950210,0.0028950210
0,1255,69704,15.258062,0,0.0010417100,0.0010417100
1,1252,65575,16.022145,0,0.0061183720,0.0061183720
2,1259,63997,15.333157,0,0.0024398260,0.0024398260
9,766,60655,832.144381,0,0.0033594850,0.0033594850
8,985,54570,471.435660,0,0.0074988340,0.0074988340
4,1172,62433,163.447670,0,0.0087219870,0.0087219870
0,1265,68910,12.686954,0,0.0008533260,0.0008533260
7,796,73561,795.063720,0,0.0043137130,0.0043137130
2,1262,63872,15.495207,0,0.0024429570,0.0024429570
3,1251,63805,30.637337,0,0.0084490350,0.0084490350
6,1114,57780,267.733775,0,0.0026391010,0.0026391010
1,1263,67623,18.782064,0,0.0062568240,0.0062568240
5,961,74916,525.949543,0,0.0028520420,0.0028520420
0,1272,68636,15.099739,0,0.0012253580,0.0012253580
8,992,54434,479.539780,0,0.0052520400,0.0052520400
9,777,60476,845.242665,0,0.0027848390,0.0027848390
2,1271,63868,16.181349,0,0.0024606060,0.0024606060
3,1266,63767,31.540483,0,0.0083802140,0.0083802140
4,1190,62779,160.677902,0,0.0085643730,0.0085643730
1,1274,62654,17.524340,0,0.0060441290,0.0060441290
6,1129,60266,270.617735,0,0.0026017620,0.0026017620
7,810,74290,804.247352,0,0.0040411740,0.0040411740
0,1283,68084,12.969914,0,0.0008946400,0.0008946400
5,979,76009,528.371449,0,0.0033464590,0.0033464590
3,1277,63768,30.927852,0,0.0084642200,0.0084642200
4,1192,63220,166.833601,0,0.0090823800,0.0090823800
2,1282,63776,17.115348,0,0.0023755720,0.0023755720
1,1289,66682,13.396477,0,0.0062383570,0.0062383570
8,1002,54620,485.986733,0,0.0048241680,0.0048241680
9,781,60185,855.609993,0,0.0026926730,0.0026926730
6,1139,53031,269.287514,0,0.0026134820,0.0026134820
2,1293,63966,14.309017,0,0.0036098910,0.0036098910
0,1292,68198,14.738554,0,0.0007253000,0.0007253000
3,1290,64184,28.857512,0,0.0083776540,0.0083776540
4,1201,62342,168.938872,0,0.0092726570,0.0092726570
1,1298,64209,15.488449,0,0.0062925030,0.0062925030
7,818,74605,820.210336,0,0.0052988980,0.0052988980
5,983,76189,540.502147,0,0.0044155850,0.0044155850
8,1011,54174,493.764445,0,0.0060784050,0.0060784050
2,1301,63757,13.742970,0,0.0040682460,0.0040682460
6,1144,58520,279.325052,0,0.0047543280,0.0047543280
9,794,60330,862.085415,0,0.0027640220,0.0027640220
0,1302,68665,15.194142,0,0.0009157670,0.0009157670
3,1300,64528,28.380006,0,0.0084952480,0.0084952480
4,1220,61720,161.955822,0,0.0093171630,0.0093171630
1,1310,65864,13.823590,0,0.0062192230,0.0062192230
8,1025,54113,497.010243,0,0.0064375420,0.0064375420
1,1313,61156,16.133005,0,0.0061987930,0.0061987930
3,1303,64491,32.077975,0,0.0083920550,0.0083920550
6,1153,55499,282.007844,0,0.0033419930,0.0033419930
4,1224,60375,164.430400,0,0.0081821570,0.0081821570
2,1315,63804,16.421243,0,0.0024540700,0.0024540700
5,998,76233,547.716176,0,0.0027737670,0.0027737670
0,1317,68636,14.978365,0,0.0012257110,0.0012257110
7,822,75438,836.993281,0,0.0069713300,0.0069713300
9,808,60626,873.222529,0,0.0026839030,0.0026839030
0,1324,68683,13.824160,0,0.0009218940,0.0009218940
1,1322,64889,15.752575,0,0.0061888820,0.0061888820
8,1035,54281,497.299200,0,0.0054165220,0.0054165220
3,1320,64190,29.936095,0,0.0084209090,0.0084209090
2,1325,63646,16.560051,0,0.0024195860,0.0024195860
6,1164,58200,282.903678,0,0.0027279110,0.0027279110
4,1239,60527,165.462997,0,0.0073109120,0.0073109120
5,1009,76542,557.034577,0,0.0025385070,0.0025385070
1,1335,62952,13.173252,0,0.0061789320,0.0061789320
0,1336,67852,13.523492,0,0.0011744160,0.0011744160
2,1334,63999,14.761341,0,0.0023860740,0.0023860740
6,1177,51894,282.000715,0,0.0028953570,0.0028953570
7,838,76482,848.455092,0,0.0037992570,0.0037992570
3,1323,64412,34.394949,0,0.0083653860,0.0083653860
8,1049,53976,498.137267,0,0.0046427420,0.0046427420
4,1247,60830,168.749290,0,0.0073756390,0.0073756390
9,816,61247,886.125598,0,0.0025418050,0.0025418050
5,1015,76608,563.177128,0,0.0025610420,0.0025610420
3,1340,64345,30.346833,0,0.0084393820,0.0084393820
2,1347,63993,15.214033,0,0.0024309870,0.0024309870
0,1346,67158,15.870691,0,0.0008573330,0.0008573330
1,1350,64512,15.943683,0,0.0059767900,0.0059767900
6,1183,61022,288.663706,0,0.0030322610,0.0030322610
4,1256,61293,171.729736,0,0.0075519580,0.0075519580
8,1054,54004,509.512767,0,0.0046823940,0.0046823940
7,841,77381,864.967643,0,0.0034422420,0.0034422420
2,1352,64155,15.214458,0,0.0037539270,0.0037539270
0,1351,67385,16.903558,0,0.0007050620,0.0007050620
3,1348,64256,30.621536,0,0.0083771760,0.0083771760
1,1356,59757,16.085831,0,0.0059603850,0.0059603850
9,827,61237,901.307516,0,0.0024218800,0.0024218800
5,1021,77112,573.460263,0,0.0029948250,0.0029948250
6,1195,58690,289.906092,0,0.0031548670,0.0031548670
4,1269,61478,172.409069,0,0.0078401460,0.0078401460
2,1364,64041,13.332609,0,0.0039399970,0.0039399970
3,1360,64471,29.845672,0,0.0083476780,0.0083476780
0,1368,67741,13.947699,0,0.0008868370,0.0008868370
8,1061,53922,518.705019,0,0.0056403240,0.0056403240
1,1369,63176,15.897416,0,0.0058831600,0.0058831600
7,860,77982,872.715406,0,0.0034357350,0.0034357350
4,1280,61371,173.848462,0,0.0079029910,0.0079029910
0,1372,67465,13.185239,0,0.0010812430,0.0010812430
5,1034,77220,578.374422,0,0.0038162940,0.0038162940
6,1205,60093,297.415622,0,0.0029270470,0.0029270470
3,1367,64379,30.039691,0,0.0084890070,0.0084890070
1,1374,64114,15.962473,0,0.0056976420,0.0056976420
2,1379,63931,13.886863,0,0.0024647560,0.0024647560
9,833,61247,919.746561,0,0.0022430120,0.0022430120
8,1075,53948,519.750647,0,0.0058589400,0.0058589400
1,1381,60017,15.872165,0,0.0055635880,0.0055635880
6,1217,52179,295.400150,0,0.0029731910,0.0029731910
4,1281,60140,181.783635,0,0.0068570710,0.0068570710
0,1382,66365,14.789388,0,0.0008037640,0.0008037640
3,1380,64377,29.773287,0,0.0084472950,0.0084472950
2,1389,64277,16.344014,0,0.0023726640,0.0023726640
5,1046,76922,585.696925,0,0.0024218730,0.0024218730
7,870,78074,885.647282,0,0.0036435330,0.0036435330
9,843,61149,928.234270,0,0.0021555720,0.0021555720
1,1392,63283,13.234337,0,0.0053066990,0.0053066990
4,1294,58990,179.298790,0,0.0058667410,0.0058667410
0,1397,65056,12.263262,0,0.0010190340,0.0010190340
8,1090,54053,528.477962,0,0.0050445640,0.0050445640
2,1399,63815,13.063120,0,0.0023059390,0.0023059390
3,1384,64622,32.324147,0,0.0084767410,0.0084767410
6,1222,58396,306.167560,0,0.0051604270,0.0051604270
7,872,78251,896.507262,0,0.0049345960,0.0049345960
2,1403,64112,13.319738,0,0.0023172990,0.0023172990
4,1309,58520,178.159938,0,0.0055213870,0.0055213870
5,1058,76938,594.877781,0,0.0024285970,0.0024285970
1,1405,61637,14.754276,0,0.0052580340,0.0052580340
0,1410,64602,13.442426,0,0.0007876950,0.0007876950
3,1400,64531,29.074614,0,0.0084333090,0.0084333090
8,1091,54005,535.941245,0,0.0045651560,0.0045651560
6,1232,55728,306.400249,0,0.0039515750,0.0039515750
9,857,61353,939.233117,0,0.0021683960,0.0021683960
1,1412,63155,14.055313,0,0.0053433060,0.0053433060
0,1411,64855,15.358665,0,0.0006588610,0.0006588610
4,1319,59050,176.805921,0,0.0055608400,0.0055608400
2,1413,64251,17.769323,0,0.0033794990,0.0033794990
3,1407,64519,33.718708,0,0.0084579880,0.0084579880
5,1064,76179,602.854407,0,0.0024254070,0.0024254070
8,1103,54387,543.053508,0,0.0046736470,0.0046736470
0,1423,65415,12.351970,0,0.0008121190,0.0008121190
7,889,78061,909.246371,0,0.0057660660,0.0057660660
6,1249,59824,310.042587,0,0.0028096440,0.0028096440
1,1425,58900,13.140977,0,0.0052412330,0.0052412330
4,1329,59679,178.165824,0,0.0057558320,0.0057558320
9,863,61066,948.233677,0,0.0021167680,0.0021167680
2,1429,64028,12.898182,0,0.0037116560,0.0037116560
3,1414,64731,36.754494,0,0.0085376500,0.0085376500
5,1078,76787,605.004101,0,0.0035372270,0.0035372270
6,1257,50723,310.190894,0,0.0028196280,0.0028196280
8,1113,54249,548.801031,0,0.0053655370,0.0053655370
2,1433,63780,14.287377,0,0.0023058200,0.0023058200
0,1437,64382,13.305305,0,0.0009184610,0.0009184610
4,1333,60297,182.956418,0,0.0063343400,0.0063343400
1,1439,62695,15.932004,0,0.0052150370,0.0052150370
3,1427,64860,34.375598,0,0.0084968280,0.0084968280
9,874,61491,959.525585,0,0.0023297840,0.0023297840
7,896,77315,929.516608,0,0.0037051970,0.0037051970
0,1444,64066,13.092001,0,0.0007278720,0.0007278720
1,1442,60999,14.577890,0,0.0051396560,0.0051396560
6,1268,60226,311.640578,0,0.0027734050,0.0027734050
5,1089,76050,612.247069,0,0.0048459220,0.0048459220
4,1343,60699,181.809903,0,0.0065313630,0.0065313630
8,1130,54343,549.326815,0,0.0057337360,0.0057337360
2,1445,63874,19.418189,0,0.0022761010,0.0022761010
3,1440,64745,34.779797,0,0.0084440070,0.0084440070
0,1451,63556,13.372659,0,0.0009546940,0.0009546940
6,1276,56525,315.746715,0,0.0028465440,0.0028465440
4,1353,61562,182.786980,0,0.0065943100,0.0065943100
1,1453,62834,16.386482,0,0.0050398600,0.0050398600
9,881,61507,968.240971,0,0.0024412590,0.0024412590
2,1457,63620,19.336036,0,0.0022904950,0.0022904950
3,1448,64593,33.746913,0,0.0084625730,0.0084625730
7,901,75861,944.939741,0,0.0036308940,0.0036308940
0,1465,63976,12.271314,0,0.0007525060,0.0007525060
8,1135,54585,561.893623,0,0.0051458940,0.0051458940
5,1094,75399,627.823116,0,0.0024606020,0.0024606020
1,1463,58715,13.706740,0,0.0051888870,0.0051888870
4,1362,61920,183.373663,0,0.0064887580,0.0064887580
2,1466,63076,17.560294,0,0.0022356780,0.0022356780
6,1287,59927,317.037625,0,0.0026394250,0.0026394250
3,1455,64689,36.832874,0,0.0084030470,0.0084030470
9,892,61038,980.220342,0,0.0021071860,0.0021071860
0,1472,64828,15.669505,0,0.0006317420,0.0006317420
1,1477,62490,13.584342,0,0.0050930550,0.0050930550
7,911,73942,951.327199,0,0.0040150720,0.0040150720
2,1471,63210,18.237452,0,0.0034042130,0.0034042130
8,1150,54498,563.153767,0,0.0048376740,0.0048376740
4,1378,62046,182.494860,0,0.0064616390,0.0064616390
3,1462,64562,37.711804,0,0.0084922110,0.0084922110
6,1295,52764,318.573119,0,0.0026104570,0.0026104570
5,1109,74838,634.614562,0,0.0024914730,0.0024914730
0,1482,65344,12.149809,0,0.0007580030,0.0007580030
1,1490,60723,13.082998,0,0.0049193350,0.0049193350
3,1474,64508,34.673305,0,0.0084426480,0.0084426480
2,1489,63418,15.456126,0,0.0037039430,0.0037039430
4,1388,61226,183.392511,0,0.0069305040,0.0069305040
8,1154,54839,568.827231,0,0.0048971540,0.0048971540
9,907,61015,986.395614,0,0.0021162120,0.0021162120
7,924,66835,956.676728,0,0.0060703500,0.0060703500
6,1308,59112,324.464044,0,0.0047947530,0.0047947530
5,1117,74266,643.644726,0,0.0027489650,0.0027489650
0,1497,64619,12.815120,0,0.0009851760,0.0009851760
1,1499,62488,12.982011,0,0.0049071580,0.0049071580
2,1494,63736,18.451757,0,0.0022708080,0.0022708080
3,1484,64852,33.707207,0,0.0084246490,0.0084246490
4,1393,60289,186.697517,0,0.0068133210,0.0068133210
8,1169,54865,570.499139,0,0.0061446390,0.0061446390
6,1312,56978,330.340701,0,0.0036012520,0.0036012520
9,916,60959,994.245304,0,0.0020739650,0.0020739650
0,1508,64270,11.954608,0,0.0007843370,0.0007843370
3,1496,65009,31.407796,0,0.0084633400,0.0084633400
2,1503,63887,15.424766,0,0.0022866800,0.0022866800
1,1510,57732,12.445681,0,0.0048292880,0.0048292880
7,933,67170,970.482153,0,0.0079226700,0.0079226700
5,1128,75095,653.718286,0,0.0040648900,0.0040648900
4,1409,59479,188.325100,0,0.0065469810,0.0065469810
8,1173,54889,578.098335,0,0.0072320410,0.0072320410
0,1513,63558,12.587592,0,0.0010007360,0.0010007360
3,1502,64044,33.055436,0,0.0085219270,0.0085219270
1,1517,59349,12.060636,0,0.0050841000,0.0050841000
2,1519,63763,14.535289,0,0.0022467740,0.0022467740
6,1326,61158,335.037407,0,0.0026286980,0.0026286980
9,929,61317,1003.187538,0,0.0021155610,0.0021155610
7,942,63882,975.725600,0,0.0115487440,0.0115487440
4,1418,60287,190.954045,0,0.0067194520,0.0067194520
0,1524,63148,12.454512,0,0.0008104050,0.0008104050
1,1526,62308,14.360909,0,0.0049212240,0.0049212240
5,1134,74794,664.507260,0,0.0057401050,0.0057401050
3,1512,64042,32.648035,0,0.0084491220,0.0084491220
2,1522,63831,17.450639,0,0.0023377620,0.0023377620
8,1182,55277,586.320698,0,0.0058017860,0.0058017860
6,1332,52378,338.002985,0,0.0026322680,0.0026322680
0,1531,63544,12.718938,0,0.0006872450,0.0006872450
4,1428,60313,192.092732,0,0.0063055370,0.0063055370
3,1523,63845,31.794797,0,0.0084409680,0.0084409680
1,1538,60553,12.751426,0,0.0047749850,0.0047749850
9,934,62067,1015.116938,0,0.0022799030,0.0022799030
2,1534,64137,17.355941,0,0.0036968540,0.0036968540
7,959,62879,980.411410,0,0.0055151150,0.0055151150
5,1143,74169,671.182027,0,0.0028953740,0.0028953740
6,1341,61732,342.813503,0,0.0025856050,0.0025856050
0,1541,63909,12.819797,0,0.0007556770,0.0007556770
8,1199,55324,591.499793,0,0.0050456720,0.0050456720
1,1542,61807,13.119636,0,0.0046129960,0.0046129960
4,1434,61219,196.386850,0,0.0066634520,0.0066634520
3,1532,63916,32.171211,0,0.0084414560,0.0084414560
2,1543,63861,15.085624,0,0.0042279630,0.0042279630
7,967,61442,985.434546,0,0.0051025320,0.0051025320
5,1159,73097,669.374278,0,0.0030529660,0.0030529660
9,943,62184,1024.220449,0,0.0023560830,0.0023560830
6,1357,58720,343.886455,0,0.0024986600,0.0024986600
4,1443,61784,196.197831,0,0.0068544850,0.0068544850
3,1548,64120,30.552753,0,0.0084900740,0.0084900740
2,1556,63030,17.047725,0,0.0023206720,0.0023206720
1,1559,57939,13.598447,0,0.0045322540,0.0045322540
0,1560,63304,13.473360,0,0.0008823610,0.0008823610
8,1208,55283,600.152153,0,0.0062140840,0.0062140840
7,975,60663,992.933359,0,0.0055708390,0.0055708390
4,1459,62277,194.705609,0,0.0071544520,0.0071544520
5,1167,72149,678.356911,0,0.0031574690,0.0031574690
0,1569,63051,11.770755,0,0.0007689540,0.0007689540
6,1365,61039,347.750522,0,0.0025337240,0.0025337240
2,1562,62305,17.414513,0,0.0022793570,0.0022793570
1,1563,62149,17.383698,0,0.0045744180,0.0045744180
9,954,62526,1032.834293,0,0.0021216650,0.0021216650
3,1558,64533,32.702691,0,0.0086662170,0.0086662170
8,1211,55349,608.341433,0,0.0057365700,0.0057365700
1,1572,60623,15.707419,0,0.0045881800,0.0045881800
0,1578,61494,13.200158,0,0.0009537890,0.0009537890
3,1565,64489,31.182250,0,0.0084930960,0.0084930960
2,1575,61702,15.343944,0,0.0023972320,0.0023972320
4,1470,62315,195.103536,0,0.0072842640,0.0072842640
7,989,61024,996.566265,0,0.0069140150,0.0069140150
6,1376,53645,348.899491,0,0.0025369000,0.0025369000
5,1175,72423,684.630337,0,0.0043055380,0.0043055380
9,962,62651,1045.155899,0,0.0021844760,0.0021844760
3,1576,64309,29.229299,0,0.0085091090,0.0085091090
4,1473,62309,197.586522,0,0.0076143470,0.0076143470
8,1229,55505,611.694626,0,0.0054329520,0.0054329520
0,1588,61174,12.782945,0,0.0008678870,0.0008678870
1,1590,62415,13.028941,0,0.0044560820,0.0044560820
2,1587,61422,18.317273,0,0.0023514290,0.0023514290
7,999,61280,1001.650819,0,0.0097718700,0.0097718700
6,1386,60228,354.106748,0,0.0042004970,0.0042004970
5,1187,71362,691.719048,0,0.0061990880,0.0061990880
1,1592,58461,14.492158,0,0.0043984040,0.0043984040
0,1599,61698,12.428488,0,0.0006601520,0.0006601520
3,1589,64613,28.143946,0,0.0085261400,0.0085261400
4,1485,61472,198.657417,0,0.0077071430,0.0077071430
9,978,63159,1050.300781,0,0.0022484720,0.0022484720
8,1234,55487,619.784957,0,0.0060275890,0.0060275890
2,1591,61589,24.796781,0,0.0039256010,0.0039256010
6,1396,57544,357.132412,0,0.0034064630,0.0034064630
7,1004,62540,1009.900183,0,0.0145253770,0.0145253770
0,1603,62205,12.808548,0,0.0006799050,0.0006799050
5,1191,70649,700.575854,0,0.0035583590,0.0035583590
1,1604,62972,16.042829,0,0.0043211820,0.0043211820
3,1598,64547,31.177024,0,0.0084254960,0.0084254960
4,1493,60668,201.694339,0,0.0069685320,0.0069685320
2,1607,61821,18.738611,0,0.0043390710,0.0043390710
1,1612,61592,12.362332,0,0.0043660800,0.0043660800
8,1245,55901,627.471165,0,0.0050195560,0.0050195560
6,1401,62038,363.982888,0,0.0025695820,0.0025695820
9,982,63127,1063.012216,0,0.0023572890,0.0023572890
0,1617,61392,12.358856,0,0.0008158350,0.0008158350
2,1615,62369,17.377198,0,0.0022929610,0.0022929610
7,1017,61991,1015.275719,0,0.0068620880,0.0068620880
3,1601,64636,37.482642,0,0.0085258690,0.0085258690
4,1509,60250,198.797413,0,0.0064303830,0.0064303830
5,1206,69634,702.195757,0,0.0035961360,0.0035961360
0,1621,61248,13.716887,0,0.0007395110,0.0007395110
1,1624,63582,13.536330,0,0.0043612930,0.0043612930
6,1415,53053,363.911414,0,0.0027636820,0.0027636820
8,1260,55959,629.872846,0,0.0062589140,0.0062589140
3,1616,64847,33.780224,0,0.0085763470,0.0085763470
4,1511,60656,202.471731,0,0.0059164360,0.0059164360
2,1628,62743,17.790516,0,0.0022824490,0.0022824490
5,1213,68715,705.732485,0,0.0036300070,0.0036300070
7,1023,62528,1026.399803,0,0.0063707360,0.0063707360
9,994,63490,1074.499525,0,0.0026663530,0.0026663530
0,1637,60510,11.545684,0,0.0008569370,0.0008569370
1,1635,59212,13.620599,0,0.0044695470,0.0044695470
4,1525,60967,198.941326,0,0.0062609890,0.0062609890
2,1633,63016,17.145789,0,0.0022598790,0.0022598790
3,1622,64708,36.041458,0,0.0084771780,0.0084771780
6,1421,62353,369.508075,0,0.0030913840,0.0030913840
8,1261,56199,643.633710,0,0.0058265120,0.0058265120
5,1230,69174,709.708816,0,0.0040828540,0.0040828540
0,1644,60158,12.747591,0,0.0007402920,0.0007402920
7,1037,63384,1028.556615,0,0.0063663180,0.0063663180
1,1647,63735,14.007890,0,0.0045140250,0.0045140250
2,1643,63256,15.522142,0,0.0022801380,0.0022801380
4,1533,61810,201.431913,0,0.0067092770,0.0067092770
9,1006,63981,1082.308078,0,0.0025917880,0.0025917880
6,1435,56448,366.503453,0,0.0029047790,0.0029047790
3,1639,64602,33.612663,0,0.0085106390,0.0085106390
8,1278,56374,641.237207,0,0.0054883500,0.0054883500
0,1652,60790,11.883457,0,0.0006286470,0.0006286470
1,1657,61927,14.586749,0,0.0048264810,0.0048264810
5,1231,67744,715.979755,0,0.0058833680,0.0058833680
2,1656,63480,16.268123,0,0.0035482570,0.0035482570
4,1549,62277,198.791487,0,0.0071657670,0.0071657670
3,1641,64853,37.765557,0,0.0084729940,0.0084729940
6,1446,62069,369.697241,0,0.0031212990,0.0031212990
7,1047,64914,1039.445318,0,0.0058801520,0.0058801520
9,1020,63704,1090.729176,0,0.0022272250,0.0022272250
0,1667,60529,11.398220,0,0.0007937620,0.0007937620
2,1665,63611,14.629883,0,0.0037327540,0.0037327540
1,1662,63592,16.430747,0,0.0049619980,0.0049619980
4,1552,62082,203.493798,0,0.0081296020,0.0081296020
5,1244,66310,719.856317,0,0.0035121230,0.0035121230
3,1658,64708,35.540994,0,0.0084706090,0.0084706090
8,1288,56137,653.463471,0,0.0061153330,0.0061153330
6,1456,54402,375.986374,0,0.0038038230,0.0038038230
0,1677,60168,11.822767,0,0.0009262800,0.0009262800
2,1673,64226,14.300424,0,0.0022698820,0.0022698820
1,1678,59126,13.637640,0,0.0051290250,0.0051290250
7,1056,65524,1046.633959,0,0.0056676380,0.0056676380
9,1028,64073,1098.825867,0,0.0022304760,0.0022304760
4,1561,60806,205.516523,0,0.0079088200,0.0079088200
3,1670,64711,34.489991,0,0.0084539660,0.0084539660
5,1253,65638,725.327091,0,0.0031552560,0.0031552560
8,1291,56249,662.921510,0,0.0049751250,0.0049751250
6,1461,61174,381.794867,0,0.0094024130,0.0094024130
1,1681,63550,13.391570,0,0.0055256050,0.0055256050
0,1690,60516,11.007910,0,0.0007791530,0.0007791530
4,1580,59954,198.293634,0,0.0068661570,0.0068661570
2,1686,64219,17.015537,0,0.0022750660,0.0022750660
3,1671,64998,39.014492,0,0.0085027920,0.0085027920
7,1070,68256,1054.202107,0,0.0058267760,0.0058267760
8,1305,56244,663.742953,0,0.0063567880,0.0063567880
0,1697,60095,12.940817,0,0.0010088710,0.0010088710
5,1270,64958,728.229564,0,0.0031290240,0.0031290240
9,1036,63800,1114.217162,0,0.0022211720,0.0022211720
2,1695,64537,15.753755,0,0.0022301920,0.0022301920
4,1581,59201,201.860926,0,0.0057931710,0.0057931710
6,1478,57544,382.390616,0,0.0050724380,0.0050724380
1,1700,61504,14.409454,0,0.0056424060,0.0056424060
3,1685,65227,34.033517,0,0.0084632080,0.0084632080
0,1701,61048,11.805563,0,0.0008634910,0.0008634910
4,1595,59590,198.491542,0,0.0053226350,0.0053226350
7,1074,69418,1066.442059,0,0.0037282890,0.0037282890
5,1279,65485,730.593155,0,0.0034182640,0.0034182640
2,1708,64651,15.179195,0,0.0022539890,0.0022539890
3,1692,65076,36.757605,0,0.0084447100,0.0084447100
1,1704,63161,19.148291,0,0.0055335010,0.0055335010
8,1316,56234,669.930765,0,0.0057152600,0.0057152600
6,1487,63810,385.720693,0,0.0039102390,0.0039102390
9,1045,63770,1128.187787,0,0.0022541120,0.0022541120
0,1715,62045,10.659736,0,0.0007257190,0.0007257190
1,1718,58302,13.502759,0,0.0056452570,0.0056452570
4,1608,60249,199.577402,0,0.0054693710,0.0054693710
2,1714,64756,18.963186,0,0.0032735740,0.0032735740
5,1284,65202,737.604630,0,0.0049312720,0.0049312720
6,1492,55713,391.794015,0,0.0049401520,0.0049401520
3,1707,64926,38.366489,0,0.0085646880,0.0085646880
8,1328,56494,674.521569,0,0.0057569580,0.0057569580
0,1725,62165,11.275801,0,0.0008138560,0.0008138560
7,1088,70819,1076.358003,0,0.0033337140,0.0033337140
1,1722,62904,15.427503,0,0.0055531820,0.0055531820
2,1721,65193,18.079082,0,0.0036557300,0.0036557300
4,1613,60789,202.941719,0,0.0057002660,0.0057002660
9,1057,64349,1134.156187,0,0.0023940660,0.0023940660
5,1296,64351,738.703605,0,0.0030085470,0.0030085470
3,1717,65290,40.073599,0,0.0084697630,0.0084697630
6,1506,66363,393.619021,0,0.0040705720,0.0040705720
0,1737,61351,12.808663,0,0.0010698560,0.0010698560
8,1331,56435,685.195662,0,0.0064002040,0.0064002040
1,1736,59176,15.358433,0,0.0055289810,0.0055289810
2,1738,65325,15.759672,0,0.0022373480,0.0022373480
7,1100,71638,1081.960414,0,0.0035016140,0.0035016140
4,1630,61202,199.661591,0,0.0060530050,0.0060530050
3,1724,65092,40.144706,0,0.0084404020,0.0084404020
5,1304,63663,743.919944,0,0.0028835040,0.0028835040
1,1742,63333,15.588030,0,0.0055874180,0.0055874180
0,1749,61546,13.639413,0,0.0008648600,0.0008648600
