user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
7,billiards,static,65,340.7883329648595,0.7118473895582329,5.490037430722891
0,billiards,static,70,299.73208570541084,0.7474949899799599,5.059500412825652
1,billiards,static,70,801.4280165329732,0.24756756756756756,35.285301936216214
2,billiards,static,70,1050.2572660000005,0.0,50.71323723169399
3,billiards,static,70,544.6801641534604,0.5035105315947843,7.261645387161485
4,billiards,static,70,911.5598827401134,0.13785310734463277,30.184709874576274
5,billiards,static,70,1028.6742277031606,0.02144469525959368,79.86754213882618
6,billiards,static,70,264.352293194,0.783,4.526809516
7,billiards,static,70,400.8568496034137,0.6465863453815262,5.456067151606426
0,billiards,static,75,393.4715784174266,0.6494427558257345,6.756788474164134
1,billiards,static,75,812.861344688184,0.23522975929978118,40.77375612910285
2,billiards,static,75,1050.2572660000003,0.0,47.51476144188862
3,billiards,static,75,702.2691427492263,0.3446852425180599,10.421021770897832
4,billiards,static,75,918.0807438200003,0.13052631578947368,55.323288461052634
5,billiards,static,75,1034.6411927828512,0.015590200445434299,109.73005848663699
6,billiards,static,75,299.04384721428573,0.7434607645875252,5.853975561368209
7,billiards,static,75,449.4396508242973,0.5943775100401606,7.110390050200804
0,billiards,static,80,453.8810896406251,0.5864583333333333,6.977335957291667
1,billiards,static,80,792.8502497384962,0.2536475869809203,47.876689613916945
2,billiards,static,80,1050.2572660000005,0.0,48.93323028740582
3,billiards,static,80,815.3100732127443,0.2312435765673176,15.185980419321687
4,billiards,static,80,967.6403169750852,0.08154020385050963,59.34957054926387
5,billiards,static,80,1043.2429855487949,0.006888633754305396,41.05151651320321
6,billiards,static,80,355.02355208316646,0.6843687374749499,7.895079044088177
7,billiards,static,80,476.5787210020142,0.5649546827794562,6.630750435045318
