user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,405.28751141000004,0.95,2.613266946
1,billiards,model,adaptive,601.6485631241242,0.6576576576576577,8.008203432432433
2,billiards,model,adaptive,608.2737709919193,0.5646464646464646,12.142313053535352
3,billiards,model,adaptive,269.727560537,0.926,3.522696094
4,billiards,model,adaptive,559.8887139398195,0.683049147442327,5.986824014042126
5,billiards,model,adaptive,620.0588904380002,0.501,6.521915545
6,billiards,model,adaptive,345.932424093,0.942,2.723641955
7,billiards,model,adaptive,359.791130558,0.924,3.207090119
0,billiards,static,5,833.989714274,0.976,2.345925824
1,billiards,static,5,871.3822703870001,0.788,3.012052445
2,billiards,static,5,864.7267041430001,0.825,2.90091381
3,billiards,static,5,836.75445449,0.963,2.374172667
4,billiards,static,5,865.2100459540001,0.827,2.904993173
5,billiards,static,5,865.892582639,0.792,2.988838372
6,billiards,static,5,835.957134527,0.959,2.404141955
7,billiards,static,5,833.3677317080001,0.967,2.3870901190000002
0,billiards,static,10,532.7727468040001,0.961,2.4215137970000002
1,billiards,static,10,650.5606391090001,0.74,3.278052445
2,billiards,static,10,650.09990324,0.736,3.60701859
3,billiards,static,10,539.51749651,0.946,2.4561726669999997
4,billiards,static,10,635.5294417960001,0.768,3.682368603
5,billiards,static,10,628.355860747,0.782,3.136338371
6,billiards,static,10,534.158521743,0.955,2.4206419550000002
7,billiards,static,10,539.0788553240001,0.944,2.4655901190000002
0,billiards,static,15,410.1052773,0.934,2.572799786
1,billiards,static,15,552.555361331,0.725,3.914414834
2,billiards,static,15,499.909638888,0.802,3.14341381
3,billiards,static,15,396.809661713,0.953,2.515172667
4,billiards,static,15,550.6223374159999,0.729,3.457493173
5,billiards,static,15,561.1987908750001,0.714,4.2716815210000005
6,billiards,static,15,384.616729812,0.97,2.403141955
7,billiards,static,15,403.472032795,0.942,2.5170901190000006
0,billiards,static,20,310.51978937,0.958,2.515070495
1,billiards,static,20,571.1889685930001,0.62,7.6754703399999995
2,billiards,static,20,605.4588336890001,0.573,6.020632853000001
3,billiards,static,20,329.743029432,0.932,2.6356726669999997
4,billiards,static,20,583.9709048510001,0.605,5.679131262
5,billiards,static,20,621.6877404810001,0.554,6.271387989999999
6,billiards,static,20,325.80434246299995,0.938,2.531141955
7,billiards,static,20,320.833725321,0.944,2.550590119
0,billiards,static,25,266.55964241799995,0.944,3.863266207
1,billiards,static,25,551.8050549600001,0.6,11.894652982
2,billiards,static,25,579.107258898,0.568,7.264348154
3,billiards,static,25,278.156637566,0.93,4.427267370000001
4,billiards,static,25,587.7958456590001,0.557,8.176114597
5,billiards,static,25,690.2864294020001,0.432,8.585486395
6,billiards,static,25,245.34069822100003,0.969,2.937641955
7,billiards,static,25,286.688609116,0.919,4.475990568
0,billiards,static,30,264.39070498100006,0.901,5.567314015
1,billiards,static,30,576.2303032560002,0.544,15.799064816
2,billiards,static,30,596.5018598210002,0.521,3.9278034500000003
3,billiards,static,30,271.39465276100003,0.893,3.9349514099999996
4,billiards,static,30,569.3899802320001,0.551,6.5936631949999995
5,billiards,static,30,802.3577368840002,0.286,8.987668034
6,billiards,static,30,247.301926415,0.92,3.136641955
7,billiards,static,30,249.32885927499999,0.918,4.436948552
0,billiards,static,35,244.31416801999998,0.891,5.849325252000001
1,billiards,static,35,575.1947374440001,0.526,12.122517895
2,billiards,static,35,706.4824175750001,0.378,5.642563461
3,billiards,static,35,266.23257364,0.866,4.378870957
4,billiards,static,35,638.8054616500002,0.455,7.319583576
5,billiards,static,35,669.7195735530001,0.421,8.225511389
6,billiards,static,35,215.91231684500002,0.923,4.123571681
7,billiards,static,35,218.11897562000001,0.92,3.7218599770000003
0,billiards,static,40,221.29342650251766,0.892245720040282,4.872497057401813
1,billiards,static,40,569.3455516267894,0.5173824130879345,13.199712828220859
2,billiards,static,40,879.3875612073313,0.18327605956471935,4.008714083619703
3,billiards,static,40,274.32999358450706,0.8350100603621731,5.445591939637827
4,billiards,static,40,693.0838260447157,0.3851626016260163,30.80156078963415
5,billiards,static,40,835.4141066265195,0.23093922651933702,11.96673101878453
6,billiards,static,40,198.00986068505517,0.917753259779338,4.188806060180542
7,billiards,static,40,248.98471312310798,0.8627648839556004,5.394836416750757
0,billiards,static,45,218.62596324141415,0.8767676767676768,5.136180977777777
1,billiards,static,45,569.1872856882592,0.507085020242915,12.924855754048583
2,billiards,static,45,840.3493292777779,0.22004357298474944,29.74269664379085
3,billiards,static,45,356.96142292004055,0.7307692307692307,5.295977873481781
4,billiards,static,45,731.1258397997872,0.3354632587859425,28.08248962087327
5,billiards,static,45,933.1977815639272,0.12214611872146118,18.196751742009134
6,billiards,static,45,209.40186283751257,0.8866599799398195,4.895325387161485
7,billiards,static,45,224.74052275903617,0.8704819277108434,4.870345706827309
0,billiards,static,50,281.09510154225353,0.7977867203219315,5.832415440643864
1,billiards,static,50,647.0666992550608,0.4180161943319838,32.43666744534413
2,billiards,static,50,910.1947767678188,0.14578833693304535,24.085237117710584
3,billiards,static,50,376.41609446868694,0.6989898989898989,5.391198629292929
4,billiards,static,50,789.0925267952331,0.27085590465872156,33.008383125677135
5,billiards,static,50,844.5788396069872,0.21179039301310043,52.53591393777293
6,billiards,static,50,219.81159982364733,0.8617234468937875,4.266903412825651
7,billiards,static,50,255.01008043943946,0.8248248248248248,4.5025434364364365
0,billiards,static,55,277.1999736910733,0.7903711133400201,4.861555386158476
1,billiards,static,55,684.6016881733335,0.37435897435897436,12.72798547179487
2,billiards,static,55,995.015413594595,0.05630630630630631,33.25884958445946
3,billiards,static,55,414.4679948994975,0.6512562814070352,5.278307120603015
4,billiards,static,55,863.7021687592595,0.1906318082788671,42.05843938453159
5,billiards,static,55,877.1123985200426,0.17721518987341772,65.14589571202531
6,billiards,static,55,217.91804490200002,0.852,4.244763774999999
7,billiards,static,55,298.8861132882883,0.7687687687687688,5.0128022802802805
0,billiards,static,60,271.1596036442886,0.7885771543086172,4.733697886773547
1,billiards,static,60,710.4034921065152,0.344364012409514,36.56937377973113
2,billiards,static,60,1014.7944318918037,0.036065573770491806,72.2079266010929
3,billiards,static,60,480.3290157751005,0.5763052208835341,6.299138381526105
4,billiards,static,60,888.3108982392567,0.16376306620209058,42.040727927990716
5,billiards,static,60,997.668293411765,0.0530565167243368,81.4928784486736
6,billiards,static,60,238.86036940581167,0.8216432865731463,4.434248571142284
7,billiards,static,60,308.4594345915917,0.7507507507507507,8.777045505505505
0,billiards,static,65,281.4975461987768,0.7706422018348624,5.595862337410805
1,billiards,static,65,726.9770255396501,0.32440782698249226,18.47582504222451
2,billiards,static,65,1014.9718810106388,0.03546099290780142,73.10179749172576
3,billiards,static,65,526.1706121319236,0.525679758308157,6.00926413897281
4,billiards,static,65,924.255261887151,0.12625698324022347,28.81464272402235
5,billiards,static,65,1006.9764839508383,0.04357541899441341,61.48873165921787
6,billiards,static,65,223.5342373253254,0.8298298298298298,4.525903579579579
