user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,1050.2572660000003,0.0,3.4909979738693466
1,billiards,model,adaptive,1050.2572660000005,0.0,19.118682902519165
2,billiards,model,adaptive,1050.2572660000003,0.0,5.253493335423197
0,billiards,static,5,850.6940459710002,0.917,2.444260318
1,billiards,static,5,889.2177399990001,0.718,3.1965524450000005
2,billiards,static,5,873.744373322,0.785,2.87141381
0,billiards,static,10,571.471842153,0.889,2.43359471
1,billiards,static,10,691.479419552,0.664,3.6350524450000004
2,billiards,static,10,655.6681708540001,0.727,3.01141381
0,billiards,static,15,452.1407828630001,0.872,2.447709628
1,billiards,static,15,698.0440289460001,0.506,5.2332697900000005
2,billiards,static,15,612.7200755590002,0.639,3.433609832
0,billiards,static,20,401.535443711,0.84,2.517204411
1,billiards,static,20,915.2026130560004,0.179,11.377648643999999
2,billiards,static,20,788.9639043070002,0.337,4.141324137000001
0,billiards,static,25,1050.2572660000003,0.0,4.560707579999999
1,billiards,static,25,1050.2572660000003,0.0,14.745507491
2,billiards,static,25,1050.2572660000003,0.0,7.210751484
0,billiards,static,30,1050.2572660000003,0.0,7.100531645000001
1,billiards,static,30,1050.2572660000003,0.0,11.131929924999998
2,billiards,static,30,1050.2572660000003,0.0,6.120373476
0,billiards,static,35,1050.2572660000003,0.0,4.8287449350000005
1,billiards,static,35,1050.2572660000003,0.0,13.543240225000002
2,billiards,static,35,1050.2572660000003,0.0,11.142590869
0,billiards,static,40,1050.2572660000003,0.0,5.466137866935484
1,billiards,static,40,1050.2572660000003,0.0,11.69789819918284
2,billiards,static,40,1050.2572660000005,0.0,6.306098966119096
0,billiards,static,45,1050.2572660000003,0.0,4.455751611835506
1,billiards,static,45,1050.2572660000003,0.0,9.94628601948718
2,billiards,static,45,1050.2572660000003,0.0,7.09463328807947
0,billiards,static,50,1050.2572660000003,0.0,4.559978288775509
1,billiards,static,50,1050.2572660000003,0.0,9.5779509331307
2,billiards,static,50,1050.2572660000005,0.0,5.203727762419006
0,billiards,static,55,1050.2572660000003,0.0,4.473912455276381
1,billiards,static,55,1050.2572660000005,0.0,11.569127093952483
2,billiards,static,55,1050.2572660000005,0.0,3.916101764278297
0,billiards,static,60,1050.2572660000003,0.0,4.496356437311935
1,billiards,static,60,1050.2572660000005,0.0,8.535257840790843
2,billiards,static,60,1050.2572660000005,0.0,9.321335224973089
0,billiards,static,65,1050.2572660000003,0.0,4.789388126760564
1,billiards,static,65,1050.2572660000003,0.0,14.10925350295858
2,billiards,static,65,1050.2572660000003,0.0,2.369500871657754
0,billiards,static,70,1050.2572660000003,0.0,4.551890057228915
1,billiards,static,70,1050.2572660000003,0.0,8.939765562807883
2,billiards,static,70,1050.2572660000003,0.0,3.2566602857142857
0,billiards,static,75,1050.2572660000003,0.0,4.601312447589098
1,billiards,static,75,1050.2572660000005,0.0,9.344668232356133
2,billiards,static,75,1050.2572660000005,0.0,1.12105595915986
0,billiards,static,80,1050.2572660000005,0.0,5.134114929606626
1,billiards,static,80,1050.2572660000003,0.0,7.205463123471882
2,billiards,static,80,1050.2572660000003,0.0,2.592116712258065
