frame,components,mse,size_bytes
1,50,104.40415768194562,77568.0
2,50,65.92476228537423,77568.0
3,50,70.98417797420883,77568.0
4,50,97.9360109610058,77568.0
5,50,85.53403416478697,77568.0
6,50,111.19671123859614,77568.0
7,50,98.95597735630103,77568.0
8,50,63.61682827369598,77568.0
9,50,82.19328161233227,77568.0
10,50,105.63474046676215,77568.0
11,50,80.61817228628045,77568.0
12,50,87.64112241699907,77568.0
13,50,87.42125121784711,77568.0
14,50,96.15503858421278,77568.0
15,50,95.72150828373752,77568.0
16,50,103.06795726457956,77568.0
17,50,90.30612766172617,77568.0
18,50,79.79588654722797,77568.0
19,50,79.79588654722797,77568.0
20,50,95.72150828373752,77568.0
21,50,96.88493011221053,77568.0
22,50,72.0316844538652,77568.0
23,50,80.61817228628045,77568.0
24,50,103.54826068634982,77568.0
25,50,85.50185955532713,77568.0
26,50,88.55357963583299,77568.0
27,50,93.22118829811734,77568.0
28,50,79.79588654722797,77568.0
29,50,82.27625161487778,77568.0
30,50,81.52544792310556,77568.0
31,50,88.06165847573256,77568.0
32,50,99.79159240289523,77568.0
33,50,77.62430758763736,77568.0
34,50,84.43134410953354,77568.0
35,50,82.58419065360705,77568.0
36,50,84.01880123684062,77568.0
37,50,87.28529620248146,77568.0
38,50,61.69821092850655,77568.0
39,50,75.8333219981352,77568.0
40,50,70.7479520505259,77568.0
41,50,93.34879994129044,77568.0
42,50,106.67870463793206,77568.0
43,50,83.11027048343816,77568.0
44,50,92.74111977531366,77568.0
45,50,86.14067276244181,77568.0
46,50,85.02793942946232,77568.0
47,50,87.0398421170624,77568.0
48,50,90.41038907637088,77568.0
49,50,94.2073688513432,77568.0
50,50,103.38018551082264,77568.0
51,50,82.8139977949748,77568.0
52,50,73.97082279934507,77568.0
53,50,99.304015780873,77568.0
54,50,96.1229975943503,77568.0
55,50,103.40511167717032,77568.0
56,50,108.13003092451048,77568.0
57,50,104.40415768194562,77568.0
58,50,94.91627483950758,77568.0
59,50,86.18507495417039,77568.0
60,50,87.80464660716352,77568.0
61,50,92.1507947534808,77568.0
62,50,96.06711201882408,77568.0
63,50,81.88143961291941,77568.0
64,50,74.24992241909261,77568.0
65,50,83.02074942634367,77568.0
66,50,92.33680392933267,77568.0
67,50,104.17604444376438,77568.0
68,50,80.96161837993033,77568.0
69,50,65.92476228537423,77568.0
70,50,93.62950484067332,77568.0
71,50,76.825207344146,77568.0
72,50,84.47758016472257,77568.0
73,50,76.01392212516542,77568.0
74,50,102.08663922781132,77568.0
75,50,100.10934318894914,77568.0
76,50,84.68953545555821,77568.0
77,50,89.2292420052022,77568.0
78,50,108.44105188829496,77568.0
79,50,80.34959413634785,77568.0
80,50,61.08968002458485,77568.0
81,50,80.9630114056002,77568.0
82,50,74.8976133490962,77568.0
83,50,99.59877316837064,77568.0
84,50,82.83945527923952,77568.0
85,50,82.8139977949748,77568.0
86,50,96.1229975943503,77568.0
87,50,109.53115963278772,77568.0
88,50,72.5074074492456,77568.0
89,50,81.88143961291941,77568.0
90,50,109.48509818285362,77568.0
91,50,94.0653416538795,77568.0
92,50,85.06329302028176,77568.0
93,50,85.74407411385108,77568.0
94,50,84.98120069885995,77568.0
95,50,79.02917939153043,77568.0
96,50,89.2292420052022,77568.0
97,50,79.82955629851561,77568.0
98,50,73.97082279934507,77568.0
99,50,85.9105939289032,77568.0
100,50,81.91046925321429,77568.0
101,50,88.88318804337023,77568.0
102,50,66.13936573452555,77568.0
103,50,84.82826341544178,77568.0
104,50,79.79834502163745,77568.0
105,50,71.15327444783476,77568.0
106,50,67.63025071042226,77568.0
107,50,84.81868205557359,77568.0
108,50,99.1511768313154,77568.0
109,50,65.41465782801184,77568.0
110,50,84.31638773651761,77568.0
111,50,100.53365183574596,77568.0
112,50,69.31312144937048,77568.0
113,50,73.53112362557137,77568.0
114,50,92.78920876413542,77568.0
115,50,97.65821403444296,77568.0
116,50,101.0756734908024,77568.0
117,50,80.49063641378541,77568.0
118,50,93.215673300481,77568.0
119,50,109.17929884106228,77568.0
120,50,101.88303842193356,77568.0
121,50,100.12969072610647,77568.0
122,50,92.19229490425796,77568.0
123,50,62.675145063962816,77568.0
124,50,89.65783531193377,77568.0
125,50,90.89536783856646,77568.0
126,50,73.95604313341845,77568.0
127,50,59.91178956655072,77568.0
128,50,84.36787923203842,77568.0
129,50,82.24084871096723,77568.0
130,50,82.46601142400117,77568.0
131,50,81.6259939420773,77568.0
132,50,84.2906686477812,77568.0
133,50,104.27486396273986,77568.0
134,50,88.2657451260555,77568.0
135,50,83.9934347413348,77568.0
136,50,74.90238603171959,77568.0
137,50,81.77737135349109,77568.0
138,50,91.63769477538024,77568.0
139,50,93.11335706355024,77568.0
140,50,92.74111977531366,77568.0
141,50,62.675145063962816,77568.0
142,50,93.80185278371528,77568.0
143,50,88.60323355771193,77568.0
144,50,81.75825133304758,77568.0
145,50,98.73618838832397,77568.0
146,50,82.55457640970151,77568.0
147,50,85.3905100359169,77568.0
148,50,102.56906752866358,77568.0
149,50,71.79182007452901,77568.0
150,50,82.58419065360705,77568.0
151,50,100.83930320277868,77568.0
152,50,100.92357253746664,77568.0
153,50,84.18277642590212,77568.0
154,50,83.32639751243919,77568.0
155,50,92.04612095046174,77568.0
