frame,components,mse,size_bytes
1,5,841.6947129533813,8448.0
2,5,939.4578827797671,8448.0
3,5,854.5969122978123,8448.0
4,5,913.9056451990936,8448.0
5,5,963.7231768954904,8448.0
6,5,763.6969131718159,8448.0
7,5,869.6908357418264,8448.0
8,5,902.2849183296358,8448.0
9,5,888.0843089034596,8448.0
10,5,605.8614089963716,8448.0
11,5,993.5386252677011,8448.0
12,5,693.5238149237176,8448.0
13,5,865.2890654882949,8448.0
14,5,678.9000858885606,8448.0
15,5,871.0156094226348,8448.0
16,5,626.9190255035746,8448.0
17,5,977.8878975464904,8448.0
18,5,987.6529357973852,8448.0
19,5,898.1748892880156,8448.0
20,5,814.4978356379203,8448.0
21,5,856.7508921689569,8448.0
22,5,1047.371748521439,8448.0
23,5,771.4922535511363,8448.0
24,5,824.2466511831718,8448.0
25,5,642.6745755084618,8448.0
26,5,847.883029142411,8448.0
27,5,932.7329831327976,8448.0
28,5,831.7654517217934,8448.0
29,5,694.0145329346757,8448.0
30,5,884.7891551373519,8448.0
31,5,974.9410626557764,8448.0
32,5,919.702493195732,8448.0
33,5,865.2936732967349,8448.0
34,5,680.9725587137366,8448.0
35,5,1023.3601906462292,8448.0
36,5,952.1511215958448,8448.0
37,5,641.7496568784686,8448.0
38,5,920.3124819730136,8448.0
39,5,921.155543885589,8448.0
40,5,723.9386871992036,8448.0
41,5,873.3312458062525,8448.0
42,5,845.7353862495861,8448.0
43,5,738.1501740694019,8448.0
44,5,656.3488717266306,8448.0
45,5,829.0830933408967,8448.0
46,5,849.6275652842447,8448.0
47,5,747.3871105336048,8448.0
48,5,836.1010816899733,8448.0
49,5,996.510052157854,8448.0
50,5,918.1798794854886,8448.0
51,5,947.8532743605113,8448.0
52,5,872.4330360551927,8448.0
53,5,784.6728731234579,8448.0
54,5,937.0236841450806,8448.0
55,5,791.4159960646566,8448.0
56,5,771.4922535511363,8448.0
57,5,779.8082141295987,8448.0
58,5,756.5803923238751,8448.0
59,5,838.4054626278408,8448.0
60,5,824.3463536393532,8448.0
61,5,744.3788224996155,8448.0
62,5,674.8247069748372,8448.0
63,5,720.2512266944008,8448.0
64,5,948.5215333869888,8448.0
65,5,1006.4472707167972,8448.0
66,5,556.6269321824793,8448.0
