frame,components,mse,size_bytes,error_at_k80,error_ratio
1,5,1006.4472707167972,4270,33.04271239589739,30.458978629180532
1,10,573.7146122699927,8152,33.04271239589739,30.458978629180532
1,15,398.0139504805093,12034,33.04271239589739,30.458978629180532
1,20,293.3862509780039,15916,33.04271239589739,30.458978629180532
1,25,225.57203164017804,19798,33.04271239589739,30.458978629180532
1,30,179.8265873929487,23680,33.04271239589739,30.458978629180532
1,35,146.42749062971816,27562,33.04271239589739,30.458978629180532
1,40,121.7577074213824,31444,33.04271239589739,30.458978629180532
1,45,101.89700521931049,35326,33.04271239589739,30.458978629180532
1,50,85.65718876277144,39208,33.04271239589739,30.458978629180532
1,55,72.49361719299502,43090,33.04271239589739,30.458978629180532
1,60,61.62458113021552,46972,33.04271239589739,30.458978629180532
1,65,52.631520871111945,50854,33.04271239589739,30.458978629180532
1,70,45.045899043242855,54736,33.04271239589739,30.458978629180532
1,75,38.571618847804,58618,33.04271239589739,30.458978629180532
1,80,33.04271239589739,62500,33.04271239589739,30.458978629180532
2,5,992.3677710041204,4270,31.91980339100432,31.089407376606548
2,10,566.8253602705742,8152,31.91980339100432,31.089407376606548
2,15,391.4082892713297,12034,31.91980339100432,31.089407376606548
2,20,288.2951929742404,15916,31.91980339100432,31.089407376606548
2,25,221.99081405356296,19798,31.91980339100432,31.089407376606548
2,30,176.78424252155517,23680,31.91980339100432,31.089407376606548
2,35,144.0799678643945,27562,31.91980339100432,31.089407376606548
2,40,119.0279428659915,31444,31.91980339100432,31.089407376606548
2,45,99.015385456329,35326,31.91980339100432,31.089407376606548
2,50,82.87393123265045,39208,31.91980339100432,31.089407376606548
2,55,70.00719578933692,43090,31.91980339100432,31.089407376606548
2,60,59.50242685025415,46972,31.91980339100432,31.089407376606548
2,65,50.75938113079075,50854,31.91980339100432,31.089407376606548
2,70,43.45240093995184,54736,31.91980339100432,31.089407376606548
2,75,37.24988632175034,58618,31.91980339100432,31.089407376606548
2,80,31.91980339100432,62500,31.91980339100432,31.089407376606548
3,5,975.5207340726256,4270,31.756125377799293,30.719135992409583
3,10,562.1477773447979,8152,31.756125377799293,30.719135992409583
3,15,393.2330644369969,12034,31.756125377799293,30.719135992409583
3,20,290.0644217746645,15916,31.756125377799293,30.719135992409583
3,25,222.5087465663311,19798,31.756125377799293,30.719135992409583
3,30,176.49462768939057,23680,31.756125377799293,30.719135992409583
3,35,144.3013117167593,27562,31.756125377799293,30.719135992409583
3,40,119.35359640764688,31444,31.756125377799293,30.719135992409583
3,45,99.36963718851536,35326,31.756125377799293,30.719135992409583
3,50,83.50117663118117,39208,31.756125377799293,30.719135992409583
