user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,585.999,0.5,2.35257,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,601.312,0.482,5.07554,1000,499,17,501,0.499,0.501,501,0,summary
2,billiardstest,model,adaptive,597.976,0.488,5.19848,1000,499,11,501,0.499,0.501,501,0,summary
3,billiardstest,model,adaptive,588.069,0.499,2.70031,1000,500,1,500,0.5,0.5,500,0,summary
4,billiardstest,model,adaptive,600.615,0.491,4.23399,1000,500,9,500,0.5,0.5,500,0,summary
5,billiardstest,model,adaptive,605.376,0.483,4.90657,1000,499,16,501,0.499,0.501,501,0,summary
6,billiardstest,model,adaptive,590.571,0.5,2.86246,1000,500,0,500,0.5,0.5,500,0,summary
7,billiardstest,model,adaptive,592.487,0.5,2.9665,1000,500,0,500,0.5,0.5,500,0,summary
8,billiardstest,model,adaptive,596.505,0.499,2.93435,1000,500,1,500,0.5,0.5,500,0,summary
9,billiardstest,model,adaptive,595.978,0.5,2.66809,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,5,891.19,0.5,2.26989,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,891.19,0.5,2.83495,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,891.19,0.5,2.87939,1000,500,0,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,891.19,0.5,2.37431,1000,500,0,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,891.554,0.499,2.79899,1000,500,1,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,903.62,0.456,12.1273,1000,493,37,507,0.493,0.507,507,0,summary
6,billiardstest,static,5,891.19,0.5,2.57246,1000,500,0,500,0.5,0.5,500,0,summary
7,billiardstest,static,5,891.19,0.5,2.5475,1000,500,0,500,0.5,0.5,500,0,summary
8,billiardstest,static,5,891.19,0.5,2.49635,1000,500,0,500,0.5,0.5,500,0,summary
9,billiardstest,static,5,891.19,0.5,2.54409,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,750.325,0.5,2.30081,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,750.325,0.5,2.87195,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,750.325,0.5,3.04539,1000,500,0,500,0.5,0.5,500,0,summary
3,billiardstest,static,10,750.325,0.5,2.56231,1000,500,0,500,0.5,0.5,500,0,summary
4,billiardstest,static,10,750.325,0.5,2.77599,1000,500,0,500,0.5,0.5,500,0,summary
5,billiardstest,static,10,750.325,0.5,2.93482,1000,500,0,500,0.5,0.5,500,0,summary
6,billiardstest,static,10,750.325,0.5,2.57946,1000,500,0,500,0.5,0.5,500,0,summary
7,billiardstest,static,10,750.325,0.5,2.5905,1000,500,0,500,0.5,0.5,500,0,summary
8,billiardstest,static,10,750.325,0.5,2.80035,1000,500,0,500,0.5,0.5,500,0,summary
9,billiardstest,static,10,750.325,0.5,2.72109,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,684.155,0.5,2.28762,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,684.155,0.5,2.99095,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,684.8,0.499,3.20939,1000,500,1,500,0.5,0.5,500,0,summary
3,billiardstest,static,15,684.155,0.5,2.44931,1000,500,0,500,0.5,0.5,500,0,summary
4,billiardstest,static,15,684.155,0.5,2.93099,1000,500,0,500,0.5,0.5,500,0,summary
5,billiardstest,static,15,684.742,0.499,3.15382,1000,500,1,500,0.5,0.5,500,0,summary
6,billiardstest,static,15,684.802,0.499,2.72146,1000,500,1,500,0.5,0.5,500,0,summary
7,billiardstest,static,15,684.782,0.499,2.7205,1000,500,1,500,0.5,0.5,500,0,summary
