user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,627.783,0.5,2.27497,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,635.313,0.484,5.75954,1000,499,15,501,0.499,0.501,501,0,summary
2,billiardstest,model,adaptive,628.702,0.499,3.54939,1000,500,1,500,0.5,0.5,500,0,summary
3,billiardstest,model,adaptive,631.251,0.5,2.46131,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,5,891.19,0.5,2.25393,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,891.19,0.5,2.87695,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,891.19,0.5,2.89739,1000,500,0,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,891.19,0.5,2.36231,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,750.325,0.5,2.27385,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,750.325,0.5,2.76895,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,751.336,0.498,3.21339,1000,500,2,500,0.5,0.5,500,0,summary
3,billiardstest,static,10,750.325,0.5,2.44231,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,684.155,0.5,2.27713,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,684.871,0.499,3.08495,1000,500,1,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,684.761,0.499,3.41339,1000,500,1,500,0.5,0.5,500,0,summary
3,billiardstest,static,15,684.155,0.5,2.44031,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,20,644.082,0.5,2.28572,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,644.082,0.5,3.09295,1000,500,0,500,0.5,0.5,500,0,summary
2,billiardstest,static,20,644.861,0.499,3.70639,1000,500,1,500,0.5,0.5,500,0,summary
3,billiardstest,static,20,644.082,0.5,2.43631,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,25,616.448,0.5,2.29804,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,25,618.84,0.497,3.34595,1000,500,3,500,0.5,0.5,500,0,summary
2,billiardstest,static,25,618.131,0.498,3.63039,1000,500,2,500,0.5,0.5,500,0,summary
3,billiardstest,static,25,616.448,0.5,2.57231,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,30,596.182,0.5,2.29248,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,30,609.295,0.484,4.99334,1000,499,15,501,0.499,0.501,501,0,summary
2,billiardstest,static,30,633.55,0.456,8.20131,1000,498,42,502,0.498,0.502,502,0,summary
3,billiardstest,static,30,596.182,0.5,2.59031,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,35,580.8,0.5,2.29361,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,35,592.658,0.486,4.44297,1000,498,12,502,0.498,0.502,502,0,summary
2,billiardstest,static,35,619.211,0.456,7.93048,1000,496,40,504,0.496,0.504,504,0,summary
3,billiardstest,static,35,580.8,0.5,2.52631,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,40,568.81,0.5,2.34779,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,40,594.627,0.471,5.80067,1000,497,26,503,0.497,0.503,503,0,summary
2,billiardstest,static,40,629.97,0.432,10.6888,1000,492,60,508,0.492,0.508,508,0,summary
3,billiardstest,static,40,568.81,0.5,2.63031,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,45,559.25,0.5,2.34848,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,45,632.891,0.419,11.082,1000,492,73,508,0.492,0.508,508,0,summary
2,billiardstest,static,45,634.39,0.418,12.9895,1000,491,73,509,0.491,0.509,509,0,summary
3,billiardstest,static,45,559.25,0.5,2.64231,1000,500,0,500,0.5,0.5,500,0,summary
0,billiardstest,static,50,551.503,0.5,2.35529,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,50,594.499,0.454,7.73018,1000,496,42,504,0.496,0.504,504,0,summary
2,billiardstest,static,50,616.421,0.43,10.4085,1000,490,60,510,0.49,0.51,510,0,summary
3,billiardstest,static,50,608.543,0.439,9.28251,1000,496,57,504,0.496,0.504,504,0,summary
0,billiardstest,static,55,545.149,0.5,2.79632,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,55,630.061,0.41,12.17,1000,492,82,508,0.492,0.508,508,0,summary
2,billiardstest,static,55,622.426,0.418,11.1474,1000,489,71,511,0.489,0.511,511,0,summary
3,billiardstest,static,55,587.45,0.455,7.80794,1000,499,44,501,0.499,0.501,501,0,summary
0,billiardstest,static,60,539.873,0.5,2.79745,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,60,610.323,0.426,10.9898,1000,493,67,507,0.493,0.507,507,0,summary
2,billiardstest,static,60,617.17,0.419,9.92917,1000,488,69,512,0.488,0.512,512,0,summary
3,billiardstest,static,60,584.698,0.453,7.69039,1000,497,44,503,0.497,0.503,503,0,summary
0,billiardstest,static,65,535.445,0.5,2.81037,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,65,592.3,0.441,8.48784,1000,492,51,508,0.492,0.508,508,0,summary
2,billiardstest,static,65,595.932,0.437,8.73138,1000,490,53,510,0.49,0.51,510,0,summary
3,billiardstest,static,65,564.512,0.47,5.92887,1000,496,26,504,0.496,0.504,504,0,summary
0,billiardstest,static,70,531.702,0.5,2.82953,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,70,608.683,0.421,8.8578,1000,482,61,518,0.482,0.518,518,0,summary
2,billiardstest,static,70,577.279,0.453,10.8605,1000,491,38,509,0.491,0.509,509,0,summary
3,billiardstest,static,70,566.563,0.464,6.38463,1000,495,31,505,0.495,0.505,505,0,summary
0,billiardstest,static,75,528.517,0.5,2.85355,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,75,568.591,0.459,7.17116,1000,494,35,506,0.494,0.506,506,0,summary
2,billiardstest,static,75,625.928,0.4,9.47809,1000,473,73,527,0.473,0.527,527,0,summary
3,billiardstest,static,75,570.453,0.457,7.32462,1000,495,38,505,0.495,0.505,505,0,summary
0,billiardstest,static,80,525.787,0.5,2.85458,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,80,634.834,0.389,11.1007,1000,475,86,525,0.475,0.525,514,11,summary
2,billiardstest,static,80,570.973,0.454,6.79779,1000,494,40,506,0.494,0.506,500,6,summary
3,billiardstest,static,80,544.532,0.481,4.77599,1000,498,17,502,0.498,0.502,500,2,summary
