frame,components,mse,pca_size_bytes,encoded_size_bytes,raw_size_bytes,pict_type,explained_variance
4,200,0.21898488422772533,18128,106,150528,B,0.9855387210984986
4,175,0.36968361443298653,15873,106,150528,B,0.9832703339205636
4,150,0.583908817128118,13618,106,150528,B,0.9805387381089316
4,125,0.8621492909077375,11362,106,150528,B,0.9772343075436805
4,100,1.1884315412183872,9107,106,150528,B,0.9730579746037953
4,75,1.4944935388209053,6852,106,150528,B,0.967523870080029
4,50,2.483965183439174,4596,106,150528,B,0.9595606717088367
4,25,4.376601839765042,2341,106,150528,B,0.9448000253629466
4,0,0.0,150528,106,150528,B,
5,400,0.016322054652988083,36171,98,150528,B,0.9952676940001508
5,375,0.020303502453073934,33916,98,150528,B,0.9945618783384673
5,350,0.026652349983587943,31660,98,150528,B,0.9937550769072048
5,325,0.0321546147215902,29405,98,150528,B,0.9928287444373398
5,300,0.044340936315501456,27150,98,150528,B,0.991761271875569
5,275,0.0624559533679876,24894,98,150528,B,0.9905312296703515
5,250,0.09235534392866754,22639,98,150528,B,0.9891103768218185
5,225,0.12467134361557901,20384,98,150528,B,0.9874643511863297
5,200,0.21028294294606,18128,98,150528,B,0.9855387210984986
5,175,0.35670035573752285,15873,98,150528,B,0.9832703339205636
5,150,0.5659020360853081,13618,98,150528,B,0.9805387381089316
5,125,0.8368860919651062,11362,98,150528,B,0.9772343075436805
5,100,1.158192808202694,9107,98,150528,B,0.9730579746037953
5,75,1.4557999970662718,6852,98,150528,B,0.967523870080029
5,50,2.4049306487526323,4596,98,150528,B,0.9595606717088367
5,25,4.232074773726097,2341,98,150528,B,0.9448000253629466
5,0,0.0,150528,98,150528,B,
6,400,0.016179401338138357,36171,1815,150528,P,0.9952676940001508
6,375,0.020056996485045536,33916,1815,150528,P,0.9945618783384673
6,350,0.026080278219335132,31660,1815,150528,P,0.9937550769072048
6,325,0.03139679312254397,29405,1815,150528,P,0.9928287444373398
6,300,0.04326784834996547,27150,1815,150528,P,0.991761271875569
6,275,0.060597294399335616,24894,1815,150528,P,0.9905312296703515
6,250,0.08956722514882372,22639,1815,150528,P,0.9891103768218185
6,225,0.1209017794668622,20384,1815,150528,P,0.9874643511863297
6,200,0.20339842278009018,18128,1815,150528,P,0.9855387210984986
6,175,0.3468955677997221,15873,1815,150528,P,0.9832703339205636
6,150,0.5538143855287841,13618,1815,150528,P,0.9805387381089316
6,125,0.8185039002871317,11362,1815,150528,P,0.9772343075436805
6,100,1.1359917031273352,9107,1815,150528,P,0.9730579746037953
6,75,1.4260700497756262,6852,1815,150528,P,0.967523870080029
6,50,2.3481330888967538,4596,1815,150528,P,0.9595606717088367
6,25,4.119030521612762,2341,1815,150528,P,0.9448000253629466
6,0,0.0,150528,1815,150528,P,
7,400,0.0156803545678168,36171,99,150528,B,0.9952676940001508
7,375,0.01952006025788734,33916,99,150528,B,0.9945618783384673
7,350,0.025482490988628502,31660,99,150528,B,0.9937550769072048
7,325,0.030577891970224803,29405,99,150528,B,0.9928287444373398
7,300,0.042219160528747766,27150,99,150528,B,0.991761271875569
7,275,0.058860567964934316,24894,99,150528,B,0.9905312296703515
7,250,0.0870306904603681,22639,99,150528,B,0.9891103768218185
7,225,0.11759356950321465,20384,99,150528,B,0.9874643511863297
7,200,0.1977069759395256,18128,99,150528,B,0.9855387210984986
7,175,0.33867150014083275,15873,99,150528,B,0.9832703339205636
7,150,0.5429215133706318,13618,99,150528,B,0.9805387381089316
7,125,0.7977522904661554,11362,99,150528,B,0.9772343075436805
7,100,1.1082234311155283,9107,99,150528,B,0.9730579746037953
7,75,1.388821919087229,6852,99,150528,B,0.967523870080029
7,50,2.283625710523707,4596,99,150528,B,0.9595606717088367
7,25,3.997170588836881,2341,99,150528,B,0.9448000253629466
7,0,0.0,150528,99,150528,B,
9,400,0.014926758245381014,36171,1804,150528,P,0.9952676940001508
9,375,0.018410805959856186,33916,1804,150528,P,0.9945618783384673
9,350,0.024016582612688714,31660,1804,150528,P,0.9937550769072048
9,325,0.028646268838349833,29405,1804,150528,P,0.9928287444373398
9,300,0.03918616729153651,27150,1804,150528,P,0.991761271875569
9,275,0.054526616854290944,24894,1804,150528,P,0.9905312296703515
9,250,0.07974873233942861,22639,1804,150528,P,0.9891103768218185
9,225,0.10772764924211371,20384,1804,150528,P,0.9874643511863297
9,200,0.1816106469225401,18128,1804,150528,P,0.9855387210984986
9,175,0.31193386098006365,15873,1804,150528,P,0.9832703339205636
9,150,0.5020623300696077,13618,1804,150528,P,0.9805387381089316
9,125,0.7351991114709755,11362,1804,150528,P,0.9772343075436805
9,100,1.0257058973981565,9107,1804,150528,P,0.9730579746037953
9,75,1.2835681485995218,6852,1804,150528,P,0.967523870080029
9,50,2.1105294337970832,4596,1804,150528,P,0.9595606717088367
9,25,3.7123607710279507,2341,1804,150528,P,0.9448000253629466
9,0,0.0,150528,1804,150528,P,
10,400,0.014537044404138468,36171,79,150528,B,0.9952676940001508
10,375,0.017756218821319385,33916,79,150528,B,0.9945618783384673
10,350,0.023301527515378926,31660,79,150528,B,0.9937550769072048
10,325,0.027873312783821467,29405,79,150528,B,0.9928287444373398
10,300,0.037910006803416794,27150,79,150528,B,0.991761271875569
10,275,0.05270204476636554,24894,79,150528,B,0.9905312296703515
10,250,0.07682079867179538,22639,79,150528,B,0.9891103768218185
10,225,0.10356642968617732,20384,79,150528,B,0.9874643511863297
10,200,0.175263343867376,18128,79,150528,B,0.9855387210984986
10,175,0.30139476444926455,15873,79,150528,B,0.9832703339205636
10,150,0.4844020719922096,13618,79,150528,B,0.9805387381089316
10,125,0.7084688805649759,11362,79,150528,B,0.9772343075436805
10,100,0.9879673683418587,9107,79,150528,B,0.9730579746037953
10,75,1.235670839323259,6852,79,150528,B,0.967523870080029
10,50,2.03119572236529,4596,79,150528,B,0.9595606717088367
10,25,3.5757457834922355,2341,79,150528,B,0.9448000253629466
10,0,0.0,150528,79,150528,B,
11,400,0.014950367106313728,36171,147,150528,B,0.9952676940001508
11,375,0.018231611501254394,33916,147,150528,B,0.9945618783384673
11,350,0.02334654636831327,31660,147,150528,B,0.9937550769072048
11,325,0.027767005995712718,29405,147,150528,B,0.9928287444373398
11,300,0.03759969852994277,27150,147,150528,B,0.991761271875569
11,275,0.05178415197555859,24894,147,150528,B,0.9905312296703515
11,250,0.07539094809357882,22639,147,150528,B,0.9891103768218185
11,225,0.10138005516620983,20384,147,150528,B,0.9874643511863297
11,200,0.17011247745646849,18128,147,150528,B,0.9855387210984986
11,175,0.29137738376477373,15873,147,150528,B,0.9832703339205636
11,150,0.4681979850284123,13618,147,150528,B,0.9805387381089316
11,125,0.6851020770008087,11362,147,150528,B,0.9772343075436805
11,100,0.9543068352244731,9107,147,150528,B,0.9730579746037953
11,75,1.192466436269216,6852,147,150528,B,0.967523870080029
11,50,1.961601295781834,4596,147,150528,B,0.9595606717088367
11,25,3.4576993610652353,2341,147,150528,B,0.9448000253629466
11,0,0.0,150528,147,150528,B,
12,400,0.015335938064930034,36171,1528,150528,P,0.9952676940001508
12,375,0.018432822837493514,33916,1528,150528,P,0.9945618783384673
12,350,0.023442322831671424,31660,1528,150528,P,0.9937550769072048
12,325,0.027864511260222068,29405,1528,150528,P,0.9928287444373398
12,300,0.037294177573573034,27150,1528,150528,P,0.991761271875569
12,275,0.05095700266348648,24894,1528,150528,P,0.9905312296703515
12,250,0.0739848246537412,22639,1528,150528,P,0.9891103768218185
12,225,0.09836885242199453,20384,1528,150528,P,0.9874643511863297
12,200,0.16431077507700745,18128,1528,150528,P,0.9855387210984986
12,175,0.28022633422933696,15873,1528,150528,P,0.9832703339205636
12,150,0.4488517635262534,13618,1528,150528,P,0.9805387381089316
12,125,0.6549457939862872,11362,1528,150528,P,0.9772343075436805
12,100,0.9114628931464297,9107,1528,150528,P,0.9730579746037953
12,75,1.1371804699208135,6852,1528,150528,P,0.967523870080029
12,50,1.871324472381108,4596,1528,150528,P,0.9595606717088367
12,25,3.2978836641037397,2341,1528,150528,P,0.9448000253629466
12,0,0.0,150528,1528,150528,P,
13,400,0.014017847537879375,36171,148,150528,B,0.9952676940001508
13,375,0.01682626934430122,33916,148,150528,B,0.9945618783384673
13,350,0.021531250247976714,31660,148,150528,B,0.9937550769072048
13,325,0.025583577449140218,29405,148,150528,B,0.9928287444373398
13,300,0.03438268182956423,27150,148,150528,B,0.991761271875569
13,275,0.04747064070005909,24894,148,150528,B,0.9905312296703515
13,250,0.06892347135140757,22639,148,150528,B,0.9891103768218185
13,225,0.09221120887287754,20384,148,150528,B,0.9874643511863297
13,200,0.15451707537143086,18128,148,150528,B,0.9855387210984986
13,175,0.2641257799545636,15873,148,150528,B,0.9832703339205636
13,150,0.42478447718894025,13618,148,150528,B,0.9805387381089316
13,125,0.6201848521875518,11362,148,150528,B,0.9772343075436805
13,100,0.8653424686208517,9107,148,150528,B,0.9730579746037953
13,75,1.0808576209959353,6852,148,150528,B,0.967523870080029
13,50,1.7801512097863028,4596,148,150528,B,0.9595606717088367
13,25,3.141933006969861,2341,148,150528,B,0.9448000253629466
13,0,0.0,150528,148,150528,B,
15,400,0.015306589757268648,36171,1725,150528,P,0.9952676940001508
15,375,0.017874439868209364,33916,1725,150528,P,0.9945618783384673
15,350,0.021937054034174296,31660,1725,150528,P,0.9937550769072048
15,325,0.02561625044113279,29405,1725,150528,P,0.9928287444373398
15,300,0.033627966148850635,27150,1725,150528,P,0.991761271875569
15,275,0.04553040683090103,24894,1725,150528,P,0.9905312296703515
15,250,0.06509618447699136,22639,1725,150528,P,0.9891103768218185
15,225,0.08634521822888405,20384,1725,150528,P,0.9874643511863297
15,200,0.14232430418511202,18128,1725,150528,P,0.9855387210984986
15,175,0.2400298632760558,15873,1725,150528,P,0.9832703339205636
15,150,0.38424230710838536,13618,1725,150528,P,0.9805387381089316
15,125,0.5603891473723062,11362,1725,150528,P,0.9772343075436805
15,100,0.7810729525040196,9107,1725,150528,P,0.9730579746037953
15,75,0.9734310213653333,6852,1725,150528,P,0.967523870080029
15,50,1.6031644983434445,4596,1725,150528,P,0.9595606717088367
15,25,2.827689239706076,2341,1725,150528,P,0.9448000253629466
15,0,0.0,150528,1725,150528,P,
16,400,0.015451054067407006,36171,76,150528,B,0.9952676940001508
16,375,0.01787190570682845,33916,76,150528,B,0.9945618783384673
16,350,0.021677790557256348,31660,76,150528,B,0.9937550769072048
16,325,0.025221058491624284,29405,76,150528,B,0.9928287444373398
16,300,0.032983547771871964,27150,76,150528,B,0.991761271875569
16,275,0.044347072820276334,24894,76,150528,B,0.9905312296703515
16,250,0.06303399559173638,22639,76,150528,B,0.9891103768218185
16,225,0.08300091711041961,20384,76,150528,B,0.9874643511863297
16,200,0.13652140896327608,18128,76,150528,B,0.9855387210984986
16,175,0.22986049686021298,15873,76,150528,B,0.9832703339205636
16,150,0.36779031224643116,13618,76,150528,B,0.9805387381089316
16,125,0.5365035080944919,11362,76,150528,B,0.9772343075436805
16,100,0.7465711196986399,9107,76,150528,B,0.9730579746037953
16,75,0.9301805494516496,6852,76,150528,B,0.967523870080029
16,50,1.5322493428277442,4596,76,150528,B,0.9595606717088367
16,25,2.702218051129491,2341,76,150528,B,0.9448000253629466
16,0,0.0,150528,76,150528,B,
18,400,0.015619563106627342,36171,913,150528,P,0.9952676940001508
18,375,0.017919669406028578,33916,913,150528,P,0.9945618783384673
18,350,0.02134166279969668,31660,913,150528,P,0.9937550769072048
18,325,0.02459903750917645,29405,913,150528,P,0.9928287444373398
18,300,0.03145205991157044,27150,913,150528,P,0.991761271875569
18,275,0.04174547799703424,24894,913,150528,P,0.9905312296703515
18,250,0.05866748453389331,22639,913,150528,P,0.9891103768218185
18,225,0.07672231572919982,20384,913,150528,P,0.9874643511863297
18,200,0.12451954394605082,18128,913,150528,P,0.9855387210984986
18,175,0.20823967134309923,15873,913,150528,P,0.9832703339205636
18,150,0.3327886769508555,13618,913,150528,P,0.9805387381089316
18,125,0.4858251188934363,11362,913,150528,P,0.9772343075436805
18,100,0.676197739664075,9107,913,150528,P,0.9730579746037953
18,75,0.8423185213782055,6852,913,150528,P,0.967523870080029
18,50,1.3851452179063215,4596,913,150528,P,0.9595606717088367
18,25,2.4458099461707175,2341,913,150528,P,0.9448000253629466
18,0,0.0,150528,913,150528,P,
20,400,0.012008125764957798,36171,68,150528,B,0.9952676940001508
20,375,0.014028944052898003,33916,68,150528,B,0.9945618783384673
20,350,0.017227086777707887,31660,68,150528,B,0.9937550769072048
20,325,0.020090736645092897,29405,68,150528,B,0.9928287444373398
20,300,0.026419533437410495,27150,68,150528,B,0.991761271875569
20,275,0.03563648045294076,24894,68,150528,B,0.9905312296703515
20,250,0.05114554158032296,22639,68,150528,B,0.9891103768218185
20,225,0.06759729007893327,20384,68,150528,B,0.9874643511863297
20,200,0.11160020869174934,18128,68,150528,B,0.9855387210984986
20,175,0.18814879883251875,15873,68,150528,B,0.9832703339205636
20,150,0.3022578048002894,13618,68,150528,B,0.9805387381089316
20,125,0.44173122227268674,11362,68,150528,B,0.9772343075436805
20,100,0.615298593715793,9107,68,150528,B,0.9730579746037953
20,75,0.7669892297088055,6852,68,150528,B,0.967523870080029
20,50,1.2623638696036894,4596,68,150528,B,0.9595606717088367
20,25,2.228310806559689,2341,68,150528,B,0.9448000253629466
20,0,0.0,150528,68,150528,B,
21,400,0.013256906365200253,36171,1039,150528,P,0.9952676940001508
21,375,0.015341785614539203,33916,1039,150528,P,0.9945618783384673
21,350,0.01838075925197896,31660,1039,150528,P,0.9937550769072048
21,325,0.021158362547566215,29405,1039,150528,P,0.9928287444373398
21,300,0.02708187706382729,27150,1039,150528,P,0.991761271875569
21,275,0.03580917897409879,24894,1039,150528,P,0.9905312296703515
21,250,0.05026247435690037,22639,1039,150528,P,0.9891103768218185
21,225,0.06584809756601322,20384,1039,150528,P,0.9874643511863297
21,200,0.1079366661580751,18128,1039,150528,P,0.9855387210984986
21,175,0.180015304099438,15873,1039,150528,P,0.9832703339205636
21,150,0.2873429252483667,13618,1039,150528,P,0.9805387381089316
21,125,0.4198754481770585,11362,1039,150528,P,0.9772343075436805
21,100,0.5843396355257385,9107,1039,150528,P,0.9730579746037953
21,75,0.7278841526833155,6852,1039,150528,P,0.967523870080029
21,50,1.1970592889922014,4596,1039,150528,P,0.9595606717088367
21,25,2.1121755328551926,2341,1039,150528,P,0.9448000253629466
21,0,0.0,150528,1039,150528,P,
22,400,0.015126650936992586,36171,74,150528,B,0.9952676940001508
22,375,0.017018608500109625,33916,74,150528,B,0.9945618783384673
22,350,0.019624556532949564,31660,74,150528,B,0.9937550769072048
22,325,0.022256588919910763,29405,74,150528,B,0.9928287444373398
22,300,0.027728286733139727,27150,74,150528,B,0.991761271875569
22,275,0.0362386946818048,24894,74,150528,B,0.9905312296703515
22,250,0.04976521180980956,22639,74,150528,B,0.9891103768218185
22,225,0.06436714971041915,20384,74,150528,B,0.9874643511863297
22,200,0.10373097415720493,18128,74,150528,B,0.9855387210984986
22,175,0.17084649576299485,15873,74,150528,B,0.9832703339205636
22,150,0.27108439067685064,13618,74,150528,B,0.9805387381089316
22,125,0.39419374873169,11362,74,150528,B,0.9772343075436805
22,100,0.547413149226305,9107,74,150528,B,0.9730579746037953
22,75,0.6818581999843807,6852,74,150528,B,0.967523870080029
22,50,1.122314909398728,4596,74,150528,B,0.9595606717088367
22,25,1.984455274868934,2341,74,150528,B,0.9448000253629466
22,0,0.0,150528,74,150528,B,
24,400,0.012780010230879227,36171,2172,150528,P,0.9952676940001508
24,375,0.014605570261432744,33916,2172,150528,P,0.9945618783384673
24,350,0.017041407459175092,31660,2172,150528,P,0.9937550769072048
24,325,0.01932210502843253,29405,2172,150528,P,0.9928287444373398
24,300,0.024351814029711667,27150,2172,150528,P,0.991761271875569
24,275,0.03198836758589451,24894,2172,150528,P,0.9905312296703515
24,250,0.04401985979205519,22639,2172,150528,P,0.9891103768218185
24,225,0.05702139637626905,20384,2172,150528,P,0.9874643511863297
24,200,0.09220971105245399,18128,2172,150528,P,0.9855387210984986
24,175,0.15222097388185116,15873,2172,150528,P,0.9832703339205636
24,150,0.24198646750007893,13618,2172,150528,P,0.9805387381089316
24,125,0.35371403358329745,11362,2172,150528,P,0.9772343075436805
24,100,0.4919505352891118,9107,2172,150528,P,0.9730579746037953
24,75,0.6129017383998772,6852,2172,150528,P,0.967523870080029
24,50,1.0108449922193903,4596,2172,150528,P,0.9595606717088367
24,25,1.7874166209548432,2341,2172,150528,P,0.9448000253629466
24,0,0.0,150528,2172,150528,P,
25,400,0.012834193987593067,36171,78,150528,B,0.9952676940001508
25,375,0.014462998534025145,33916,78,150528,B,0.9945618783384673
25,350,0.016561672600947538,31660,78,150528,B,0.9937550769072048
25,325,0.018645807637220187,29405,78,150528,B,0.9928287444373398
25,300,0.02326059505261385,27150,78,150528,B,0.991761271875569
25,275,0.030273977676381382,24894,78,150528,B,0.9905312296703515
25,250,0.04130158134513764,22639,78,150528,B,0.9891103768218185
25,225,0.053698255307213526,20384,78,150528,B,0.9874643511863297
25,200,0.08636564764023534,18128,78,150528,B,0.9855387210984986
25,175,0.14103851804247267,15873,78,150528,B,0.9832703339205636
25,150,0.2238094480489936,13618,78,150528,B,0.9805387381089316
25,125,0.325959267444104,11362,78,150528,B,0.9772343075436805
25,100,0.45219996066018475,9107,78,150528,B,0.9730579746037953
25,75,0.5627683293969241,6852,78,150528,B,0.967523870080029
25,50,0.928480628499,4596,78,150528,B,0.9595606717088367
25,25,1.6419366633645305,2341,78,150528,B,0.9448000253629466
25,0,0.0,150528,78,150528,B,
26,400,0.012308272271913105,36171,1023,150528,P,0.9952676940001508
26,375,0.013848756247610044,33916,1023,150528,P,0.9945618783384673
26,350,0.015864771871615682,31660,1023,150528,P,0.9937550769072048
26,325,0.017885754472393444,29405,1023,150528,P,0.9928287444373398
26,300,0.02200332930434928,27150,1023,150528,P,0.991761271875569
26,275,0.028486920783214034,24894,1023,150528,P,0.9905312296703515
26,250,0.03906882672717396,22639,1023,150528,P,0.9891103768218185
26,225,0.05010776480014299,20384,1023,150528,P,0.9874643511863297
26,200,0.08051969273348791,18128,1023,150528,P,0.9855387210984986
26,175,0.13158325506491994,15873,1023,150528,P,0.9832703339205636
26,150,0.20971165167168662,13618,1023,150528,P,0.9805387381089316
26,125,0.30605431274009587,11362,1023,150528,P,0.9772343075436805
26,100,0.42586411051475725,9107,1023,150528,P,0.9730579746037953
26,75,0.5298438613281544,6852,1023,150528,P,0.967523870080029
26,50,0.8710687350957937,4596,1023,150528,P,0.9595606717088367
26,25,1.5397252826838792,2341,1023,150528,P,0.9448000253629466
26,0,0.0,150528,1023,150528,P,
27,400,0.01162256429906124,36171,77,150528,B,0.9952676940001508
27,375,0.013092205660107438,33916,77,150528,B,0.9945618783384673
27,350,0.015028403683394361,31660,77,150528,B,0.9937550769072048
27,325,0.01682105993065885,29405,77,150528,B,0.9928287444373398
27,300,0.020617910947444706,27150,77,150528,B,0.991761271875569
27,275,0.026614394933017895,24894,77,150528,B,0.9905312296703515
27,250,0.03647262469543435,22639,77,150528,B,0.9891103768218185
27,225,0.046609451162181716,20384,77,150528,B,0.9874643511863297
27,200,0.07510121605442159,18128,77,150528,B,0.9855387210984986
27,175,0.12327521940261771,15873,77,150528,B,0.9832703339205636
27,150,0.1962496450804782,13618,77,150528,B,0.9805387381089316
27,125,0.28630802447072584,11362,77,150528,B,0.9772343075436805
27,100,0.399116774881699,9107,77,150528,B,0.9730579746037953
27,75,0.4966219058699305,6852,77,150528,B,0.967523870080029
27,50,0.819306799576095,4596,77,150528,B,0.9595606717088367
27,25,1.447301999193633,2341,77,150528,B,0.9448000253629466
27,0,0.0,150528,77,150528,B,
28,400,0.010434880018885751,36171,245,150528,B,0.9952676940001508
28,375,0.011783195539606647,33916,245,150528,B,0.9945618783384673
28,350,0.013643097511439755,31660,245,150528,B,0.9937550769072048
28,325,0.015280263624888931,29405,245,150528,B,0.9928287444373398
28,300,0.019052918351759852,27150,245,150528,B,0.991761271875569
28,275,0.024808747943416136,24894,245,150528,B,0.9905312296703515
28,250,0.034094733692471194,22639,245,150528,B,0.9891103768218185
28,225,0.04393025871323254,20384,245,150528,B,0.9874643511863297
28,200,0.07096136388587254,18128,245,150528,B,0.9855387210984986
28,175,0.11703527586851614,15873,245,150528,B,0.9832703339205636
28,150,0.18647951056360423,13618,245,150528,B,0.9805387381089316
28,125,0.2718297783481497,11362,245,150528,B,0.9772343075436805
28,100,0.3784930436054046,9107,245,150528,B,0.9730579746037953
28,75,0.47111973247468164,6852,245,150528,B,0.967523870080029
28,50,0.7754540010678218,4596,245,150528,B,0.9595606717088367
28,25,1.3705661924234136,2341,245,150528,B,0.9448000253629466
28,0,0.0,150528,245,150528,B,
29,400,0.012158564272366784,36171,1318,150528,P,0.9952676940001508
29,375,0.013480563552636365,33916,1318,150528,P,0.9945618783384673
29,350,0.01519419778030468,31660,1318,150528,P,0.9937550769072048
29,325,0.01674147417836167,29405,1318,150528,P,0.9928287444373398
29,300,0.020099083449056247,27150,1318,150528,P,0.991761271875569
29,275,0.025304961553666128,24894,1318,150528,P,0.9905312296703515
29,250,0.03391530559680461,22639,1318,150528,P,0.9891103768218185
29,225,0.04287444791898665,20384,1318,150528,P,0.9874643511863297
29,200,0.06744886838616902,18128,1318,150528,P,0.9855387210984986
29,175,0.10962420306416458,15873,1318,150528,P,0.9832703339205636
29,150,0.17318826675040624,13618,1318,150528,P,0.9805387381089316
29,125,0.2518075941428453,11362,1318,150528,P,0.9772343075436805
29,100,0.34985090842392663,9107,1318,150528,P,0.9730579746037953
29,75,0.43430043957424797,6852,1318,150528,P,0.967523870080029
29,50,0.715434113493971,4596,1318,150528,P,0.9595606717088367
29,25,1.2650861369115776,2341,1318,150528,P,0.9448000253629466
29,0,0.0,150528,1318,150528,P,
30,400,0.01287704621899281,36171,73,150528,B,0.9952676940001508
30,375,0.01414491601553706,33916,73,150528,B,0.9945618783384673
30,350,0.015760603213310354,31660,73,150528,B,0.9937550769072048
30,325,0.01719254491715473,29405,73,150528,B,0.9928287444373398
30,300,0.02039028426548376,27150,73,150528,B,0.991761271875569
30,275,0.02530617701790801,24894,73,150528,B,0.9905312296703515
30,250,0.0333038563499677,22639,73,150528,B,0.9891103768218185
30,225,0.041598649456850316,20384,73,150528,B,0.9874643511863297
30,200,0.06459202814828617,18128,73,150528,B,0.9855387210984986
30,175,0.1035317149835707,15873,73,150528,B,0.9832703339205636
30,150,0.16175933379322466,13618,73,150528,B,0.9805387381089316
30,125,0.23450476800716108,11362,73,150528,B,0.9772343075436805
30,100,0.3246987984871287,9107,73,150528,B,0.9730579746037953
30,75,0.40302480568682286,6852,73,150528,B,0.967523870080029
30,50,0.6629828508409795,4596,73,150528,B,0.9595606717088367
30,25,1.1718421594678823,2341,73,150528,B,0.9448000253629466
30,0,0.0,150528,73,150528,B,
