frame,components,mse,size_bytes,frame_complexity,raw_size_bytes,pict_type
9,132,203.26866827672347,32752,184,150528,P
9,148,172.3058136063628,36341,184,150528,P
9,164,147.1912868670188,39930,184,150528,P
9,180,148.87124589295126,43519,184,150528,P
9,196,133.30347620649263,47108,184,150528,P
9,212,143.89335120795295,50697,184,150528,P
9,228,121.90245546516962,54286,184,150528,P
9,244,116.2620804301696,57875,184,150528,P
9,260,113.20152189291548,61464,184,150528,P
9,276,104.91133900650313,65053,184,150528,P
9,292,104.9357216747012,68642,184,150528,P
9,308,95.91707156505436,72231,184,150528,P
9,324,89.40163807128556,75820,184,150528,P
9,340,85.55517943168525,79409,184,150528,P
9,356,84.1496900684433,82998,184,150528,P
9,372,73.20440796611365,86587,184,150528,P
10,0,0.0,150528,84,150528,P
10,4,416.5369405411184,4040,84,150528,P
10,20,361.9270006078296,7629,84,150528,P
10,36,377.7515263762325,11218,84,150528,P
10,52,334.11141018150374,14807,84,150528,P
10,68,356.68956411536783,18396,84,150528,P
10,84,331.3672585878521,21985,84,150528,P
10,100,297.1061654621735,25574,84,150528,P
10,116,242.1049370721448,29163,84,150528,P
10,132,203.26866827672347,32752,84,150528,P
10,148,172.3058136063628,36341,84,150528,P
10,164,147.1912868670188,39930,84,150528,P
10,180,148.87124589295126,43519,84,150528,P
10,196,133.30347620649263,47108,84,150528,P
10,212,143.89335120795295,50697,84,150528,P
10,228,121.90245546516962,54286,84,150528,P
10,244,116.2620804301696,57875,84,150528,P
10,260,113.20152189291548,61464,84,150528,P
10,276,104.91133900650313,65053,84,150528,P
10,292,104.9357216747012,68642,84,150528,P
10,308,95.91707156505436,72231,84,150528,P
10,324,89.40163807128556,75820,84,150528,P
10,340,85.55517943168525,79409,84,150528,P
10,356,84.14969763834961,82998,84,150528,P
10,372,73.20440796611365,86587,84,150528,P
11,0,0.0,150528,84,150528,P
11,4,416.5369405411184,4040,84,150528,P
11,20,361.9270006078296,7629,84,150528,P
11,36,377.7515263762325,11218,84,150528,P
11,52,334.11141018150374,14807,84,150528,P
11,68,356.68956411536783,18396,84,150528,P
11,84,331.3672585878521,21985,84,150528,P
11,100,297.1061654621735,25574,84,150528,P
11,116,242.1049370721448,29163,84,150528,P
11,132,203.26866827672347,32752,84,150528,P
11,148,172.3058136063628,36341,84,150528,P
11,164,147.1912717272062,39930,84,150528,P
11,180,148.87124589295126,43519,84,150528,P
11,196,133.30347620649263,47108,84,150528,P
11,212,143.89335120795295,50697,84,150528,P
11,228,121.90245546516962,54286,84,150528,P
11,244,116.2620804301696,57875,84,150528,P
11,260,113.20152189291548,61464,84,150528,P
11,276,104.91133900650313,65053,84,150528,P
11,292,104.9357216747012,68642,84,150528,P
11,308,95.91707156505436,72231,84,150528,P
11,324,89.40163807128556,75820,84,150528,P
11,340,85.55517943168525,79409,84,150528,P
11,356,84.1496900684433,82998,84,150528,P
11,372,73.20440796611365,86587,84,150528,P
12,0,0.0,150528,85,150528,P
12,4,416.5369405411184,4040,85,150528,P
12,20,361.9270006078296,7629,85,150528,P
12,36,377.7515263762325,11218,85,150528,P
12,52,334.11141018150374,14807,85,150528,P
12,68,356.68956411536783,18396,85,150528,P
12,84,331.3672585878521,21985,85,150528,P
12,100,297.1061654621735,25574,85,150528,P
12,116,242.1049370721448,29163,85,150528,P
12,132,203.26866827672347,32752,85,150528,P
12,148,172.3058136063628,36341,85,150528,P
12,164,147.1912868670188,39930,85,150528,P
12,180,148.87124589295126,43519,85,150528,P
12,196,133.30347620649263,47108,85,150528,P
12,212,143.89335120795295,50697,85,150528,P
12,228,121.90245546516962,54286,85,150528,P
12,244,116.2620804301696,57875,85,150528,P
12,260,113.20152189291548,61464,85,150528,P
12,276,104.91133900650313,65053,85,150528,P
12,292,104.9357216747012,68642,85,150528,P
12,308,95.91707156505436,72231,85,150528,P
12,324,89.40163807128556,75820,85,150528,P
12,340,85.55517943168525,79409,85,150528,P
12,356,84.1496900684433,82998,85,150528,P
12,372,73.20440796611365,86587,85,150528,P
13,0,0.0,150528,85,150528,P
13,4,416.5369405411184,4040,85,150528,P
13,20,361.92697032820433,7629,85,150528,P
13,36,377.7515263762325,11218,85,150528,P
13,52,334.11141018150374,14807,85,150528,P
13,68,356.68956411536783,18396,85,150528,P
13,84,331.3672585878521,21985,85,150528,P
13,100,297.1061654621735,25574,85,150528,P
13,116,242.1049370721448,29163,85,150528,P
13,132,203.26866827672347,32752,85,150528,P
13,148,172.3058136063628,36341,85,150528,P
13,164,147.1912717272062,39930,85,150528,P
13,180,148.87124589295126,43519,85,150528,P
13,196,133.30347620649263,47108,85,150528,P
13,212,143.89335120795295,50697,85,150528,P
13,228,121.90245546516962,54286,85,150528,P
13,244,116.2620804301696,57875,85,150528,P
13,260,113.20152189291548,61464,85,150528,P
13,276,104.91133900650313,65053,85,150528,P
13,292,104.9357216747012,68642,85,150528,P
13,308,95.91707156505436,72231,85,150528,P
13,324,89.40163807128556,75820,85,150528,P
13,340,85.55517943168525,79409,85,150528,P
13,356,84.1496900684433,82998,85,150528,P
13,372,73.20440796611365,86587,85,150528,P
14,0,0.0,150528,84,150528,P
14,4,416.5369405411184,4040,84,150528,P
14,20,361.92697032820433,7629,84,150528,P
14,36,377.7515263762325,11218,84,150528,P
14,52,334.11141018150374,14807,84,150528,P
14,68,356.68956411536783,18396,84,150528,P
14,84,331.3672585878521,21985,84,150528,P
14,100,297.1061654621735,25574,84,150528,P
14,116,242.1049370721448,29163,84,150528,P
14,132,203.26866827672347,32752,84,150528,P
14,148,172.3058136063628,36341,84,150528,P
14,164,147.1912868670188,39930,84,150528,P
14,180,148.87124589295126,43519,84,150528,P
14,196,133.30347620649263,47108,84,150528,P
14,212,143.89335120795295,50697,84,150528,P
14,228,121.90245546516962,54286,84,150528,P
14,244,116.2620804301696,57875,84,150528,P
14,260,113.20152189291548,61464,84,150528,P
14,276,104.91133900650313,65053,84,150528,P
14,292,104.9357216747012,68642,84,150528,P
14,308,95.91707156505436,72231,84,150528,P
14,324,89.40163807128556,75820,84,150528,P
14,340,85.55517943168525,79409,84,150528,P
14,356,84.1496900684433,82998,84,150528,P
14,372,73.20440796611365,86587,84,150528,P
15,0,0.0,150528,84,150528,P
15,4,416.5369405411184,4040,84,150528,P
15,20,361.92697032820433,7629,84,150528,P
15,36,377.7515263762325,11218,84,150528,P
15,52,334.11141018150374,14807,84,150528,P
15,68,356.68956411536783,18396,84,150528,P
15,84,331.3672585878521,21985,84,150528,P
15,100,297.1061654621735,25574,84,150528,P
15,116,242.1049370721448,29163,84,150528,P
15,132,203.26866827672347,32752,84,150528,P
15,148,172.3058136063628,36341,84,150528,P
15,164,147.1912868670188,39930,84,150528,P
15,180,148.87124589295126,43519,84,150528,P
15,196,133.30347620649263,47108,84,150528,P
15,212,143.89335120795295,50697,84,150528,P
15,228,121.90245546516962,54286,84,150528,P
15,244,116.2620804301696,57875,84,150528,P
15,260,113.20152189291548,61464,84,150528,P
15,276,104.91133900650313,65053,84,150528,P
15,292,104.9357216747012,68642,84,150528,P
15,308,95.91707913496066,72231,84,150528,P
15,324,89.40163807128556,75820,84,150528,P
15,340,85.55517943168525,79409,84,150528,P
15,356,84.1496900684433,82998,84,150528,P
15,372,73.20440796611365,86587,84,150528,P
16,0,0.0,150528,5,150528,P
16,4,416.53000650694594,4040,5,150528,P
16,20,361.9270914467052,7629,5,150528,P
16,36,377.7568858698942,11218,5,150528,P
16,52,334.10847305785865,14807,5,150528,P
16,68,356.6848102142103,18396,5,150528,P
16,84,331.3671980286017,21985,5,150528,P
16,100,297.1053176326677,25574,5,150528,P
16,116,242.10675384965725,29163,5,150528,P
16,132,203.271741658682,32752,5,150528,P
16,148,172.30682797380723,36341,5,150528,P
16,164,147.187077999115,39930,5,150528,P
16,180,148.87836160487495,43519,5,150528,P
16,196,133.3159968315158,47108,5,150528,P
16,212,143.89843818498775,50697,5,150528,P
16,228,121.90555155684706,54286,5,150528,P
16,244,116.26387449796312,57875,5,150528,P
16,260,113.20215776504484,61464,5,150528,P
16,276,104.91679690894672,65053,5,150528,P
16,292,104.93451048969293,68642,5,150528,P
16,308,95.92075053951704,72231,5,150528,P
16,324,89.40057071449701,75820,5,150528,P
16,340,85.56408921140246,79409,5,150528,P
16,356,84.14960679947399,82998,5,150528,P
16,372,73.20888935064431,86587,5,150528,P
17,0,0.0,150528,616,150528,P
17,4,416.5370011003688,4040,616,150528,P
17,20,361.9278181577101,7629,616,150528,P
17,36,377.7560380403884,11218,616,150528,P
17,52,334.11019899649546,14807,616,150528,P
17,68,356.6901999874972,18396,616,150528,P
17,84,331.36522985296324,21985,616,150528,P
17,100,297.1056809881702,25574,616,150528,P
17,116,242.1061936765909,29163,616,150528,P
17,132,203.275905107148,32752,616,150528,P
17,148,172.30929576326162,36341,616,150528,P
17,164,147.19013624126092,39930,616,150528,P
17,180,148.87595437467098,43519,616,150528,P
17,196,133.30723088001832,47108,616,150528,P
17,212,143.89350260607898,50697,616,150528,P
17,228,121.9048778351862,54286,616,150528,P
17,244,116.26444224093576,57875,616,150528,P
17,260,113.20517815765923,61464,616,150528,P
17,276,104.91301952570213,65053,616,150528,P
17,292,104.93566868535709,68642,616,150528,P
17,308,95.9155121643562,72231,616,150528,P
17,324,89.39937466930132,75820,616,150528,P
17,340,85.55798029701691,79409,616,150528,P
17,356,84.15072714560665,82998,616,150528,P
17,372,73.20739807910286,86587,616,150528,P
18,0,0.0,150528,129,150528,P
18,4,416.5333069860935,4040,129,150528,P
18,20,361.9263647357002,7629,129,150528,P
18,36,377.7583090122789,11218,129,150528,P
18,52,334.10810970235616,14807,129,150528,P
18,68,356.68577916221693,18396,129,150528,P
18,84,331.36395810870454,21985,129,150528,P
18,100,297.1019263146445,25574,129,150528,P
18,116,242.1011369791813,29163,129,150528,P
18,132,203.270061139483,32752,129,150528,P
18,148,172.30517773423344,36341,129,150528,P
18,164,147.18576083541848,39930,129,150528,P
18,180,148.87242679833437,43519,129,150528,P
18,196,133.30579259782098,47108,129,150528,P
18,212,143.8922914210707,50697,129,150528,P
18,228,121.90269013226498,54286,129,150528,P
18,244,116.2621712690452,57875,129,150528,P
18,260,113.20280120708048,61464,129,150528,P
18,276,104.91233823413496,65053,129,150528,P
18,292,104.93438937119208,68642,129,150528,P
18,308,95.914755173726,72231,129,150528,P
18,324,89.40331859048456,75820,129,150528,P
18,340,85.55628463800531,79409,129,150528,P
18,356,84.14769918308593,82998,129,150528,P
18,372,73.20363583567087,86587,129,150528,P
19,0,0.0,150528,126,150528,P
19,4,416.5333069860935,4040,126,150528,P
19,20,361.9263647357002,7629,126,150528,P
19,36,377.7583090122789,11218,126,150528,P
19,52,334.10810970235616,14807,126,150528,P
19,68,356.68577916221693,18396,126,150528,P
19,84,331.36395810870454,21985,126,150528,P
19,100,297.1019263146445,25574,126,150528,P
19,116,242.1011369791813,29163,126,150528,P
19,132,203.270061139483,32752,126,150528,P
19,148,172.30517773423344,36341,126,150528,P
19,164,147.18576083541848,39930,126,150528,P
19,180,148.87242679833437,43519,126,150528,P
19,196,133.30579259782098,47108,126,150528,P
19,212,143.8922914210707,50697,126,150528,P
19,228,121.90269013226498,54286,126,150528,P
19,244,116.2621712690452,57875,126,150528,P
19,260,113.20280120708048,61464,126,150528,P
19,276,104.91233823413496,65053,126,150528,P
19,292,104.93438937119208,68642,126,150528,P
19,308,95.914755173726,72231,126,150528,P
19,324,89.40331859048456,75820,126,150528,P
19,340,85.55628463800531,79409,126,150528,P
19,356,84.14768404327333,82998,126,150528,P
19,372,73.20363583567087,86587,126,150528,P
20,0,0.0,150528,5,150528,P
20,4,416.5333069860935,4040,5,150528,P
20,20,361.9263647357002,7629,5,150528,P
20,36,377.7583090122789,11218,5,150528,P
20,52,334.10810970235616,14807,5,150528,P
20,68,356.68577916221693,18396,5,150528,P
20,84,331.36395810870454,21985,5,150528,P
20,100,297.1019263146445,25574,5,150528,P
20,116,242.1011369791813,29163,5,150528,P
20,132,203.270061139483,32752,5,150528,P
20,148,172.30517773423344,36341,5,150528,P
20,164,147.18576083541848,39930,5,150528,P
20,180,148.87242679833437,43519,5,150528,P
20,196,133.30579259782098,47108,5,150528,P
20,212,143.8922914210707,50697,5,150528,P
20,228,121.90269013226498,54286,5,150528,P
20,244,116.2621712690452,57875,5,150528,P
20,260,113.20280120708048,61464,5,150528,P
20,276,104.91233823413496,65053,5,150528,P
20,292,104.93438937119208,68642,5,150528,P
20,308,95.914755173726,72231,5,150528,P
20,324,89.40331859048456,75820,5,150528,P
20,340,85.55628463800531,79409,5,150528,P
20,356,84.14768404327333,82998,5,150528,P
20,372,73.20363583567087,86587,5,150528,P
21,0,0.0,150528,138,150528,P
21,4,416.5333069860935,4040,138,150528,P
21,20,361.9263647357002,7629,138,150528,P
21,36,377.7583090122789,11218,138,150528,P
21,52,334.10810970235616,14807,138,150528,P
21,68,356.68577916221693,18396,138,150528,P
21,84,331.36395810870454,21985,138,150528,P
21,100,297.1019263146445,25574,138,150528,P
21,116,242.1011369791813,29163,138,150528,P
21,132,203.270061139483,32752,138,150528,P
21,148,172.30517773423344,36341,138,150528,P
21,164,147.18576083541848,39930,138,150528,P
21,180,148.87242679833437,43519,138,150528,P
21,196,133.30579259782098,47108,138,150528,P
21,212,143.8922914210707,50697,138,150528,P
21,228,121.90269013226498,54286,138,150528,P
21,244,116.2621712690452,57875,138,150528,P
21,260,113.20280120708048,61464,138,150528,P
21,276,104.91234580404124,65053,138,150528,P
21,292,104.93438937119208,68642,138,150528,P
21,308,95.914755173726,72231,138,150528,P
21,324,89.40331859048456,75820,138,150528,P
21,340,85.55628463800531,79409,138,150528,P
21,356,84.14769918308593,82998,138,150528,P
21,372,73.20363583567087,86587,138,150528,P
22,0,0.0,150528,119,150528,P
22,4,416.5369405411184,4040,119,150528,P
22,20,361.9270006078296,7629,119,150528,P
22,36,377.7515263762325,11218,119,150528,P
22,52,334.11141018150374,14807,119,150528,P
22,68,356.68956411536783,18396,119,150528,P
22,84,331.3672585878521,21985,119,150528,P
22,100,297.1061654621735,25574,119,150528,P
22,116,242.1049370721448,29163,119,150528,P
22,132,203.26866827672347,32752,119,150528,P
22,148,172.3058136063628,36341,119,150528,P
22,164,147.1912868670188,39930,119,150528,P
22,180,148.87124589295126,43519,119,150528,P
22,196,133.30347620649263,47108,119,150528,P
22,212,143.89335120795295,50697,119,150528,P
22,228,121.90245546516962,54286,119,150528,P
22,244,116.2620804301696,57875,119,150528,P
22,260,113.20152189291548,61464,119,150528,P
22,276,104.91133900650313,65053,119,150528,P
22,292,104.9357216747012,68642,119,150528,P
22,308,95.91707156505436,72231,119,150528,P
22,324,89.40163807128556,75820,119,150528,P
22,340,85.55517943168525,79409,119,150528,P
22,356,84.1496900684433,82998,119,150528,P
22,372,73.20440796611365,86587,119,150528,P
24,0,0.0,150528,5,150528,P
24,4,416.5369405411184,4040,5,150528,P
24,20,361.92697032820433,7629,5,150528,P
24,36,377.7515263762325,11218,5,150528,P
24,52,334.11141018150374,14807,5,150528,P
24,68,356.68956411536783,18396,5,150528,P
24,84,331.3672585878521,21985,5,150528,P
24,100,297.1061654621735,25574,5,150528,P
24,116,242.1049370721448,29163,5,150528,P
24,132,203.26866827672347,32752,5,150528,P
24,148,172.3058136063628,36341,5,150528,P
24,164,147.1912868670188,39930,5,150528,P
24,180,148.87124589295126,43519,5,150528,P
24,196,133.30347620649263,47108,5,150528,P
24,212,143.89335120795295,50697,5,150528,P
24,228,121.90245546516962,54286,5,150528,P
24,244,116.2620804301696,57875,5,150528,P
24,260,113.20152189291548,61464,5,150528,P
24,276,104.91133900650313,65053,5,150528,P
24,292,104.9357216747012,68642,5,150528,P
24,308,95.91707156505436,72231,5,150528,P
24,324,89.40163807128556,75820,5,150528,P
24,340,85.55517943168525,79409,5,150528,P
24,356,84.1496900684433,82998,5,150528,P
24,372,73.20440796611365,86587,5,150528,P
25,0,0.0,150528,15713,150528,P
25,4,416.5333069860935,4040,15713,150528,P
25,20,361.9263647357002,7629,15713,150528,P
25,36,377.7583090122789,11218,15713,150528,P
25,52,334.10810970235616,14807,15713,150528,P
25,68,356.68577916221693,18396,15713,150528,P
25,84,331.36395810870454,21985,15713,150528,P
25,100,297.1019263146445,25574,15713,150528,P
25,116,242.1011369791813,29163,15713,150528,P
25,132,203.270061139483,32752,15713,150528,P
25,148,172.30517773423344,36341,15713,150528,P
25,164,147.18576083541848,39930,15713,150528,P
25,180,148.87242679833437,43519,15713,150528,P
25,196,133.30579259782098,47108,15713,150528,P
25,212,143.8922914210707,50697,15713,150528,P
25,228,121.90269013226498,54286,15713,150528,P
25,244,116.2621712690452,57875,15713,150528,P
25,260,113.20280120708048,61464,15713,150528,P
25,276,104.91234580404124,65053,15713,150528,P
25,292,104.93438937119208,68642,15713,150528,P
25,308,95.914755173726,72231,15713,150528,P
25,324,89.40331859048456,75820,15713,150528,P
25,340,85.55628463800531,79409,15713,150528,P
25,356,84.14769918308593,82998,15713,150528,P
25,372,73.20363583567087,86587,15713,150528,P
26,0,0.0,150528,1297,150528,P
26,4,386.5513607743196,4040,1297,150528,P
26,20,337.5025768065825,7629,1297,150528,P
26,36,353.5584994708188,11218,1297,150528,P
26,52,312.0170943788253,14807,1297,150528,P
26,68,332.1686694282107,18396,1297,150528,P
26,84,306.68233917094767,21985,1297,150528,P
26,100,278.2087422092445,25574,1297,150528,P
26,116,223.68849052581936,29163,1297,150528,P
26,132,188.4901370212901,32752,1297,150528,P
