user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,314.706,0.944,2.28876,500,500,28,0,1.0,0.0,0,0,summary
1,billiardstest,model,adaptive,510.624,0.684,3.18328,500,500,158,0,1.0,0.0,0,0,summary
2,billiardstest,model,adaptive,583.733,0.582,3.35739,500,500,209,0,1.0,0.0,0,0,summary
3,billiardstest,model,adaptive,347.345,0.906,2.36497,500,500,47,0,1.0,0.0,0,0,summary
4,billiardstest,model,adaptive,491.428,0.706,3.02232,500,500,147,0,1.0,0.0,0,0,summary
5,billiardstest,model,adaptive,566.648,0.606,4.76981,500,495,192,5,0.99,0.01,5,0,summary
6,billiardstest,model,adaptive,459.106,0.752,2.8788,500,500,124,0,1.0,0.0,0,0,summary
7,billiardstest,model,adaptive,434.486,0.788,2.8095,500,500,106,0,1.0,0.0,0,0,summary
8,billiardstest,model,adaptive,419.207,0.806,2.71135,500,500,97,0,1.0,0.0,0,0,summary
9,billiardstest,model,adaptive,379.02,0.862,2.53376,500,500,69,0,1.0,0.0,0,0,summary
0,billiardstest,static,5,770.222,0.98,2.25535,500,500,10,0,1.0,0.0,0,0,summary
1,billiardstest,static,5,815.903,0.79,2.92928,500,500,105,0,1.0,0.0,0,0,summary
2,billiardstest,static,5,828.971,0.76,3.07439,500,500,120,0,1.0,0.0,0,0,summary
3,billiardstest,static,5,782.922,0.928,2.40497,500,500,36,0,1.0,0.0,0,0,summary
4,billiardstest,static,5,797.046,0.874,2.63232,500,500,63,0,1.0,0.0,0,0,summary
5,billiardstest,static,5,799.613,0.856,2.66749,500,500,72,0,1.0,0.0,0,0,summary
6,billiardstest,static,5,812.637,0.842,2.6988,500,500,79,0,1.0,0.0,0,0,summary
7,billiardstest,static,5,793.361,0.906,2.4935,500,500,47,0,1.0,0.0,0,0,summary
8,billiardstest,static,5,805.026,0.856,2.64635,500,500,72,0,1.0,0.0,0,0,summary
9,billiardstest,static,5,796.168,0.898,2.53376,500,500,51,0,1.0,0.0,0,0,summary
0,billiardstest,static,10,511.345,0.95,2.26824,500,500,25,0,1.0,0.0,0,0,summary
1,billiardstest,static,10,619.456,0.746,3.04728,500,500,127,0,1.0,0.0,0,0,summary
2,billiardstest,static,10,566.082,0.848,2.71539,500,500,76,0,1.0,0.0,0,0,summary
3,billiardstest,static,10,520.468,0.93,2.38397,500,500,35,0,1.0,0.0,0,0,summary
4,billiardstest,static,10,560.081,0.856,2.65532,500,500,72,0,1.0,0.0,0,0,summary
5,billiardstest,static,10,622.214,0.746,5.84186,500,497,124,3,0.994,0.006,3,0,summary
6,billiardstest,static,10,599.838,0.782,2.9238,500,500,109,0,1.0,0.0,0,0,summary
7,billiardstest,static,10,544.008,0.884,2.5785,500,500,58,0,1.0,0.0,0,0,summary
8,billiardstest,static,10,548.046,0.878,2.56135,500,500,61,0,1.0,0.0,0,0,summary
9,billiardstest,static,10,516.761,0.938,2.35676,500,500,31,0,1.0,0.0,0,0,summary
0,billiardstest,static,15,378.791,0.96,2.27582,500,500,20,0,1.0,0.0,0,0,summary
1,billiardstest,static,15,559.336,0.686,3.21928,500,500,157,0,1.0,0.0,0,0,summary
2,billiardstest,static,15,549.046,0.702,3.09739,500,500,149,0,1.0,0.0,0,0,summary
3,billiardstest,static,15,398.764,0.928,2.35197,500,500,36,0,1.0,0.0,0,0,summary
4,billiardstest,static,15,495.075,0.784,2.89132,500,500,108,0,1.0,0.0,0,0,summary
5,billiardstest,static,15,516.582,0.752,2.95649,500,500,124,0,1.0,0.0,0,0,summary
6,billiardstest,static,15,524.269,0.742,3.0698,500,500,129,0,1.0,0.0,0,0,summary
7,billiardstest,static,15,468.361,0.824,2.8005,500,500,88,0,1.0,0.0,0,0,summary
8,billiardstest,static,15,468.995,0.824,2.75035,500,500,88,0,1.0,0.0,0,0,summary
9,billiardstest,static,15,425.765,0.89,2.50376,500,500,55,0,1.0,0.0,0,0,summary
0,billiardstest,static,20,314.481,0.942,2.28716,500,500,29,0,1.0,0.0,0,0,summary
1,billiardstest,static,20,559.867,0.612,3.39928,500,500,194,0,1.0,0.0,0,0,summary
2,billiardstest,static,20,701.924,0.424,4.08631,500,498,286,2,0.996,0.004,2,0,summary
3,billiardstest,static,20,352.928,0.89,2.39597,500,500,55,0,1.0,0.0,0,0,summary
4,billiardstest,static,20,558.407,0.61,24.2525,500,494,189,6,0.988,0.012,6,0,summary
5,billiardstest,static,20,513.796,0.676,2.97949,500,500,162,0,1.0,0.0,0,0,summary
6,billiardstest,static,20,485.098,0.714,3.0928,500,500,143,0,1.0,0.0,0,0,summary
7,billiardstest,static,20,414.024,0.81,2.7895,500,500,95,0,1.0,0.0,0,0,summary
8,billiardstest,static,20,442.136,0.77,2.81835,500,500,115,0,1.0,0.0,0,0,summary
9,billiardstest,static,20,379.257,0.856,2.55676,500,500,72,0,1.0,0.0,0,0,summary
0,billiardstest,static,25,302.083,0.892,2.30518,500,500,54,0,1.0,0.0,0,0,summary
1,billiardstest,static,25,574.239,0.55,3.35228,500,500,225,0,1.0,0.0,0,0,summary
2,billiardstest,static,25,625.849,0.486,3.88094,500,497,254,3,0.994,0.006,3,0,summary
3,billiardstest,static,25,430.357,0.732,2.46197,500,500,134,0,1.0,0.0,0,0,summary
