user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,553.015,0.492,3.38614,1000,500,8,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,834.205,0.195,10.7335,1000,485,290,515,0.485,0.515,506,9,summary
2,billiardstest,model,adaptive,911.428,0.113,26.0535,1000,380,267,620,0.38,0.62,570,50,summary
3,billiardstest,model,adaptive,739.445,0.298,5.96042,1000,473,175,527,0.473,0.527,525,2,summary
4,billiardstest,model,adaptive,921.061,0.103,20.0953,1000,445,342,555,0.445,0.555,526,29,summary
5,billiardstest,model,adaptive,903.921,0.121,16.1662,1000,381,260,619,0.381,0.619,576,43,summary
0,billiardstest,static,5,891.19,0.5,2.27016,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,919.212,0.382,3.12028,1000,500,118,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,916.838,0.407,2.97239,1000,500,93,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,896.926,0.478,2.39597,1000,500,22,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,911.211,0.414,2.90732,1000,500,86,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,914.915,0.399,3.03249,1000,500,101,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,750.325,0.5,2.28763,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,832.353,0.346,3.36628,1000,500,154,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,815.531,0.38,3.50341,1000,498,118,502,0.498,0.502,502,0,summary
3,billiardstest,static,10,769.568,0.463,2.53097,1000,500,37,500,0.5,0.5,500,0,summary
4,billiardstest,static,10,824.215,0.361,3.38932,1000,500,139,500,0.5,0.5,500,0,summary
5,billiardstest,static,10,808.856,0.384,6.33775,1000,492,108,508,0.492,0.508,508,0,summary
0,billiardstest,static,15,684.155,0.5,2.31069,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,780.655,0.355,4.11928,1000,500,145,500,0.5,0.5,500,0,summary
2,billiardstest,static,15,812.763,0.306,5.01631,1000,495,189,505,0.495,0.505,505,0,summary
3,billiardstest,static,15,714.769,0.454,2.65997,1000,500,46,500,0.5,0.5,500,0,summary
4,billiardstest,static,15,809.03,0.312,7.82058,1000,495,183,505,0.495,0.505,505,0,summary
5,billiardstest,static,15,809.302,0.309,9.11023,1000,470,161,530,0.47,0.53,530,0,summary
0,billiardstest,static,20,644.082,0.5,2.33246,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,801.177,0.288,9.07494,1000,495,207,505,0.495,0.505,505,0,summary
2,billiardstest,static,20,812.246,0.277,6.32328,1000,489,212,511,0.489,0.511,511,0,summary
3,billiardstest,static,20,673.492,0.461,2.68597,1000,500,39,500,0.5,0.5,500,0,summary
4,billiardstest,static,20,803.544,0.288,10.9776,1000,487,199,513,0.487,0.513,513,0,summary
5,billiardstest,static,20,766.757,0.334,6.59939,1000,483,149,517,0.483,0.517,517,0,summary
0,billiardstest,static,25,616.448,0.5,2.78524,1000,500,0,500,0.5,0.5,500,0,summary
