user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,568.82,0.485,3.55894,1000,499,14,501,0.499,0.501,500,1,summary
1,billiardstest,model,adaptive,821.527,0.212,9.52129,1000,492,280,508,0.492,0.508,502,6,summary
2,billiardstest,model,adaptive,987.217,0.032,54.6982,1000,208,176,792,0.208,0.792,688,104,summary
3,billiardstest,model,adaptive,717.91,0.324,5.71736,1000,490,166,510,0.49,0.51,503,7,summary
4,billiardstest,model,adaptive,824.232,0.21,35.4427,1000,487,277,513,0.487,0.513,509,4,summary
5,billiardstest,model,adaptive,985.462,0.034,110.005,1000,398,364,602,0.398,0.602,562,40,summary
6,billiardstest,model,adaptive,652.883,0.392,4.38128,1000,499,107,501,0.499,0.501,500,1,summary
7,billiardstest,model,adaptive,692.323,0.349,6.6658,1000,491,142,509,0.491,0.509,506,3,summary
0,billiardstest,static,5,892.087,0.497,2.2793,1000,500,3,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,920.786,0.382,3.08628,1000,500,118,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,913.721,0.403,2.95239,1000,500,97,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,894.526,0.488,2.32397,1000,500,12,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,912.664,0.414,2.87732,1000,500,86,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,920.639,0.386,3.07549,1000,500,114,500,0.5,0.5,500,0,summary
6,billiardstest,static,5,895.961,0.47,2.4738,1000,500,30,500,0.5,0.5,500,0,summary
7,billiardstest,static,5,898.821,0.466,2.5185,1000,500,34,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,750.841,0.499,2.29559,1000,500,1,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,824.15,0.36,3.35528,1000,500,140,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,833.047,0.35,4.06988,1000,498,148,502,0.498,0.502,502,0,summary
3,billiardstest,static,10,763.892,0.475,2.42997,1000,500,25,500,0.5,0.5,500,0,summary
4,billiardstest,static,10,820.033,0.371,3.93093,1000,499,128,501,0.499,0.501,501,0,summary
5,billiardstest,static,10,808.853,0.386,3.14049,1000,500,114,500,0.5,0.5,500,0,summary
6,billiardstest,static,10,771.685,0.459,2.5558,1000,500,41,500,0.5,0.5,500,0,summary
7,billiardstest,static,10,778.533,0.446,2.6135,1000,500,54,500,0.5,0.5,500,0,summary
0,billiardstest,static,15,687.702,0.495,2.35265,1000,500,5,500,0.5,0.5,500,0,summary
1,billiardstest,static,15,788.529,0.344,5.26152,1000,499,155,501,0.499,0.501,501,0,summary
2,billiardstest,static,15,737.399,0.419,2.99439,1000,500,81,500,0.5,0.5,500,0,summary
3,billiardstest,static,15,707.239,0.466,2.57497,1000,500,34,500,0.5,0.5,500,0,summary
4,billiardstest,static,15,769.056,0.373,4.40232,1000,498,125,502,0.498,0.502,502,0,summary
5,billiardstest,static,15,817.575,0.296,5.85295,1000,495,199,505,0.495,0.505,505,0,summary
6,billiardstest,static,15,700.075,0.475,2.4718,1000,500,25,500,0.5,0.5,500,0,summary
7,billiardstest,static,15,710.076,0.46,2.5865,1000,500,40,500,0.5,0.5,500,0,summary
0,billiardstest,static,20,647.16,0.496,2.37614,1000,500,4,500,0.5,0.5,500,0,summary
1,billiardstest,static,20,796.703,0.295,6.79628,1000,500,205,500,0.5,0.5,500,0,summary
2,billiardstest,static,20,795.401,0.297,5.40366,1000,493,196,507,0.493,0.507,507,0,summary
3,billiardstest,static,20,668.696,0.467,2.63297,1000,500,33,500,0.5,0.5,500,0,summary
4,billiardstest,static,20,791.556,0.304,6.41569,1000,496,192,504,0.496,0.504,504,0,summary
5,billiardstest,static,20,829.367,0.25,6.64274,1000,494,244,506,0.494,0.506,506,0,summary
6,billiardstest,static,20,683.844,0.447,2.6818,1000,500,53,500,0.5,0.5,500,0,summary
7,billiardstest,static,20,681.589,0.449,2.7105,1000,500,51,500,0.5,0.5,500,0,summary
0,billiardstest,static,25,626.005,0.488,3.46128,1000,499,11,501,0.499,0.501,501,0,summary
1,billiardstest,static,25,768.791,0.309,10.1745,1000,496,187,504,0.496,0.504,504,0,summary
2,billiardstest,static,25,782.007,0.294,6.37359,1000,489,195,511,0.489,0.511,511,0,summary
3,billiardstest,static,25,625.974,0.488,2.93297,1000,500,12,500,0.5,0.5,500,0,summary
4,billiardstest,static,25,795.309,0.278,6.6767,1000,496,218,504,0.496,0.504,504,0,summary
5,billiardstest,static,25,824.38,0.241,9.03352,1000,487,246,513,0.487,0.513,513,0,summary
6,billiardstest,static,25,657.56,0.449,3.6888,1000,500,51,500,0.5,0.5,500,0,summary
7,billiardstest,static,25,679.06,0.422,7.7001,1000,499,77,501,0.499,0.501,501,0,summary
0,billiardstest,static,30,599.514,0.496,2.86718,1000,500,4,500,0.5,0.5,500,0,summary
1,billiardstest,static,30,799.434,0.257,13.0883,1000,492,235,508,0.492,0.508,508,0,summary
2,billiardstest,static,30,876.533,0.166,6.27283,1000,286,120,714,0.286,0.714,714,0,summary
3,billiardstest,static,30,636.805,0.452,3.98012,1000,498,46,502,0.498,0.502,502,0,summary
4,billiardstest,static,30,826.922,0.226,7.09811,1000,494,268,506,0.494,0.506,506,0,summary
5,billiardstest,static,30,856.562,0.191,9.0411,1000,484,293,516,0.484,0.516,516,0,summary
6,billiardstest,static,30,644.966,0.442,3.2648,1000,500,58,500,0.5,0.5,500,0,summary
7,billiardstest,static,30,657.749,0.426,5.12779,1000,497,71,503,0.497,0.503,503,0,summary
0,billiardstest,static,35,591.14,0.488,3.54276,1000,499,11,501,0.499,0.501,501,0,summary
1,billiardstest,static,35,797.959,0.251,15.6741,1000,490,239,510,0.49,0.51,510,0,summary
2,billiardstest,static,35,888.673,0.147,7.15863,1000,362,215,638,0.362,0.638,638,0,summary
3,billiardstest,static,35,627.068,0.447,4.209,1000,498,51,502,0.498,0.502,502,0,summary
4,billiardstest,static,35,822.585,0.223,8.20052,1000,489,266,511,0.489,0.511,511,0,summary
5,billiardstest,static,35,819.206,0.226,8.61768,1000,484,258,516,0.484,0.516,516,0,summary
6,billiardstest,static,35,638.807,0.433,4.74107,1000,498,65,502,0.498,0.502,502,0,summary
7,billiardstest,static,35,656.319,0.413,6.56503,1000,497,84,503,0.497,0.503,503,0,summary
