user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,636.597,0.5,2.45903,1000,500,0,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,802.945,0.284,10.5946,1000,492,208,508,0.492,0.508,508,0,summary
2,billiardstest,model,adaptive,796.205,0.291,5.90611,1000,488,197,512,0.488,0.512,512,0,summary
3,billiardstest,model,adaptive,694.016,0.422,4.36292,1000,497,75,503,0.497,0.503,503,0,summary
4,billiardstest,model,adaptive,800.067,0.286,6.32393,1000,481,195,519,0.481,0.519,519,0,summary
5,billiardstest,model,adaptive,827.788,0.251,8.58476,1000,479,228,521,0.479,0.521,521,0,summary
6,billiardstest,model,adaptive,673.393,0.454,2.7598,1000,500,46,500,0.5,0.5,500,0,summary
7,billiardstest,model,adaptive,716.494,0.397,3.3385,1000,500,103,500,0.5,0.5,500,0,summary
8,billiardstest,model,adaptive,688.692,0.434,2.94135,1000,500,66,500,0.5,0.5,500,0,summary
0,billiardstest,static,5,891.973,0.498,2.27509,1000,500,2,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,918.649,0.387,3.07728,1000,500,113,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,913.035,0.424,2.82539,1000,500,76,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,903.523,0.454,2.63997,1000,500,46,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,910.57,0.425,2.79832,1000,500,75,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,911.82,0.418,2.84549,1000,500,82,500,0.5,0.5,500,0,summary
6,billiardstest,static,5,897.961,0.467,2.4728,1000,500,33,500,0.5,0.5,500,0,summary
7,billiardstest,static,5,911.657,0.418,2.8365,1000,500,82,500,0.5,0.5,500,0,summary
8,billiardstest,static,5,903.315,0.451,2.57935,1000,500,49,500,0.5,0.5,500,0,summary
