user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms,expected_frames,received_frames,late_frames,lost_frames,delivery_ratio,loss_ratio,missing_only_lost,incomplete_lost,eval_source
0,billiardstest,model,adaptive,588.659,0.491,2.97359,1000,500,9,500,0.5,0.5,500,0,summary
1,billiardstest,model,adaptive,808.94,0.238,12.8476,1000,495,257,505,0.495,0.505,505,0,summary
2,billiardstest,model,adaptive,882.181,0.153,12.6731,1000,495,342,505,0.495,0.505,504,1,summary
3,billiardstest,model,adaptive,658.039,0.411,4.42732,1000,498,87,502,0.498,0.502,502,0,summary
4,billiardstest,model,adaptive,822.376,0.222,8.65164,1000,494,272,506,0.494,0.506,506,0,summary
5,billiardstest,model,adaptive,876.908,0.16,9.22123,1000,472,312,528,0.472,0.528,528,0,summary
6,billiardstest,model,adaptive,744.897,0.312,10.3666,1000,495,183,505,0.495,0.505,505,0,summary
7,billiardstest,model,adaptive,676.742,0.39,5.12299,1000,497,107,503,0.497,0.503,503,0,summary
8,billiardstest,model,adaptive,664.063,0.406,5.13735,1000,500,94,500,0.5,0.5,500,0,summary
9,billiardstest,model,adaptive,661.998,0.412,4.22131,1000,499,87,501,0.499,0.501,501,0,summary
0,billiardstest,static,5,891.923,0.498,2.27035,1000,500,2,500,0.5,0.5,500,0,summary
1,billiardstest,static,5,923.077,0.371,3.20428,1000,500,129,500,0.5,0.5,500,0,summary
2,billiardstest,static,5,918.566,0.393,3.10039,1000,500,107,500,0.5,0.5,500,0,summary
3,billiardstest,static,5,892.593,0.491,2.30597,1000,500,9,500,0.5,0.5,500,0,summary
4,billiardstest,static,5,907.56,0.437,2.72032,1000,500,63,500,0.5,0.5,500,0,summary
5,billiardstest,static,5,912.786,0.41,2.89449,1000,500,90,500,0.5,0.5,500,0,summary
6,billiardstest,static,5,916.885,0.408,2.9118,1000,500,92,500,0.5,0.5,500,0,summary
7,billiardstest,static,5,901.03,0.462,2.5185,1000,500,38,500,0.5,0.5,500,0,summary
8,billiardstest,static,5,904.017,0.45,2.59735,1000,500,50,500,0.5,0.5,500,0,summary
9,billiardstest,static,5,900.999,0.462,2.50676,1000,500,38,500,0.5,0.5,500,0,summary
0,billiardstest,static,10,753.819,0.494,2.32324,1000,500,6,500,0.5,0.5,500,0,summary
1,billiardstest,static,10,823.062,0.365,3.26628,1000,500,135,500,0.5,0.5,500,0,summary
2,billiardstest,static,10,837.455,0.336,3.89719,1000,499,163,501,0.499,0.501,501,0,summary
3,billiardstest,static,10,764.846,0.472,2.49697,1000,500,28,500,0.5,0.5,500,0,summary
4,billiardstest,static,10,810.756,0.385,3.16032,1000,500,115,500,0.5,0.5,500,0,summary
5,billiardstest,static,10,819.783,0.37,3.26149,1000,500,130,500,0.5,0.5,500,0,summary
