user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,647.1814654950001,0.591,2.931843052
1,billiards,model,adaptive,738.2290301695086,0.4653961885656971,7.342571791374122
2,billiards,model,adaptive,780.4232181151152,0.5855855855855856,3.8590301991991995
3,billiards,model,adaptive,566.2763419340001,0.605,4.189343116999999
4,billiards,model,adaptive,837.4764842472474,0.3533533533533533,8.71779116916917
5,billiards,model,adaptive,846.8877783965694,0.29868819374369326,9.023686201816346
6,billiards,model,adaptive,597.0797074954866,0.6810431293881645,4.835903036108325
7,billiards,model,adaptive,690.6136773573575,0.5235235235235235,5.953744832832832
8,billiards,model,adaptive,799.0940160952861,0.4092276830491474,5.216313165496489
0,billiards,static,5,827.3754655509999,1.0,2.2662805440000002
1,billiards,static,5,865.4636202790001,0.823,2.8905524450000004
2,billiards,static,5,859.92116469,0.84,2.82941381
3,billiards,static,5,841.965281281,0.929,2.526172667
4,billiards,static,5,863.0242022609999,0.841,2.830993173
5,billiards,static,5,855.4777121310001,0.87,2.7288383720000002
6,billiards,static,5,834.0473413909999,0.967,2.365141955
7,billiards,static,5,858.032269945,0.852,2.7855901190000005
8,billiards,static,5,845.053684079,0.919,2.532497424
0,billiards,static,10,513.2739302250001,0.995,2.290509427
1,billiards,static,10,643.8344083229999,0.753,5.315765552
2,billiards,static,10,624.699243155,0.789,3.00091381
3,billiards,static,10,551.852643255,0.927,2.527172667
4,billiards,static,10,638.671179452,0.767,3.191493173
5,billiards,static,10,616.4978924970001,0.804,3.007838372
6,billiards,static,10,562.4909192829999,0.904,2.586141955
7,billiards,static,10,610.3715943110001,0.817,2.9390901190000003
8,billiards,static,10,572.3809196629999,0.885,2.6869974240000003
0,billiards,static,15,367.642812169,0.995,2.326223049
1,billiards,static,15,572.524619321,0.696,4.2525722319999995
2,billiards,static,15,550.629822263,0.728,3.64329237
3,billiards,static,15,426.20407863199995,0.909,2.5971726669999997
4,billiards,static,15,605.8075467479999,0.647,4.4095940140000005
5,billiards,static,15,615.9464694480001,0.632,5.0525470100000005
6,billiards,static,15,414.25732243299996,0.927,2.532641955
7,billiards,static,15,496.34695985599996,0.808,2.9985901190000006
8,billiards,static,15,459.01885354000007,0.862,2.773997424
0,billiards,static,20,295.240620544,0.977,2.35921542
1,billiards,static,20,553.683346331,0.642,5.843409342000001
2,billiards,static,20,638.541022051,0.531,5.279573244
3,billiards,static,20,382.37597175600007,0.864,2.669672667
4,billiards,static,20,635.994292971,0.538,5.516705730000001
5,billiards,static,20,659.4154132440002,0.507,6.42905755
6,billiards,static,20,366.530495261,0.885,2.675141955
7,billiards,static,20,510.532773937,0.697,5.462236986
8,billiards,static,20,430.28465503200005,0.801,3.297701345
0,billiards,static,25,324.747076406,0.874,3.153667575
1,billiards,static,25,649.5657540130001,0.481,11.100492479
2,billiards,static,25,788.1047723990001,0.315,5.700798505000001
3,billiards,static,25,605.1676697130001,0.535,5.843652939
4,billiards,static,25,787.1724798030001,0.316,7.037844895
5,billiards,static,25,782.7034528080002,0.322,8.501963178
6,billiards,static,25,481.108754217,0.685,6.148542448
7,billiards,static,25,677.2811834340002,0.448,7.059227776000002
8,billiards,static,25,536.0781750900001,0.619,4.925817593
0,billiards,static,30,318.850507948,0.838,2.8669880720000003
1,billiards,static,30,659.5241651240002,0.447,8.153926912000001
2,billiards,static,30,856.5167301830002,0.22,5.740996042999999
3,billiards,static,30,604.4260618490001,0.511,3.9339111279999996
4,billiards,static,30,727.1178134960002,0.371,5.353848038
5,billiards,static,30,917.7141263430002,0.152,8.122152969999998
6,billiards,static,30,418.07186712300006,0.724,3.7444445029999995
7,billiards,static,30,637.0893478450001,0.473,7.2707986899999995
8,billiards,static,30,570.2033357650001,0.549,5.107015587
0,billiards,static,35,367.4126721890001,0.755,2.9409402260000004
