user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,362.763669858,0.898,2.563568568
1,billiards,model,adaptive,602.331495551,0.707,4.677082081000001
2,billiards,model,adaptive,661.2618385345346,0.7167167167167167,3.611042766766767
3,billiards,model,adaptive,449.648487784,0.813,3.3778857559999995
4,billiards,model,adaptive,644.906501744,0.662,3.7487806470000002
5,billiards,model,adaptive,725.64736342,0.589,5.665387166
6,billiards,model,adaptive,377.14894665700007,0.883,2.654141955
0,billiards,static,5,830.2506359810001,0.992,2.2901804219999997
1,billiards,static,5,861.917030348,0.831,2.872552445
2,billiards,static,5,877.149310539,0.771,3.06991381
3,billiards,static,5,839.695017797,0.939,2.459172667
4,billiards,static,5,872.2792720660001,0.82,4.948012308
5,billiards,static,5,877.967047522,0.77,3.1093383720000003
6,billiards,static,5,832.0950935019999,0.97,2.3621419550000002
0,billiards,static,10,515.632213791,0.991,2.307330861
1,billiards,static,10,616.0358334000001,0.8,3.0030524450000002
2,billiards,static,10,637.200714151,0.773,3.10991381
3,billiards,static,10,549.305227103,0.93,2.519172667
4,billiards,static,10,642.2765416230001,0.75,5.46256513
5,billiards,static,10,650.595515139,0.742,3.522394107
6,billiards,static,10,533.716760692,0.955,2.410641955
0,billiards,static,15,380.58007289,0.977,2.369757398
1,billiards,static,15,521.792887531,0.769,3.6865524450000002
2,billiards,static,15,587.5756100970001,0.673,3.706101549
3,billiards,static,15,422.065769096,0.914,2.585672667
4,billiards,static,15,518.5327670290001,0.774,3.1279931729999997
5,billiards,static,15,597.1549277510001,0.663,4.597580824999999
6,billiards,static,15,390.23564948200004,0.962,2.411641955
0,billiards,static,20,307.85886125900004,0.961,2.4067894930000002
1,billiards,static,20,549.232625246,0.649,5.782064311
2,billiards,static,20,582.297727466,0.607,4.5127898
3,billiards,static,20,373.90448112700005,0.875,2.695172667
4,billiards,static,20,552.5878111300001,0.643,6.4495490250000005
5,billiards,static,20,714.8960607940002,0.435,7.343722745999999
6,billiards,static,20,342.42934734700003,0.916,2.547141955
0,billiards,static,25,332.38671607900005,0.864,3.1422157090000002
1,billiards,static,25,619.3103171280001,0.519,11.790742968999998
2,billiards,static,25,723.1781557430002,0.395,5.367780714
3,billiards,static,25,460.067927946,0.71,3.720492558
4,billiards,static,25,708.8832221350002,0.411,5.960137498
5,billiards,static,25,853.6017939040003,0.236,8.078982317
6,billiards,static,25,338.79513404400006,0.856,2.962141955
0,billiards,static,30,315.401350462,0.842,3.406644527
1,billiards,static,30,612.1185161960001,0.503,11.558907041
2,billiards,static,30,732.6660375940002,0.365,5.603998007
3,billiards,static,30,481.06966922400005,0.652,3.4077924160000004
4,billiards,static,30,710.7710411170002,0.388,7.912367032
5,billiards,static,30,887.0099825220003,0.186,7.102273244
6,billiards,static,30,375.78036482600004,0.772,4.492465268
0,billiards,static,35,353.167777514,0.77,2.945832115
1,billiards,static,35,646.3830588750001,0.446,10.161797637
2,billiards,static,35,911.1017379690003,0.155,7.252912132
3,billiards,static,35,527.2625760710001,0.577,3.486626217
4,billiards,static,35,743.2493993310002,0.34,7.860165755
5,billiards,static,35,951.6952538880003,0.109,7.456349006
