user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,310.31990507300003,0.832,2.8180520130000004
1,billiards,model,adaptive,592.9244015890001,0.591,8.134835323999999
2,billiards,model,adaptive,719.4917784430002,0.488,6.488799966
3,billiards,model,adaptive,529.961871218437,0.7284569138276553,4.1216941382765535
4,billiards,model,adaptive,673.818876277387,0.5366834170854271,12.630035118592966
5,billiards,model,adaptive,721.3429251698494,0.4884422110552764,8.944207937688441
0,billiards,static,5,827.3754655509999,1.0,2.2621268659999996
1,billiards,static,5,877.6927239760001,0.771,3.0590524450000003
2,billiards,static,5,864.6010897660001,0.83,2.86941381
3,billiards,static,5,835.183056757,0.959,2.389172667
4,billiards,static,5,866.363374423,0.82,2.9444931729999997
5,billiards,static,5,863.453143962,0.839,2.855838372
0,billiards,static,10,511.080610388,0.999,2.2844333100000003
1,billiards,static,10,635.5344722800002,0.765,3.1430524450000004
2,billiards,static,10,623.037623925,0.787,3.174915478
3,billiards,static,10,547.2541221040001,0.931,2.5161726669999998
4,billiards,static,10,637.347431301,0.759,3.47254689
5,billiards,static,10,626.6848384470001,0.782,5.289351445
0,billiards,static,15,370.415847099,0.991,2.313711645
1,billiards,static,15,558.566776374,0.716,3.353052445
2,billiards,static,15,596.374537816,0.663,4.057290277
3,billiards,static,15,427.41837212900003,0.909,2.6236726669999997
4,billiards,static,15,566.033707696,0.705,5.138348878
5,billiards,static,15,550.4480524590001,0.727,5.201161285
0,billiards,static,20,293.710911582,0.979,2.340269238
1,billiards,static,20,576.3241210450002,0.612,5.436433639
2,billiards,static,20,649.0686036590001,0.518,5.596525928999999
3,billiards,static,20,351.136321871,0.904,2.580172667
4,billiards,static,20,605.9589347920002,0.573,7.6990734320000005
5,billiards,static,20,648.3285147970001,0.518,7.640906011999999
0,billiards,static,25,280.714049,0.926,2.785080143
1,billiards,static,25,667.962648218,0.459,11.900360727999999
2,billiards,static,25,782.1009681540003,0.322,6.505241461
3,billiards,static,25,463.44742896500003,0.707,5.0965110860000005
4,billiards,static,25,716.6023323310002,0.401,11.783153931000001
5,billiards,static,25,791.4952012660003,0.31,10.497536473
0,billiards,static,30,261.256321786,0.904,2.82149129
1,billiards,static,30,687.9164508180002,0.415,8.751854142000001
2,billiards,static,30,757.1788336830002,0.335,6.571839774
3,billiards,static,30,520.934749731,0.606,4.449060684
4,billiards,static,30,762.7005962800001,0.33,10.009761982
5,billiards,static,30,828.9710763010002,0.253,10.063985874
0,billiards,static,35,333.85907618199997,0.792,2.8859498450000003
1,billiards,static,35,695.3042131530002,0.393,11.838826915000002
2,billiards,static,35,847.6553493660001,0.225,6.833801747000001
3,billiards,static,35,623.7941940490001,0.471,5.5360147159999995
4,billiards,static,35,853.5831355370003,0.217,8.847212231999999
5,billiards,static,35,878.7670235460002,0.19,7.994817858
0,billiards,static,40,353.61721091400005,0.75,2.922698279
1,billiards,static,40,742.0628816225842,0.3316378433367243,14.495667288911497
2,billiards,static,40,931.1830417676133,0.12828601472134596,7.1778391230283916
3,billiards,static,40,676.6030417389114,0.4022177419354839,4.794874908266129
