user,video,strategy,comp_level,mean_effective_error,on_time_ratio,mean_delay_ms
0,billiards,model,adaptive,516.4642380170342,0.6042084168336673,7.616480179358718
1,billiards,model,adaptive,618.2891534710001,0.598,6.315628185
2,billiards,model,adaptive,642.7800580340001,0.577,5.2083873359999995
3,billiards,model,adaptive,453.81865025900004,0.737,6.665565978000001
4,billiards,model,adaptive,675.2101563350002,0.489,10.895527549
0,billiards,static,5,832.7199571259999,0.979,2.329896342
1,billiards,static,5,894.8983490190001,0.695,7.1286114959999995
2,billiards,static,5,876.2781462150001,0.796,2.98241381
3,billiards,static,5,840.862394787,0.937,2.470172667
4,billiards,static,5,857.286496299,0.855,2.785993173
0,billiards,static,10,529.965944936,0.965,2.394917396
1,billiards,static,10,680.4649689450001,0.681,3.4660524450000003
2,billiards,static,10,663.37919774,0.715,3.453569528
3,billiards,static,10,562.592430767,0.905,2.6011726669999997
4,billiards,static,10,632.7909875100001,0.771,3.155493173
0,billiards,static,15,397.734052362,0.951,2.4544075270000003
1,billiards,static,15,614.2826467510001,0.638,5.03576814
2,billiards,static,15,669.5462611720001,0.553,5.404509086
3,billiards,static,15,398.538446195,0.95,2.4706726669999997
4,billiards,static,15,559.8320441970001,0.714,3.361493173
0,billiards,static,20,334.313052127,0.926,2.8093879090000002
1,billiards,static,20,668.5241317110001,0.498,11.198750389
2,billiards,static,20,607.2782387930001,0.571,4.738426001
3,billiards,static,20,367.468435641,0.883,2.651172667
4,billiards,static,20,610.1703230050001,0.568,6.935623869
0,billiards,static,25,354.72344820000006,0.837,4.151202552
1,billiards,static,25,690.9099298610001,0.433,13.875857233000001
2,billiards,static,25,799.4581651060001,0.302,9.101778590000002
3,billiards,static,25,422.823372284,0.756,3.9871123769999994
4,billiards,static,25,710.0088576390002,0.409,8.736382827
0,billiards,static,30,412.12406765800006,0.731,5.086981143999999
1,billiards,static,30,692.2770213550002,0.411,10.940397206
2,billiards,static,30,832.5258655160002,0.248,5.970514198
3,billiards,static,30,494.52465419200007,0.636,6.39830745
4,billiards,static,30,711.7524353960001,0.388,8.233143334000001
0,billiards,static,35,439.22814893500004,0.676,5.434362375000001
1,billiards,static,35,717.8009329300002,0.367,9.617797302000001
2,billiards,static,35,925.3538824960004,0.138,7.045280534
3,billiards,static,35,516.5328213150001,0.59,4.802426487000001
4,billiards,static,35,701.0183212040001,0.385,8.209610627999998
0,billiards,static,40,502.04480793850814,0.5907258064516129,5.005033326612903
1,billiards,static,40,749.7869940430771,0.3230769230769231,10.14215196
2,billiards,static,40,930.7081256288774,0.12834224598930483,7.012015410695188
3,billiards,static,40,534.7743116960884,0.5546639919759278,3.716638550651956
4,billiards,static,40,871.3570623476047,0.1926605504587156,7.209962563710498
0,billiards,static,45,486.3698627670683,0.5943775100401606,4.041167735943776
1,billiards,static,45,889.7905760050869,0.1688708036622584,9.376756456765005
2,billiards,static,45,1006.1845130157402,0.046169989506820566,6.963006800629591
3,billiards,static,45,589.980298501006,0.48490945674044267,4.209124440643863
4,billiards,static,45,998.3720006930283,0.055150884495317375,7.412189059313215
0,billiards,static,50,875.2000112391527,0.18163471241170534,5.5279382209889
1,billiards,static,50,1050.2572660000003,0.0,9.889358829015544
2,billiards,static,50,1050.2572660000003,0.0,6.175889551339286
3,billiards,static,50,1050.2572660000003,0.0,4.038551790581162
4,billiards,static,50,1050.2572660000003,0.0,7.6904483015544045
0,billiards,static,55,1050.2572660000003,0.0,4.769014728184554
1,billiards,static,55,1050.2572660000003,0.0,12.080905198123045
2,billiards,static,55,1050.2572660000005,0.0,12.164334824973318
3,billiards,static,55,1050.2572660000003,0.0,5.227574049345417
4,billiards,static,55,1050.2572660000005,0.0,9.34784139032621
0,billiards,static,60,1050.2572660000003,0.0,5.523992771859296
1,billiards,static,60,1050.2572660000003,0.0,10.508322784067085
2,billiards,static,60,1050.2572660000003,0.0,5.965328705627705
3,billiards,static,60,1050.2572660000003,0.0,4.4439252432432435
4,billiards,static,60,1050.2572660000005,0.0,8.701074591858037
0,billiards,static,65,1050.2572660000003,0.0,4.688214591365462
1,billiards,static,65,1050.2572660000003,0.0,21.062505294478527
2,billiards,static,65,1050.2572660000003,0.0,19.169119110352675
3,billiards,static,65,1050.2572660000003,0.0,5.91304969703173
4,billiards,static,65,1050.2572660000003,0.0,18.00961863490241
0,billiards,static,70,1050.2572660000003,0.0,5.453149540785498
1,billiards,static,70,1050.2572660000003,0.0,9.951679489035088
2,billiards,static,70,1050.2572660000005,0.0,27.824505221411197
3,billiards,static,70,1050.2572660000003,0.0,5.326102867469879
4,billiards,static,70,1050.2572660000003,0.0,29.19628617391304
0,billiards,static,75,1050.2572660000003,0.0,5.033841270242916
1,billiards,static,75,1050.2572660000005,0.0,41.39972421701603
2,billiards,static,75,1050.2572660000003,0.0,18.119007176339284
3,billiards,static,75,1050.2572660000003,0.0,6.065784631120784
4,billiards,static,75,1050.2572660000003,0.0,22.694828816397226
0,billiards,static,80,1050.2572660000003,0.0,5.752699196938775
1,billiards,static,80,1050.2572660000003,0.0,46.598624399234694
2,billiards,static,80,1050.2572660000003,0.0,29.17250660956175
3,billiards,static,80,1050.2572660000003,0.0,6.150613097031965
4,billiards,static,80,1050.2572660000003,0.0,30.656740739974126
