frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms,cqi
1,20,293.386,31832,0.026462107,0.029000000,2.537893,1,293.386251,3.000000,12
2,10,566.825360,16304,0.049147119,0.051500000,2.352881,1,566.825360,3.000000,12
3,10,562.147777,16304,0.069908885,0.072500000,2.591115,1,562.147777,3.000000,12
4,10,557.423271,16304,0.090138188,0.092500000,2.361812,1,557.423271,3.000000,12
5,10,558.478308,16304,0.109785922,0.123500000,13.714078,0,1050.257266,3.000000,12
6,10,535.964877,16304,0.129176255,0.132500000,3.323745,0,1050.257266,3.000000,12
7,10,532.038963,16304,0.147495134,0.152500000,5.004866,0,1050.257266,3.000000,12
8,10,531.398379,16304,0.169552400,0.172000000,2.447600,1,531.398379,3.000000,12
9,10,541.470070,16304,0.188287497,0.191500000,3.212503,0,1050.257266,3.000000,12
10,10,531.759126,16304,0.210192404,0.219000000,8.807596,0,1050.257266,3.000000,12
11,10,524.003088,16304,0.230728175,0.233000000,2.271825,1,524.003088,3.000000,12
12,10,524.444016,16304,0.250814411,0.253000000,2.185589,1,524.444016,3.000000,12
13,10,532.386522,16304,0.270049863,0.272500000,2.450137,1,532.386522,3.000000,12
14,10,523.803477,16304,0.288680797,0.293500000,4.819203,0,1050.257266,3.000000,12
15,10,535.507583,16304,0.308308071,0.316500000,8.191929,0,1050.257266,3.000000,12
16,30,167.446532,47360,0.327884836,0.331500000,3.615164,0,1050.257266,3.000000,12
17,15,379.572189,24067,0.346125197,0.349000000,2.874803,1,379.572189,3.000000,12
18,5,892.097147,8540,0.366988569,0.370500000,3.511431,0,1050.257266,3.000000,12
19,5,899.961241,8540,0.388011007,0.391000000,2.988993,1,899.961241,3.000000,12
20,5,908.795249,8540,0.406299105,0.411500000,5.200895,0,1050.257266,3.000000,13
21,30,185.621606,47360,0.427624371,0.436000000,8.375629,0,1050.257266,3.000000,13
22,10,558.040550,16304,0.447128666,0.452500000,5.371334,0,1050.257266,3.000000,13
